毛利率,流通股,净资产,净利润,流值,每股未分配利润,PE(动),链接,同比,收益(三),负债率,总股本,code,名称,ROE,总值,市净率,净利率,营收,上市时间,净利润_2007-12-31,净利润_2008-12-31,净利润_2009-09-30,净利润_2009-12-31,净利润_2010-06-30,净利润_2010-09-30,净利润_2010-12-31,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-09-30,净利润_2013-12-31,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2007-12-31,净利润同比增长_2008-12-31,净利润同比增长_2009-09-30,净利润同比增长_2009-12-31,净利润同比增长_2010-06-30,净利润同比增长_2010-09-30,净利润同比增长_2010-12-31,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-09-30,净利润同比增长_2013-12-31,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2007-12-31,营收_2008-12-31,营收_2009-09-30,营收_2009-12-31,营收_2010-06-30,营收_2010-09-30,营收_2010-12-31,营收_2011-12-31,营收_2012-12-31,营收_2013-09-30,营收_2013-12-31,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2007-12-31,营收增长同比_2008-12-31,营收增长同比_2009-09-30,营收增长同比_2009-12-31,营收增长同比_2010-06-30,营收增长同比_2010-09-30,营收增长同比_2010-12-31,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-09-30,营收增长同比_2013-12-31,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
37.13%,7.02亿,3.424,1.92亿,60.45亿,1.741元,23.65,http://quote.eastmoney.com/sh600229.html,5.38%,0.273,34.76%,7.02亿,sh600229,城市传媒,7.94%,60.45亿,2.51,12.37%,15.45亿,2000-03-09,,,,,,,,,,,,,,,,,,,3351万,1.21亿,6492万,7362万,4337万,1.47亿,7956万,8055万,3158万,,,,,,,,,,,,,,,,,,,,22.48,14.62,16.41,18.84,29.40,22.01,22.55,9.42,-27.18,,,,,,,,,,,,,,,,,,,,3.61亿,5.66亿,4.57亿,4.73亿,4.27亿,6.13亿,4.89亿,5.56亿,4.99亿,,,,,,,,,,,,,,,,,,,,10.24,15.55,19.21,1.99,18.14,8.35,7.12,17.68,16.90,
51.71%,4.12亿,8.798,10.29亿,83.61亿,6.069元,6.09,http://quote.eastmoney.com/sh600230.html,6.63%,2.498,14.85%,4.12亿,sh600230,沧州大化,32.18%,83.61亿,2.31,32.14%,35.50亿,2000-04-06,,,,,,,,,,,,,,,,,,,1.05亿,2.88亿,4.25亿,2.31亿,3.09亿,3.18亿,3.98亿,3.70亿,2.61亿,,,,,,,,,,,,,,,,,,,,--,--,--,463.13,193.15,10.33,-6.38,60.14,-15.55,,,,,,,,,,,,,,,,,,,,7.08亿,11.1亿,10.7亿,9.98亿,10.6亿,12.9亿,11.7亿,13.2亿,10.6亿,,,,,,,,,,,,,,,,,,,,115.57,118.17,76.81,92.02,49.68,16.05,9.20,32.68,-0.30,
15.83%,3.65亿,3.1639999999999997,2554万,21.52亿,0.745元,63.20,http://quote.eastmoney.com/sh600232.html,32.46%,0.07,32.95%,3.65亿,sh600232,金鹰股份,2.20%,21.52亿,1.86,4.04%,8.73亿,2000-06-02,,,,,,,,,,,,,,,,,,,1070万,1041万,412万,659万,857万,597万,383万,1069万,1101万,,,,,,,,,,,,,,,,,,,,-24.34,101.72,11.01,55.63,-19.89,-42.64,-7.09,62.38,28.49,,,,,,,,,,,,,,,,,,,,2.92亿,3.05亿,2.03亿,3.12亿,3.36亿,3.82亿,2.35亿,3.44亿,2.94亿,,,,,,,,,,,,,,,,,,,,-12.00,2.07,-0.66,36.34,15.19,25.12,15.94,10.12,-12.41,
13.10%,7.83亿,3.641,12.54亿,106.7亿,1.328元,23.04,http://quote.eastmoney.com/sh600233.html,18.53%,0.44299999999999995,31.24%,28.28亿,sh600233,圆通速递,12.75%,385.2亿,3.74,6.81%,186.2亿,2000-06-08,,,,,,,,,,,,,,,,,,,3.23亿,3.96亿,2.79亿,4.13亿,3.65亿,3.85亿,3.16亿,4.86亿,4.53亿,,,,,,,,,,,,,,,,,,,,58.14,92.49,7.01,5.64,12.95,-2.90,13.00,17.52,23.91,,,,,,,,,,,,,,,,,,,,39.7亿,54.2亿,34.9亿,47.2亿,46.6亿,71.2亿,53.4亿,67.2亿,65.6亿,,,,,,,,,,,,,,,,,,,,48.12,30.45,6.95,13.41,17.31,31.22,52.88,42.56,40.83,
33.33%,2.02亿,0.341,-267.6万,15.39亿,-2.350元,-,http://quote.eastmoney.com/sh600234.html,74.18%,-0.013000000000000001,82.57%,2.02亿,sh600234,ST山水,-2.95%,15.39亿,22.31,1.94%,1.15亿,2000-06-15,,,,,,,,,,,,,,,,,,,-147万,1351万,-561万,-583万,108万,-1512万,134万,-247万,-154万,,,,,,,,,,,,,,,,,,,,-140.00,--,--,-247.99,--,-211.90,--,--,-243.01,,,,,,,,,,,,,,,,,,,,372万,958万,348万,359万,368万,374万,3302万,3947万,4275万,,,,,,,,,,,,,,,,,,,,36.02,250.78,12.69,-15.55,-0.82,-61.00,850.14,1000.76,1060.37,
15.55%,3.51亿,3.685,1890万,26.38亿,0.126元,104.70,http://quote.eastmoney.com/sh600235.html,18.78%,0.054000000000000006,39.35%,3.51亿,sh600235,民丰特纸,1.47%,26.38亿,2.04,1.57%,11.47亿,2000-06-15,,,,,,,,,,,,,,,,,,,600万,444万,716万,330万,545万,330万,662万,676万,552万,,,,,,,,,,,,,,,,,,,,--,--,184.37,--,-9.16,-25.83,-7.50,104.83,1.25,,,,,,,,,,,,,,,,,,,,3.53亿,3.69亿,3.90亿,4.03亿,4.06亿,4.10亿,3.79亿,3.89亿,3.79亿,,,,,,,,,,,,,,,,,,,,6.06,-4.82,6.64,6.08,14.84,11.26,-2.85,-3.66,-6.56,
54.41%,60.63亿,2.258,20.12亿,346.2亿,0.812元,12.90,http://quote.eastmoney.com/sh600236.html,9.95%,0.332,65.57%,60.63亿,sh600236,桂冠电力,13.90%,346.2亿,2.53,32.28%,71.62亿,2000-03-23,,,,,,,,,,,,,,,,,,,6.28亿,1.43亿,3.20亿,3.79亿,11.3亿,6.80亿,6.42亿,6.25亿,7.45亿,,,,,,,,,,,,,,,,,,,,-16.22,-67.81,-56.08,-61.45,75.42,365.11,100.58,64.88,-34.11,,,,,,,,,,,,,,,,,,,,21.2亿,14.7亿,18.0亿,22.1亿,31.8亿,15.8亿,21.9亿,25.6亿,24.1亿,,,,,,,,,,,,,,,,,,,,-21.45,-39.89,-21.03,-31.88,35.50,53.81,21.36,15.76,-24.25,
17.06%,5.64亿,2.197,428.5万,27.09亿,-0.410元,474.15,http://quote.eastmoney.com/sh600237.html,-50.57%,0.008,34.11%,5.64亿,sh600237,铜峰电子,0.34%,27.09亿,2.19,0.62%,6.51亿,2000-06-09,,,,,,,,,,,,,,,,,,,-2489万,-1.48亿,465万,167万,235万,537万,290万,238万,-99.1万,,,,,,,,,,,,,,,,,,,,--,-496.88,188.93,--,--,--,-37.68,42.09,-142.24,,,,,,,,,,,,,,,,,,,,1.35亿,1.42亿,1.91亿,2.12亿,1.94亿,2.16亿,2.05亿,2.47亿,1.99亿,,,,,,,,,,,,,,,,,,,,14.59,6.71,26.88,30.43,44.15,51.53,7.34,16.52,2.43,
25.43%,4.45亿,1.328,-1.63亿,38.23亿,-0.230元,-,http://quote.eastmoney.com/sh600238.html,-4843.68%,-0.363,56.23%,4.48亿,sh600238,*ST椰岛,-24.07%,38.50亿,6.47,-46.85%,3.48亿,2000-01-20,,,,,,,,,,,,,,,,,,,-1963万,2953万,-2046万,1339万,1050万,-1.10亿,-8638万,-3013万,-4635万,,,,,,,,,,,,,,,,,,,,--,13.07,--,--,--,-471.06,--,-324.98,-541.50,,,,,,,,,,,,,,,,,,,,1.69亿,4.19亿,1.60亿,2.34亿,2.95亿,4.54亿,1.60亿,1.32亿,5590万,,,,,,,,,,,,,,,,,,,,440.29,129.84,34.96,67.56,74.85,8.25,-0.56,-43.47,-81.05,
39.37%,16.06亿,3.042,2.28亿,61.34亿,1.012元,20.22,http://quote.eastmoney.com/sh600239.html,160.56%,0.142,89.16%,16.06亿,sh600239,云南城投,4.25%,61.34亿,1.26,4.48%,69.93亿,1999-12-02,,,,,,,,,,,,,,,,,,,-1.70亿,7.37亿,-1.15亿,-1.69亿,-9233万,6.40亿,-4988万,-1.35亿,4.12亿,,,,,,,,,,,,,,,,,,,,--,36.06,--,--,--,-13.17,--,--,--,,,,,,,,,,,,,,,,,,,,1.70亿,66.7亿,11.6亿,24.8亿,27.5亿,80.0亿,23.3亿,15.8亿,30.8亿,,,,,,,,,,,,,,,,,,,,-20.80,89.59,-40.55,153.83,1518.18,20.00,100.37,-36.05,11.89,
58.98%,14.24亿,4.582,-1.36亿,50.13亿,3.109元,-,http://quote.eastmoney.com/sh600240.html,-114.94%,-0.095,61.70%,14.24亿,sh600240,华业资本,-2.02%,50.13亿,0.77,-2.92%,46.95亿,2000-06-28,,,,,,,,,,,,,,,,,,,5.36亿,3.51亿,1.26亿,7.16亿,6507万,9108万,1.63亿,8.18亿,-11.2亿,,,,,,,,,,,,,,,,,,,,120.63,82.65,-33.33,404.22,-87.86,-74.08,29.17,14.19,-1815.16,,,,,,,,,,,,,,,,,,,,6.18亿,15.3亿,4.37亿,25.2亿,3.70亿,5.33亿,3.95亿,23.6亿,19.3亿,,,,,,,,,,,,,,,,,,,,-16.04,95.12,-82.98,421.61,-40.14,-65.26,-9.59,-6.22,423.18,
16.96%,2.52亿,4.77,-3185万,17.61亿,-0.061元,-,http://quote.eastmoney.com/sh600241.html,-282.89%,-0.10800000000000001,41.91%,2.94亿,sh600241,时代万恒,-2.24%,20.60亿,1.47,-6.93%,6.81亿,2000-11-28,,,,,,,,,,,,,,,,,,,830万,-6893万,-847万,675万,1913万,209万,-1538万,-2041万,394万,,,,,,,,,,,,,,,,,,,,--,-197.91,--,--,130.40,--,--,-402.10,-79.39,,,,,,,,,,,,,,,,,,,,5.17亿,6.29亿,2.36亿,2.84亿,4.96亿,4.86亿,2.76亿,3.02亿,1.03亿,,,,,,,,,,,,,,,,,,,,5.07,13.80,-2.02,63.63,-4.03,-22.77,16.78,6.39,-79.27,
10.95%,3.04亿,4.553,9725万,46.02亿,-1.114元,53.36,http://quote.eastmoney.com/sh600242.html,8.59%,0.213,48.09%,4.57亿,sh600242,中昌数据,4.79%,69.18亿,3.33,4.82%,21.54亿,2000-12-07,,,,,,,,,,,,,,,,,,,1237万,4020万,2407万,3397万,3151万,2902万,1246万,2818万,5661万,,,,,,,,,,,,,,,,,,,,-54.04,48.94,--,--,154.82,-27.81,-48.26,-17.03,79.65,,,,,,,,,,,,,,,,,,,,5.38亿,6.06亿,4.99亿,4.55亿,4.93亿,6.88亿,5.01亿,6.44亿,10.1亿,,,,,,,,,,,,,,,,,,,,713.56,187.64,541.85,389.96,-8.23,13.51,0.34,41.67,104.57,
11.15%,4.39亿,3.787,-8585万,23.57亿,-0.100元,-,http://quote.eastmoney.com/sh600243.html,-359.93%,-0.196,39.48%,4.39亿,sh600243,青海华鼎,-5.03%,23.57亿,1.42,-18.40%,5.44亿,2000-11-20,,,,,,,,,,,,,,,,,,,-1130万,-1413万,5334万,-696万,-1335万,-1207万,-2985万,-2047万,-3553万,,,,,,,,,,,,,,,,,,,,--,-150.01,--,--,--,--,-155.97,--,--,,,,,,,,,,,,,,,,,,,,2.29亿,3.02亿,1.82亿,2.92亿,2.03亿,2.42亿,1.27亿,2.07亿,2.10亿,,,,,,,,,,,,,,,,,,,,-22.02,-15.92,2.91,17.15,-11.42,-19.92,-30.18,-29.15,3.61,
33.99%,12.17亿,3.5239999999999996,3.39亿,51.35亿,0.700元,19.15,http://quote.eastmoney.com/sh600246.html,200.34%,0.165,44.96%,20.54亿,sh600246,万通地产,4.78%,86.68亿,1.20,15.54%,28.00亿,2000-09-22,,,,,,,,,,,,,,,,,,,-5262万,-1.02亿,7558万,-2444万,6186万,2.43亿,820万,3.12亿,1944万,,,,,,,,,,,,,,,,,,,,-347.29,--,1502.71,-109.39,--,--,-89.15,--,-68.58,,,,,,,,,,,,,,,,,,,,4.03亿,7.40亿,6.81亿,2.80亿,3.42亿,19.9亿,3.96亿,18.8亿,5.23亿,,,,,,,,,,,,,,,,,,,,-44.32,-33.31,122.44,-68.46,-15.03,169.04,-41.78,572.77,52.64,
26.01%,3.36亿,0.055,1480万,19.58亿,-1.771元,99.25,http://quote.eastmoney.com/sh600247.html,104.02%,0.044000000000000004,97.10%,3.36亿,sh600247,*ST成城,133.00%,19.58亿,105.71,52.15%,2808万,2000-11-23,,,,,,,,,,,,,,,,,,,-4133万,-1.52亿,-3.22亿,-740万,-3894万,2.98亿,2726万,-292万,-955万,,,,,,,,,,,,,,,,,,,,--,-462.24,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,438万,6.32亿,1.78亿,432万,351万,1725万,1994万,487万,327万,,,,,,,,,,,,,,,,,,,,-99.43,169.71,8.36,-7.65,-19.72,-97.27,-88.80,12.68,-6.91,
8.18%,6.08亿,4.077,9824万,28.01亿,0.927元,32.31,http://quote.eastmoney.com/sh600248.html,14.03%,0.107,62.22%,9.18亿,sh600248,延长化建,4.71%,42.32亿,1.13,3.10%,31.68亿,2000-06-22,,,,,,,,,,,,,,,,,,,2969万,3823万,1517万,4689万,2408万,4800万,2218万,4226万,3379万,,,,,,,,,,,,,,,,,,,,15.74,62.35,-22.52,32.80,-18.89,25.55,46.24,-9.87,40.28,,,,,,,,,,,,,,,,,,,,8.31亿,14.6亿,5.04亿,11.6亿,10.2亿,12.1亿,6.70亿,13.1亿,11.9亿,,,,,,,,,,,,,,,,,,,,15.74,48.40,2.72,36.81,22.90,-16.89,32.89,13.35,16.32,
19.55%,5.50亿,3.333,214.5万,29.42亿,0.080元,1028.67,http://quote.eastmoney.com/sh600249.html,103.05%,0.004,33.89%,5.50亿,sh600249,两面针,0.12%,29.42亿,1.61,-0.81%,8.95亿,2004-01-30,,,,,,,,,,,,,,,,,,,-1408万,1.19亿,-2682万,-3219万,-1133万,-7365万,-423万,-789万,1427万,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,-161.84,--,--,--,,,,,,,,,,,,,,,,,,,,3.20亿,4.24亿,3.57亿,3.63亿,3.58亿,3.95亿,2.85亿,3.03亿,3.07亿,,,,,,,,,,,,,,,,,,,,-11.41,23.90,10.32,-26.58,11.79,-6.97,-20.05,-16.59,-14.29,
4.06%,2.59亿,1.724,1763万,21.37亿,-0.305元,90.90,http://quote.eastmoney.com/sh600250.html,122.33%,0.068,72.82%,2.59亿,sh600250,南纺股份,3.91%,21.37亿,4.79,2.12%,8.09亿,2001-03-06,,,,,,,,,,,,,,,,,,,-3568万,6832万,-4647万,2506万,-5753万,1.73亿,-4467万,7206万,-976万,,,,,,,,,,,,,,,,,,,,-171.48,1468.42,--,357.76,--,152.72,--,187.52,--,,,,,,,,,,,,,,,,,,,,2.34亿,1.63亿,1.44亿,2.00亿,1.38亿,3.17亿,2.03亿,3.36亿,2.71亿,,,,,,,,,,,,,,,,,,,,-8.71,-70.83,-26.71,-21.42,-40.92,94.60,40.96,67.60,95.87,
8.65%,7.85亿,2.625,1.28亿,46.62亿,0.968元,27.21,http://quote.eastmoney.com/sh600251.html,40.90%,0.16399999999999998,51.92%,7.85亿,sh600251,冠农股份,6.39%,46.62亿,2.26,7.93%,16.72亿,2003-06-09,,,,,,,,,,,,,,,,,,,211万,1426万,5488万,2217万,1414万,-612万,7415万,2325万,3109万,,,,,,,,,,,,,,,,,,,,-90.99,--,--,49.39,569.84,-142.88,35.10,4.88,119.92,,,,,,,,,,,,,,,,,,,,2.61亿,5.93亿,2.77亿,4.71亿,3.18亿,5.36亿,5.53亿,7.47亿,3.72亿,,,,,,,,,,,,,,,,,,,,12.50,31.20,-22.70,44.57,22.03,-9.52,99.71,58.58,16.92,
89.00%,34.75亿,1.643,4.78亿,113.3亿,0.487元,17.79,http://quote.eastmoney.com/sh600252.html,-10.05%,0.138,20.23%,34.75亿,sh600252,中恒集团,8.30%,113.3亿,1.98,19.40%,24.62亿,2000-11-30,,,,,,,,,,,,,,,,,,,1.54亿,5587万,1.46亿,2.41亿,1.44亿,7389万,1.18亿,2.19亿,1.41亿,,,,,,,,,,,,,,,,,,,,--,--,4.59,71.52,-6.02,32.25,-19.31,-8.88,-2.65,,,,,,,,,,,,,,,,,,,,3.89亿,5.57亿,4.10亿,5.25亿,6.62亿,4.51亿,6.67亿,8.44亿,9.51亿,,,,,,,,,,,,,,,,,,,,67.51,844.87,18.37,38.53,70.37,-18.91,62.75,60.90,43.63,
8.59%,17.70亿,1.985,4188万,49.37亿,0.298元,88.41,http://quote.eastmoney.com/sh600255.html,9.08%,0.024,37.72%,17.70亿,sh600255,梦舟股份,1.20%,49.37亿,1.41,1.88%,42.96亿,2000-11-22,,,,,,,,,,,,,,,,,,,-2029万,2.72亿,1411万,-637万,3066万,1.12亿,49.8万,2721万,1417万,,,,,,,,,,,,,,,,,,,,--,107.02,--,--,--,-58.75,-96.47,--,-53.78,,,,,,,,,,,,,,,,,,,,11.7亿,17.4亿,12.2亿,12.6亿,14.2亿,14.7亿,12.4亿,16.0亿,14.5亿,,,,,,,,,,,,,,,,,,,,-21.07,2.02,15.30,7.91,21.45,-15.62,1.62,26.79,2.21,
34.72%,67.37亿,2.169,13.61亿,285.0亿,0.842元,15.84,http://quote.eastmoney.com/sh600256.html,451.40%,0.2,65.82%,67.94亿,sh600256,广汇能源,9.60%,287.4亿,1.95,13.99%,92.95亿,2000-05-26,,,,,,,,,,,,,,,,,,,9672万,4108万,3027万,7885万,1.38亿,4.09亿,5.30亿,3.37亿,4.94亿,,,,,,,,,,,,,,,,,,,,--,--,12.62,94.13,43.03,891.54,1650.80,327.59,258.57,,,,,,,,,,,,,,,,,,,,10.3亿,13.3亿,11.2亿,15.2亿,20.1亿,34.9亿,33.1亿,26.7亿,33.1亿,,,,,,,,,,,,,,,,,,,,13.38,28.87,14.06,77.49,94.86,163.15,196.05,75.72,64.81,
94.56%,6.25亿,8.26,8.01亿,114.0亿,2.180元,16.72,http://quote.eastmoney.com/sh600258.html,45.62%,0.8190000000000001,50.59%,9.79亿,sh600258,首旅酒店,10.40%,178.6亿,2.21,13.08%,63.69亿,2000-06-01,,,,,,,,,,,,,,,,,,,1.43亿,5407万,3481万,2.06亿,3.10亿,8047万,7539万,2.65亿,4.62亿,,,,,,,,,,,,,,,,,,,,466.23,63.33,395.55,2875.74,116.69,48.83,116.56,28.49,49.03,,,,,,,,,,,,,,,,,,,,21.8亿,20.2亿,19.1亿,20.8亿,23.2亿,21.1亿,19.2亿,20.8亿,23.7亿,,,,,,,,,,,,,,,,,,,,541.76,465.67,437.35,5.26,6.79,4.25,0.62,0.11,1.84,
4.03%,2.62亿,5.997999999999999,-1.35亿,81.57亿,-2.022元,-,http://quote.eastmoney.com/sh600259.html,-1752.23%,-0.44799999999999995,52.37%,3.02亿,sh600259,广晟有色,-7.18%,93.92亿,5.19,-9.19%,15.91亿,2000-05-25,,,,,,,,,,,,,,,,,,,-1733万,1.45亿,172万,-3399万,4046万,1230万,351万,-3365万,-1.05亿,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,-91.49,104.26,--,-359.73,,,,,,,,,,,,,,,,,,,,8.64亿,19.8亿,15.9亿,11.0亿,13.3亿,14.8亿,6.02亿,5.42亿,4.47亿,,,,,,,,,,,,,,,,,,,,19.20,53.32,209.35,37.04,53.84,-25.36,-62.04,-50.75,-66.42,
14.69%,6.28亿,7.822,8.43亿,153.6亿,3.181元,15.55,http://quote.eastmoney.com/sh600260.html,62.22%,1.179,69.49%,7.15亿,sh600260,凯乐科技,16.45%,174.8亿,3.13,7.25%,118.6亿,2000-07-06,,,,,,,,,,,,,,,,,,,3621万,6935万,7729万,2.69亿,1.73亿,2.20亿,3.03亿,3.12亿,2.28亿,,,,,,,,,,,,,,,,,,,,-13.47,885.86,110.29,573.94,378.74,217.14,292.61,15.81,31.50,,,,,,,,,,,,,,,,,,,,18.5亿,29.0亿,33.1亿,42.1亿,37.7亿,38.5亿,37.2亿,43.4亿,38.0亿,,,,,,,,,,,,,,,,,,,,142.84,169.00,123.79,92.45,103.12,32.79,12.22,3.17,0.79,
22.28%,14.52亿,2.34,2.88亿,55.76亿,0.942元,14.50,http://quote.eastmoney.com/sh600261.html,-10.88%,0.19899999999999998,43.32%,14.52亿,sh600261,阳光照明,8.55%,55.76亿,1.64,7.09%,41.97亿,2000-07-20,,,,,,,,,,,,,,,,,,,1.37亿,9746万,1.16亿,1.16亿,9126万,7746万,7098万,9316万,1.24亿,,,,,,,,,,,,,,,,,,,,49.72,-4.15,15.68,-0.99,-33.40,-20.52,-39.01,-19.66,36.16,,,,,,,,,,,,,,,,,,,,11.3亿,11.3亿,11.4亿,12.6亿,12.9亿,13.5亿,14.2亿,13.5亿,14.3亿,,,,,,,,,,,,,,,,,,,,-7.85,0.48,11.62,14.29,13.45,19.07,24.06,7.40,10.83,
20.81%,1.70亿,6.539,7278万,33.15亿,1.018元,34.16,http://quote.eastmoney.com/sh600262.html,431.90%,0.428,48.77%,1.70亿,sh600262,北方股份,6.70%,33.15亿,2.98,19.26%,9.11亿,2000-06-30,,,,,,,,,,,,,,,,,,,455万,2021万,406万,1726万,-763万,2374万,599万,6314万,365万,,,,,,,,,,,,,,,,,,,,135.37,--,--,959.74,-267.68,17.51,47.66,265.88,--,,,,,,,,,,,,,,,,,,,,2.59亿,3.43亿,8582万,1.83亿,1.54亿,4.67亿,2.68亿,3.52亿,2.91亿,,,,,,,,,,,,,,,,,,,,-6.91,68.85,-9.38,-1.99,-40.33,36.23,212.21,92.21,88.80,
-0.31%,1.30亿,0.057999999999999996,-2114万,37.84亿,-3.231元,-,http://quote.eastmoney.com/sh600265.html,-12.76%,-0.163,98.57%,1.30亿,sh600265,ST景谷,-116.72%,37.84亿,501.69,-39.38%,5398万,2000-08-25,,,,,,,,,,,,,,,,,,,4417万,283万,-628万,-244万,-1003万,-1221万,-631万,-612万,-872万,,,,,,,,,,,,,,,,,,,,--,--,--,--,-122.70,-531.98,--,--,--,,,,,,,,,,,,,,,,,,,,1637万,1601万,1551万,1538万,1431万,2078万,1209万,2124万,2065万,,,,,,,,,,,,,,,,,,,,4.42,-20.32,-10.08,-27.07,-12.59,29.75,-22.07,38.11,44.33,
30.41%,15.67亿,12.03,6.71亿,155.9亿,5.932元,17.44,http://quote.eastmoney.com/sh600266.html,39.09%,0.428,76.69%,15.67亿,sh600266,北京城建,3.32%,155.9亿,0.83,8.41%,76.81亿,1999-02-03,,,,,,,,,,,,,,,,,,,2.50亿,7.59亿,1.03亿,1.61亿,2.18亿,9.74亿,1.15亿,2.48亿,3.08亿,,,,,,,,,,,,,,,,,,,,-49.97,19.00,-40.64,-38.30,-12.78,28.34,11.24,53.97,41.24,,,,,,,,,,,,,,,,,,,,36.2亿,50.0亿,22.5亿,16.7亿,31.6亿,69.6亿,15.4亿,18.2亿,43.2亿,,,,,,,,,,,,,,,,,,,,56.25,39.51,110.65,-13.62,-12.84,39.21,-31.79,9.07,36.86,
39.17%,9.66亿,6.917000000000001,711.4万,112.3亿,1.784元,1183.90,http://quote.eastmoney.com/sh600267.html,39.19%,0.006999999999999999,64.45%,9.66亿,sh600267,海正药业,0.11%,112.3亿,1.68,3.43%,78.05亿,2000-07-25,,,,,,,,,,,,,,,,,,,1066万,-1.25亿,683万,667万,-839万,846万,1079万,405万,-773万,,,,,,,,,,,,,,,,,,,,--,-1473.06,12.50,-53.24,-178.72,--,57.95,-39.24,--,,,,,,,,,,,,,,,,,,,,26.1亿,24.0亿,27.4亿,27.7亿,26.7亿,24.0亿,28.2亿,25.1亿,24.7亿,,,,,,,,,,,,,,,,,,,,18.66,16.37,14.96,17.87,2.49,-0.10,3.06,-9.30,-7.41,
24.80%,6.35亿,3.239,-2357万,34.24亿,0.081元,-,http://quote.eastmoney.com/sh600268.html,69.15%,-0.034,68.02%,6.95亿,sh600268,国电南自,-1.03%,37.47亿,1.66,2.02%,28.59亿,1999-11-18,,,,,,,,,,,,,,,,,,,-190万,1.46亿,-1.31亿,3660万,1811万,1.14亿,-1.05亿,7739万,416万,,,,,,,,,,,,,,,,,,,,-110.38,11.00,--,1043.78,--,-21.79,--,111.43,-77.04,,,,,,,,,,,,,,,,,,,,10.8亿,26.3亿,6.07亿,15.5亿,15.0亿,24.2亿,5.94亿,10.5亿,12.1亿,,,,,,,,,,,,,,,,,,,,10.11,-6.96,-3.26,0.01,38.43,-8.05,-2.21,-32.41,-19.07,
45.12%,23.35亿,6.175,8.30亿,105.8亿,3.665元,9.56,http://quote.eastmoney.com/sh600269.html,1.52%,0.355,51.88%,23.35亿,sh600269,赣粤高速,5.73%,105.8亿,0.73,25.33%,31.56亿,2000-05-18,,,,,,,,,,,,,,,,,,,1.82亿,1.17亿,4.36亿,1.54亿,2.28亿,1.65亿,2.31亿,3.68亿,2.32亿,,,,,,,,,,,,,,,,,,,,188.05,-47.64,132.77,-72.11,25.40,41.10,-47.07,138.95,1.62,,,,,,,,,,,,,,,,,,,,9.69亿,12.9亿,11.7亿,9.93亿,11.1亿,10.6亿,10.8亿,10.1亿,10.6亿,,,,,,,,,,,,,,,,,,,,-18.26,-35.22,7.08,-17.61,14.25,-17.78,-7.04,1.67,-3.95,
16.24%,18.53亿,5.329,8.54亿,550.3亿,3.696元,48.56,http://quote.eastmoney.com/sh600271.html,-23.87%,0.45899999999999996,37.88%,18.63亿,sh600271,航天信息,7.99%,553.2亿,5.57,6.74%,231.1亿,2003-07-11,,,,,,,,,,,,,,,,,,,3.27亿,5.92亿,3.96亿,1.86亿,5.41亿,4.34亿,1.01亿,2.77亿,4.77亿,,,,,,,,,,,,,,,,,,,,-21.16,82.92,7.33,-25.39,65.62,-26.63,-74.42,49.08,-11.93,,,,,,,,,,,,,,,,,,,,54.5亿,92.7亿,54.9亿,80.5亿,69.6亿,92.6亿,54.7亿,101亿,75.3亿,,,,,,,,,,,,,,,,,,,,7.59,14.97,32.71,19.10,27.60,-0.08,-0.29,25.54,8.23,
