毛利率,流通股,净资产,净利润,流值,每股未分配利润,PE(动),链接,同比,收益(三),负债率,总股本,code,名称,ROE,总值,市净率,净利率,营收,上市时间,净利润_2007-12-31,净利润_2008-12-31,净利润_2009-09-30,净利润_2009-12-31,净利润_2010-06-30,净利润_2010-09-30,净利润_2010-12-31,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-09-30,净利润_2013-12-31,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2007-12-31,净利润同比增长_2008-12-31,净利润同比增长_2009-09-30,净利润同比增长_2009-12-31,净利润同比增长_2010-06-30,净利润同比增长_2010-09-30,净利润同比增长_2010-12-31,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-09-30,净利润同比增长_2013-12-31,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2007-12-31,营收_2008-12-31,营收_2009-09-30,营收_2009-12-31,营收_2010-06-30,营收_2010-09-30,营收_2010-12-31,营收_2011-12-31,营收_2012-12-31,营收_2013-09-30,营收_2013-12-31,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2007-12-31,营收增长同比_2008-12-31,营收增长同比_2009-09-30,营收增长同比_2009-12-31,营收增长同比_2010-06-30,营收增长同比_2010-09-30,营收增长同比_2010-12-31,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-09-30,营收增长同比_2013-12-31,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
21.59%,15.96亿,2.985,2.64亿,84.14亿,0.707元,-,http://quote.eastmoney.com/sz002390.html,7.02%,-0.775,45.80%,16.67亿,sz002390,信邦制药,4.08%,87.86亿,1.77,5.30%,50.25亿,2010-04-16,,,,,,,,,,,,,,,,,,,2.00亿,2.46亿,5241万,1.47亿,2.47亿,3.19亿,7366万,1.96亿,2.64亿,,,,,,,,,,,,,,,,,,,,52.69,41.08,20.19,12.74,23.30,29.82,40.53,33.51,7.02,,,,,,,,,,,,,,,,,,,,37.3亿,51.6亿,13.5亿,27.5亿,43.8亿,60.0亿,15.1亿,32.7亿,50.3亿,,,,,,,,,,,,,,,,,,,,30.11,23.38,16.63,11.36,17.22,16.39,11.66,19.06,14.83,
36.33%,7.37亿,2.889,2.39亿,29.85亿,0.917元,10.87,http://quote.eastmoney.com/sz002392.html,102.16%,0.28,29.56%,11.90亿,sz002392,北京利尔,7.32%,48.21亿,1.40,10.17%,23.55亿,2010-04-23,,,,,,,,,,,,,,,,,,,,1.48亿,4020万,8445万,1.18亿,1.64亿,5868万,1.79亿,2.39亿,3.33亿,,,,,,,,,,,,,,,,,,,,--,36.72,2.29,-18.48,9.97,45.96,112.24,102.16,102.66,,,,,,,,,,,,,,,,,,,,18.8亿,4.83亿,10.7亿,15.3亿,22.9亿,7.25亿,15.0亿,23.6亿,32.0亿,,,,,,,,,,,,,,,,,,,,6.47,16.05,14.23,7.51,21.17,50.17,40.48,54.13,39.74
70.86%,1.82亿,17.61,1.05亿,51.00亿,4.840元,20.63,http://quote.eastmoney.com/sz002393.html,4.96%,1.016,18.99%,1.82亿,sz002393,力生制药,3.37%,51.00亿,1.59,9.54%,11.00亿,2010-04-23,,,,,,,,,,,,,,,,,,,7903万,1.16亿,4071万,7838万,1.00亿,1.17亿,4093万,6880万,1.05亿,,,,,,,,,,,,,,,,,,,,-33.74,1.22,-4.64,13.14,26.54,1.05,0.54,-12.23,4.96,,,,,,,,,,,,,,,,,,,,6.36亿,8.47亿,2.85亿,5.25亿,7.64亿,10.3亿,3.94亿,7.70亿,11.0亿,,,,,,,,,,,,,,,,,,,,2.73,9.30,20.68,14.85,20.12,21.56,38.19,46.45,44.06,
18.09%,3.24亿,9.666,2.51亿,37.32亿,4.748元,7.65,http://quote.eastmoney.com/sz002394.html,14.34%,1.131,27.42%,3.37亿,sz002394,联发股份,7.90%,38.82亿,1.19,7.78%,32.12亿,2010-04-23,,,,,,,,,,,,,,,,,,,2.36亿,3.94亿,5993万,1.41亿,2.19亿,3.60亿,4483万,1.35亿,2.51亿,,,,,,,,,,,,,,,,,,,,32.69,33.80,2.87,-4.48,-6.97,-8.56,-25.20,-4.33,14.34,,,,,,,,,,,,,,,,,,,,27.2亿,37.4亿,8.89亿,19.7亿,29.6亿,40.0亿,10.1亿,21.6亿,32.1亿,,,,,,,,,,,,,,,,,,,,3.78,7.52,1.72,5.47,8.63,7.09,13.28,9.93,8.54,
10.95%,1.79亿,4.796,1669万,26.55亿,1.229元,91.12,http://quote.eastmoney.com/sz002395.html,93.85%,0.122,33.37%,1.79亿,sz002395,双象股份,1.98%,26.55亿,3.10,3.10%,9.79亿,2010-04-29,,,,,,,,,,,,,,,,,,,2413万,3555万,390万,1146万,861万,1309万,225万,1446万,1669万,,,,,,,,,,,,,,,,,,,,46.51,53.54,-46.16,-43.06,-64.31,-63.18,-42.34,26.26,93.85,,,,,,,,,,,,,,,,,,,,7.51亿,10.6亿,2.49亿,5.86亿,9.09亿,12.7亿,2.85亿,6.65亿,9.79亿,,,,,,,,,,,,,,,,,,,,5.31,6.62,17.39,17.81,21.04,20.59,14.52,13.43,7.78,
30.64%,5.39亿,6.305,4.02亿,135.3亿,3.524元,18.90,http://quote.eastmoney.com/sz002396.html,48.42%,0.996,38.55%,5.83亿,sz002396,星网锐捷,11.93%,146.4亿,3.98,9.63%,61.86亿,2010-06-23,,,,,,,,,,,,,,,,,,,1.76亿,3.19亿,-1859万,5182万,2.71亿,4.72亿,-668万,1.17亿,4.02亿,,,,,,,,,,,,,,,,,,,,27.35,21.77,--,34.51,53.95,47.85,--,126.39,48.42,,,,,,,,,,,,,,,,,,,,33.4亿,56.9亿,7.96亿,23.9亿,46.1亿,77.1亿,13.1亿,35.2亿,61.9亿,,,,,,,,,,,,,,,,,,,,29.65,25.93,11.62,27.24,38.07,35.47,64.03,47.39,34.28,
46.13%,5.02亿,2.6839999999999997,9581万,25.25亿,0.572元,31.72,http://quote.eastmoney.com/sz002397.html,33.19%,0.11900000000000001,36.23%,7.80亿,sz002397,梦洁股份,4.69%,39.22亿,1.87,7.16%,14.46亿,2010-04-29,,,,,,,,,,,,,,,,,,,5690万,9727万,3613万,7009万,7194万,5126万,5088万,9186万,9581万,,,,,,,,,,,,,,,,,,,,-7.64,-37.38,11.04,25.39,26.43,-47.30,40.85,31.07,33.19,,,,,,,,,,,,,,,,,,,,8.37亿,14.5亿,3.54亿,7.85亿,11.9亿,19.3亿,5.19亿,10.1亿,14.5亿,,,,,,,,,,,,,,,,,,,,-5.11,-4.67,32.41,43.21,42.08,33.69,46.54,28.22,21.58,
26.42%,5.25亿,3.568,2.03亿,28.64亿,2.095元,11.34,http://quote.eastmoney.com/sz002398.html,53.21%,0.36,28.48%,6.93亿,sz002398,建研集团,8.64%,37.75亿,1.53,11.03%,18.88亿,2010-05-06,,,,,,,,,,,,,,,,,,,1.27亿,1.67亿,3082万,7844万,1.32亿,1.91亿,4725万,1.17亿,2.03亿,,,,,,,,,,,,,,,,,,,,-21.23,-17.21,-21.07,-9.58,4.01,14.23,53.33,49.10,53.21,,,,,,,,,,,,,,,,,,,,9.35亿,13.8亿,3.40亿,8.21亿,13.3亿,20.0亿,4.55亿,11.5亿,18.9亿,,,,,,,,,,,,,,,,,,,,-4.82,2.94,45.51,46.38,42.83,44.24,33.63,40.64,41.44,
39.38%,12.47亿,4.88,4.51亿,345.2亿,1.447元,41.67,http://quote.eastmoney.com/sz002399.html,443.96%,0.498,56.28%,12.47亿,sz002399,海普瑞,6.18%,345.2亿,5.67,12.87%,33.32亿,2010-05-06,,,,,,,,,,,,,,,,,,,3.04亿,3.97亿,-1208万,745万,8289万,1.31亿,4199万,2.19亿,4.51亿,,,,,,,,,,,,,,,,,,,,-27.32,-31.54,-106.17,-97.15,-82.70,-66.91,--,2840.84,443.96,,,,,,,,,,,,,,,,,,,,16.4亿,22.6亿,4.56亿,10.5亿,18.7亿,26.7亿,7.98亿,20.0亿,33.3亿,,,,,,,,,,,,,,,,,,,,1.62,-1.37,-32.13,-11.75,8.84,18.10,75.15,90.88,78.36,
19.96%,3.00亿,2.88,7039万,35.69亿,1.515元,32.48,http://quote.eastmoney.com/sz002401.html,5.50%,0.27399999999999997,52.77%,3.03亿,sz002401,中远海科,8.42%,36.02亿,4.12,10.48%,7.21亿,2010-05-06,,,,,,,,,,,,,,,,,,,4862万,5998万,1766万,3821万,6672万,7595万,2422万,4756万,7039万,,,,,,,,,,,,,,,,,,,,0.72,7.93,0.92,1.91,6.59,26.63,37.09,24.46,5.50,,,,,,,,,,,,,,,,,,,,4.87亿,8.68亿,2.08亿,4.13亿,6.45亿,9.17亿,2.34亿,4.91亿,7.21亿,,,,,,,,,,,,,,,,,,,,5.45,0.55,1.64,-1.60,1.21,5.69,12.77,18.73,11.83,
20.65%,7.23亿,1.869,1.85亿,72.42亿,0.585元,28.97,http://quote.eastmoney.com/sz002402.html,25.18%,0.259,50.68%,8.55亿,sz002402,和而泰,12.62%,85.71亿,5.36,10.18%,19.13亿,2010-05-11,,,,,,,,,,,,,,,,,,,9569万,1.20亿,3689万,1.02亿,1.47亿,1.78亿,4890万,1.29亿,1.85亿,,,,,,,,,,,,,,,,,,,,66.87,59.66,49.77,70.29,54.11,48.84,32.57,26.28,25.18,,,,,,,,,,,,,,,,,,,,9.85亿,13.5亿,4.00亿,9.23亿,14.4亿,19.8亿,5.44亿,12.3亿,19.1亿,,,,,,,,,,,,,,,,,,,,21.92,21.21,43.76,49.85,45.72,46.99,36.01,33.10,33.24,
36.87%,2.89亿,6.348,1.14亿,27.52亿,1.737元,16.50,http://quote.eastmoney.com/sz002403.html,0.94%,0.433,50.75%,3.50亿,sz002403,爱仕达,5.16%,33.35亿,1.50,4.69%,22.66亿,2010-05-11,,,,,,,,,,,,,,,,,,,9959万,1.37亿,5337万,8587万,1.13亿,1.73亿,4303万,9206万,1.14亿,,,,,,,,,,,,,,,,,,,,34.54,21.14,20.60,17.81,13.64,25.75,-19.36,7.21,0.94,,,,,,,,,,,,,,,,,,,,18.1亿,25.5亿,7.50亿,14.2亿,21.5亿,30.7亿,8.20亿,15.3亿,22.7亿,,,,,,,,,,,,,,,,,,,,12.45,13.63,18.83,20.47,18.48,20.57,9.40,7.89,5.56,
14.66%,4.59亿,3.036,1.02亿,31.49亿,0.665元,20.71,http://quote.eastmoney.com/sz002404.html,16.16%,0.248,42.18%,5.78亿,sz002404,嘉欣丝绸,6.29%,39.63亿,2.26,4.56%,23.91亿,2010-05-11,,,,,,,,,,,,,,,,,,,6620万,9958万,2052万,6080万,8824万,1.12亿,3124万,6867万,1.02亿,,,,,,,,,,,,,,,,,,,,14.09,70.45,33.14,50.11,33.30,12.25,52.20,12.94,16.16,,,,,,,,,,,,,,,,,,,,16.9亿,22.5亿,5.63亿,12.9亿,20.8亿,27.7亿,7.52亿,15.8亿,23.9亿,,,,,,,,,,,,,,,,,,,,11.39,11.92,3.59,16.87,22.72,23.06,33.61,22.39,15.08,
77.00%,10.43亿,5.497999999999999,2.19亿,255.8亿,0.974元,50.28,http://quote.eastmoney.com/sz002405.html,38.38%,0.366,19.97%,13.09亿,sz002405,四维图新,3.25%,321.1亿,4.46,10.18%,15.23亿,2010-05-18,,,,,,,,,,,,,,,,,,,1.01亿,1.57亿,5013万,1.21亿,1.58亿,2.65亿,7332万,1.63亿,2.19亿,,,,,,,,,,,,,,,,,,,,10.21,20.29,51.39,54.85,57.33,69.38,46.27,34.54,38.38,,,,,,,,,,,,,,,,,,,,10.5亿,15.9亿,3.67亿,8.34亿,13.3亿,21.6亿,4.53亿,9.90亿,15.2亿,,,,,,,,,,,,,,,,,,,,6.39,5.26,13.37,16.80,26.15,36.03,23.35,18.77,14.96,
25.82%,5.44亿,5.202999999999999,1.69亿,83.60亿,1.054元,50.23,http://quote.eastmoney.com/sz002407.html,-19.04%,0.23,50.70%,6.84亿,sz002407,多氟多,5.61%,105.2亿,2.96,8.22%,26.70亿,2010-05-18,,,,,,,,,,,,,,,,,,,3.79亿,4.78亿,6908万,1.51亿,2.08亿,2.57亿,7608万,1.31亿,1.69亿,,,,,,,,,,,,,,,,,,,,1200.08,1119.05,-38.40,-39.76,-45.02,-46.31,10.13,-13.26,-19.04,,,,,,,,,,,,,,,,,,,,21.2亿,28.7亿,6.77亿,15.4亿,25.0亿,37.7亿,8.62亿,17.1亿,26.9亿,,,,,,,,,,,,,,,,,,,,43.85,30.68,25.24,20.49,17.89,31.25,27.21,11.15,7.75,
9.07%,17.44亿,4.114,6.97亿,150.5亿,1.596元,13.43,http://quote.eastmoney.com/sz002408.html,21.68%,0.48200000000000004,41.13%,17.75亿,sz002408,齐翔腾达,10.07%,153.2亿,2.10,4.46%,156.1亿,2010-05-18,,,,,,,,,,,,,,,,,,,2.53亿,5.02亿,1.98亿,3.23亿,5.73亿,8.50亿,2.51亿,5.05亿,6.97亿,,,,,,,,,,,,,,,,,,,,51.29,172.83,397.87,141.93,126.64,69.10,26.55,56.02,21.68,,,,,,,,,,,,,,,,,,,,36.2亿,58.8亿,21.4亿,47.4亿,128亿,222亿,31.3亿,76.2亿,156亿,,,,,,,,,,,,,,,,,,,,12.92,37.32,111.28,113.89,253.51,278.30,46.43,60.83,22.17,
26.32%,1.83亿,9.094,1.16亿,35.35亿,1.194元,45.55,http://quote.eastmoney.com/sz002409.html,130.91%,0.318,8.34%,4.63亿,sz002409,雅克科技,4.12%,89.33亿,2.12,11.05%,10.96亿,2010-05-25,,,,,,,,,,,,,,,,,,,4129万,6784万,2377万,4263万,5020万,3453万,1715万,5548万,1.16亿,,,,,,,,,,,,,,,,,,,,-38.12,-24.86,36.32,40.76,21.59,-49.10,-27.85,30.13,130.91,,,,,,,,,,,,,,,,,,,,6.16亿,8.94亿,2.91亿,5.45亿,8.20亿,11.3亿,3.08亿,6.49亿,11.0亿,,,,,,,,,,,,,,,,,,,,-19.40,-11.06,37.00,28.46,33.26,26.66,5.75,19.02,33.55,
94.75%,8.86亿,2.8339999999999996,2.93亿,268.3亿,1.112元,58.27,http://quote.eastmoney.com/sz002410.html,2.10%,0.39,36.88%,11.27亿,sz002410,广联达,9.53%,341.0亿,10.68,16.18%,17.78亿,2010-05-25,,,,,,,,,,,,,,,,,,,2.29亿,4.23亿,5480万,1.42亿,2.87亿,4.72亿,5666万,1.47亿,2.93亿,,,,,,,,,,,,,,,,,,,,98.61,74.85,27.77,32.66,25.33,11.62,3.39,3.55,2.10,,,,,,,,,,,,,,,,,,,,12.6亿,20.4亿,3.15亿,9.10亿,14.2亿,23.6亿,3.41亿,10.7亿,18.1亿,,,,,,,,,,,,,,,,,,,,43.21,32.48,31.21,15.65,12.53,15.56,8.02,17.86,26.98,
25.28%,11.96亿,6.107,6.03亿,272.5亿,1.546元,60.91,http://quote.eastmoney.com/sz002411.html,-2.91%,0.281,50.03%,15.32亿,sz002411,延安必康,6.51%,349.1亿,3.73,10.79%,57.03亿,2010-05-25,,,,,,,,,,,,,,,,,,,6.90亿,9.54亿,1.66亿,4.56亿,6.21亿,8.93亿,2.16亿,4.31亿,6.03亿,,,,,,,,,,,,,,,,,,,,173.73,67.81,-28.71,-5.91,-9.96,-6.40,29.98,-5.50,-2.91,,,,,,,,,,,,,,,,,,,,26.6亿,37.2亿,8.27亿,17.3亿,32.9亿,53.7亿,18.2亿,38.0亿,57.0亿,,,,,,,,,,,,,,,,,,,,121.05,84.04,-5.74,-5.83,23.75,44.15,119.61,119.51,73.26,
73.82%,2.88亿,4.602,8636万,45.39亿,1.802元,24.51,http://quote.eastmoney.com/sz002412.html,30.33%,0.483,27.15%,2.96亿,sz002412,汉森制药,6.84%,46.68亿,3.43,13.05%,6.62亿,2010-05-25,,,,,,,,,,,,,,,,,,,6080万,8494万,2954万,5329万,6626万,1.09亿,3639万,6068万,8636万,,,,,,,,,,,,,,,,,,,,-11.81,-13.40,3.86,5.27,8.99,28.10,23.22,13.87,30.33,,,,,,,,,,,,,,,,,,,,5.62亿,7.98亿,1.99亿,3.94亿,5.96亿,8.30亿,2.26亿,4.28亿,6.62亿,,,,,,,,,,,,,,,,,,,,2.76,2.22,8.59,8.93,5.96,3.94,13.86,8.65,11.12,
47.67%,9.95亿,3.4730000000000003,1.06亿,78.13亿,0.505元,48.79,http://quote.eastmoney.com/sz002413.html,39.73%,0.121,11.13%,11.40亿,sz002413,雷科防务,2.81%,89.47亿,2.26,17.64%,6.34亿,2010-05-28,,,,,,,,,,,,,,,,,,,6422万,1.05亿,2679万,5046万,7608万,1.23亿,2776万,6794万,1.06亿,,,,,,,,,,,,,,,,,,,,20.04,-25.07,22.22,15.72,18.47,16.38,3.60,34.64,39.73,,,,,,,,,,,,,,,,,,,,2.96亿,5.31亿,1.18亿,2.95亿,4.52亿,7.67亿,1.28亿,3.93亿,6.34亿,,,,,,,,,,,,,,,,,,,,-80.61,-73.85,56.23,75.43,52.77,44.61,8.49,33.16,40.28,
55.43%,4.76亿,5.397,9681万,130.8亿,0.853元,98.00,http://quote.eastmoney.com/sz002414.html,116.06%,0.21,26.41%,6.24亿,sz002414,高德红外,2.89%,171.5亿,5.09,19.02%,5.09亿,2010-07-16,,,,,,,,,,,,,,,,,,,4189万,7086万,124万,4630万,4481万,5844万,165万,1.03亿,9681万,,,,,,,,,,,,,,,,,,,,5.93,11.77,--,20.55,6.96,-17.52,32.72,121.87,116.06,,,,,,,,,,,,,,,,,,,,4.83亿,8.10亿,1.10亿,3.16亿,4.58亿,10.2亿,1.48亿,3.31亿,5.09亿,,,,,,,,,,,,,,,,,,,,30.97,28.15,-3.57,4.42,-5.19,25.44,34.43,4.80,11.26,
44.91%,80.75亿,4.239,73.96亿,2867亿,2.073元,21.96,http://quote.eastmoney.com/sz002415.html,20.20%,1.213,38.87%,93.48亿,sz002415,海康威视,23.06%,3319亿,8.37,21.74%,338.0亿,2010-05-28,,,,,,,,,,,,,,,,,,,48.5亿,74.2亿,14.8亿,32.9亿,61.5亿,94.1亿,18.2亿,41.5亿,74.0亿,,,,,,,,,,,,,,,,,,,,28.65,26.46,29.49,26.22,26.82,26.77,22.64,26.00,20.20,,,,,,,,,,,,,,,,,,,,211亿,319亿,70.4亿,164亿,277亿,419亿,93.6亿,209亿,338亿,,,,,,,,,,,,,,,,,,,,26.74,26.32,35.46,31.02,31.14,31.22,32.95,26.92,21.90,
3.08%,11.73亿,3.97,1.81亿,79.66亿,1.671元,-,http://quote.eastmoney.com/sz002416.html,-32.44%,-0.076,66.25%,12.39亿,sz002416,爱施德,3.38%,84.15亿,1.71,0.45%,425.4亿,2010-05-28,,,,,,,,,,,,,,,,,,,1.41亿,1.88亿,8732万,1.58亿,2.68亿,3.79亿,9239万,1.54亿,1.81亿,,,,,,,,,,,,,,,,,,,,30.89,33.51,52.98,73.03,90.32,101.84,5.81,-2.44,-32.44,,,,,,,,,,,,,,,,,,,,344亿,483亿,115亿,241亿,391亿,567亿,150亿,292亿,427亿,,,,,,,,,,,,,,,,,,,,2.75,-2.49,-11.15,3.45,13.73,17.38,31.08,21.25,9.19,
40.98%,2.37亿,1.111,-3397万,21.29亿,-1.445元,-,http://quote.eastmoney.com/sz002417.html,-488.62%,-0.182,13.14%,2.70亿,sz002417,深南股份,-9.24%,24.30亿,8.10,-32.56%,9508万,2010-06-01,,,,,,,,,,,,,,,,,,,-7275万,-1.05亿,415万,1655万,874万,767万,-1357万,-2389万,-3397万,,,,,,,,,,,,,,,,,,,,-522.08,-458.91,--,--,--,--,-427.01,-244.38,-488.62,,,,,,,,,,,,,,,,,,,,1.99亿,3.25亿,4418万,9213万,9963万,1.05亿,827万,4322万,9508万,,,,,,,,,,,,,,,,,,,,-25.59,-32.11,58.68,-32.17,-49.86,-67.75,-81.29,-53.09,-4.57,
8.31%,10.04亿,1.016,-952.9万,43.46亿,0.521元,-,http://quote.eastmoney.com/sz002418.html,-104.76%,-0.9640000000000001,63.56%,11.36亿,sz002418,康盛股份,-0.35%,49.21亿,4.26,-0.54%,23.88亿,2010-06-01,,,,,,,,,,,,,,,,,,,1.52亿,1.91亿,1722万,7228万,2.00亿,1.91亿,1313万,-672万,-953万,,,,,,,,,,,,,,,,,,,,124.58,111.16,-26.39,-36.41,24.40,0.35,-23.76,-109.30,-104.76,,,,,,,,,,,,,,,,,,,,20.0亿,28.1亿,6.84亿,14.9亿,28.5亿,33.4亿,7.58亿,15.6亿,23.9亿,,,,,,,,,,,,,,,,,,,,29.19,28.77,32.56,16.67,22.45,18.99,10.86,4.18,-16.25,
27.24%,12.00亿,5.472,6.73亿,147.5亿,2.852元,12.23,http://quote.eastmoney.com/sz002419.html,36.94%,0.754,59.03%,12.00亿,sz002419,天虹股份,10.93%,147.5亿,2.25,4.87%,138.3亿,2010-06-01,,,,,,,,,,,,,,,,,,,,5.24亿,2.23亿,3.75亿,4.92亿,7.18亿,2.98亿,4.85亿,6.73亿,9.04亿,,,,,,,,,,,,,,,,,,,,-56.63,21.33,31.36,35.40,37.03,33.73,29.52,36.94,25.92,,,,,,,,,,,,,,,,,,,,173亿,47.5亿,89.8亿,129亿,185亿,52.2亿,95.2亿,138亿,191亿,,,,,,,,,,,,,,,,,,,,-0.71,2.08,5.14,4.71,7.31,9.89,6.02,6.92,3.25
7.43%,3.92亿,0.78,-4.22亿,18.37亿,-1.200元,-,http://quote.eastmoney.com/sz002420.html,-131.62%,-2.168,73.97%,4.01亿,sz002420,毅昌股份,-43.51%,18.81亿,6.01,-11.62%,36.32亿,2010-06-01,,,,,,,,,,,,,,,,,,,-4688万,1921万,-2633万,-5238万,-1.82亿,-4.79亿,167万,-3272万,-4.22亿,,,,,,,,,,,,,,,,,,,,-348.55,-59.28,--,--,--,-2591.66,--,--,--,,,,,,,,,,,,,,,,,,,,38.2亿,57.5亿,13.4亿,26.7亿,37.3亿,57.0亿,13.5亿,24.6亿,36.3亿,,,,,,,,,,,,,,,,,,,,54.90,54.85,20.11,19.87,-2.38,-0.98,0.21,-7.74,-2.57,
30.92%,16.96亿,1.6969999999999998,1.56亿,89.03亿,0.525元,31.62,http://quote.eastmoney.com/sz002421.html,-24.87%,0.125,49.66%,19.02亿,sz002421,达实智能,4.92%,99.86亿,3.09,9.00%,17.87亿,2010-06-03,,,,,,,,,,,,,,,,,,,1.69亿,2.75亿,4029万,1.04亿,2.07亿,3.12亿,3577万,9667万,1.56亿,,,,,,,,,,,,,,,,,,,,73.84,80.50,22.81,30.33,22.66,13.19,-11.20,-6.66,-24.87,,,,,,,,,,,,,,,,,,,,16.5亿,24.6亿,4.50亿,11.6亿,18.0亿,25.7亿,3.78亿,10.4亿,17.9亿,,,,,,,,,,,,,,,,,,,,59.58,43.58,-1.64,16.37,9.06,4.70,-15.93,-9.71,-0.60,
59.14%,10.29亿,8.865,10.23亿,255.0亿,4.866元,22.05,http://quote.eastmoney.com/sz002422.html,164.80%,0.8420000000000001,55.87%,14.40亿,sz002422,科伦药业,8.31%,356.6亿,2.79,8.77%,122.3亿,2010-06-03,,,,,,,,,,,,,,,,,,,5.37亿,5.85亿,1.93亿,2.56亿,3.86亿,7.49亿,3.83亿,7.74亿,10.2亿,,,,,,,,,,,,,,,,,,,,-2.38,-9.40,-7.47,-33.65,-28.10,28.04,98.91,202.17,164.80,,,,,,,,,,,,,,,,,,,,62.5亿,85.7亿,24.3亿,49.4亿,79.1亿,114亿,39.3亿,77.9亿,122亿,,,,,,,,,,,,,,,,,,,,7.47,10.34,21.45,20.64,26.51,33.49,61.54,57.68,54.63,
8.16%,5.03亿,9.116,-6503万,60.61亿,-0.047元,-,http://quote.eastmoney.com/sz002423.html,55.77%,-0.038,55.39%,23.04亿,sz002423,中原特钢,-4.22%,277.6亿,1.32,-8.32%,7.82亿,2010-06-03,,,,,,,,,,,,,,,,,,,-8953万,520万,-3847万,-9956万,-1.47亿,-2.58亿,-3343万,-4560万,-6503万,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,-5062.01,--,--,--,,,,,,,,,,,,,,,,,,,,6.78亿,8.74亿,1.92亿,5.09亿,7.77亿,9.73亿,1.80亿,4.73亿,7.82亿,,,,,,,,,,,,,,,,,,,,-13.78,-8.41,-8.82,6.84,14.65,11.29,-6.27,-7.10,0.58,
62.36%,7.28亿,2.736,3.83亿,77.21亿,1.337元,20.24,http://quote.eastmoney.com/sz002424.html,10.27%,0.39299999999999996,28.31%,14.11亿,sz002424,贵州百灵,10.60%,149.6亿,3.87,19.49%,20.00亿,2010-06-03,,,,,,,,,,,,,,,,,,,3.14亿,4.82亿,1.38亿,2.39亿,3.47亿,5.26亿,1.49亿,2.63亿,3.83亿,,,,,,,,,,,,,,,,,,,,35.60,17.25,21.80,10.58,10.43,9.08,7.83,10.13,10.27,,,,,,,,,,,,,,,,,,,,15.3亿,22.1亿,6.09亿,12.3亿,17.5亿,25.9亿,6.80亿,13.2亿,20.0亿,,,,,,,,,,,,,,,,,,,,23.06,16.59,43.07,20.07,14.49,17.05,11.67,7.12,14.42,
61.21%,8.04亿,4.835,1.86亿,64.51亿,0.993元,16.56,http://quote.eastmoney.com/sz002425.html,22.58%,0.363,18.45%,8.14亿,sz002425,凯撒文化,4.91%,65.26亿,1.66,42.62%,4.37亿,2010-06-08,,,,,,,,,,,,,,,,,,,8872万,1.52亿,3843万,9851万,1.52亿,2.55亿,5829万,1.17亿,1.86亿,,,,,,,,,,,,,,,,,,,,173.81,87.92,224.85,121.42,71.04,67.42,51.68,18.94,22.58,,,,,,,,,,,,,,,,,,,,3.40亿,5.20亿,1.31亿,2.83亿,4.59亿,7.04亿,1.45亿,2.98亿,4.37亿,,,,,,,,,,,,,,,,,,,,-27.27,-17.80,24.37,29.14,35.18,35.38,10.83,5.46,-4.90,
