code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,净利润_2009-12-31,净利润_2010-12-31,净利润_2011-06-30,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-12-31,净利润_2014-09-30,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2009-12-31,净利润同比增长_2010-12-31,净利润同比增长_2011-06-30,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-12-31,净利润同比增长_2014-09-30,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2009-12-31,营收_2010-12-31,营收_2011-06-30,营收_2011-12-31,营收_2012-12-31,营收_2013-12-31,营收_2014-09-30,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2009-12-31,营收增长同比_2010-12-31,营收增长同比_2011-06-30,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-12-31,营收增长同比_2014-09-30,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
300100,双林股份,汽车服务,浙江,17.5,3.86,4.66,797494.06,390139.13,175683.13,92212.18,1.98,0.51,6.51,1.62,20100806,144156.44,3.1,-8.53,-30.51,18.83,5.04,26092.0,,,,,,,,,,,,,,,7917万,8348万,8983万,8275万,6261万,-1.21亿,4597万,4516万,2689万,,,,,,,,,,,,,,,,40.03,23.97,14.39,-3.31,-35.16,-150.00,-48.82,-45.42,-57.05,,,,,,,,,,,,,,,,7.44亿,10.9亿,9.13亿,11.0亿,15.2亿,-2.91亿,10.6亿,8.92亿,12.5亿,,,,,,,,,,,,,,,,40.53,51.13,35.12,38.52,30.85,18.65,15.67,-18.71,-18.05,
002502,骅威文化,影视音像,广东,81.39,6.21,8.6,383344.19,130365.4,7725.74,163698.81,1.9,0.039,3.99,1.06,20101117,92175.0,1.07,-79.36,-85.4,79.68,25.86,34296.0,,,,,,,,,,,,,,,6836万,1.46亿,9027万,6225万,7644万,1.36亿,618万,2681万,44.4万,,,,,,,,,,,,,,,,186.47,100.87,194.92,7.06,11.82,-6.58,-93.16,-56.93,-99.42,,,,,,,,,,,,,,,,2.14亿,2.43亿,2.20亿,1.67亿,2.40亿,1.00亿,3057万,4429万,5443万,,,,,,,,,,,,,,,,12.08,3.38,25.21,-7.09,11.98,-58.64,-86.08,-73.51,-77.29,
300210,森远股份,专用机械,辽宁,66.82,4.0,4.84,237624.3,138308.8,29275.3,19352.76,0.4,0.052000000000000005,2.71,1.71,20110426,58794.01,1.21,-2.57,-51.96,33.02,7.51,11787.0,,,,,,,,,,,,,,,1814万,2557万,2169万,424万,2646万,304万,1811万,939万,-233万,,,,,,,,,,,,,,,,-14.75,-19.28,-5.05,-57.28,45.84,-88.13,-16.53,121.60,-108.80,,,,,,,,,,,,,,,,1.13亿,1.77亿,1.24亿,8122万,1.39亿,6282万,9789万,1.20亿,1.17亿,,,,,,,,,,,,,,,,45.70,26.47,44.25,-1.30,23.36,-64.52,-20.76,48.25,-16.08,
002920,德赛西威,汽车配件,广东,30.71,1.22,5.5,573507.94,472574.41,54455.98,207004.81,3.76,0.615,7.08,3.56,20171226,113016.52,2.05,-8.67,-27.85,25.14,8.33,37000.0,,,,,,,,,,,,,,,--,1.27亿,2.15亿,1.42亿,1.11亿,1.48亿,1.60亿,1.27亿,5128万,,,,,,,,,,,,,,,,--,--,--,--,--,16.70,-25.58,-10.94,-53.88,,,,,,,,,,,,,,,,--,16.6亿,16.9亿,14.4亿,13.1亿,15.6亿,14.0亿,14.6亿,12.0亿,,,,,,,,,,,,,,,,--,--,--,--,--,-5.80,-17.15,1.09,-8.49,
300356,光一科技,电气设备,江苏,103.31,3.69,4.11,166409.81,85306.21,37825.78,76919.9,1.87,0.055,2.57,2.93,20121009,-9435.67,-0.23,-8.29,249.69,32.98,8.21,22929.0,,,,,,,,,,,,,,,1891万,3918万,-371万,565万,-1697万,-3.77亿,-1935万,3750万,436万,,,,,,,,,,,,,,,,19.50,133.21,-286.42,52.35,-189.77,-1063.08,--,563.82,--,,,,,,,,,,,,,,,,2.03亿,3.24亿,8248万,1.23亿,9340万,2.41亿,4416万,1.11亿,1.19亿,,,,,,,,,,,,,,,,1.91,33.05,-20.86,-32.58,-54.10,-25.55,-46.46,-9.56,27.10,
000023,深天地Ａ,其他建材,深圳,162.64,1.39,1.39,212628.3,190911.41,13560.92,10253.23,0.74,0.077,3.0,5.55,19930429,12340.17,0.89,15.41,-68.58,9.56,1.07,14807.0,,,,,,,,,,,,,,,50.8万,168万,1053万,865万,1467万,-335万,-486万,573万,977万,,,,,,,,,,,,,,,,-96.91,--,--,5.72,2786.55,-298.79,-146.18,-33.77,-33.40,,,,,,,,,,,,,,,,2.74亿,2.86亿,2.30亿,3.16亿,3.17亿,3.67亿,2.61亿,3.68亿,3.67亿,,,,,,,,,,,,,,,,9.11,-22.19,28.62,16.24,15.78,28.25,13.45,16.52,15.72,
000571,新大洲Ａ,综合类,海南,0.0,8.06,8.14,540257.69,167140.02,160449.56,64802.82,0.8,-0.021,2.69,1.23,19940525,63524.05,0.78,39.2,-125.5,22.78,-1.24,90358.0,,,,,,,,,,,,,,,2815万,-3178万,2198万,2648万,1728万,-4434万,1824万,1478万,-4978万,,,,,,,,,,,,,,,,-18.78,--,12.96,55.55,-38.62,--,-17.01,-44.18,-388.06,,,,,,,,,,,,,,,,1.99亿,2.88亿,1.29亿,3.34亿,5.07亿,6.33亿,4.19亿,5.04亿,4.27亿,,,,,,,,,,,,,,,,-21.07,12.02,-29.22,66.27,154.62,119.70,225.50,50.76,-15.77,
000989,九 芝 堂,中成药,湖南,22.59,7.94,8.69,572478.31,326194.53,113597.22,176361.84,2.03,0.385,5.17,2.24,20000628,159615.02,1.84,-7.38,-35.08,65.37,13.13,26145.0,,,,,,,,,,,,,,,1.60亿,1.88亿,1.33亿,2.29亿,1.53亿,2.06亿,1.42亿,1.84亿,771万,,,,,,,,,,,,,,,,12.70,73.84,1.39,32.87,-4.35,9.60,7.03,-19.52,-94.96,,,,,,,,,,,,,,,,6.69亿,7.44亿,6.85亿,10.9亿,9.73亿,10.9亿,8.39亿,9.61亿,7.47亿,,,,,,,,,,,,,,,,170.93,245.60,14.54,64.77,45.50,45.97,22.58,-12.04,-23.22,
002930,宏川智慧,仓储物流,广东,64.51,0.61,2.43,239747.34,42234.05,102661.24,102146.59,4.2,0.35,7.18,3.8,20180328,45992.34,1.89,0.0,0.0,59.18,26.41,38117.0,,,,,,,,,,,,,,3489万,,--,2432万,1929万,2804万,2099万,2698万,2043万,2981万,,,,,,,,,,,,,,,--,,--,15.92,-44.22,--,--,10.92,5.92,6.32,,,,,,,,,,,,,,,1.04亿,,--,8710万,8719万,9537万,9489万,9685万,9250万,1.03亿,,,,,,,,,,,,,,,--,,--,-9.85,-16.07,--,--,11.19,6.09,8.04,
300444,双杰电气,电气设备,北京,17.15,3.02,5.86,409545.84,264066.09,55597.71,30129.18,0.51,0.34299999999999997,2.47,3.18,20150423,56603.88,0.97,56.51,556.01,27.35,14.91,25138.0,,,,,,,,,,,,,,,2717万,4825万,-1713万,3441万,1338万,7389万,1.16亿,4917万,3608万,,,,,,,,,,,,,,,,65.35,-18.69,-280.65,185.23,-50.74,53.13,--,42.91,169.65,,,,,,,,,,,,,,,,2.66亿,4.32亿,1.17亿,3.53亿,3.92亿,5.38亿,2.53亿,5.34亿,5.61亿,,,,,,,,,,,,,,,,85.98,40.57,7.07,84.01,47.72,24.51,117.29,51.31,43.12,
002892,科力尔,电气设备,湖南,48.89,0.26,0.84,74760.43,55842.1,17306.3,35643.1,4.26,0.581,7.5,5.05,20170817,14922.02,1.78,21.25,-8.95,21.14,9.28,16250.0,,,,,,,,,,,,,,,2043万,1181万,1279万,2339万,1715万,1211万,839万,1828万,2188万,,,,,,,,,,,,,,,,--,--,--,--,-16.06,2.59,-34.39,-21.84,27.61,,,,,,,,,,,,,,,,1.39亿,1.23亿,1.22亿,1.58亿,1.52亿,1.60亿,1.40亿,1.77亿,2.06亿,,,,,,,,,,,,,,,,--,--,--,--,8.84,30.28,14.32,12.58,35.84,
000017,深中华A,文教休闲,深圳,1879.77,3.03,5.51,7015.8,6364.03,368.15,62783.43,1.14,0.002,0.03,160.05,19920331,-119487.25,-2.17,6.0,179.54,10.16,1.07,54872.0,,,,,,,,,,,,,,,163万,52.3万,21.2万,-190万,32.8万,289万,23.2万,32.2万,53.1万,,,,,,,,,,,,,,,,1238.60,--,45.07,-730.36,-79.91,453.10,9.26,--,61.81,,,,,,,,,,,,,,,,5418万,2202万,2330万,2563万,4659万,4197万,2473万,4300万,3352万,,,,,,,,,,,,,,,,-13.72,-30.45,5.93,-41.46,-14.01,90.61,6.14,67.80,-28.06,
300443,金雷股份,专用机械,山东,30.85,1.59,2.38,182579.63,114063.05,44546.26,68372.13,2.87,0.34700000000000003,7.16,2.0,20150422,70474.4,2.96,5.53,-34.91,26.57,16.01,17132.0,,,,,,,,,,,,,,,4536万,7738万,5079万,4644万,2971万,2333万,1332万,2675万,4257万,,,,,,,,,,,,,,,,11.15,85.41,-2.06,31.61,-34.49,-69.85,-73.77,-42.41,43.26,,,,,,,,,,,,,,,,1.53亿,2.21亿,1.71亿,1.65亿,1.53亿,1.07亿,1.00亿,1.89亿,2.27亿,,,,,,,,,,,,,,,,-10.79,30.68,44.20,14.93,0.13,-51.54,-41.59,15.03,48.01,
002021,中捷资源,纺织机械,浙江,70.63,6.87,6.88,169453.25,110694.35,24221.28,50035.28,0.73,0.034,1.4,2.29,20040715,-26628.65,-0.39,31.78,140.11,18.67,2.59,37100.0,,,,,,,,,,,,,,,-2479万,8864万,-1815万,-2564万,-1447万,-3494万,-1143万,3901万,-421万,,,,,,,,,,,,,,,,--,--,--,--,--,-139.42,--,--,--,,,,,,,,,,,,,,,,1.42亿,1.63亿,2.45亿,1.79亿,2.60亿,3.19亿,3.07亿,2.94亿,3.00亿,,,,,,,,,,,,,,,,0.47,30.96,20.59,30.92,83.85,95.20,25.61,64.20,15.30,
300604,长川科技,专用机械,浙江,117.61,0.67,1.49,62037.3,46006.21,670.45,22436.26,1.5,0.22,3.1,10.93,20170417,12040.75,0.81,73.86,27.32,59.16,18.78,12582.0,,,,,,,,,,,,,,,54.2万,2725万,419万,1276万,837万,2494万,755万,1745万,723万,,,,,,,,,,,,,,,,--,--,42.10,19.52,1444.81,-8.50,80.40,36.80,-13.68,,,,,,,,,,,,,,,,1274万,6610万,2047万,4489万,3337万,8106万,4554万,7001万,5611万,,,,,,,,,,,,,,,,--,--,45.98,43.57,161.89,22.63,122.46,55.95,68.13,
002071,长城影视,影视音像,江苏,16.76,5.18,5.25,382516.84,174563.56,29644.9,-60901.92,-1.16,0.213,1.46,3.27,20061012,84822.84,1.61,29.72,0.08,33.33,11.88,37664.0,,,,,,,,,,,,,,,4622万,1.46亿,1233万,5258万,4695万,5790万,1841万,4806万,4547万,,,,,,,,,,,,,,,,60.72,-4.78,-24.88,10.00,1.56,-60.30,49.31,-8.59,-3.14,,,,,,,,,,,,,,,,2.74亿,4.84亿,1.16亿,1.47亿,4.63亿,5.19亿,2.33亿,3.42亿,3.67亿,,,,,,,,,,,,,,,,8.18,-9.69,-54.43,-57.07,68.91,7.09,100.23,133.03,-20.71,
300061,康旗股份,医疗保健,上海,19.8,2.74,6.85,419194.5,122218.57,36819.62,198303.13,2.9,0.32899999999999996,4.94,1.76,20100319,72111.5,1.05,13.76,20.35,50.22,14.63,10000.0,,,,,,,,,,,,,,,1627万,6527万,5432万,5452万,7827万,1.11亿,2580万,7412万,1.25亿,,,,,,,,,,,,,,,,14.72,296.33,504.42,202.89,381.04,70.78,-52.51,35.96,60.05,,,,,,,,,,,,,,,,1.87亿,4.47亿,3.89亿,4.58亿,5.06亿,6.34亿,4.08亿,5.43亿,5.88亿,,,,,,,,,,,,,,,,14.31,119.59,124.43,135.60,171.29,42.02,4.98,18.62,16.12,
002785,万里石,其他建材,福建,152.63,1.55,2.0,125333.06,95520.06,9467.46,17332.67,0.87,0.052000000000000005,3.27,3.22,20151223,26766.63,1.34,9.57,-34.22,18.0,1.49,30656.0,,,,,,,,,,,,,,,584万,816万,351万,712万,507万,-2214万,385万,589万,59.1万,,,,,,,,,,,,,,,,-37.86,2.17,33.16,10.41,-13.19,-371.45,9.79,-17.31,-88.36,,,,,,,,,,,,,,,,1.83亿,3.25亿,1.75亿,2.46亿,2.10亿,2.93亿,1.75亿,2.22亿,2.94亿,,,,,,,,,,,,,,,,-0.04,85.31,25.63,8.58,14.74,-9.94,0.03,-9.67,40.07,
002665,首航节能,电气设备,北京,0.0,22.56,25.39,945291.81,531405.88,112382.9,396068.38,1.56,-0.006,2.9,1.06,20120327,73133.03,0.29,-57.86,-114.66,27.22,-3.32,39643.0,,,,,,,,,,,,,,,1859万,4918万,-3647万,1.29亿,1848万,-1756万,-1758万,3877万,-3754万,,,,,,,,,,,,,,,,--,-42.51,-413.85,71.13,-0.60,-135.71,--,-70.05,-303.12,,,,,,,,,,,,,,,,2.51亿,2.55亿,3699万,7.56亿,3.74亿,1.65亿,4648万,2.65亿,1.81亿,,,,,,,,,,,,,,,,122.58,-56.79,-73.36,202.70,49.12,-35.39,25.65,-64.97,-51.75,
002589,瑞康医药,医药商业,山东,9.87,10.85,15.05,3474251.5,2781453.5,156079.42,395984.13,2.63,0.5539999999999999,5.64,1.29,20110610,293159.5,1.95,47.45,15.38,19.72,3.39,29185.0,,,,,,,,,,,,,,,1.55亿,2.18亿,2.92亿,2.22亿,2.08亿,2.86亿,2.80亿,3.00亿,2.53亿,,,,,,,,,,,,,,,,147.89,211.71,241.72,68.57,34.14,30.94,-4.02,35.12,21.54,,,,,,,,,,,,,,,,39.7亿,47.3亿,49.8亿,54.1亿,62.6亿,66.4亿,71.3亿,83.8亿,90.5亿,,,,,,,,,,,,,,,,56.54,74.40,53.54,47.33,57.58,40.44,43.20,54.73,44.55,
300272,开能健康,环境保护,上海,9.44,2.67,4.84,145159.56,46277.8,29694.72,17509.34,0.36,0.68,2.33,3.62,20111102,39285.8,0.81,32.44,424.42,37.45,51.37,22000.0,,,,,,,,,,,,,,,2528万,3030万,1141万,2745万,2300万,-385万,2.84亿,1606万,2430万,,,,,,,,,,,,,,,,6.71,31.57,16.10,10.49,-9.02,-112.70,2390.48,-41.51,5.66,,,,,,,,,,,,,,,,1.70亿,2.09亿,1.35亿,1.74亿,1.67亿,2.31亿,1.61亿,2.60亿,2.11亿,,,,,,,,,,,,,,,,58.59,28.92,27.34,10.79,-1.71,10.20,18.48,49.36,26.11,
002642,荣之联,软件服务,北京,793.94,5.16,6.62,603635.31,358850.97,53658.13,289938.03,4.38,0.006,6.29,1.08,20111220,51186.0,0.77,65.58,57.23,23.15,0.25,46383.0,,,,,,,,,,,,,,,2980万,1.83亿,269万,-2471万,2471万,-2.05亿,1954万,-1678万,146万,,,,,,,,,,,,,,,,117.65,35.80,-44.23,-211.89,-17.08,-211.65,627.10,--,-94.08,,,,,,,,,,,,,,,,2.95亿,6.61亿,2.99亿,2.49亿,4.80亿,8.61亿,5.37亿,6.82亿,4.83亿,,,,,,,,,,,,,,,,-9.81,14.00,3.62,-29.29,63.04,30.28,79.37,174.60,0.58,
000517,荣安地产,区域地产,浙江,17.53,30.36,31.84,2255466.25,2109806.25,1039.91,-170630.86,-0.54,0.128,1.43,2.09,19930806,297732.63,0.94,-40.24,-15.01,37.69,17.52,60207.0,,,,,,,,,,,,,,,245万,1.28亿,3.49亿,1.21亿,960万,6246万,-4104万,2.16亿,2.33亿,,,,,,,,,,,,,,,,14.47,45.32,13199.24,686.71,291.37,-51.39,-111.76,78.36,2325.61,,,,,,,,,,,,,,,,1.83亿,9.88亿,29.0亿,7.99亿,1.91亿,3.74亿,9405万,11.7亿,10.6亿,,,,,,,,,,,,,,,,127.87,25.66,1139.73,147.15,4.65,-62.10,-96.76,46.92,452.96,
000838,财信发展,区域地产,重庆,131.96,6.32,11.0,1116526.75,1062128.5,15864.29,21956.07,0.2,0.021,1.61,2.32,19970626,42934.07,0.39,32.44,-72.74,23.24,2.73,73431.0,,,,,,,,,,,,,,,-1470万,2611万,607万,832万,7149万,1.10亿,1364万,287万,682万,,,,,,,,,,,,,,,,-283.64,248.38,-64.79,-89.52,--,318.93,124.82,-65.43,-90.47,,,,,,,,,,,,,,,,2.12亿,5.33亿,8425万,3.24亿,2.36亿,11.6亿,3.07亿,2.08亿,3.38亿,,,,,,,,,,,,,,,,151.10,554.09,-58.61,-57.82,11.48,117.59,264.72,-35.93,43.38,
300337,银邦股份,铝,江苏,117.6,7.01,8.22,310523.34,143265.22,128907.3,57130.86,0.7,0.026000000000000002,1.89,2.17,20120718,12121.55,0.15,4.45,258.14,10.17,1.47,19800.0,,,,,,,,,,,,,,,801万,-304万,2205万,547万,-2154万,185万,1065万,366万,713万,,,,,,,,,,,,,,,,--,--,--,-46.99,-368.97,--,-51.69,-33.17,--,,,,,,,,,,,,,,,,3.61亿,4.39亿,4.30亿,4.57亿,5.11亿,5.90亿,4.75亿,4.98亿,4.88亿,,,,,,,,,,,,,,,,15.52,34.08,19.83,12.54,41.62,34.60,10.42,8.96,-4.59,
002527,新时达,电器仪表,上海,56.25,4.21,6.2,681812.25,439940.34,42673.01,129906.15,2.09,0.08,4.59,1.37,20101224,83577.96,1.35,5.71,-67.46,20.76,1.91,41994.0,,,,,,,,,,,,,,,6803万,1263万,2160万,7760万,6065万,-2217万,-1229万,3577万,2853万,,,,,,,,,,,,,,,,-3.16,-64.31,19.42,7.17,-10.85,-275.61,-156.89,-53.91,-52.96,,,,,,,,,,,,,,,,8.40亿,8.58亿,6.06亿,10.2亿,9.57亿,8.24亿,7.50亿,10.7亿,9.08亿,,,,,,,,,,,,,,,,135.44,78.22,166.65,26.87,13.96,-4.00,23.71,5.23,-5.18,
002856,美芝股份,装修装饰,深圳,69.67,0.3,1.22,131785.52,125004.6,1449.4,28794.51,2.37,0.23800000000000002,5.46,4.04,20170320,22902.93,1.88,5.98,-19.36,13.04,4.42,15393.0,,,,,,,,,,,,,,,1097万,1484万,915万,1443万,1228万,659万,565万,1350万,977万,,,,,,,,,,,,,,,,--,--,7.01,-18.74,11.96,-55.56,-38.25,-6.48,-20.42,,,,,,,,,,,,,,,,2.15亿,2.36亿,1.76亿,2.15亿,2.27亿,3.27亿,1.86亿,2.45亿,2.24亿,,,,,,,,,,,,,,,,--,--,-22.92,-20.62,5.55,38.45,5.36,13.96,-1.09,
300364,中文在线,出版业,北京,81.36,5.37,7.72,424589.06,121550.2,12492.96,263923.81,3.42,0.05,4.83,1.12,20150121,29855.23,0.39,50.27,3.75,50.28,5.43,44508.0,,,,,,,,,,,,,,,429万,2292万,-874万,3040万,1552万,4035万,-3093万,8309万,-1358万,,,,,,,,,,,,,,,,7.28,12.97,--,37.15,261.48,76.03,--,173.36,-187.52,,,,,,,,,,,,,,,,1.38亿,2.37亿,1.06亿,1.91亿,1.75亿,2.44亿,1.44亿,2.80亿,2.86亿,,,,,,,,,,,,,,,,46.14,42.24,45.12,24.06,27.43,3.19,36.32,46.16,63.19,
300074,华平股份,通信设备,上海,0.0,4.88,5.42,156484.38,85511.78,31786.71,25129.6,0.46,-0.008,2.21,1.93,20100427,38570.07,0.71,-10.35,-127.97,40.46,-1.7,30696.0,,,,,,,,,,,,,,,369万,6100万,-402万,1092万,877万,1865万,-930万,-1078万,1570万,,,,,,,,,,,,,,,,-72.41,50.72,--,-27.50,137.38,-69.42,--,-198.67,79.00,,,,,,,,,,,,,,,,8071万,1.61亿,8842万,1.07亿,9221万,1.68亿,8630万,5459万,1.17亿,,,,,,,,,,,,,,,,-4.73,5.99,108.31,85.63,14.24,4.28,-2.40,-49.06,27.02,
002592,八菱科技,汽车配件,广西,312.62,2.46,2.83,242057.84,86404.11,62517.8,119661.13,4.22,0.047,6.74,2.9,20111111,45829.03,1.62,-6.54,-87.1,11.3,2.54,13000.0,,,,,,,,,,,,,,,2718万,3767万,3929万,3942万,2422万,3211万,643万,428万,257万,,,,,,,,,,,,,,,,25.33,42.78,30.66,17.73,-10.89,-14.78,-83.64,-89.14,-89.41,,,,,,,,,,,,,,,,1.85亿,2.51亿,2.39亿,1.78亿,1.42亿,2.15亿,1.77亿,1.96亿,1.50亿,,,,,,,,,,,,,,,,76.76,5.88,6.73,-18.61,-23.01,-14.23,-26.11,10.29,5.34,
002312,三泰控股,电脑设备,四川,0.0,10.14,13.78,352807.28,213241.05,18019.67,279099.03,2.03,-0.11,2.38,1.6,20091203,-95028.63,-0.69,-6.82,-137.85,9.39,-28.65,90000.0,,,,,,,,,,,,,,,-1.51亿,-10.3亿,-2854万,-1.68亿,5.96亿,-9676万,-8794万,-4091万,-2222万,,,,,,,,,,,,,,,,--,-990.15,--,--,--,--,--,--,-103.73,,,,,,,,,,,,,,,,1.78亿,3.41亿,2.00亿,1.81亿,1.86亿,2.40亿,1.65亿,1.77亿,1.85亿,,,,,,,,,,,,,,,,-25.80,-55.53,-40.27,-3.03,4.51,-29.78,-17.32,-2.03,-0.18,
000506,中润资源,区域地产,山东,265.66,9.29,9.29,254121.0,140454.63,60979.31,5125.95,0.06,0.01,1.12,3.04,19930312,-3550.34,-0.04,-47.35,106.37,9.28,2.94,50000.0,,,,,,,,,,,,,,,254万,225万,-3764万,-9688万,-514万,-3.09亿,-4626万,2005万,3511万,,,,,,,,,,,,,,,,--,-95.67,-327.91,--,-302.41,-13824.66,--,--,--,,,,,,,,,,,,,,,,1.72亿,2.61亿,5417万,2.17亿,3.03亿,1.95亿,9838万,1.03亿,1.00亿,,,,,,,,,,,,,,,,123.68,-74.39,-73.77,25.77,75.44,-25.06,81.62,-52.34,-66.85,
000673,当代东方,影视音像,山西,30.89,7.87,7.92,416173.78,281085.44,5261.51,145659.56,1.84,0.12300000000000001,2.84,1.78,19970124,-2464.16,-0.03,2.03,238.04,35.03,16.86,51758.0,,,,,,,,,,,,,,,1.04亿,4178万,1316万,1161万,401万,8090万,9310万,2083万,-1667万,,,,,,,,,,,,,,,,155.15,-4.91,13.85,-41.02,-96.17,93.65,607.48,79.47,-516.23,,,,,,,,,,,,,,,,2.59亿,4.85亿,8089万,3.23亿,1.61亿,2.55亿,2.35亿,2.72亿,6973万,,,,,,,,,,,,,,,,122.97,83.04,232.70,32.32,-37.85,-47.42,190.68,-15.90,-56.71,
000611,天首发展,纺织,内蒙,0.0,3.19,3.38,178469.45,1052.87,3428.6,48328.06,1.43,-0.15,1.46,3.22,19961008,-33537.5,-0.99,-51.47,-395.89,-17.4,-268.27,19928.0,,,,,,,,,,,,,,,-710万,2986万,-140万,-699万,-135万,-1180万,-891万,-2076万,-1856万,,,,,,,,,,,,,,,,--,--,--,--,--,-139.52,--,--,--,,,,,,,,,,,,,,,,604万,968万,1872万,1113万,721万,373万,514万,895万,389万,,,,,,,,,,,,,,,,19.63,-28.23,205.65,39.34,19.37,-61.50,-72.55,-19.56,-45.99,
300487,蓝晓科技,化工原料,陕西,48.76,1.08,2.02,185754.42,117715.61,14382.45,28591.08,1.41,0.708,4.68,7.38,20150702,42157.7,2.08,42.26,53.71,41.22,22.66,14600.0,,,,,,,,,,,,,,,,1713万,1481万,3881万,2320万,1636万,2012万,4033万,2661万,5617万,,,,,,,,,,,,,,,,32.84,64.91,143.91,17.90,-4.44,35.86,3.91,14.70,243.26,,,,,,,,,,,,,,,,9141万,9858万,1.07亿,1.25亿,1.13亿,1.32亿,1.56亿,1.30亿,2.14亿,,,,,,,,,,,,,,,,-0.57,62.27,21.74,36.16,23.57,34.05,44.84,3.96,89.48
300343,联创互联,互联网,山东,22.32,4.0,6.57,609384.75,252690.52,14494.15,313447.34,4.77,0.27,7.35,0.99,20120801,73747.46,1.12,49.27,-29.89,17.3,6.3,21671.0,,,,,,,,,,,,,,,7651万,4041万,2328万,1.07亿,9835万,1.43亿,2862万,7015万,6160万,,,,,,,,,,,,,,,,149.92,--,74.37,50.59,28.55,253.32,22.95,-34.51,-37.36,,,,,,,,,,,,,,,,6.52亿,8.08亿,4.04亿,6.28亿,6.72亿,10.6亿,5.85亿,9.98亿,9.61亿,,,,,,,,,,,,,,,,108.92,138.46,50.40,4.35,3.01,31.60,44.84,58.77,43.04,
300080,易成新能,半导体,河南,40.03,5.02,5.03,566295.81,331169.66,196100.45,193547.23,3.85,0.12300000000000001,3.75,1.75,20100625,-59508.43,-1.18,108.43,120.51,15.13,2.91,30427.0,,,,,,,,,,,,,,,154万,1561万,155万,-2.20亿,-8248万,-7.23亿,745万,7088万,-1652万,,,,,,,,,,,,,,,,-85.73,13.32,-34.66,--,-5486.23,-4721.37,381.65,--,--,,,,,,,,,,,,,,,,4.57亿,7.85亿,2.78亿,2.83亿,4.57亿,8.08亿,8.17亿,6.82亿,6.22亿,,,,,,,,,,,,,,,,5.01,49.75,-50.75,-52.51,0.09,2.89,194.13,141.15,36.12,
002432,九安医疗,医疗保健,天津,0.0,4.33,4.33,190073.31,82144.68,18830.39,128974.05,2.98,-0.16,3.3,1.97,20100610,-28306.46,-0.65,-14.15,30.26,28.58,-14.94,67600.0,,,,,,,,,,,,,,,-5489万,1.13亿,-1598万,-3190万,-3956万,-7843万,-2520万,-2057万,-1521万,,,,,,,,,,,,,,,,--,--,--,--,--,-169.38,--,--,--,,,,,,,,,,,,,,,,1.59亿,8008万,1.37亿,1.90亿,1.49亿,1.22亿,1.21亿,1.46亿,1.42亿,,,,,,,,,,,,,,,,42.20,-12.29,22.03,176.53,-6.59,52.95,-11.81,-23.22,-4.74,
002529,海源复材,专用机械,福建,255.28,2.0,2.6,208459.94,100576.03,37756.19,116311.61,4.47,0.024,6.06,1.34,20101224,10934.62,0.42,-10.79,-80.72,27.87,2.97,19672.0,,,,,,,,,,,,,,,1913万,-3773万,987万,1617万,601万,-2504万,2628万,-9.59万,-1993万,,,,,,,,,,,,,,,,308.33,-332.95,--,--,-68.59,--,166.24,-100.59,-431.68,,,,,,,,,,,,,,,,1.02亿,2241万,8437万,8753万,6130万,3904万,8469万,8643万,3692万,,,,,,,,,,,,,,,,91.62,-75.29,115.06,110.44,-39.89,74.24,0.38,-1.26,-39.78,
