code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,净利润_2009-12-31,净利润_2010-12-31,净利润_2011-06-30,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-12-31,净利润_2014-09-30,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2009-12-31,净利润同比增长_2010-12-31,净利润同比增长_2011-06-30,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-12-31,净利润同比增长_2014-09-30,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2009-12-31,营收_2010-12-31,营收_2011-06-30,营收_2011-12-31,营收_2012-12-31,营收_2013-12-31,营收_2014-09-30,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2009-12-31,营收增长同比_2010-12-31,营收增长同比_2011-06-30,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-12-31,营收增长同比_2014-09-30,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
002398,建研集团,其他建材,福建,13.41,5.25,6.93,346297.84,228786.8,38477.31,25632.02,0.37,0.3,3.5,1.49,20100506,145071.5,2.09,41.44,53.21,26.42,10.73,23872.0,,,,,,,,,,,,,,,4042万,4012万,3082万,4762万,5383万,5882万,4725万,6970万,8570万,,,,,,,,,,,,,,,,-22.36,-1.25,-21.07,-0.18,33.18,46.63,53.33,46.37,59.19,,,,,,,,,,,,,,,,3.74亿,4.50亿,3.40亿,4.81亿,5.14亿,6.63亿,4.55亿,7.00亿,7.34亿,,,,,,,,,,,,,,,,12.34,23.93,45.51,47.01,37.51,47.17,33.63,45.60,42.73,
000998,隆平高科,种植业,湖南,200.79,9.65,13.17,1332861.63,596845.94,115546.82,224449.92,1.7,0.06,4.29,3.66,20001211,194835.72,1.48,15.7,-51.86,45.74,5.3,58894.0,,,,,,,,,,,,,,,-5495万,4.01亿,2.31亿,265万,-7359万,6.11亿,2.25亿,-6728万,-8030万,,,,,,,,,,,,,,,,--,11.66,47.79,--,--,52.45,-2.84,-2636.85,--,,,,,,,,,,,,,,,,1.90亿,12.5亿,8.20亿,2.84亿,1.55亿,19.3亿,8.14亿,5.35亿,1.08亿,,,,,,,,,,,,,,,,125.83,10.19,24.83,43.33,-18.35,53.93,-0.69,88.30,-30.56,
002303,美盈森,造纸,深圳,20.57,15.31,15.31,620920.0,371072.78,89261.8,129166.06,0.84,0.191,2.83,1.85,20091103,139967.69,0.91,16.15,18.25,32.22,12.59,55561.0,,,,,,,,,,,,,,,9962万,1161万,5262万,9174万,1.04亿,1.00亿,8248万,9191万,1.19亿,,,,,,,,,,,,,,,,117.85,-60.91,45.24,20.81,3.93,763.57,56.74,0.18,14.71,,,,,,,,,,,,,,,,5.99亿,5.49亿,5.60亿,6.83亿,7.63亿,8.53亿,6.86亿,7.37亿,9.05亿,,,,,,,,,,,,,,,,21.03,-12.75,3.69,28.38,27.30,55.35,22.56,8.01,18.74,
300020,银江股份,软件服务,浙江,314.34,6.28,6.56,605527.44,427569.59,48598.53,158363.5,2.41,0.019,4.96,1.59,20091030,83802.96,1.28,16.76,-89.94,25.95,0.81,52827.0,,,,,,,,,,,,,,,3473万,-8352万,3357万,5082万,3849万,1577万,5360万,3872万,-7996万,,,,,,,,,,,,,,,,15.01,--,-9.49,-69.21,10.83,--,59.67,-23.81,-307.72,,,,,,,,,,,,,,,,2.64亿,5.48亿,3.53亿,5.83亿,3.66亿,6.42亿,4.82亿,5.99亿,4.37亿,,,,,,,,,,,,,,,,-19.27,-8.31,-6.23,24.45,38.65,17.16,36.77,2.91,19.54,
002783,凯龙股份,化工原料,湖北,19.85,2.58,3.34,333226.09,132792.05,90749.15,27907.78,0.84,0.302,4.36,1.83,20151209,65620.7,1.97,32.23,4.77,32.52,7.68,19179.0,,,,,,,,,,,,,,,2832万,2431万,1864万,5285万,2462万,1890万,1023万,6176万,2870万,,,,,,,,,,,,,,,,35.75,-16.13,16.41,31.67,-13.06,-22.24,-45.09,16.86,16.55,,,,,,,,,,,,,,,,2.32亿,2.84亿,2.32亿,4.04亿,3.56亿,3.67亿,3.11亿,5.08亿,4.93亿,,,,,,,,,,,,,,,,-4.57,19.87,42.97,46.56,53.44,29.31,34.15,25.64,38.46,
002185,华天科技,半导体,甘肃,26.26,21.3,21.31,1104557.0,420531.34,515453.31,113056.45,0.53,0.154,2.65,2.03,20071120,217602.34,1.02,4.42,-15.55,17.06,5.89,110728.0,,,,,,,,,,,,,,,1.11亿,9948万,1.14亿,1.41亿,1.33亿,1.07亿,8130万,1.29亿,1.17亿,,,,,,,,,,,,,,,,24.10,72.08,48.11,36.82,19.07,8.04,-28.98,-8.07,-11.89,,,,,,,,,,,,,,,,15.1亿,14.9亿,14.9亿,18.3亿,20.1亿,16.9亿,19.3亿,18.6亿,17.7亿,,,,,,,,,,,,,,,,35.80,43.01,34.86,32.72,33.28,13.32,29.76,1.72,-11.84,
002858,力盛赛车,文教休闲,上海,145.96,0.62,1.26,51441.28,38812.8,6549.6,11277.42,0.89,0.083,3.17,5.12,20170324,14721.87,1.17,80.36,178.24,23.02,4.56,11612.0,,,,,,,,,,,,,,,821万,2907万,-589万,219万,749万,3695万,-496万,711万,839万,,,,,,,,,,,,,,,,--,--,--,-44.53,-8.73,27.10,--,225.19,11.95,,,,,,,,,,,,,,,,5737万,1.26亿,1340万,5346万,6122万,1.54亿,4032万,1.06亿,8442万,,,,,,,,,,,,,,,,--,--,31.03,13.50,6.71,22.13,200.95,98.75,37.90,
002463,沪电股份,元器件,江苏,36.8,16.74,17.25,656409.56,352781.88,245817.2,24561.67,0.14,0.23,2.21,4.92,20100818,164230.52,0.95,14.02,136.7,22.81,9.96,77317.0,,,,,,,,,,,,,,,3437万,6579万,4930万,5367万,5892万,4162万,7018万,1.26亿,1.87亿,,,,,,,,,,,,,,,,80.93,131.33,185.13,311.20,71.45,-36.74,42.35,135.45,216.78,,,,,,,,,,,,,,,,9.27亿,10.1亿,10.7亿,10.7亿,12.3亿,12.5亿,11.7亿,12.9亿,13.9亿,,,,,,,,,,,,,,,,9.19,14.38,18.23,13.37,32.60,24.01,8.99,20.56,12.70,
300367,东方网力,电脑设备,北京,36.56,5.99,8.55,704025.25,489882.56,26753.25,159573.95,1.87,0.225,4.49,2.44,20140129,129295.42,1.51,18.54,16.45,57.51,14.07,42455.0,,,,,,,,,,,,,,,4304万,2.24亿,5229万,5220万,5996万,2.20亿,6347万,6463万,6383万,,,,,,,,,,,,,,,,52.46,24.73,59.71,50.19,39.26,-1.74,21.39,23.82,6.46,,,,,,,,,,,,,,,,3.46亿,5.49亿,2.70亿,4.69亿,4.12亿,7.04亿,3.45亿,5.43亿,4.76亿,,,,,,,,,,,,,,,,81.93,10.88,24.86,26.79,19.10,28.14,27.51,15.90,15.65,
000757,浩物股份,汽车配件,四川,24.1,4.52,4.52,112915.82,52234.23,30012.14,83475.13,1.85,0.172,1.54,3.58,19970627,-65663.7,-1.45,11.15,177.06,30.06,15.79,37951.0,,,,,,,,,,,,,,,388万,581万,1294万,871万,640万,1904万,1344万,4675万,1753万,,,,,,,,,,,,,,,,--,--,78.13,-7.00,65.03,227.73,3.86,436.68,173.84,,,,,,,,,,,,,,,,1.02亿,1.42亿,1.68亿,1.50亿,1.24亿,1.69亿,1.94亿,1.55亿,1.43亿,,,,,,,,,,,,,,,,-0.06,12.30,11.16,21.70,22.03,18.90,15.69,2.71,15.24,
300307,慈星股份,纺织机械,浙江,21.76,7.93,8.02,533610.13,320957.09,86203.46,192510.41,2.4,0.191,5.07,1.1,20120329,108621.11,1.35,31.18,-24.67,32.5,11.06,42298.0,,,,,,,,,,,,,,,977万,231万,6950万,1.04亿,3066万,3502万,7769万,5599万,1977万,,,,,,,,,,,,,,,,-70.67,--,51.19,56.47,213.98,1415.06,11.77,-45.92,-35.52,,,,,,,,,,,,,,,,2.30亿,3.04亿,3.41亿,3.93亿,3.23亿,3.47亿,3.82亿,6.20亿,3.85亿,,,,,,,,,,,,,,,,27.08,90.15,56.20,13.59,40.56,14.18,12.06,57.58,19.24,
300038,数知科技,通信设备,北京,17.62,6.85,11.72,1296974.25,493231.34,72087.06,795605.75,6.79,0.473,8.88,1.25,20100108,129532.5,1.11,86.16,74.42,30.12,17.2,47262.0,,,,,,,,,,,,,,,3108万,3784万,655万,1.68亿,1.43亿,1.69亿,1.20亿,2.41亿,1.94亿,,,,,,,,,,,,,,,,101.63,83.18,5.93,410.57,360.10,347.22,1726.10,43.23,35.50,,,,,,,,,,,,,,,,2.85亿,3.58亿,2.17亿,7.37亿,7.79亿,10.2亿,8.15亿,11.8亿,12.3亿,,,,,,,,,,,,,,,,47.80,25.63,45.20,283.26,173.66,184.59,275.51,60.71,57.51,
002429,兆驰股份,家用电器,深圳,26.59,39.73,45.27,1786696.0,1280086.0,115975.82,16950.49,0.04,0.079,1.93,1.45,20100610,353033.91,0.78,34.99,-27.43,11.12,3.97,72000.0,,,,,,,,,,,,,,,1.28亿,2436万,1.43亿,1.85亿,1.63亿,1.12亿,1.67亿,7295万,1.16亿,,,,,,,,,,,,,,,,-21.02,--,36.82,57.86,26.96,359.99,16.97,-60.56,-28.75,,,,,,,,,,,,,,,,20.5亿,23.3亿,17.9亿,19.5亿,29.0亿,35.8亿,28.6亿,27.3亿,33.8亿,,,,,,,,,,,,,,,,12.78,42.14,12.15,30.14,41.73,53.66,59.60,39.89,16.47,
002643,万润股份,化工原料,山东,24.89,8.92,9.09,494809.84,240204.66,138688.06,207893.59,2.29,0.337,4.72,2.37,20111220,109751.45,1.21,2.93,1.34,38.61,16.55,32675.0,,,,,,,,,,,,,,,6526万,6812万,9949万,1.14亿,8850万,8311万,6412万,1.29亿,1.13亿,,,,,,,,,,,,,,,,-13.84,-39.21,10.96,19.42,35.62,22.01,-35.55,12.73,28.12,,,,,,,,,,,,,,,,4.36亿,5.23亿,6.12亿,6.50亿,5.35亿,6.59亿,6.58亿,6.20亿,5.72亿,,,,,,,,,,,,,,,,7.07,-14.09,44.72,39.70,22.60,26.11,7.43,-4.58,6.90,
002262,恩华药业,化学制药,江苏,21.81,8.84,10.2,403016.53,291148.88,76601.78,12754.25,0.13,0.515,2.9,3.87,20080723,166843.7,1.64,13.69,32.99,56.15,13.6,37900.0,,,,,,,,,,,,,,,,5557万,8531万,1.24亿,1.35亿,5004万,1.02亿,1.60亿,1.60亿,1.03亿,,,,,,,,,,,,,,,,30.88,21.42,21.82,64.67,-9.95,19.27,29.29,18.38,105.04,,,,,,,,,,,,,,,,7.55亿,8.38亿,8.40亿,8.41亿,8.75亿,9.26亿,9.39亿,10.2亿,9.69亿,,,,,,,,,,,,,,,,1.86,10.46,11.11,12.39,15.87,10.49,11.87,21.75,10.75
000683,远兴能源,化工原料,内蒙,9.17,28.59,39.77,2253393.5,642407.88,861136.13,176608.84,0.44,0.231,2.37,1.19,19970131,375694.72,0.94,-17.51,82.38,40.48,13.74,144117.0,,,,,,,,,,,,,,,1011万,-5.63亿,1.66亿,1.53亿,1.84亿,2.09亿,3.11亿,3.41亿,2.64亿,,,,,,,,,,,,,,,,481.86,--,434.54,1550.56,1719.59,--,87.81,122.95,43.71,,,,,,,,,,,,,,,,23.3亿,33.5亿,22.3亿,31.1亿,27.5亿,22.1亿,22.6亿,24.2亿,20.0亿,,,,,,,,,,,,,,,,30.21,63.89,48.82,59.06,17.96,-34.01,1.44,-22.36,-27.39,
300403,汉宇集团,家用电器,广东,20.21,3.81,6.03,157742.52,83112.55,25056.65,17845.9,0.3,0.21,2.15,2.63,20141030,42053.92,0.7,3.11,-5.67,37.23,21.42,15550.0,,,,,,,,,,,,,,,5004万,3549万,4233万,5408万,3765万,2668万,2431万,3902万,6313万,,,,,,,,,,,,,,,,3.15,7.00,-16.85,-1.91,-24.76,-24.82,-42.57,-27.84,67.67,,,,,,,,,,,,,,,,1.84亿,1.98亿,1.74亿,1.99亿,1.99亿,2.06亿,1.78亿,1.90亿,2.22亿,,,,,,,,,,,,,,,,6.07,2.66,2.78,-3.92,8.57,3.82,2.25,-4.27,11.22,
300358,楚天科技,医疗保健,湖南,46.25,4.42,4.74,417463.81,274811.25,59355.46,115750.02,2.44,0.138,5.03,1.69,20140121,74276.99,1.57,32.71,-38.08,34.09,5.69,20937.0,,,,,,,,,,,,,,,4511万,2511万,2572万,3658万,4313万,5497万,2395万,2776万,1358万,,,,,,,,,,,,,,,,21.57,-28.57,1.57,49.16,-4.38,118.87,-6.88,-24.13,-68.51,,,,,,,,,,,,,,,,2.62亿,2.74亿,2.50亿,2.85亿,3.30亿,4.16亿,3.44亿,4.24亿,3.80亿,,,,,,,,,,,,,,,,0.48,14.41,9.78,34.49,26.16,51.68,37.72,48.88,14.96,
000777,中核科技,机械基件,江苏,76.83,3.83,3.83,220714.75,144210.45,27183.05,24948.74,0.65,0.14,3.42,4.21,19970710,52229.84,1.36,52.92,1020.97,19.03,6.47,80569.0,,,,,,,,,,,,,,,1697万,5822万,-1336万,1567万,249万,3976万,-1570万,4352万,2596万,,,,,,,,,,,,,,,,5.22,63.74,-208.90,-12.76,-85.31,-31.71,--,177.83,940.91,,,,,,,,,,,,,,,,2.10亿,3.13亿,1.07亿,2.29亿,2.07亿,3.30亿,1.61亿,3.85亿,2.86亿,,,,,,,,,,,,,,,,-13.41,15.39,-52.88,5.66,-1.19,5.47,50.27,67.81,37.82,
300716,国立科技,塑料,广东,33.45,0.87,1.6,127021.38,74421.43,33539.59,45568.34,2.85,0.259,5.09,2.27,20171109,18264.9,1.14,48.37,8.51,17.55,5.44,14515.0,,,,,,,,,,,,,,,954万,2301万,1476万,1279万,1060万,2342万,2079万,955万,1106万,,,,,,,,,,,,,,,,--,--,--,--,11.09,1.81,40.83,-25.33,4.35,,,,,,,,,,,,,,,,1.34亿,1.77亿,1.66亿,1.83亿,1.64亿,2.45亿,2.41亿,2.58亿,2.61亿,,,,,,,,,,,,,,,,--,--,--,--,22.47,38.62,45.23,41.49,59.23,
000719,中原传媒,出版业,河南,13.56,6.67,10.23,1171555.75,749351.69,143170.09,273845.34,2.68,0.483,7.56,1.16,19970331,351260.69,3.43,8.07,6.02,28.93,8.21,18058.0,,,,,,,,,,,,,,,1.41亿,2.15亿,9067万,2.33亿,1.43亿,2.27亿,7747万,2.66亿,1.51亿,,,,,,,,,,,,,,,,-1.08,-4.52,-6.06,5.64,1.67,5.21,-14.56,14.54,5.21,,,,,,,,,,,,,,,,17.2亿,28.2亿,15.6亿,22.5亿,17.6亿,26.0亿,15.9亿,25.1亿,19.2亿,,,,,,,,,,,,,,,,19.25,15.43,16.77,11.64,2.38,-7.61,2.02,11.52,9.01,
000608,阳光股份,区域地产,广西,0.0,7.5,7.5,658285.63,136986.2,1049.0,51115.2,0.68,-0.008,3.94,1.48,19960919,140669.5,1.88,-49.95,-101.95,73.39,-2.66,25494.0,,,,,,,,,,,,,,,-2.00亿,-1.32亿,-3367万,-4517万,3.82亿,-1.51亿,-2919万,8797万,-6469万,,,,,,,,,,,,,,,,-675.99,-6448.01,--,--,--,--,--,--,-116.93,,,,,,,,,,,,,,,,1.77亿,2.29亿,2.10亿,1.59亿,7437万,9119万,6783万,8922万,6480万,,,,,,,,,,,,,,,,58.21,18.67,76.15,38.10,-57.92,-60.11,-67.76,-43.71,-12.88,
000158,常山北明,纺织,河北,181.95,16.24,16.53,1267977.13,747023.38,156593.22,289709.03,1.75,0.024,3.61,1.62,20000724,117990.71,0.71,-7.73,-39.28,9.94,0.72,45384.0,,,,,,,,,,,,,,,-4001万,4.08亿,-1241万,6364万,1418万,2.90亿,-2169万,5169万,973万,,,,,,,,,,,,,,,,--,27.02,--,645.05,--,-29.06,--,-18.79,-31.40,,,,,,,,,,,,,,,,18.4亿,40.9亿,19.5亿,25.9亿,14.7亿,52.4亿,18.1亿,19.5亿,18.0亿,,,,,,,,,,,,,,,,12.62,51.46,6.67,-19.20,-20.04,27.90,-7.58,-24.73,21.99,
000061,农 产 品,农业综合,深圳,157.9,16.95,16.97,1886569.63,391055.03,189650.41,266533.72,1.57,0.027999999999999997,2.81,2.08,19970110,17563.42,0.1,-0.24,1655.2,39.42,2.78,48943.0,,,,,,,,,,,,,,,1.82亿,-1.26亿,499万,517万,-746万,1120万,307万,-2068万,6484万,,,,,,,,,,,,,,,,8976.88,--,21.31,-81.76,-104.11,--,-38.39,-500.08,--,,,,,,,,,,,,,,,,4.71亿,5.72亿,5.80亿,5.28亿,5.95亿,7.43亿,5.33亿,5.67亿,5.99亿,,,,,,,,,,,,,,,,14.05,25.29,21.82,5.40,26.33,29.94,-8.06,7.35,0.64,
002395,双象股份,塑料,江苏,117.93,1.79,1.79,127913.01,75994.3,27110.84,42332.1,2.37,0.09300000000000001,4.77,3.08,20100429,21971.32,1.23,7.78,93.84,10.95,1.7,13875.0,,,,,,,,,,,,,,,401万,1142万,390万,755万,-284万,448万,225万,1221万,223万,,,,,,,,,,,,,,,,-60.74,70.86,-46.16,-41.31,-170.95,-60.81,-42.34,61.72,--,,,,,,,,,,,,,,,,2.53亿,3.05亿,2.49亿,3.37亿,3.23亿,3.65亿,2.85亿,3.79亿,3.15亿,,,,,,,,,,,,,,,,2.48,9.98,17.39,18.13,27.38,19.47,14.52,12.63,-2.47,
002561,徐家汇,百货,上海,16.27,3.97,4.16,261092.05,164078.84,52518.73,52352.23,1.26,0.41,5.22,1.71,20110303,101950.93,2.45,0.31,4.49,28.81,11.32,32145.0,,,,,,,,,,,,,,,5069万,6961万,6361万,5132万,4833万,7394万,7075万,5293万,4691万,,,,,,,,,,,,,,,,-1.58,-0.85,-5.63,-4.55,-4.66,6.22,11.22,3.14,-2.94,,,,,,,,,,,,,,,,4.71亿,6.04亿,5.67亿,4.75亿,4.59亿,6.01亿,5.77亿,4.68亿,4.61亿,,,,,,,,,,,,,,,,8.49,14.30,0.36,3.13,-2.45,-0.54,1.64,-1.41,0.46,
002417,深南股份,多元金融,江苏,0.0,2.37,2.7,40476.92,29325.53,220.66,40765.68,1.51,-0.126,1.17,7.63,20100601,-39024.95,-1.45,-4.57,-488.62,40.98,-35.73,23178.0,,,,,,,,,,,,,,,-1408万,-3269万,415万,1239万,-780万,-107万,-1357万,-1032万,-1008万,,,,,,,,,,,,,,,,-117.02,-369.23,--,--,--,--,-427.01,-183.22,--,,,,,,,,,,,,,,,,6291万,1.26亿,4418万,4795万,750万,521万,827万,3496万,5186万,,,,,,,,,,,,,,,,-47.17,-40.34,58.68,-55.59,-88.07,-95.88,-81.29,-27.10,591.06,
002496,辉丰股份,农药化肥,江苏,0.0,9.66,15.08,649426.06,278063.78,230062.47,93272.71,0.62,-0.16,2.3,1.29,20101109,86638.65,0.57,-73.84,-174.23,32.54,-10.43,60718.0,,,,,,,,,,,,,,,3588万,3409万,1.48亿,8579万,9439万,7965万,1.25亿,-2693万,-3.42亿,,,,,,,,,,,,,,,,39.19,-2.64,200.26,55.83,163.10,133.61,-15.65,-131.39,-462.23,,,,,,,,,,,,,,,,14.7亿,-2.90亿,9.57亿,8.23亿,10.4亿,11.4亿,8.46亿,8.01亿,6.91亿,,,,,,,,,,,,,,,,64.54,168.60,312.39,145.60,96.49,-1618.32,-11.64,-2.66,-33.26,
002230,科大讯飞,软件服务,安徽,256.64,18.22,20.93,1396497.0,694803.75,162836.52,461558.44,2.21,0.11,3.66,9.78,20080512,189032.47,0.9,56.0,29.94,48.83,4.15,280059.0,,,,,,,,,,,,,,,2238万,2.06亿,7398万,3330万,6134万,2.66亿,8199万,4861万,8850万,,,,,,,,,,,,,,,,-72.22,2.14,4.69,-82.04,174.08,29.18,10.83,45.97,44.29,,,,,,,,,,,,,,,,6.79亿,11.8亿,8.56亿,12.5亿,12.8亿,20.6亿,14.0亿,18.1亿,20.7亿,,,,,,,,,,,,,,,,6.95,42.65,35.29,50.28,89.11,74.52,63.25,45.43,61.43,
002360,同德化工,化工原料,山西,15.15,2.97,3.92,140377.92,64131.48,35678.68,3115.7,0.08,0.31,2.75,2.18,20100303,57795.76,1.48,27.57,73.62,41.34,15.96,21907.0,,,,,,,,,,,,,,,2143万,3058万,1094万,2293万,3287万,2939万,2053万,6568万,2966万,,,,,,,,,,,,,,,,-25.89,313.16,166.82,-13.91,53.38,-3.87,87.70,186.49,-9.78,,,,,,,,,,,,,,,,1.70亿,2.49亿,1.27亿,1.41亿,3.01亿,1.41亿,1.45亿,3.05亿,2.76亿,,,,,,,,,,,,,,,,-4.57,28.81,154.56,-20.22,76.51,-43.55,13.67,116.26,-8.23,
002554,惠博普,石油开采,北京,83.03,7.69,10.71,470575.91,359049.28,44165.01,51729.73,0.48,0.027000000000000003,1.66,1.81,20110225,63787.35,0.6,7.47,-62.48,23.67,2.5,68794.0,,,,,,,,,,,,,,,3124万,2553万,5120万,605万,2010万,1155万,3583万,2263万,-2944万,,,,,,,,,,,,,,,,-2.64,-57.70,84.49,-87.00,-35.67,-54.75,-30.02,274.32,-246.50,,,,,,,,,,,,,,,,1.94亿,3.44亿,4.59亿,3.94亿,2.25亿,4.07亿,3.41亿,4.21亿,3.98亿,,,,,,,,,,,,,,,,-23.65,-13.19,119.64,30.41,15.89,18.07,-25.78,6.69,76.69,
002869,金溢科技,通信设备,深圳,0.0,0.45,1.18,123308.67,93639.71,3838.9,63015.38,5.35,-0.021,8.36,2.16,20170515,19386.95,1.65,-19.75,-104.3,39.99,-0.73,14677.0,,,,,,,,,,,,,,,329万,6398万,4261万,1372万,89.9万,3219万,692万,-1079万,141万,,,,,,,,,,,,,,,,--,--,2.04,8.83,-72.70,-49.69,-83.77,-178.64,56.61,,,,,,,,,,,,,,,,1.11亿,2.23亿,1.84亿,1.49亿,8733万,2.02亿,1.51亿,7738万,1.10亿,,,,,,,,,,,,,,,,--,--,-16.28,30.65,-21.63,-9.46,-18.33,-48.09,25.62,
002646,青青稞酒,白酒,青海,46.93,4.5,4.5,271965.94,131869.81,100510.11,86060.8,1.91,0.193,5.26,2.29,20111222,92024.43,2.04,1.75,-21.2,65.92,9.12,22418.0,,,,,,,,,,,,,,,4481万,2190万,1.02亿,374万,439万,-2.04亿,8681万,125万,-125万,,,,,,,,,,,,,,,,-12.38,--,-29.61,-15.63,-90.21,-1032.90,-14.93,-66.54,-128.53,,,,,,,,,,,,,,,,3.04亿,4.07亿,4.53亿,2.17亿,2.66亿,3.83亿,4.75亿,2.23亿,2.53亿,,,,,,,,,,,,,,,,-0.06,21.10,-11.71,1.82,-12.57,-6.00,5.04,2.96,-4.85,
300402,宝色股份,专用机械,江苏,449.75,0.86,2.02,139377.95,86914.77,40081.78,22421.65,1.11,0.015,3.0,3.06,20141010,14740.19,0.73,60.2,171.16,16.53,0.71,15203.0,,,,,,,,,,,,,,,-2867万,-1317万,-991万,1147万,-591万,1488万,-1303万,1545万,67.7万,,,,,,,,,,,,,,,,--,-166.62,--,--,--,--,--,34.63,--,,,,,,,,,,,,,,,,7710万,8835万,9003万,1.19亿,6373万,1.68亿,3110万,2.11亿,1.94亿,,,,,,,,,,,,,,,,-37.87,-62.58,127.23,150.34,-17.35,89.64,-65.45,77.77,204.95,
000006,深振业Ａ,区域地产,深圳,12.31,13.48,13.5,1246334.38,963907.31,267.29,48432.15,0.36,0.373,4.6,1.33,19920427,262907.88,1.95,-31.28,48.39,38.98,31.57,82728.0,,,,,,,,,,,,,,,1240万,6.64亿,1.04亿,1.46亿,8953万,4.66亿,2.86亿,1.30亿,8727万,,,,,,,,,,,,,,,,-33.85,374.60,112.79,173.57,622.16,-29.75,175.57,-10.97,-2.52,,,,,,,,,,,,,,,,2.77亿,22.1亿,11.7亿,7.02亿,4.50亿,6.40亿,4.85亿,5.71亿,5.38亿,,,,,,,,,,,,,,,,-2.06,64.07,205.35,44.32,62.32,-71.07,-58.47,-18.69,19.71,
000970,中科三环,元器件,北京,39.16,10.65,10.65,608919.31,437476.06,96004.8,43190.93,0.41,0.17600000000000002,4.12,2.23,20000420,265913.56,2.5,8.48,-6.74,20.5,6.24,100449.0,,,,,,,,,,,,,,,7884万,8511万,7269万,8044万,4814万,8099万,4219万,7009万,7543万,,,,,,,,,,,,,,,,48.98,-5.35,16.16,-10.68,-38.94,-4.85,-41.96,-12.87,56.69,,,,,,,,,,,,,,,,8.79亿,9.92亿,7.97亿,9.79亿,9.97亿,11.2亿,9.47亿,10.2亿,10.4亿,,,,,,,,,,,,,,,,2.95,8.26,0.78,11.30,13.42,13.19,18.82,4.38,4.23,
002828,贝肯能源,石油开采,新疆,35.14,0.99,2.05,175144.77,119823.42,34079.05,29975.7,1.47,0.27,4.71,2.62,20161208,39988.06,1.95,40.86,11.28,25.14,9.75,25067.0,,,,,,,,,,,,,,,2330万,2615万,-891万,2702万,3018万,2159万,-672万,2703万,3357万,,,,,,,,,,,,,,,,35.46,-10.80,--,13.84,29.52,-17.42,--,0.06,11.23,,,,,,,,,,,,,,,,1.94亿,7555万,461万,2.00亿,1.88亿,2.57亿,957万,2.32亿,3.11亿,,,,,,,,,,,,,,,,61.29,-74.77,32.98,29.10,-3.30,240.20,107.55,16.11,65.64,
000702,正虹科技,饲料,湖南,25.58,2.67,2.67,75236.57,36435.85,23343.26,18255.32,0.68,0.185,1.93,3.26,19970318,2031.15,0.08,7.81,185.49,7.59,4.71,28378.0,,,,,,,,,,,,,,,12.2万,630万,-543万,265万,2004万,-114万,4128万,-980万,1777万,,,,,,,,,,,,,,,,-97.40,--,--,-24.97,16357.10,-118.09,--,-470.16,-11.34,,,,,,,,,,,,,,,,3.61亿,2.99亿,2.50亿,3.35亿,3.86亿,3.78亿,2.83亿,2.82亿,4.82亿,,,,,,,,,,,,,,,,-10.19,21.29,7.90,-0.95,6.69,26.50,13.02,-15.92,25.03,
