code,name,pe
hk03778,中国织材控股,45.385
hk00493,国美电器,9.529
hk01393,恒鼎实业,-0.191
hk00120,COSMOPOL INT'L,-22.692
hk01255,港大零售,0.0
hk03322,永嘉集团,3.49
hk00641,恒天立信,0.0
hk00569,中国自动化,-9.836
hk00211,STYLAND HOLD,0.0
hk00423,经济日报集团,0.0
hk00794,锦胜集团（控股）,-5.495
hk02668,百德国际,0.0
hk00272,瑞安房地产,14.746
hk02607,上海医药,16.523
hk00361,顺龙控股,0.0
hk00712,卡姆丹克太阳能,-0.247
hk00929,国际精密,14.086
hk00329,三龙国际,0.0
hk02288,宏基资本,0.0
hk00383,中国医疗网络,-4.032
hk00387,力丰（集团）,0.0
hk00204,中国投资开发,-7.0
hk00185,正恒国际控股,0.0
hk00723,永保林业,0.0
hk00913,合一投资,0.0
hk00355,世纪城市国际,700.0
hk00335,美建集团,0.0
hk00046,科联系统,13.942
hk00800,Ａ８新媒体,25.0
hk01152,新融宇集团,0.0
hk01026,环球实业科技,0.0
hk00374,四洲集团,0.0
hk00356,鼎立资本,93.0
hk02340,新昌管理集团,0.0
hk03663,协众国际控股,0.0
hk00157,自然美,8.971
hk02728,裕华能源（新）,-18.571
hk01708,三宝科技,14.362
hk00925,北京建设,10.789
hk00896,兴胜创建,1.725
hk00889,连达科技控股,144.444
hk00889,连达科技控股,144.444
hk00506,中国食品,147.857
hk01059,看通集团,0.0
hk00665,海通国际,11.069
hk00396,兴利（香港）控股,0.0
hk00037,远东酒店实业,-19.444
hk00445,中国消防,54.167
hk00339,安利时投资,-2.66
hk00017,新世界发展,11.287
hk00040,金山工业,0.0
hk00274,中富资源,-2.833
hk00266,天德地产,0.0
hk00519,实力建业,3.005
hk00115,钧濠集团,0.247
hk00158,万邦投资,0.0
hk00169,万达酒店发展,-63.846
hk00122,鳄鱼恤,750.0
hk00136,恒腾网络,-88.333
hk00092,CHAMPION TECH,-106.25
hk00110,中国长远,0.0
hk00852,海峡石油化工,28.947
hk00865,建德国际控股,0.0
hk00676,创信国际,0.0
hk00277,太兴置业,0.0
hk00080,中国新经济投资,0.0
hk00091,标准资源控股,-0.106
hk01107,当代置业,3.462
hk00287,永发置业,0.0
hk00281,川河集团,4.872
hk00536,贸易通,11.845
hk03363,正业国际,0.0
hk00524,E-KONG GROUP,50.0
hk00130,慕诗国际,0.0
hk00125,新兴光学,0.0
hk00261,中建置地,0.0
hk00105,凯联国际酒店,0.0
hk00103,首长宝佳,0.0
hk00070,海王集团,-0.709
hk00057,震雄集团,-7.055
hk00007,凯富能源,-44.545
hk01699,普甜食品,-22.375
hk00969,华联国际,0.0
hk00886,银基集团,10.5
hk01189,珀丽酒店,0.0
hk01176,珠光控股,12.679
hk01173,威高国际,0.0
hk01118,高力集团,0.0
hk01110,金活医药集团,19.298
hk01105,星岛,12.603
hk01082,香港教育国际,0.0
hk00278,华厦置业,0.0
hk01100,飞达控股,0.0
hk01058,粤海制革,0.0
hk00535,金地商置,8.144
hk00567,大昌微线集团,0.0
hk00600,中国基建投资,0.0
hk00695,东吴水泥,-51.538
hk00679,亚洲联网科技,0.0
hk01386,国投集团控股,-5.086
hk00531,顺诚,102.857
hk01628,禹洲地产,7.918
hk00465,富通科技,0.0
hk00869,彩星玩具,3.202
hk02358,久融控股,-16.9
hk03389,亨得利,9.722
hk01127,汇星印刷,0.0
hk06888,英达公路再生科技,5.902
hk01234,中国利郎,20.401
hk01151,依利安达,0.0
hk01142,西伯利亚矿业,-0.119
hk01972,太古地产,11.504
hk01130,中国环境资源,-3.421
hk01328,精英国际,0.0
hk01259,中国儿童护理,-2.356
hk02068,中铝国际,15.496
hk00508,鼎亿集团投资,-5.913
hk00982,卓智控股,0.0
hk01013,伟俊集团控股,-16.0
hk00608,达利国际,12.368
hk00606,中国粮油控股,-48.254
hk00533,金利来集团,7.824
hk00736,中国置业投资,-0.209
hk00677,金源米业,0.0
hk00602,佳华百货控股,5.481
hk00601,权智（国际）,-48.0
hk00672,众安房产,1.916
hk00599,怡邦行控股,4.046
hk00666,新工投资,0.0
hk00719,山东新华制药股份,17.248
hk00657,环科国际,0.0
hk00578,融信资源,-0.155
hk00577,十三集团,-3.502
hk00645,安域亚洲,0.0
hk00565,锦艺集团控股,0.0
hk00560,珠江船务,8.13
hk00550,先传媒,-19.872
hk00684,亚伦国际,0.0
hk00747,渖阳公用发展股份,-100.0
hk00483,包浩斯国际,0.0
hk00482,圣马丁国际,0.0
hk00474,昊天发展集团,0.0
hk00472,新丝路文旅,0.0
hk00498,保华集团,0.0
hk00495,PALADIN,0.0
hk00455,天大药业,83.333
hk00458,联亚集团,0.0
hk00420,福田实业,14.096
hk00380,冠力国际,13.8
hk00357,航基股份,6.829
hk00375,YGM TRADING,0.0
hk00240,利基控股,4.711
hk00239,白花油,0.0
hk00258,汤臣集团,8.216
hk00238,长兴国际,-5.625
hk00223,易生活控股,1.246
hk00213,NATIONAL ELEC H,4.958
hk00212,NANYANG HOLD,0.0
hk00205,财讯传媒,-0.17
hk00227,第一上海,5.729
hk00224,建生国际,0.0
hk03398,华鼎控股,-18.421
hk03377,远洋集团,12.773
hk03300,中国玻璃,-1.779
hk01348,滉达富控股,0.0
hk01298,天美（控股）,111.034
hk01239,金宝宝控股,0.0
hk01223,新沣集团,116.0
hk01221,信和酒店（集团）,21.037
hk01220,志道国际,-14.5
hk01210,克莉丝汀,0.0
hk01196,伟禄集团,150.0
hk02366,星美文化旅游,0.0
hk02882,香港资源控股,-3.333
hk02121,一化控股,4.167
hk02083,大自然家居,-7.385
hk01838,CHINAPROPERTIES,0.0
hk01831,十方控股,-0.651
hk01488,百福控股,108.333
hk00987,中国再生能源投资,8.077
hk00984,永旺,0.0
hk00959,奥玛仕国际,-1.906
hk00954,常茂生物,10.857
hk00953,邵氏兄弟控股,0.0
hk00935,龙翔集团,12.571
hk00050,香港小轮（集团）,13.163
hk02001,新高教集团,0.0
hk02314,理文造纸,10.783
hk01099,国药控股,20.284
hk00194,廖创兴企业,10.231
hk06169,宇华教育,0.0
hk00054,合和实业,8.48
hk03883,中国奥园,14.377
hk03709,珂莱蒂尔,20.956
hk01169,海尔电器,21.05
hk02208,金风科技,7.667
hk01530,三生制药,58.603
hk06139,金茂酒店－ＳＳ,16.937
hk01568,承达集团,22.677
hk00853,微创医疗,-136.364
hk00062,载通,14.377
hk00861,神州控股,7.018
hk00014,希慎兴业,36.985
hk01088,中国神华,11.96
hk03633,中裕燃气,218.378
hk03933,联邦制药,116.176
hk01378,中国宏桥,10.663
hk00116,周生生,8.802
hk00874,白云山,29.833
hk01800,中国交通建设,6.239
hk01673,华章科技,61.579
hk02302,中核国际,-7.738
hk03698,徽商银行,5.113
hk00564,郑煤机,107.742
hk00626,大众金融控股,8.865
hk03380,龙光地产,15.655
hk01681,康臣药业,21.382
hk01270,朗廷－ＳＳ,15.93
hk00053,国浩集团,13.358
hk00369,永泰地产,7.512
hk02039,中集集团,10.514
hk00303,VTECH HOLDINGS,15.477
hk01365,润东汽车,11.653
hk02669,中海物业,39.855
hk01803,北京体育文化,-53.8
hk00315,数码通电讯,10.708
hk00408,叶氏化工集团,31.294
hk01212,利福国际,16.008
hk00636,嘉里物流,9.85
hk06823,香港电讯－ＳＳ,16.068
hk01186,中国铁建,6.593
hk01589,中国物流资产,0.0
hk01908,建发国际集团,160.217
hk00127,华人置业,2.936
hk00468,纷美包装,17.189
hk00175,吉利汽车,62.476
hk01233,时代地产,7.577
hk00199,德祥地产,1.324
hk01862,景瑞控股,-7.147
hk00376,云锋金融,-22.115
hk01361,３６１度,10.505
hk00434,博雅互动,3.756
hk02280,慧聪网,53.976
hk00973,L'Occitane,20.303
hk00173,嘉华国际,9.272
hk01478,丘钛科技,21.61
hk00391,美亚娱乐资讯,-20.0
hk00694,北京首都机场股份,19.051
hk01483,誉宴集团,-152.143
hk00613,渝港国际,12.353
hk00525,广深铁路股份,22.722
hk06128,泛亚国际,66.885
hk00377,华君控股,3361.111
hk01818,招金矿业,45.188
hk00143,GLOＢAL TECH,-40.0
hk01370,恒实矿业,32.787
hk00623,中视金桥,7.529
hk01848,中国飞机租赁,12.311
hk02298,都市丽人,11.331
hk00610,惠记集团,4.538
hk03918,金界控股,12.435
hk00255,龙记集团,19.095
hk00029,达力集团,17.488
hk01111,创兴银行,7.562
hk01316,耐世特,11.947
hk00117,天利控股集团,-22.911
hk03939,万国国际矿业,54.545
hk00546,阜丰集团,12.302
hk00825,新世界百货中国,65.185
hk00484,云游控股,-7.774
hk01224,中渝置地,3.346
hk02341,中怡国际,10.764
hk00202,润中国际控股,-1.487
hk01448,福寿园,46.298
hk02002,阳光纸业,9.766
hk00296,英皇娱乐酒店,8.426
hk01539,汇能集团,23.099
hk02698,魏桥纺织,3.32
hk02020,安踏体育,38.028
hk01415,高伟电子,2.759
hk01575,慕容控股,0.0
hk02338,潍柴动力,22.94
hk02128,中国联塑,6.874
hk00752,笔克远东集团,12.764
hk02183,利福地产,-169.189
hk01230,雅士利国际,50.323
hk00027,银河娱乐,42.091
hk02686,亚美能源,-67.391
hk00257,中国光大国际,14.911
hk00273,民信金控,9.059
hk01009,国际娱乐,57.037
hk00098,兴发铝业,8.103
hk00854,威雅利,-6.428
hk00008,电讯盈科,16.791
hk00709,佐丹奴国际,16.304
hk00200,新濠国际发展,334.848
hk00612,中国投资基金公司,-116.634
hk00590,六福集团,17.894
hk00289,WING ON CO,8.013
hk00390,中国中铁,9.068
hk00776,帝国集团环球控股,-119.167
hk00028,天安,1.121
hk02608,阳光１００中国,8.654
hk00580,赛晶电力电子,12.069
hk00294,长江制衣,132.857
hk00813,世茂房地产,9.858
hk01057,浙江世宝,6.733
hk00573,稻香控股,8.036
hk00161,中航国际控股,5.423
hk02899,紫金矿业,29.239
hk03799,达利食品,23.299
hk00563,上实城市开发,12.407
hk01109,华润置地,10.282
hk01113,长实地产,13.453
hk02611,国泰君安,0.0
hk00135,昆仑能源,388.824
hk00183,宏辉集团,-9.429
hk01293,广汇宝信,25.534
hk01888,建滔积层板,21.54
hk00471,中播控股,-0.389
hk06839,云南水务,7.919
hk01357,美图公司,0.0
hk01184,S.A.S. DRAGON,19.612
hk00989,广泽国际发展,-14.318
hk02788,精熙国际,33.158
hk02888,渣打集团,-61.279
hk00230,五矿地产,8.105
hk03333,中国恒大,23.267
hk02233,西部水泥,615.0
hk00282,壹传媒,-1.821
hk00850,投融长富,-2.833
hk03683,荣丰联合控股,-6.81
hk01777,花样年控股,7.564
hk03948,伊泰煤炭,248.485
hk06136,康达环保,6.223
hk00975,MONGOL MINING,-0.745
hk01999,敏华控股,16.988
hk00899,亚洲资源,-6.389
hk00410,ＳＯＨＯ中国,27.823
hk01050,嘉利国际,19.322
hk01578,天津银行,3.983
hk00232,中国航空工业国际,-1.831
hk01122,庆铃汽车股份,9.784
hk00148,建滔化工,17.247
hk02880,大连港,19.474
hk03836,和谐汽车,7.07
hk01389,美捷汇控股,36.667
hk00444,SINCEREWATCH HK,-3.143
hk01023,时代集团控股,5.946
hk00983,瑞安建业,-0.937
hk00069,香格里拉（亚洲）,42.763
hk00168,青岛啤酒股份,28.6
hk03989,首创环境,71.667
hk01061,亿胜生物科技,33.777
hk00733,合富辉煌,9.407
hk00486,RUSAL,3.488
hk00505,欢悦互娱,35.0
hk01771,新丰泰集团,20.0
hk02299,百宏实业,63.804
hk00912,信佳国际,7.197
hk00218,申万宏源,20.097
hk00522,ASM PACIFIC,27.181
hk01813,合景泰富,5.99
hk00620,大唐西市,-66.129
hk01086,好孩子国际,22.905
hk01447,新福港,13.064
hk00346,延长石油国际,-0.273
hk03828,明辉国际,-3.228
hk00317,中船防务,95.647
hk00371,北控水务集团,14.397
hk00945,宏利金融－Ｓ,17.356
hk00635,彩星集团,0.55
hk01363,中滔环保,8.547
hk01161,奥思集团,26.316
hk01766,中国中车,11.547
hk00685,世界华文媒体,4.024
hk00526,利时集团控股,140.0
hk01788,国泰君安国际,13.154
hk03822,三和建筑集团,2.13
hk00818,高阳科技,9.608
hk01565,成实外教育,83.621
hk00195,利海资源,-3.464
hk00456,新城市建设发展,485.0
hk00207,大悦城地产,15.238
hk02014,浩泽净水,101.053
hk00106,朗诗绿色地产,5.106
hk01526,瑞慈医疗,0.0
hk00696,中国民航信息网络,30.154
hk01004,中国智慧能源,-24.737
hk01008,贵联控股,3.715
hk00688,中国海外发展,6.482
hk01094,中国公共采购,-1.107
hk01330,绿色动力环保,14.363
hk06882,东瀛游,3.11
hk00921,海信科龙,14.597
hk01638,佳兆业集团,3.737
hk00129,泛海集团,3.238
hk00188,新华汇富金融,-7.0
hk02356,大新银行集团,10.382
hk00365,紫光控股,-337.5
hk00042,东北电气,128.571
hk01366,江南集团,3.061
hk01203,广南（集团）,12.192
hk01700,华地国际控股,11.711
hk02283,东江集团控股,24.9
hk03311,中国建筑国际,7.694
hk00512,远大医药,57.5
hk06161,泰加保险,8.0
hk00341,大家乐集团,21.561
hk00656,复星国际,11.043
hk00088,TAI CHEUNG HOLD,23.798
hk01498,培力控股,17.931
hk01373,国际家居零售,18.804
hk00479,华建控股,14.333
hk00321,德永佳集团,4.513
hk00198,星美控股,82.258
hk00497,资本策略地产,2.69
hk00687,香港国际建投,3.744
hk00160,汉国置业,6.635
hk00489,东风集团股份,4.744
hk02324,首都创投,-0.279
hk06808,高鑫零售,33.289
hk02218,安德利果汁,13.774
hk03313,雅高控股,6.103
hk00305,五菱汽车,6.949
hk00193,冠中地产,-2.278
hk01929,周大福,27.721
hk03898,中车时代电气,13.515
hk00767,PACIFIC PLYWOOD,1.723
hk01812,晨鸣纸业,5.871
hk00698,通达集团,12.778
hk01087,威讯控股,5.714
hk03900,绿城中国,32.449
hk01518,新世纪医疗,0.0
hk00235,中策集团,1.56
hk00102,凯升控股,-13.448
hk03306,江南布衣,0.0
hk01913,普拉达,31.831
hk00520,呷哺呷哺,57.568
hk01172,勤达集团国际,8.214
hk00616,高山企业,-0.528
hk01382,互太纺织,8.766
hk00872,启迪国际,-4.36
hk00758,JUNEFIELD GROUP,-11.029
hk00378,五龙动力,-0.371
hk00822,嘉瑞国际,-5.282
hk02193,万景控股,10.571
hk00976,齐合天地,-3.592
hk06116,拉夏贝尔,6.697
hk01177,中国生物制药,45.194
hk02662,承兴国际控股,-122.83
hk01439,中华包装控股,4.39
hk01001,沪港联合,6.545
hk03993,洛阳钼业,62.456
hk00142,第一太平,23.117
hk02320,合丰集团,14.792
hk00830,远东环球,17.317
hk00848,茂业国际,22.188
hk06896,金嗓子,4.879
hk00868,信义玻璃,10.217
hk00553,南京熊猫电子股份,14.947
hk01188,正道集团,-3.5
hk00660,伟俊矿业集团,-70.0
hk00043,卜蜂国际,8.75
hk01065,天津创业环保股份,12.527
hk00425,敏实集团,22.691
hk00182,协合新能源,5.847
hk02222,雷士照明,32.857
hk00515,达进东方照明,-0.58
hk00306,冠忠巴士集团,6.765
hk00368,中外运航运,-4.596
hk00360,新焦点,-11.724
hk02009,金隅股份,10.884
hk00934,中石化冠德,8.16
hk02113,东盈控股,0.0
hk00911,前海健康,-0.761
hk00661,中国大冶有色金属,-1.015
hk03669,永达汽车,17.352
hk01249,通力电子,10.8
hk03332,中生联合,3.402
hk00097,恒基发展,4.49
hk01079,松景科技,-12.222
hk01458,周黑鸭,0.0
hk01117,现代牧业,17.105
hk01919,中远海控,98.182
hk01573,中国优质能源,0.0
hk01577,汇鑫小贷,0.0
hk00328,ALCO HOLDINGS,1.466
hk01198,皇朝家俬,-10.492
hk01258,中国有色矿业,-3.071
hk00288,万洲国际,14.036
hk02018,瑞声科技,33.113
hk00888,路讯通,-27.778
hk01460,扬科集团,17.714
hk00605,中国金融投资管理,6.596
hk01882,海天国际,17.02
hk00022,茂盛控股,9.111
hk03326,保发集团,3.653
hk01289,盛力达科技,-2.21
hk02331,李宁,1062.5
hk00738,莱尔斯丹,5.902
hk00757,阳光能源,20.167
hk00276,蒙古能源,-0.381
hk00413,南华集团控股,11.476
hk06878,鼎丰集团控股,19.355
hk00918,第一德胜控股,-5.455
hk00557,CITY E-SOLUTION,-8.333
hk03378,厦门港务,9.917
hk02866,中远海发,-3.953
hk01317,枫叶教育,48.253
hk02633,雅各臣科研制药,0.0
hk00722,联合医务,176.0
hk00467,联合能源集团,23.878
hk00877,昂纳科技集团,25.435
hk00558,力劲科技,1170.0
hk00970,耀莱集团,-26.364
hk03666,小南国,-3.867
hk00922,安贤园中国,58.0
hk01240,青建国际,5.011
hk00948,融达控股,575.0
hk01268,美东汽车,29.741
hk01037,云智汇科技,-6.25
hk01556,建业建荣,2.375
hk01555,ＭＩ能源,-0.408
hk00543,太平洋网络,5.969
hk02488,元征科技,117.123
hk01292,长安民生物流,2.578
hk00190,香港建设（控股）,9.275
hk00570,中国中药,30.896
hk00395,中国智能集团,-2.732
hk02329,国瑞置业,6.55
hk00024,宝威控股,-10.769
hk00618,北大资源,-7.0
hk00509,世纪阳光,3.097
hk00397,君阳金融,-0.763
hk01135,亚洲卫星控股,4.545
hk01011,泰凌医药,22.162
hk00631,三一国际,384.286
hk03983,中海石油化学,12.512
hk00826,天工国际,41.282
hk02239,国微技术,0.0
hk01124,沿海家园,-9.138
hk00064,结好控股,3.786
hk01069,中国农林低碳,-2.038
hk03303,巨涛海洋石油服务,39.75
hk03813,宝胜国际,16.809
hk01381,粤丰环保,30.882
hk00530,高银金融,24.609
hk00389,通天酒业,-3.019
hk01106,中国海景,-11.818
hk00707,协盛协丰,-65.0
hk00627,佑威国际,-104.0
hk00919,现代美容,17.333
hk01368,特步国际,19.326
hk02393,巨星医疗控股,24.951
hk02666,环球医疗,11.604
hk01003,欢喜传媒,-25.309
hk02066,盛京银行,3.48
hk06033,电讯数码控股,0.0
hk02789,远大中国,-2.757
hk00607,丰盛控股,33.905
hk00777,网龙,-47.267
hk01462,金诚控股,406.0
hk01515,华润凤凰医疗,35.514
hk00751,创维数码,3.966
hk00923,综合环保集团,-4.545
hk00726,中民筑友科技,-9.091
hk00819,天能动力,16.733
hk01028,千百度,9.868
hk06198,青岛港,11.566
hk02138,香港医思医疗集团,27.136
hk01121,宝峰时尚,-16.897
hk03903,瀚华金控,6.203
hk00412,中国新金融,61.25
hk01031,金利丰金融,20.0
hk00229,利民实业,12.895
hk03768,滇池水务,0.0
hk02030,卡宾,8.491
hk06123,先达国际物流,32.083
hk00055,中星集团控股,-1.315
hk02799,中国华融,3.405
hk01609,创建集团控股,0.0
hk02255,海昌海洋公园,27.246
hk00866,中国秦发,-0.139
hk00658,中国高速传动,13.316
hk01219,天喔国际,2.252
hk00372,德祥企业,1.643
hk01007,大庆乳业,-75.667
hk02136,利福中国,15.644
hk01666,同仁堂科技,23.294
hk00908,珠海控股投资,10.227
hk00078,REGAL INT'L,34.884
hk00787,利标品牌,27.813
hk00947,摩比发展,6.794
hk01685,博耳电力,1.075
hk01250,北控清洁能源集团,58.667
hk00721,中国金融国际,-3.911
hk00678,云顶香港,-2.854
hk01383,太阳世纪集团,-7.706
hk00085,中国电子,6.304
hk01560,星星地产,7.679
hk02343,太平洋航运,-10.539
hk00544,大同集团,-28.667
hk01150,米兰站,-2.423
hk00598,中国外运,9.948
hk00259,亿都（国际控股）,8.55
hk01958,北京汽车,12.261
hk01102,环能国际,-18.286
hk02327,美瑞健康国际,106.25
hk00090,琥珀能源,6.911
hk00275,凯华集团,-0.292
hk00252,华信地产财务,24.561
hk01141,天顺证券,-2.27
hk06869,长飞光纤光缆,31.515
hk02098,卓尔集团,32.609
hk00928,野马国际,-17.786
hk01066,威高股份,20.943
hk01051,国际资源,4.824
hk01281,隆基泰和智慧能源,64.8
hk01581,进昇集团控股,0.0
hk01500,现恒建筑,3.482
hk01300,俊知集团,5.043
hk00237,安全货仓,2.49
hk00353,能源国际投资,-1.506
hk03773,年年卡,7.103
hk00210,达芙妮国际,-1.652
hk00499,青岛控股,-32.609
hk01979,天宝集团,3.814
hk00015,盈信控股,1.674
hk00575,励晶太平洋,-1.755
hk00840,天业节水,-22.813
hk01068,雨润食品,-0.667
hk01883,中信国际电讯,8.675
hk01326,天马影视,-12.414
hk00171,银建国际,-49.655
hk00033,亚投金融集团,-6.545
hk01689,华禧控股,16.165
hk00330,思捷环球,193.636
hk00285,比亚迪电子,20.582
hk00174,盛洋投资,-1.886
hk00061,北亚资源,-0.898
hk02178,百勤油服,-1.211
hk00084,宝光实业,-1.923
hk01617,南方通信,0.0
hk00632,东方明珠石油,-0.227
hk00432,盈大地产,-12.096
hk00799,IGG,43.777
hk00352,富阳,-48.214
hk00279,民众金融科技,-1.683
hk00689,长盈集团（控股）,-2.393
hk01045,亚太卫星,5.463
hk02112,优库资源,556.667
hk02382,舜宇光学科技,103.58
hk00985,网智金控,-2.063
hk01358,普华和顺,11.007
hk03318,中国香精香料,20.077
hk01443,富临集团控股,8.333
hk01085,亨鑫科技,6.76
hk01157,中联重科,207.143
hk01728,正通汽车,14.311
hk01114,华晨中国汽车,13.446
hk01611,桐成控股,39.677
hk00574,百信药业,3.407
hk00450,鸿兴印刷集团,36.429
hk00932,御药堂,15.25
hk00907,高雅光学,-6.754
hk00381,侨雄国际,-1.034
hk01627,安保工程控股,0.0
hk01036,万科置业海外,13.353
hk01164,中广核矿业,6.081
hk00459,美联工商舖,0.0
hk00952,华富国际,51.765
hk00476,中国动力控股,-3.515
hk02886,滨海投资,9.864
hk00248,香港通讯国际控股,-6.96
hk00433,北方矿业,-1.16
hk00510,时富金融服务集团,-9.583
hk02010,瑞年国际,0.596
hk00875,中国金控,-10.75
hk00884,旭辉控股集团,9.765
hk00993,华融金控,6.951
hk01181,唐宫中国,10.29
hk02120,康宁医院,31.036
hk03336,巨腾国际,1.821
hk00729,五龙电动车,-9.167
hk01682,高锐中国物联,-11.458
hk02398,友佳国际,11.971
hk02033,时计宝,7.676
hk00847,哈萨克矿业-S,27.293
hk02277,华融投资股份,3.092
hk00713,世界（集团）,-9.31
hk01096,中能国际控股,-0.303
hk00759,CEC 国际控股,-12.0
hk02330,中国上城,-5.222
hk03355,先进半导体,33.333
hk01432,中国圣牧,3.533
hk01290,中国汇融,23.864
hk00763,中兴通讯,15.776
hk02017,沧海控股,0.0
hk01315,允升国际,28.889
hk01480,恩达集团控股,7.345
hk00542,新岭域集团,-10.0
hk01006,长寿花食品,8.246
hk01533,庄园牧场,9.316
hk00703,FUTURE ＢRIGHT,-515.0
hk01296,国电科环,-0.422
hk00206,ＴＳＣ集团,22.174
hk00860,奥立仕控股,-78.462
hk00662,亚洲金融,26.175
hk01452,迪诺斯环保,4.121
hk00646,中国环保科技,-3.333
hk00521,海航实业股份,-5.233
hk01532,中国派对文化,3.712
hk01132,橙天嘉禾,-7.424
hk00979,绿色能源科技集团,-5.368
hk01049,时富投资,10.95
hk01420,川控股,0.0
hk01232,金轮天地控股,80.0
hk00147,国际商业结算,-26.667
hk01148,新晨动力,3.413
hk00370,国华,-7.0
hk06168,中国优通,34.848
hk02309,伯明翰环球,-0.942
hk00179,德昌电机控股,14.506
hk00269,中国资源交通,-0.099
hk00706,美丽中国控股,-3.75
hk00638,建溢集团,-13.473
hk06865,福莱特玻璃,3.019
hk03608,永盛新材料,15.952
hk01321,中国新城市,2.185
hk02289,创美药业,20.699
hk01938,珠江钢管,30.0
hk02008,凤凰卫视,14.348
hk00592,ＢOSSINI INT'L,1.816
hk00159,布莱克万矿业,-2.547
hk00862,远见控股,-46.111
hk00491,汉传媒,-2.083
hk00260,幸福控股,-1.436
hk00769,中国稀土,-3.292
hk00312,岁宝百货,32.5
hk00077,进智公共交通,10.541
hk01678,中创环球,0.915
hk00821,汇盈控股,-47.5
hk00986,中国环保能源,-0.889
hk01237,中科生物,3.118
hk02028,映美控股,5.0
hk01064,中华国际,5.426
hk01606,国银租赁,0.0
hk01656,亿仕登控股,14.615
hk00244,先施,-0.389
hk00724,瑞鑫国际集团,-8.0
hk00693,陈唱国际,17.647
hk00109,天成国际,-95.0
hk01166,星凯控股,-6.962
hk00351,亚洲能源物流,-4.333
hk02310,申基国际,-1.582
hk02323,中国港桥,7.933
hk00630,隽泰控股,-5.833
hk00943,意科控股,-0.747
hk00871,中国疏浚环保,-0.675
hk00732,信利国际,6.1
hk02211,大健康国际,4.947
hk01536,煜荣集团,0.0
hk01341,焯陞企业,-12.692
hk02326,百灵达国际控股,4.111
hk01039,鑫网易商,-1.454
hk00076,南海石油,-0.655
hk00720,意达利控股,16.4
hk00137,金辉集团,-0.277
hk00629,悦达矿业,-2.488
hk01332,中国透云,2.571
hk00674,文化地标投资,-1.226
hk00186,GRANDE HOLDINGS,-6.774
hk01217,中国创新投资,-4.2
hk00812,西证国际证券,25.833
hk01197,中国恒石,5.597
hk00428,汇嘉中国,0.086
hk00197,亨泰,-1.536
hk01823,华昱高速,-1.461
hk00416,锦州银行,3.589
hk00766,中盈集团控股,-0.618
hk00682,超大现代,-0.068
hk01613,协同通信,-0.431
hk01633,上谕集团,0.0
hk02223,卡撒天娇,-12.836
hk00172,金榜集团,2.667
hk00803,昌兴国际,-1.963
