序号,code,name,现价,涨跌幅(%),涨跌,换手(%),成交量,市盈率,昨收,开盘价,最高价,最低价
258,HK3689,康华医疗,9.47,1.94,0.18,0.01,4600,16.88,9.290,9.270,9.480,9.270
259,HK0893,中国铁钛,0.16,1.94,0.00,0.08,165.70万,--,0.155,0.154,0.158,0.152
260,HK0731,森信纸业集团,0.53,1.92,0.01,0.02,22.40万,3.12,0.520,0.520,0.530,0.520
261,HK0265,东胜旅游,0.27,1.92,0.01,0.03,357.00万,--,0.260,0.260,0.275,0.250
262,HK1733,易大宗,0.53,1.92,0.01,0.05,144.33万,1.81,0.520,0.520,0.530,0.510
263,HK0681,中民控股,0.11,1.92,0.00,0.01,131.40万,3.76,0.104,0.102,0.106,0.101
264,HK6080,荣智控股,0.53,1.92,0.01,0.17,161.40万,35.33,0.520,0.500,0.540,0.500
265,HK0242,信德集团,3.19,1.92,0.06,0.12,377.60万,6.69,3.130,3.110,3.200,3.060
266,HK0585,意马国际,1.60,1.91,0.03,0.49,335.43万,--,1.570,1.550,1.630,1.500
267,HK1513,丽珠医药,40.15,1.90,0.75,0.32,78.08万,12.75,39.400,39.400,40.500,39.200
268,HK6885,金马能源,4.85,1.89,0.09,0.50,67.30万,3.26,4.760,5.000,5.000,4.700
269,HK2100,百奥家庭互动,0.54,1.89,0.01,0.02,49.20万,--,0.530,0.530,0.540,0.520
270,HK2368,鹰美,3.79,1.88,0.07,0.07,35.40万,8.24,3.720,3.690,3.790,3.680
271,HK1194,麦盛资本,0.28,1.85,0.01,0.13,109.85万,--,0.270,0.270,0.280,0.265
272,HK1752,澳洲成峰高教,0.55,1.85,0.01,0.24,618.00万,35.29,0.540,0.550,0.560,0.520
273,HK0256,冠城钟表珠宝,1.66,1.84,0.03,0.09,396.00万,6.17,1.630,1.620,1.670,1.620
274,HK3908,中金公司,13.30,1.84,0.24,0.28,490.31万,14.78,13.060,12.940,13.300,12.700
275,HK2202,万科企业,25.05,1.83,0.45,0.69,902.74万,61.87,24.600,25.000,25.200,23.850
276,HK0322,康师傅控股,17.86,1.82,0.32,0.10,534.95万,28.18,17.540,17.860,18.080,17.640
277,HK6898,中国铝罐,1.12,1.82,0.02,0.02,12.80万,12.17,1.100,1.130,1.130,1.120
278,HK0079,世纪建业,0.56,1.82,0.01,0.04,12.40万,16.09,0.550,0.500,0.560,0.500
279,HK1543,中盈盛达融资担保,1.68,1.82,0.03,0.00,2.00万,14.01,1.650,1.680,1.700,1.680
280,HK0837,谭木匠,5.04,1.82,0.09,0.05,13.05万,8.72,4.950,5.030,5.060,5.010
281,HK1208,五矿资源,4.51,1.81,0.08,0.19,1563.98万,31.20,4.430,4.440,4.510,4.250
282,HK1962,训修实业,1.70,1.80,0.03,0.06,38.40万,7.08,1.670,1.670,1.700,1.670
283,HK0669,创科实业,42.80,1.78,0.75,0.21,390.27万,21.35,42.050,42.000,43.050,41.450
284,HK0503,朗生医药,1.15,1.77,0.02,0.10,42.50万,3.87,1.130,1.130,1.150,1.100
285,HK0554,汉思能源,0.23,1.77,0.00,0.03,113.00万,2300.00,0.226,0.226,0.230,0.226
286,HK3323,中国建材,7.51,1.76,0.13,1.02,3957.88万,13.95,7.380,7.380,7.590,7.080
287,HK1222,WangOnGroup,0.12,1.75,0.00,0.95,1.80亿,1.78,0.114,0.114,0.116,0.112
288,HK1522,京投交通科技,0.58,1.75,0.01,0.00,2.80万,32.22,0.570,0.550,0.580,0.550
289,HK0992,联想集团,4.10,1.74,0.07,0.32,3585.51万,--,4.030,4.050,4.100,3.970
290,HK2678,天虹纺织,11.80,1.72,0.20,0.07,68.23万,7.81,11.600,11.600,11.900,11.380
291,HK1778,彩生活,8.26,1.72,0.14,0.29,381.20万,21.40,8.120,8.100,8.300,7.720
292,HK1027,中国集成控股,0.06,1.72,0.00,0.01,37.50万,54.68,0.058,0.058,0.060,0.057
293,HK0025,ChevalierInt'l,11.90,1.71,0.20,0.01,1.95万,3.95,11.700,12.100,12.100,11.800
294,HK0236,香港生力啤,1.19,1.71,0.02,0.01,4.04万,39.67,1.170,1.170,1.200,1.170
295,HK0386,中国石油化工股份,7.15,1.71,0.12,0.55,1.41亿,9.23,7.030,7.150,7.230,7.020
296,HK0735,中国电力清洁能源,3.59,1.70,0.06,0.01,14.10万,8.85,3.530,3.520,3.620,3.460
297,HK0101,恒隆地产,15.58,1.70,0.26,0.06,276.04万,8.61,15.320,15.260,15.600,15.200
298,HK1235,专业旅运,0.60,1.70,0.01,0.02,12.00万,200.00,0.590,0.590,0.600,0.590
299,HK2022,游莱互动,1.20,1.70,0.02,0.40,806.00万,118.13,1.180,1.170,1.200,1.150
300,HK0901,鹰力投资,0.24,1.70,0.00,0.04,76.00万,--,0.236,0.225,0.249,0.225
301,HK1104,亚太资源,1.20,1.70,0.02,0.04,34.60万,1.15,1.180,1.180,1.210,1.180
302,HK0107,四川成渝高速公路,2.41,1.69,0.04,0.20,183.80万,3.71,2.370,2.370,2.410,2.340
303,HK0019,太古股份公司A,85.00,1.68,1.40,0.13,121.10万,4.90,83.600,84.800,85.000,83.600
304,HK1612,永胜医疗,0.61,1.67,0.01,0.00,--,29.61,0.600,0,0,0
305,HK1610,中粮肉食,1.22,1.67,0.02,0.09,346.40万,8.79,1.200,1.210,1.240,1.200
306,HK2362,金川国际,1.22,1.67,0.02,0.24,1164.30万,17.54,1.200,1.180,1.230,1.160
307,HK1884,eprint集团,0.61,1.67,0.01,0.37,201.60万,15.21,0.600,0.600,0.650,0.590
308,HK0968,信义光能,2.44,1.67,0.04,0.12,923.54万,7.48,2.400,2.380,2.450,2.360
309,HK0539,冠华国际控股,0.12,1.65,0.00,0.34,1703.32万,1.62,0.121,0.121,0.124,0.119
310,HK0152,深圳国际,14.82,1.65,0.24,0.12,248.89万,16.29,14.580,14.520,14.840,14.200
311,HK1360,MegaexpoHldg,1.86,1.64,0.03,0.11,162.00万,28.35,1.830,1.840,1.860,1.820
312,HK0603,中油燃气,0.62,1.64,0.01,0.01,67.24万,12.73,0.610,0.590,0.620,0.590
313,HK0915,道和环球,0.31,1.64,0.01,0.10,159.10万,--,0.305,0.320,0.330,0.305
314,HK2318,中国平安,71.55,1.63,1.15,0.92,6834.82万,9.94,70.400,70.100,72.350,69.450
315,HK2303,恒兴黄金,6.90,1.62,0.11,0.03,29.40万,22.14,6.790,6.920,6.920,6.770
316,HK1822,弘达金融控股,0.32,1.61,0.01,0.00,21.00万,--,0.310,0.310,0.315,0.310
317,HK0931,中国天然气,1.28,1.59,0.02,0.11,627.85万,--,1.260,1.260,1.280,1.250
318,HK3899,中集安瑞科,7.70,1.58,0.12,0.09,170.80万,29.87,7.580,7.550,7.770,7.500
319,HK3618,重庆农村商业银行,4.50,1.58,0.07,0.40,1006.34万,3.46,4.430,4.470,4.630,4.340
320,HK0124,粤海置地,1.93,1.58,0.03,0.00,6.20万,1668.32,1.900,1.870,1.940,1.870
321,HK0699,神州租车,7.09,1.58,0.11,0.24,518.54万,13.26,6.980,6.980,7.090,6.800
322,HK0765,PerfectechIntl,1.94,1.57,0.03,0.01,4.60万,--,1.910,1.930,1.940,1.930
323,HK1538,中奥到家,1.30,1.56,0.02,0.28,223.80万,9.60,1.280,1.260,1.320,1.200
324,HK3997,电讯首科,2.60,1.56,0.04,0.23,29.80万,13.19,2.560,2.580,2.600,2.540
325,HK1446,鸿福堂,0.65,1.56,0.01,0.01,4.80万,52.42,0.640,0.640,0.650,0.640
326,HK1263,栢能集团,7.20,1.55,0.11,1.20,444.80万,9.47,7.090,7.150,7.300,6.950
327,HK2386,中石化炼化工程,7.90,1.54,0.12,0.22,320.75万,25.34,7.780,7.710,7.940,7.680
328,HK1319,霭华押业信贷,0.33,1.54,0.01,0.04,73.60万,6.88,0.325,0.320,0.330,0.320
329,HK0771,自动系统,1.32,1.54,0.02,0.11,91.92万,14.68,1.300,1.310,1.320,1.260
330,HK0176,先机企业集团,0.33,1.54,0.01,0.02,37.60万,6.96,0.325,0.320,0.345,0.320
331,HK1637,顺兴集团控股,0.66,1.54,0.01,0.10,37.80万,7.42,0.650,0.650,0.660,0.640
332,HK3315,金邦达宝嘉,1.99,1.53,0.03,0.00,2.50万,8.30,1.960,1.960,1.990,1.960
333,HK1043,光宇国际集团科技,2.69,1.51,0.04,0.24,91.40万,3.75,2.650,2.660,2.700,2.650
334,HK0586,海螺创业,27.00,1.50,0.40,0.20,367.85万,11.92,26.600,26.700,27.000,26.350
335,HK0189,东岳集团,6.09,1.50,0.09,0.41,872.60万,6.68,6.000,6.020,6.150,5.920
336,HK1029,铁货,0.14,1.49,0.00,0.17,1188.20万,1.09,0.134,0.134,0.136,0.131
337,HK2638,港灯-SS,8.20,1.49,0.12,0.07,640.50万,21.69,8.080,8.080,8.250,8.030
338,HK1811,中广核新能源,1.37,1.48,0.02,0.07,311.60万,12.18,1.350,1.350,1.380,1.320
339,HK0960,龙湖集团,20.55,1.48,0.30,0.08,463.56万,7.90,20.250,20.200,20.600,19.500
340,HK0145,香港建屋贷款,0.07,1.47,0.00,0.01,34.40万,--,0.068,0.068,0.069,0.068
341,HK0500,先丰服务集团,1.39,1.46,0.02,0.02,37.10万,--,1.370,1.360,1.390,1.330
342,HK0178,莎莎国际,4.18,1.46,0.06,0.46,1395.88万,28.63,4.120,4.120,4.260,4.100
343,HK0031,航天控股,0.70,1.45,0.01,0.06,194.70万,4.44,0.690,0.680,0.700,0.680
344,HK1041,林达控股,0.21,1.44,0.00,0.06,98.28万,6.96,0.208,0.202,0.213,0.201
345,HK0832,建业地产,3.55,1.43,0.05,0.05,135.80万,8.92,3.500,3.430,3.560,3.400
346,HK0111,信达国际控股,0.71,1.43,0.01,0.01,3.00万,6.86,0.700,0.700,0.750,0.700
347,HK2099,中国黄金国际,12.86,1.42,0.18,0.18,71.93万,91.02,12.680,12.880,13.100,12.500
348,HK1635,大众公用,2.87,1.41,0.04,0.01,3.20万,61.08,2.830,2.870,2.880,2.870
349,HK0582,蓝鼎国际,5.03,1.41,0.07,0.02,68.20万,986.27,4.960,4.930,5.120,4.880
350,HK0208,保利达资产,0.72,1.41,0.01,0.07,305.00万,11.86,0.710,0.710,0.730,0.710
351,HK3988,中国银行,3.61,1.41,0.05,0.42,3.48亿,4.51,3.560,3.570,3.640,3.520
352,HK3301,融信中国,9.47,1.39,0.13,0.39,628.85万,6.47,9.340,9.440,9.540,8.750
353,HK2383,TOM集团,2.19,1.39,0.03,0.01,30.80万,--,2.160,2.170,2.200,2.160
354,HK0711,亚洲联合基建控股,0.73,1.39,0.01,0.03,57.60万,8.27,0.720,0.720,0.730,0.700
355,HK0332,元亨燃气,0.73,1.39,0.01,0.06,356.00万,26.80,0.720,0.720,0.730,0.710
356,HK1372,比速科技,4.40,1.38,0.06,0.05,10.00万,23.28,4.340,4.390,4.400,4.390
357,HK1385,上海复旦,8.09,1.38,0.11,0.06,15.80万,19.92,7.980,7.960,8.140,7.920
358,HK1546,德莱建业,0.74,1.37,0.01,0.02,16.00万,9.67,0.730,0.760,0.760,0.720
359,HK0419,华谊腾讯娱乐,0.37,1.37,0.01,0.03,342.25万,--,0.365,0.355,0.370,0.355
360,HK0291,华润啤酒,37.40,1.35,0.50,0.14,439.14万,86.65,36.900,36.850,37.400,36.300
361,HK1729,汇聚科技,0.38,1.33,0.01,0.09,169.20万,4.38,0.375,0.375,0.385,0.370
362,HK0663,金山能源,0.15,1.33,0.00,0.01,43.00万,--,0.150,0.148,0.152,0.148
363,HK6829,龙升集团控股,0.38,1.33,0.01,0.04,48.00万,7.02,0.375,0.375,0.380,0.375
364,HK1131,鸿宝资源,1.53,1.32,0.02,0.13,807.50万,22.84,1.510,1.510,1.540,1.500
365,HK1226,中国投融资,0.08,1.32,0.00,0.11,249.00万,--,0.076,0.076,0.079,0.076
366,HK0154,北京控股环境集团,0.77,1.32,0.01,0.00,5.30万,6.07,0.760,0.750,0.770,0.750
367,HK1552,BHCCHolding,0.39,1.32,0.01,0.04,36.00万,8.34,0.380,0.380,0.385,0.380
368,HK2317,味丹国际,0.78,1.30,0.01,0.01,10.00万,7.99,0.770,0.770,0.770,0.770
369,HK1968,兴纺控股,3.16,1.28,0.04,0.98,629.60万,15.99,3.120,3.150,3.200,3.030
370,HK1231,新矿资源,0.79,1.28,0.01,0.06,228.00万,--,0.780,0.800,0.800,0.800
371,HK6899,联众,0.79,1.28,0.01,0.00,3.20万,--,0.780,0.780,0.790,0.770
372,HK0460,四环医药,1.59,1.27,0.02,0.13,1206.16万,8.67,1.570,1.570,1.590,1.540
373,HK1717,澳优,9.58,1.27,0.12,0.10,126.90万,24.57,9.460,9.280,9.710,8.950
374,HK0235,中策集团,0.08,1.27,0.00,0.05,865.50万,10.81,0.079,0.079,0.080,0.076
375,HK1345,中国先锋医药,2.40,1.27,0.03,0.02,31.10万,9.10,2.370,2.370,2.420,2.360
376,HK0108,国锐地产,0.80,1.27,0.01,0.06,161.00万,--,0.790,0.790,0.810,0.770
377,HK0362,中国天化工,0.40,1.27,0.01,0.32,350.50万,--,0.395,0.390,0.400,0.380
378,HK0595,AVConceptHold,0.40,1.27,0.01,0.04,35.40万,2.27,0.395,0.385,0.405,0.385
