,code,li_0_tmp,li_10_radio,li_10_tmp,li_5_radio,li_5_tmp,starttime
606,SWIR,21.55,-0.06960556844547564,20.05,-0.01392111368909516,21.25,1536206400000.0
607,SWIR,17.0,-0.07647058823529417,15.7,-0.029411764705882353,16.5,1531281600000.0
608,CSTE,15.3,0.055555555555555414,16.15,-0.049019607843137254,14.55,1526270400000.0
609,IIVI,48.6,-0.03189300411522642,47.05,-0.007201646090535008,48.25,1534737600000.0
610,BKNG,1903.34,-0.014490317021656629,1875.76,0.025329158216608718,1951.55,1534478400000.0
611,HRTX,18.35,0.02452316076294274,18.8,0.008174386920980848,18.5,1513314000000.0
612,PODD,94.07,0.12554480705857343,105.88,0.10842989263314556,104.27,1534478400000.0
613,PODD,80.33,0.049172164820117055,84.28,0.06099838167558827,85.23,1519966800000.0
614,PODD,80.46,-0.009942828734775009,79.66,-0.0943325876211781,72.87,1518584400000.0
615,PODD,77.76,-0.06442901234567908,72.75,-0.024691358024691377,75.84,1516338000000.0
616,NMIH,22.3,0.04260089686098651,23.25,-0.03139013452914795,21.6,1534478400000.0
617,NMIH,18.0,-0.04999999999999992,17.1,-0.04444444444444448,17.2,1527825600000.0
618,NMIH,16.45,0.05167173252279644,17.3,0.0,16.45,1525147200000.0
619,NMIH,19.6,-0.0535714285714286,18.55,0.010204081632653024,19.8,1515646800000.0
620,NWS,16.8,-0.04761904761904766,16.0,0.011904761904761862,17.0,1519966800000.0
621,EBIX,79.15,0.0,79.15,-0.021478205938092264,77.45,1534737600000.0
622,TRHC,72.71,0.19364599092284437,86.79,0.12171640764681625,81.56,1533787200000.0
623,TRHC,47.21,0.10633340393984317,52.23,0.08832874391018855,51.38,1525406400000.0
624,TRHC,37.8,0.09074074074074075,41.23,-0.06402116402116388,35.38,1520226000000.0
625,TUSK,35.88,0.061036789297658794,38.07,0.06131549609810467,38.08,1526270400000.0
626,TUSK,32.3,-0.058513931888544805,30.41,-0.10154798761609901,29.02,1519966800000.0
627,TUSK,19.94,0.12888665997993984,22.51,0.05366098294884655,21.01,1513573200000.0
628,LILAK,19.63,0.041772796739684176,20.45,0.023942944472745923,20.1,1535083200000.0
629,ISCA,42.9,0.005827505827505828,43.15,-0.015151515151515119,42.25,1526270400000.0
630,ISCA,45.7,-0.01312910284463898,45.1,-0.022975929978118252,44.65,1518670800000.0
631,ARTX,3.4,-0.022058823529411686,3.325,0.014705882352941256,3.45,1534305600000.0
632,ARTX,3.8,0.052631578947368474,4.0,-0.03947368421052629,3.65,1527134400000.0
633,LSXMA,42.87,-0.035456029857709265,41.35,0.0415208770702123,44.65,1516251600000.0
634,PLYA,10.79,-0.025949953660796977,10.51,-0.006487488415199121,10.72,1525320000000.0
635,PLYA,10.89,-0.06152433425160697,10.22,-0.01285583103764927,10.75,1519966800000.0
636,SHPG,173.78,-0.01933479111520321,170.42,-0.013120036828173559,171.5,1533182400000.0
637,INCY,67.85,0.08548268238761993,73.65,0.0196020633750923,69.18,1533787200000.0
638,MDSO,84.4,0.0308056872037914,87.0,0.0041469194312795535,84.75,1530158400000.0
639,MDSO,80.03,0.04923153817318503,83.97,0.0033737348494314134,80.3,1527566400000.0
640,MDSO,71.74,-0.09436855310844712,64.97,-0.04892667967660986,68.23,1516338000000.0
641,KURA,22.5,0.022222222222222223,23.0,0.004444444444444508,22.6,1518498000000.0
642,FGEN,48.75,0.015384615384615385,49.5,-0.053333333333333365,46.15,1513746000000.0
643,IMKTA,33.8,0.08136094674556214,36.55,0.0014792899408285285,33.85,1533614400000.0
644,CVLT,69.35,0.0064888248017303946,69.8,-0.021629416005767847,67.85,1534910400000.0
645,CVLT,55.95,0.005361930294906115,56.25,0.04378909740840028,58.4,1520398800000.0
646,MKTX,224.09,-0.02967557677718776,217.44,-0.012718104333080434,221.24,1520485200000.0
647,ARRS,26.44,-0.030257186081694427,25.64,-0.003403933434190615,26.35,1530763200000.0
648,AZPN,113.24,0.03594136347580367,117.31,0.0016778523489933942,113.43,1534824000000.0
649,CWST,32.7,-0.05443425076452602,30.92,-0.035168195718654496,31.55,1536120000000.0
650,NCSM,17.69,-0.1147540983606558,15.66,-0.0339174674957604,17.09,1519966800000.0
651,NCSM,19.11,-0.14495028780743063,16.34,-0.03610675039246456,18.42,1515474000000.0
652,PVAC,75.18,0.057595105081138576,79.51,0.05081138600691664,79.0,1527739200000.0
653,PVAC,45.38,0.03525782282944016,46.98,0.00793301013662405,45.74,1523419200000.0
654,EXAS,75.43,0.011136152724380077,76.27,0.023730611162667267,77.22,1534996800000.0
655,CJJD,1.61,-0.037267080745341644,1.55,-0.02484472049689443,1.57,1537156800000.0
656,CJJD,1.63,-0.07368098159509195,1.5099,-0.06496932515337417,1.5241,1525838400000.0
657,DGLD,54.39,0.11049825335539618,60.4,0.007354293068578757,54.79,1532491200000.0
658,GALT,5.08,0.8031496062992126,9.16,0.17716535433070874,5.98,1527220800000.0
659,GALT,3.34,0.5988023952095809,5.34,0.5119760479041916,5.05,1513832400000.0
660,TTGT,23.5,0.09574468085106383,25.75,0.03787234042553194,24.39,1525406400000.0
661,PXLW,5.2,-0.08461538461538469,4.76,0.003846153846153764,5.22,1534996800000.0
662,PXLW,4.66,-0.11373390557939919,4.13,-0.07939914163090131,4.29,1519966800000.0
663,QRTEA,22.1,-0.01945701357466062,21.67,0.012217194570135726,22.37,1536638400000.0
664,QRTEA,21.82,-0.03941338221814846,20.96,-0.01558203483043079,21.48,1528084800000.0
665,QRTEA,27.95,-0.013953488372093044,27.56,0.022182468694096638,28.57,1518152400000.0
666,GFN,9.4,0.13829787234042543,10.7,0.0744680851063829,10.1,1524628800000.0
667,GFN,8.7,0.03448275862068974,9.0,0.014367816091954025,8.825,1523592000000.0
668,GFN,8.5,0.10588235294117651,9.4,0.02058823529411773,8.675,1523419200000.0
669,GFN,8.2,0.07621951219512196,8.825,0.06097560975609757,8.7,1522987200000.0
670,GFN,7.4,0.0202702702702702,7.55,-0.013513513513513585,7.3,1521000000000.0
671,FANG,128.55,0.060676779463243735,136.35,0.05165305328665878,135.19,1536897600000.0
672,FANG,131.17,0.018678051383700673,133.62,0.019364183883510105,133.71,1531713600000.0
673,FANG,118.88,0.06443472409152096,126.54,0.07318304172274566,127.58,1528171200000.0
674,MU,53.0,0.1815094339622641,62.62,0.04679245283018862,55.48,1525665600000.0
675,CHI,11.34,-0.025573192239858832,11.05,-0.007936507936507924,11.25,1519966800000.0
676,EIGI,8.75,0.1028571428571429,9.65,0.051428571428571344,9.2,1533096000000.0
677,EIGI,8.85,0.005649717514124374,8.9,0.011299435028248548,8.95,1525233600000.0
678,KELYA,30.24,-0.020171957671957653,29.63,-0.024801587301587304,29.49,1518498000000.0
679,CSQ,12.53,0.029529130087789388,12.9,0.011173184357541945,12.67,1515042000000.0
680,GMLP,16.3,-0.09079754601226996,14.82,-0.050306748466257684,15.48,1532318400000.0
681,GMLP,22.79,0.00877577885037294,22.99,0.005265467310223826,22.91,1513141200000.0
682,FTCS,52.93,-0.02021537880219158,51.86,0.003022860381636193,53.09,1527825600000.0
683,PTI,6.38,-0.2084639498432602,5.05,-0.19122257053291533,5.16,1520312400000.0
684,CHKP,113.35,0.017379797088663423,115.32,0.0043228936921041825,113.84,1533096000000.0
685,CHKP,105.21,-0.01910464784716273,103.2,-0.01967493584260045,103.14,1514264400000.0
686,CATM,37.29,-0.08500938589434169,34.12,-0.019039957093054463,36.58,1534219200000.0
687,CATM,31.52,-0.13039340101522842,27.41,-0.05742385786802026,29.71,1525320000000.0
688,NEWA,12.97,-0.04548959136468773,12.38,-0.04317656129529687,12.41,1517547600000.0
689,USCR,61.35,0.05052974735126327,64.45,0.0048899755501222025,61.65,1527220800000.0
690,USCR,83.65,-0.050209205020920536,79.45,0.008368200836819948,84.35,1513832400000.0
691,FIZZ,112.25,-0.053273942093541235,106.27,-0.047661469933184805,106.9,1529035200000.0
692,BGCP,12.46,-0.03691813804173361,12.0,-0.04574638844301768,11.89,1535342400000.0
693,BGCP,11.87,0.013479359730412819,12.03,0.04633529907329408,12.42,1534478400000.0
694,BGCP,11.5,0.08608695652173914,12.49,0.020869565217391323,11.74,1533787200000.0
695,ZG,58.4,-0.09178082191780822,53.04,-0.06900684931506851,54.37,1520571600000.0
696,ZG,55.12,-0.0136066763425254,54.37,0.059506531204644435,58.4,1519966800000.0
697,USLV,12.1,-0.03388429752066117,11.69,-0.03636363636363632,11.66,1513918800000.0
698,CHUY,29.4,-0.07142857142857136,27.3,-0.06632653061224487,27.45,1535601600000.0
699,CHUY,29.45,-0.0492359932088285,28.0,-0.07640067911714771,27.2,1535428800000.0
700,CHUY,29.9,0.02675585284280939,30.7,0.020066889632107072,30.5,1527134400000.0
701,PAYX,64.82,0.031008947855600207,66.83,0.016661524220919665,65.9,1526011200000.0
702,TRCH,1.35,-0.03703703703703707,1.3,-0.05185185185185189,1.28,1528344000000.0
703,TRCH,1.28,0.03125000000000003,1.32,-0.007812500000000007,1.27,1526443200000.0
704,DVAX,19.85,-0.0050377833753149324,19.75,-0.06549118387909322,18.55,1521691200000.0
705,DVAX,19.2,0.01822916666666674,19.55,-0.04687499999999993,18.3,1521432000000.0
706,CDEV,18.92,-0.023255813953488438,18.48,-0.058668076109936726,17.81,1523592000000.0
707,PSDO,16.08,0.030472636815920526,16.57,-0.05534825870646759,15.19,1534392000000.0
708,PSDO,18.8,0.0,18.8,0.04202127659574463,19.59,1513659600000.0
709,Z,58.61,-0.09588807370755839,52.99,-0.07490189387476541,54.22,1520571600000.0
710,DRRX,2.48,-0.16532258064516134,2.07,0.012096774193548309,2.51,1522641600000.0
711,DRRX,1.85,0.21081081081081088,2.24,0.04864864864864857,1.94,1519966800000.0
712,DRRX,1.74,0.2586206896551724,2.19,0.07471264367816098,1.87,1519794000000.0
713,LMAT,37.09,-0.03747640873550823,35.7,-0.014019951469398842,36.57,1520226000000.0
714,NEO,11.34,0.07054673721340395,12.14,0.031746031746031696,11.7,1526270400000.0
715,COHU,22.26,0.05435759209344102,23.47,0.017520215633423045,22.65,1519966800000.0
716,LGCY,8.69,-0.31185270425776745,5.98,-0.24971231300345226,6.52,1525752000000.0
717,SMTC,42.8,-0.029205607476635517,41.55,0.026869158878504808,43.95,1522728000000.0
718,MIDD,104.72,0.018716577540107027,106.68,-0.004679144385026689,104.23,1528171200000.0
719,EHTH,24.48,-0.016748366013071902,24.07,-0.015522875816993423,24.1,1530244800000.0
720,SANM,30.35,-0.029654036243822145,29.45,0.008237232289950576,30.6,1528084800000.0
721,SANM,28.45,0.06502636203866438,30.3,0.11599297012302287,31.75,1523332800000.0
722,RDVY,31.26,-0.003518873960332789,31.15,0.010876519513755593,31.6,1515474000000.0
723,NWSA,12.88,-0.01397515527950322,12.7,0.034937888198757705,13.33,1537416000000.0
724,NWSA,15.26,-0.12123197903014414,13.41,-0.08912188728702486,13.9,1533182400000.0
725,NWSA,16.47,-0.05525197328476007,15.56,0.00789313904068018,16.6,1519966800000.0
726,ORBC,10.69,-0.08044901777362015,9.83,-0.0458372310570627,10.2,1530504000000.0
727,ORBC,9.33,-0.038585209003215375,8.97,-0.02893890675241153,9.06,1523332800000.0
728,ORBC,10.3,-0.06893203883495154,9.59,-0.020388349514563187,10.09,1519966800000.0
729,KERX,3.34,-0.044910179640718535,3.19,-0.041916167664670566,3.2,1537416000000.0
730,KERX,3.37,-0.09495548961424341,3.05,0.011869436201780426,3.41,1534478400000.0
731,CHRS,15.6,-0.019230769230769162,15.3,0.032051282051282166,16.1,1525233600000.0
732,CHRS,12.3,-0.05284552845528458,11.65,-0.01829268292682938,12.075,1514869200000.0
733,HELE,117.1,-0.026473099914602855,114.0,-0.008966695132365476,116.05,1530504000000.0
734,WLTW,155.62,0.006040354710191477,156.56,-0.009510345713918636,154.14,1525320000000.0
735,ACLS,20.15,-0.06501240694789076,18.84,-0.029776674937965156,19.55,1536811200000.0
736,ACLS,26.85,-0.03910614525139667,25.8,0.01675977653631282,27.3,1519966800000.0
737,XENT,29.15,0.027444253859348226,29.95,-0.008576329331046312,28.9,1534996800000.0
738,XENT,41.55,-0.025270758122743615,40.5,-0.024067388688327317,40.55,1523505600000.0
739,ADVM,5.95,0.12605042016806722,6.7,0.2773109243697478,7.6,1534478400000.0
740,ADVM,6.1,0.04098360655737705,6.35,0.008196721311475526,6.15,1526011200000.0
741,ADVM,3.65,0.2739726027397262,4.65,0.12328767123287664,4.1,1513918800000.0
742,BDSI,2.975,-0.058823529411764795,2.8,-0.04201680672268907,2.85,1535083200000.0
743,BDSI,2.25,-0.08888888888888896,2.05,-0.03333333333333341,2.175,1519275600000.0
744,TOCA,12.25,0.12326530612244896,13.76,-0.10204081632653061,11.0,1535688000000.0
745,TOCA,9.83,-0.04577822990844347,9.38,-0.02644964394710069,9.57,1525838400000.0
746,TOCA,12.91,-0.020914020139426767,12.64,0.05654531371030212,13.64,1519966800000.0
747,MCHP,103.31,-0.020133578549995142,101.23,-0.011905914238699099,102.08,1527652800000.0
748,FLWS,14.5,-0.1258620689655172,12.675,-0.02068965517241384,14.2,1533182400000.0
749,TACO,14.67,-0.022494887525562376,14.34,-0.038854805725971386,14.1,1530072000000.0
750,CBIO,28.27,-0.1330031835868411,24.51,-0.1708524938096922,23.44,1526011200000.0
751,PDBC,17.4,0.02873563218390805,17.9,0.010919540229885132,17.59,1513746000000.0
752,VRNT,46.8,0.040598290598290725,48.7,0.009615384615384677,47.25,1533096000000.0
753,VRNT,41.9,0.02744630071599042,43.05,0.0011933174224344693,41.95,1513746000000.0
754,CONE,68.51,-0.09473069624872284,62.02,-0.011385199240986733,67.73,1536206400000.0
755,CONE,52.88,-0.052950075642965284,50.08,-0.05484114977307121,49.98,1520571600000.0
756,HQY,76.94,0.02105536781907986,78.56,-0.00753834156485571,76.36,1526616000000.0
757,HQY,69.92,0.07065217391304345,74.86,0.0194508009153318,71.28,1525147200000.0
758,RYAAY,123.8,-0.0008885298869143734,123.69,0.009693053311793239,125.0,1519966800000.0
759,RYAAY,112.82,0.08314128700585012,122.2,0.07073213969154409,120.8,1515042000000.0
760,LKQ,34.52,-0.07184241019698737,32.04,-0.03794901506373123,33.21,1535083200000.0
761,GPRE,16.6,0.05421686746987943,17.5,0.07228915662650598,17.8,1532404800000.0
762,SBLK,12.41,0.020950846091861385,12.67,0.014504431909750178,12.59,1518584400000.0
763,NDLS,10.7,0.08411214953271032,11.6,0.04205607476635524,11.15,1533614400000.0
764,NDLS,11.85,0.008438818565400814,11.95,0.03375527426160341,12.25,1528948800000.0
765,CENX,21.38,0.020112254443405038,21.81,-0.08419083255378862,19.58,1513918800000.0
766,ERI,46.4,0.010775862068965518,46.9,0.047413793103448336,48.6,1534132800000.0
767,ERI,46.55,0.031149301825993618,48.0,0.04726100966702477,48.75,1533787200000.0
768,ERI,45.4,-0.06387665198237882,42.5,-0.042951541850220175,43.45,1527134400000.0
769,FWRD,56.95,0.049341527655838366,59.76,0.03599648814749775,59.0,1525406400000.0
770,SNMX,1.5,-0.013333333333333345,1.48,0.0,1.5,1538107200000.0
771,SNMX,1.49,0.00671140939597316,1.5,0.0,1.49,1537934400000.0
772,SKYW,58.7,-0.07325383304940382,54.4,-0.031516183986371404,56.85,1520485200000.0
773,SBAC,164.93,-0.0019402170617837456,164.61,0.0032134845085794042,165.46,1529553600000.0
774,IDTI,37.67,0.11706928590390221,42.08,0.12795327847093177,42.49,1534478400000.0
775,IDTI,31.01,0.08190906159303436,33.55,0.03450499838761679,32.08,1525665600000.0
776,IDTI,32.8,-0.060975609756097456,30.8,-0.0018292682926827797,32.74,1519966800000.0
777,EGOV,17.25,-0.057971014492753624,16.25,-0.023188405797101366,16.85,1534219200000.0
778,EGOV,14.35,0.03484320557491289,14.85,0.006968641114982554,14.45,1523246400000.0
779,RCII,10.5,-0.10238095238095231,9.425,-0.05333333333333338,9.94,1523332800000.0
780,RCII,11.16,0.04749103942652324,11.69,0.04838709677419347,11.7,1515042000000.0
781,EXPD,76.05,-0.034976988823142624,73.39,0.0015779092702170223,76.17,1531886400000.0
782,SATS,48.74,0.00041034058268354576,48.76,-0.006155108740254499,48.44,1533182400000.0
783,MGLN,99.3,-0.003524672708962682,98.95,-0.03373615307150045,95.95,1529035200000.0
784,MGLN,92.55,0.01350621285791464,93.8,0.017287952458130834,94.15,1527134400000.0
785,CHRW,97.62,-0.057262855972136886,92.03,-0.04005326777299745,93.71,1523246400000.0
786,SPNE,13.62,-0.05726872246696031,12.84,0.0264317180616741,13.98,1528171200000.0
787,TTEK,50.35,0.029791459781529295,51.85,-0.014895729890764648,49.6,1518757200000.0
788,COHR,180.27,-0.03977367282409727,173.1,0.0484273589615576,189.0,1536638400000.0
789,COHR,187.74,-0.05251944178118682,177.88,-0.0238095238095238,183.27,1534824000000.0
790,EDGW,6.6,-0.05151515151515149,6.26,0.004545454545454583,6.63,1518757200000.0
791,CMTL,33.26,-0.008117859290438846,32.99,0.02886349969933857,34.22,1530504000000.0
792,ADI,93.87,0.005539576009374624,94.39,0.015233834025780255,95.3,1525665600000.0
793,ADI,96.65,-0.11639937920331091,85.4,-0.02969477496120025,93.78,1515733200000.0
794,FOXF,40.5,0.0716049382716049,43.4,0.04197530864197538,42.2,1527134400000.0
795,FOXF,38.0,-0.09473684210526319,34.4,-0.08684210526315782,34.7,1520571600000.0
796,ESRX,88.0,-0.01193181818181815,86.95,-0.002159090909090883,87.81,1534132800000.0
797,ESRX,73.73,0.028211040282110376,75.81,0.044486640444866415,77.01,1525838400000.0
798,LSTR,115.75,-0.005615550755939574,115.1,-0.013390928725701919,114.2,1527134400000.0
799,FCFS,78.8,0.012055837563451813,79.75,0.03997461928934017,81.95,1519966800000.0
800,ETFC,57.24,-0.07250174703004889,53.09,0.000873515024458371,57.29,1519966800000.0
801,ETFC,53.94,-0.024471635150166857,52.62,0.019280682239525383,54.98,1515128400000.0
802,FOXA,44.58,0.11686855091969496,49.79,0.0845670704351728,48.35,1528344000000.0
803,CDZI,13.15,-0.007604562737642559,13.05,-0.0038022813688213465,13.1,1529035200000.0
804,CDZI,14.05,-0.01779359430604982,13.8,0.0,14.05,1519966800000.0
805,MXIM,62.23,-0.03535272376667196,60.03,-0.02185441105576088,60.87,1534737600000.0
806,MXIM,58.41,0.007875363807567213,58.87,-0.002396849854476861,58.27,1525665600000.0
807,MXIM,63.46,-0.07311692404664356,58.82,-0.013236684525685525,62.62,1519966800000.0
808,GTLS,55.85,0.07215756490599823,59.88,0.0012533572068039443,55.92,1518584400000.0
809,GTLS,46.86,0.13166880068288522,53.03,0.12291933418693977,52.62,1513832400000.0
810,CA,37.27,-0.043466595116715974,35.65,-0.030050979339951822,36.15,1528430400000.0
811,HYLS,48.18,-0.013698630136986231,47.52,-0.01266085512660854,47.57,1523332800000.0
812,WDC,86.24,-0.0555426716141001,81.45,0.014030612244898053,87.45,1515733200000.0
813,HAS,100.99,0.01881374393504313,102.89,-0.016635310426774855,99.31,1534478400000.0
814,HAS,91.61,0.004366335552887302,92.01,-0.00010915838882223683,91.6,1528344000000.0
815,ITRI,67.8,-0.1238938053097345,59.4,-0.14233038348082594,58.15,1525320000000.0
816,EXPO,50.7,-0.014792899408284023,49.95,-0.009861932938856016,50.2,1527134400000.0
817,EXPO,47.075,0.06266595857673915,50.025,0.024960169941582518,48.25,1526011200000.0
818,EXPO,40.125,-0.04299065420560751,38.4,0.0049844236760125315,40.325,1519966800000.0
819,SCSC,43.65,-0.06414662084765171,40.85,-0.01145475372279496,43.15,1534219200000.0
820,SCSC,34.65,-0.056277056277056155,32.7,-0.04184704184704172,33.2,1519966800000.0
821,NDAQ,81.43,0.0026403045560602872,81.645,-0.009824389045806353,80.63,1515128400000.0
822,ANGO,21.55,0.012529002320185594,21.82,0.015313225058004561,21.88,1531368000000.0
823,LMNR,30.0,0.1086666666666666,33.26,0.02833333333333338,30.85,1534478400000.0
824,BABY,35.9,-0.06128133704735365,33.7,0.0,35.9,1523332800000.0
825,GT,33.59,0.06460256028579918,35.76,0.041679071152128565,34.99,1515042000000.0
826,ECHO,28.1,-0.012455516014234926,27.75,-0.021352313167259836,27.5,1525406400000.0
827,PPC,18.87,-0.005829358770535211,18.76,0.007949125596184345,19.02,1535688000000.0
828,BGNE,204.53,-0.19278345474991446,165.1,-0.028748838801153843,198.65,1527566400000.0
829,LIVN,97.03,0.06925693084613005,103.75,0.08595279810367931,105.37,1527825600000.0
830,CG,23.475,0.01597444089456869,23.85,0.011714589989350311,23.75,1530504000000.0
831,CG,22.9,-0.024017467248908176,22.35,-0.004366812227074143,22.8,1527739200000.0
832,OSIS,68.46,-0.05959684487291847,64.38,-0.011539585159216947,67.67,1519966800000.0
833,OSIS,64.04,0.06901936289818843,68.46,-0.011086820737039474,63.33,1518670800000.0
834,SIGI,59.05,-0.027095681625740803,57.45,-0.014394580863674756,58.2,1527825600000.0
835,SIGI,60.75,-0.0411522633744856,58.25,-0.02304526748971191,59.35,1515474000000.0
836,OCLR,9.18,-0.04901960784313718,8.73,-0.005446623093681801,9.13,1527739200000.0
837,ADTN,16.45,-0.015197568389057751,16.2,0.0030395136778115935,16.5,1531368000000.0
838,ADTN,15.35,0.07166123778501626,16.45,0.014657980456026036,15.575,1530072000000.0
839,ADTN,16.45,-0.05471124620060782,15.55,-0.024316109422492314,16.05,1520226000000.0
840,PETQ,24.29,-0.01193906957595715,24.0,0.009057225195553825,24.51,1515474000000.0
841,PDFS,12.55,-0.0597609561752988,11.8,-0.015936254980079764,12.35,1520226000000.0
842,CLUB,14.1,-0.031914893617021226,13.65,-0.04609929078014187,13.45,1529985600000.0
843,CLUB,11.85,-0.008438818565400814,11.75,-0.016877637130801627,11.65,1527566400000.0
844,CLUB,11.5,-0.09130434782608701,10.45,-0.05652173913043481,10.85,1525147200000.0
845,CLUB,8.75,0.02857142857142857,9.0,-0.05714285714285714,8.25,1522728000000.0
846,RUTH,25.85,0.044487427466150815,27.0,0.01934235976789168,26.35,1523419200000.0
847,RUTH,23.3,0.02145922746781116,23.8,0.00429184549356214,23.4,1515646800000.0
848,PFIE,2.75,0.06181818181818179,2.92,0.014545454545454558,2.79,1534392000000.0
849,TBPH,31.17,-0.042669233237087,29.84,0.09079242861726013,34.0,1537416000000.0
850,FOX,44.42,0.11053579468707782,49.33,0.08149482215218364,48.04,1528344000000.0
851,ITCI,21.43,0.010265982267848757,21.65,0.013999066728884775,21.73,1534737600000.0
852,HMHC,8.55,-0.1812865497076024,7.0,-0.11695906432748547,7.55,1530590400000.0
853,HMHC,7.25,0.055172413793103496,7.65,0.08965517241379316,7.9,1528430400000.0
854,HMHC,6.95,0.12949640287769776,7.85,0.10071942446043168,7.65,1528344000000.0
855,HMHC,6.95,0.12949640287769776,7.85,0.12230215827338124,7.8,1528257600000.0
856,GNMK,5.85,-0.18119658119658114,4.79,-0.1128205128205127,5.19,1516251600000.0
857,NCMI,7.71,-0.11673151750972767,6.81,-0.0012970168612191683,7.7,1518757200000.0
858,JASN,3.43,-0.0932944606413995,3.11,0.03498542274052468,3.55,1520571600000.0
859,CDNA,24.95,0.03687374749499005,25.87,0.01803607214428855,25.4,1535428800000.0
860,CDNA,14.96,0.04278074866310152,15.6,0.01871657754010691,15.24,1527566400000.0
861,EUFN,25.04,0.011581469648562267,25.33,0.02476038338658151,25.66,1515474000000.0
862,WYNN,200.58,-0.11596370525476128,177.32,-0.1744441120749826,165.59,1516165200000.0
863,TTMI,18.01,0.0627429205996668,19.14,0.06496390893947795,19.18,1527220800000.0
864,EGRX,58.35,-0.10059982862039425,52.48,-0.10522707797772066,52.21,1520226000000.0
865,ENSG,36.74,0.030484485574305862,37.86,0.02068590092542183,37.5,1527134400000.0
866,ENSG,33.06,0.07652752571082883,35.59,0.0169388989715667,33.62,1525233600000.0
867,ENSG,28.38,-0.046863988724453784,27.05,-0.011627906976744127,28.05,1519966800000.0
868,ENSG,23.83,0.007973143096936688,24.02,0.0037767519932859176,23.92,1514437200000.0
869,MZOR,54.63,0.04319970712062968,56.99,0.09427054731832324,59.78,1525233600000.0
870,AIMC,47.25,-0.031746031746031744,45.75,-0.005291005291005291,47.0,1520312400000.0
871,LECO,95.27,-0.011441167208984877,94.18,-0.0013645428781357768,95.14,1536638400000.0
872,LECO,93.57,-0.06850486266965905,87.16,-0.028000427487442456,90.95,1528171200000.0
873,DCPH,29.71,-0.07068327162571529,27.61,-0.0865028609895658,27.14,1518152400000.0
874,DCPH,25.81,0.08097636574970941,27.9,-0.0492057342115459,24.54,1514437200000.0
875,PTEN,20.19,0.06488360574541846,21.5,-0.02724120851906888,19.64,1523332800000.0
876,PTEN,23.81,0.01721965560688787,24.22,0.0029399412011759884,23.88,1514955600000.0
877,PFLT,13.85,-0.05559566787003607,13.08,-0.0028880866425992167,13.81,1516251600000.0
878,DRNA,14.3,-0.025874125874125943,13.93,0.009790209790209706,14.44,1525060800000.0
879,DRNA,11.95,0.12970711297071136,13.5,0.0694560669456067,12.78,1518584400000.0
880,ARQL,6.28,0.022292993630573195,6.42,-0.06528662420382167,5.87,1533787200000.0
881,TVTY,34.8,-0.03160919540229869,33.7,-0.021551724137931036,34.05,1535428800000.0
882,TVTY,35.55,0.0,35.55,-0.009845288326300826,35.2,1529035200000.0
883,ORBK,64.63,-0.011913971839702863,63.86,-0.008664706792511254,64.07,1532577600000.0
884,ORBK,60.7,0.045963756177924205,63.49,0.03607907742998349,62.89,1525233600000.0
885,ESPR,44.62,-0.031151949798296743,43.23,-0.05087404751232622,42.35,1530158400000.0
886,ESPR,76.4,-0.07722513089005242,70.5,-0.08442408376963353,69.95,1523332800000.0
887,ESPR,66.5,0.1404511278195489,75.84,-0.004962406015037568,66.17,1513918800000.0
888,OSUR,17.53,-0.0005704506560183435,17.52,-0.001711351968054828,17.5,1527652800000.0
889,OSUR,18.9,0.02751322751322768,19.42,0.020634920634920666,19.29,1513314000000.0
890,PCRX,35.9,0.009749303621169957,36.25,0.03203342618384397,37.05,1530590400000.0
891,PCRX,34.35,0.0960698689956331,37.65,0.06695778748180486,36.65,1530244800000.0
892,PCRX,45.45,-0.08690869086908697,41.5,-0.066006600660066,42.45,1513746000000.0
893,NXST,73.35,0.025903203817314327,75.25,0.06134969325153375,77.85,1528257600000.0
894,NXST,69.125,-0.03218806509945742,66.9,-0.03074141048824593,67.0,1526011200000.0
895,SEIC,76.69,-0.020080844960229393,75.15,-0.0015647411657322278,76.57,1515474000000.0
896,SEIC,75.58,0.022625033077533843,77.29,0.02183117226779579,77.23,1515042000000.0
897,GSHT,10.26,0.00877192982456139,10.35,0.0009746588693956907,10.27,1532404800000.0
898,GSHT,9.92,-0.006048387096774244,9.86,-0.0020161290322580215,9.9,1517202000000.0
899,GSHT,9.93,0.002014098690835808,9.95,0.0,9.93,1512968400000.0
900,ODFL,159.36,0.014118975903614456,161.61,0.008032128514056052,160.64,1527134400000.0
901,ODFL,147.09,0.04826976680943636,154.19,0.0011557549799441668,147.26,1525406400000.0
902,ODFL,140.8,0.0647727272727271,149.92,0.05092329545454536,147.97,1515042000000.0
903,NCLH,57.46,-0.04194222067525241,55.05,-0.009919944309084586,56.89,1536811200000.0
904,NCLH,59.27,0.024801754681963873,60.74,0.008435970980259827,59.77,1515474000000.0
905,AAON,37.85,-0.01717305151915452,37.2,0.03302509907529722,39.1,1519966800000.0
906,VTWO,137.89,-0.004133729784610873,137.32,0.00877511059540219,139.1,1534478400000.0
907,VIVO,15.85,0.009463722397476363,16.0,0.05993690851735023,16.8,1528257600000.0
908,VIVO,14.7,-0.0068027210884353505,14.6,-0.017006802721088437,14.45,1523246400000.0
909,VIVO,15.05,-0.036544850498338916,14.5,0.0033222591362125535,15.1,1519966800000.0
