221,2.704948759337661e-09
222,2.7036083069032803e-09
223,2.7013955590960304e-09
224,2.698312626234125e-09
225,2.6943034767492897e-09
226,2.6893645308770017e-09
227,2.683476255278556e-09
228,2.676618952439933e-09
229,2.6687727606989047e-09
230,2.659917653567408e-09
231,2.6500334408157463e-09
232,2.6390997678220687e-09
233,2.62709611551816e-09
234,2.6140018005249652e-09
235,2.599795975803112e-09
236,2.5844576288368715e-09
237,2.5679655840465075e-09
238,2.550298500565663e-09
239,2.5314348741387136e-09
240,2.5113530355215692e-09
241,2.4900311516742966e-09
242,2.4674472249750726e-09
243,2.443579093491235e-09
244,2.4184044313316482e-09
245,2.391900747860656e-09
246,2.3640453886467593e-09
247,2.334815534595254e-09
248,2.3041882025174373e-09
249,2.272140244832452e-09
250,2.2386483497841263e-09
251,2.2036890413054504e-09
