0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264
2009-09-30,1.297,1.296,1.77,8.195,2.75,15.82,5.14,309213000000,0,0,0,0,0,0,4475960000,0,0,0,0,0,0,57492800000,128649000000,0,1342610000,0,6285070000,3372900,0,0,0,0,194941000,0,0,692073000,2512500000,0,0,1587380000000,0,0,0,0,0,6857530000,2349070000,9948180000,0,0,0,0,0,0,0,18800000000,0,0,0,0,0,0,1522260000000,8830050000,24326000000,9366740000,0,15611400000,87505500,0,0,65121700000,1587380000000,26342200000,12756800000,2095620000,0,8515760000,0,0,1902820000,20139100,323757000,41896600,-110288000,13585400000,0,22992800,16842400,0,0,13591600000,3300830000,0,10290700000,10290100000,642112,0,0,376041000000,376041000000,0,4912740000,5715750000,324620000000,335248000000,40793100000,159590000000,28956900,0,0,21030300,159640000000,630289000,188848000000,0,0,189478000000,-29838300000,14891200000,0,0,14891200000,6000000000,1761380000,0,7761380000,7129780000,0,0,18084600000,95937400000,114022000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347.75,24.38,4.28,20.73,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,4.53,56.034,0.403,21.227,240.214,4.83,0,0,0,128.08,51.57,0,0,15.82,0.182,39.07,0.71,0,51.57,0,0,0,0,13591600000,13591600000,0,95.9,0,0,0,0.396,0,4.02,4.2,25.41,5.14,0,315.5,0,15.49,0,0.6161,0,2.68,396.406,2.57,9664790000,4614050000,3509400000,0,34049900000,-12392600000,8793110000,30450300000,8830050000,7925890000,0,0,429704,1868350000,3503580000,3606240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009-12-31,1.621,1.61,1.95,7.696,2.75,19.45,11.719,348673000000,0,0,0,0,0,0,5435920000,0,0,0,0,0,0,89214800000,136746000000,0,1370870000,0,7074940000,0,0,0,0,0,205363000,0,0,1069170000,3108660000,0,0,1622720000000,0,237326000,0,0,0,6905170000,3012870000,8302290000,0,0,0,0,0,0,0,18800000000,0,0,0,0,0,0,1554630000000,8830050000,24318300000,10688600000,0,17216100000,134419000,0,0,68087400000,1622720000000,36823900000,19645600000,2825810000,0,13253500000,0,0,3182160000,12415600,413116000,70245100,-161688000,17178400000,0,171546000,53894900,0,0,17296000000,4080890000,0,13215100000,13216600000,-1443890,0,0,4350490000,500553000000,0,7893480000,7485030000,21189900000,397072000000,103482000000,185582000000,28945300,0,0,8822780,185619000000,1627840000,255809000000,0,0,257437000000,-71817300000,14940200000,0,0,14940200000,6000000000,2419780000,0,8419780000,6520380000,0,0,38185000000,95937400000,134122000000,13215100000,3182160000,737038000,65868000,247047000,3135000,0,-12416000,907604000,-409405000,-165850000,0,0,-202930000000,288642000000,0,103482000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2294.74,23.83,4.38,22.88,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,5.6,63.037,13.021,23.926,158.615,12.04,0,0,0,107.57,46.65,0,0,19.45,0.209,35.89,0.901,0,46.65,0,0,0,13126000000,17296000000,18346000000,0,95.8,0,0,0,0.436,0,4.12,4.3,28.85,11.72,0,633.99,0,28.1,155.04,1.3009,0,6.656,783.056,6.377,10481800000,3592960000,2926490000,0,62688800000,-41979000000,-609400000,20100400000,8830050000,7925890000,0,0,477125,1868350000,3524940000,3630390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010-03-31,0.465,0.465,2.41,8.18,2.77,5.686,-8.43,319478000000,0,0,0,0,0,0,5146070000,0,0,0,0,0,0,52642000000,133738000000,0,1388350000,0,6943590000,0,0,0,0,0,210177000,0,0,1050250000,3139910000,0,0,1661560000000,0,319997000,0,0,0,7079400000,3294020000,8419820000,0,0,0,0,0,0,0,18800000000,0,0,0,0,0,0,1589210000000,8830050000,24467700000,10688600000,0,21322100000,133260000,0,0,72341700000,1661560000000,10724000000,5351720000,757034000,0,3758410000,0,0,815245000,-11280900,-1612780,17490000,-3158130,5372300000,0,3379240,6521600,0,0,5369160000,1264310000,0,4104840000,4106000000,-1159320,0,0,3942050000,3942050000,0,2224800000,1610830000,74528900000,78364600000,-74422500000,85150400000,0,0,0,75832700,85226300000,172219000,45366000000,0,0,45538200000,39688100000,0,0,0,0,0,5781320,0,5781320,-5781320,0,0,-34740300000,134122000000,99382200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2207.3,22.97,4.55,20.54,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71,38.7,6.262,-1.857,2.393,-102.84,39.04,0,0,0,118.91,50.1,0,0,5.686,-0.001,38.28,0.25,0,50.1,0,0,0,0,5369160000,5369160000,0,95.65,0,0,0,0.418,0,4.28,4.47,25.16,-8.43,0,-1423.23,0,-69.4,0,-1.1836,0,-4.683,-1813.04,-4.479,10724000000,5372300000,4106000000,0,-74422500000,39688100000,-5781320,-34740300000,8830050000,7925890000,0,0,430667,1868350000,3484710000,3615810000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010-06-30,0.791,0.78,1.49,6.611,2.13,11.97,-2.423,337599000000,0,0,0,0,0,0,5510360000,0,0,0,0,0,0,44943000000,138628000000,0,1406580000,0,6858140000,0,0,0,0,0,203993000,0,0,958653000,3226820000,0,0,1781260000000,0,0,0,0,0,8170820000,3580560000,10458100000,0,0,0,0,0,0,0,18800000000,0,0,0,0,0,0,1705190000000,11479100000,24491500000,13332200000,0,17079600000,185256000,0,0,76067700000,1781260000000,22751500000,11065900000,1566800000,0,7839240000,0,0,1514180000,-23721000,207024000,37215900,-106298000,11685600000,0,156119000,12888700,0,0,11828800000,2746250000,0,9082590000,9080750000,1837010,0,0,87679100000,87679100000,0,3858480000,3720460000,107917000000,115496000000,-27817100000,181389000000,25377200,0,0,1992580,181416000000,229621000,128937000000,0,0,129166000000,52249600000,49000000,0,0,49000000,0,1371010000,0,1371010000,-1322010000,0,0,23110500000,134122000000,157233000000,9082590000,1514180000,409678000,34631000,160285000,238000,0,23722000,374576000,-217352000,-176393000,0,0,-186149000000,147126000000,0,-27817100000,0,0,0,157233000000,134122000000,0,0,23110500000,0,0,0,0,0,0,0,2253.21,23.42,4.46,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,36.42,33.92,11.669,-3.064,9.77,5.97,30.25,0,0,0,125.76,51.36,0,0,11.97,0.1,39.92,0.534,0,51.36,0,0,0,8950700000,11828800000,12433400000,0,95.73,0,0,0,0.385,0,4.19,4.39,24.66,-2.42,0,-249.13,0,-12.23,37.98,0.7874,0,-1.631,-306.269,-1.562,12027500000,6313310000,4974750000,0,46605400000,12561600000,-1316230000,57850800000,11479100000,10303700000,0,0,450341,2428860000,4548080000,4717960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010-09-30,1.293,1.278,1.99,7.109,2.13,18.183,-1.758,335403000000,0,0,0,0,0,0,5679230000,0,0,0,0,0,0,84228500000,138146000000,0,1423540000,0,6924390000,0,0,0,0,0,220054000,0,0,964755000,3426700000,0,0,1975720000000,0,168563000,0,0,0,8800490000,4239170000,11398100000,0,0,0,0,0,0,0,18800000000,0,0,0,0,0,0,1893900000000,11479100000,24453800000,13332200000,0,22836100000,216043000,0,0,81817300000,1975720000000,35891700000,16718700000,2475610000,0,11983400000,0,0,2074920000,48814100,280948000,55087100,-120278000,19173000000,0,174852000,21807000,0,0,19326100000,4480690000,0,14845400000,14837200000,8123760,0,0,5025250000,140826000000,0,5608090000,5953280000,9600370000,161009000000,-20183000000,404688000000,49145000,0,0,91169400,404828000000,633496000,371389000000,0,0,372023000000,32805300000,73500000,0,0,73500000,0,1373300000,0,1373300000,-1299800000,0,0,11322500000,134122000000,145445000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327.2,24.15,4.32,18.08,0,0,0,0,0,0,0,0,0,0,0,0,0,36.25,44.19,20.085,-2.128,21.754,-13.222,41.13,0,0,0,133.66,53.42,0,0,18.183,0.125,41.36,0.825,0,53.42,0,0,0,15003300000,19326100000,19326100000,0,95.86,0,0,0,0.35,0,4.07,4.25,21.55,-1.76,0,-109.01,0,-5.62,0,0.3857,0,-1.066,-135.955,-1.022,13140200000,7487400000,5756490000,6052640000,7634150000,-19444300000,22207600,-11788000000,11479100000,11479100000,0,0,479021,0,4718680000,4717960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010-12-31,1.604,1.588,1.76,8.572,4.09,15.592,-0.384,362788000000,0,0,0,0,0,0,6537020000,0,0,0,0,0,0,104143000000,143557000000,0,1436470000,0,7433140000,85525100,0,0,0,0,405283000,0,0,1185710000,3772720000,0,0,2191410000000,0,0,0,0,0,6856610000,4178530000,11753800000,0,0,0,0,0,0,0,16800000000,0,0,0,0,0,0,2068130000000,14348800000,58639200000,15249800000,0,25258500000,283514000,0,0,123280000000,2191410000000,49855900000,24783800000,3395390000,0,16480100000,0,0,4587420000,-87629600,22211900,75665700,-192073000,25072100000,0,247829000,38974900,0,0,25280900000,6102320000,0,19178600000,19177200000,1375750,0,0,249647000000,249647000000,0,10470100000,8357680000,236326000000,255154000000,-5507000000,474297000000,48725500,0,0,35579500,474382000000,1578540000,469084000000,0,0,470662000000,3719720000,39346500000,0,0,39346500000,2000000000,2085910000,0,4085910000,35260600000,0,0,33473300000,134122000000,167596000000,19178600000,4587420000,835523000,80891000,326385000,-17260000,0,87630000,755582000,-27988000,3087000,0,0,-537452000000,506135000000,0,-5507000000,0,0,0,167596000000,134122000000,0,0,33473300000,0,0,0,0,0,0,0,1687.02,17.78,5.96,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,35.39,45.1,81.002,5.063,35.046,-94.623,45.95,0,0,0,127.2,50.29,0,0,15.592,0.009,38.47,1.006,0,50.29,0,0,0,18993400000,25280900000,26523700000,0,94.37,0,0,0,0.339,0,5.54,5.88,21.35,-0.38,0,-22.39,0,-1.1,127.02,1.1404,0,-0.266,-28.714,-0.251,13964100000,5899040000,4339970000,3990070000,14676000000,-29085600000,36560400000,22150700000,14348800000,11479100000,0,0,551057,2869760000,4789080000,7535090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011-03-31,0.422,0.422,2.18,8.995,4.09,4.694,2.795,439611000000,1489920000,0,0,0,0,0,8052460000,0,0,0,0,0,0,113012000000,143419000000,0,1457910000,0,7287990000,95440800,0,0,0,0,411740000,0,0,1110350000,4001670000,0,0,2270140000000,0,0,0,0,0,7859970000,4712360000,13769400000,0,0,0,0,0,0,0,16800000000,0,0,0,0,0,0,2140720000000,14348800000,58650300000,15249800000,0,31317200000,347773000,0,0,129414000000,2270140000000,15196000000,7320620000,1072360000,0,5256790000,0,0,818805000,8194450,20360100,21858000,-143870000,7875370000,0,5277300,1408690,0,0,7879230000,1805260000,0,6073980000,6058720000,15259100,0,0,140596000000,140596000000,0,2614720000,2504800000,95375300000,100495000000,40101300000,56571400000,0,0,0,56134000,56627500000,166696000,66099000000,0,0,66265700000,-9638210000,49000000,0,0,49000000,0,0,0,0,49000000,0,0,30512100000,167596000000,198108000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1663.93,17.54,6.05,20.88,0,0,0,0,0,0,0,0,0,0,0,0,0,41.7,47.56,4.935,-1.953,3.592,0,46.59,0,0,0,124.49,51.83,0,0,4.694,0.008,39.97,0.272,0,51.83,0,0,0,6061620000,7879230000,7879230000,0,94.3,0,0,0,0.321,0,5.61,5.96,25.81,2.8,0,513.94,0,26.39,0,1.0395,0,1.873,660.215,1.766,15196000000,7875370000,6058720000,6061620000,40101300000,-9638210000,49000000,30512100000,14348800000,11479100000,0,0,468771,2869760000,4795710000,7534440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011-06-30,0.69,0.685,0.99,7.142,3.12,9.667,0.523,552683000000,4656900000,0,0,0,0,0,7845700000,0,0,0,0,0,0,121485000000,140544000000,0,1488320000,0,7218620000,95026000,0,0,0,0,413459000,0,0,1070940000,4692400000,0,0,2455240000000,0,115418000,0,0,0,9598210000,5074270000,16167500000,0,0,0,0,0,0,0,14200000000,0,0,0,0,0,0,2321600000000,18653500000,58287400000,19084900000,0,18502500000,412677000,0,0,133641000000,2455240000000,31865100000,14926700000,2262430000,0,10553600000,0,0,1829040000,3720000,66966000,53114000,-216594000,16938400000,0,14164000,14462000,0,0,16938100000,4027400000,0,12910700000,12879500000,31163000,0,0,342584000000,342584000000,0,4512420000,6196520000,322124000000,332833000000,9751300000,89139300000,4123950000,0,0,47758000,93311000000,460655000,105210000000,0,0,105671000000,-12359700000,98000000,0,0,98000000,2600000000,2315400000,0,4915400000,-4817400000,0,0,-7425830000,167596000000,160170000000,12910700000,1829040000,439472000,46069000,179985000,0,0,-3720000,338598000,-4123950000,-802417000,0,0,-256985000000,255923000000,0,9751300000,0,0,0,160170000000,167596000000,0,0,-7425830000,0,0,0,0,0,0,0,1748,18.37,5.76,24.12,0,0,0,0,0,0,0,0,0,0,0,0,0,40.06,41.83,8.319,-2.886,12.039,-67.653,44.95,0,0,0,132.16,53.16,0,0,9.667,0.026,40.52,0.554,0,53.16,0,0,0,12784000000,16938100000,17603600000,0,94.56,0,0,0,0.294,0,5.36,5.68,31.12,0.52,0,58.03,0,3.06,69.22,-0.253,0,0.42,75.529,0.397,16669100000,9063020000,6820800000,6722350000,-30350000000,-2721520000,-4866400000,-37937900000,18653500000,14922800000,0,0,428978,3730690000,6146130000,9717500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011-09-30,1.067,1.061,1.37,7.482,3.09,14.266,2.181,494182000000,4882270000,0,0,0,0,0,7878180000,0,0,0,0,0,0,123671000000,149944000000,0,1872550000,0,7339000000,122035000,0,0,0,0,408303000,0,0,1050870000,5397030000,0,0,2521420000000,0,0,0,0,0,10281400000,6007520000,17671600000,0,0,0,0,0,0,0,14200000000,0,0,0,0,0,0,2381410000000,18653500000,57595600000,19084900000,0,25532900000,441282000,0,0,140008000000,2521420000000,49307400000,23080400000,3552000000,0,15335500000,0,0,3719250000,-379705000,406332000,78115000,-376989000,26227000000,0,28947600,18891000,0,0,26237000000,6267350000,0,19969700000,19909900000,59768200,0,0,407804000000,407804000000,0,6706300000,9419700000,351000000000,367126000000,40678100000,150544000000,23800000,0,0,122072000,150690000000,786811000,182088000000,0,0,182875000000,-32184800000,98000000,0,0,98000000,2600000000,2217890000,0,4817890000,-4719890000,0,0,3773420000,167596000000,171369000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711.29,18.01,5.88,21.06,0,0,0,0,0,0,0,0,0,0,0,0,0,37.38,34.19,13.472,-1.266,15.059,44.629,36.79,0,0,0,138.91,53.19,0,0,14.266,0.153,40.5,0.845,0,53.19,0,0,0,19794900000,26237000000,26237000000,0,94.45,0,0,0,0.291,0,5.47,5.8,26.13,2.18,0,156.72,0,8.25,0,0.1286,0,1.708,203.699,1.613,17442300000,9288600000,7030400000,7010940000,30926800000,-19825000000,97500400,11199200000,18653500000,14922800000,0,0,451474,3730690000,6143040000,9711260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011-12-31,1.463,1.45,1.62,7.982,3.19,18.326,10.65,634834000000,5866840000,0,0,0,0,0,11071100000,0,0,0,0,0,0,147929000000,158535000000,0,1856860000,0,8137070000,457178000,0,0,0,0,457034000,0,0,1205940000,4269860000,0,0,2684690000000,0,0,0,0,0,6853630000,6509670000,20278600000,0,0,0,0,0,0,0,32600000000,0,0,0,0,0,0,2535150000000,18653500000,59543900000,21805700000,0,30188100000,651545000,0,0,149543000000,2684690000000,67917700000,32160900000,4898890000,0,19553600000,0,0,7499980000,-859837000,194415000,72466000,-25689000,35756700000,0,157357000,74797000,0,0,35839300000,8484170000,0,27355100000,27286000000,69131000,0,0,590890000000,590890000000,0,12181000000,11850900000,368202000000,392234000000,198656000000,233593000000,49510000,0,0,70671000,233713000000,2682870000,296387000000,0,0,299070000000,-65356600000,298900000,0,0,18698900000,2600000000,3004710000,0,5604710000,13094200000,-1361850000,0,145032000000,167596000000,312627000000,27355100000,7499980000,882761000,99980000,409616000,13290000,0,859837000,907504000,-56836000,-798937000,0,0,-294488000000,455972000000,0,198656000000,0,0,0,0,0,312627000000,167596000000,145032000000,0,0,0,0,0,0,0,1707.93,17.95,5.9,25.36,0,0,0,0,0,0,0,0,0,0,0,0,0,36.23,42.28,21.053,9.47,22.51,775.27,42.62,0,0,0,146.57,52.65,0,0,18.326,0.069,40.28,1.119,0,52.65,0,0,0,27051000000,35839300000,37231600000,0,94.43,0,0,0,0.303,0,5.44,5.78,32.92,10.65,0,549.09,0,29.25,192.69,4.9411,0,7.836,726.211,7.4,18610200000,9529740000,7376060000,7256090000,157978000000,-33171800000,17814100000,141258000000,18653500000,14922800000,0,0,437294,3730690000,6120230000,9690040000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012-03-31,0.423,0.423,2.04,8.42,3.21,5.026,4.121,742910000000,8375570000,0,0,0,0,0,13614700000,0,0,0,0,0,0,159817000000,171067000000,0,2029100000,0,7952590000,466581000,0,0,0,0,441597000,0,0,1142510000,4666230000,0,0,2804650000000,0,0,0,0,0,7907320000,6328510000,22056300000,0,0,0,0,0,0,0,62600000000,0,0,0,2161000,0,0,2646900000000,18653500000,59814500000,21805700000,0,38082000000,690651000,0,0,157746000000,2804650000000,19908900000,9602770000,1512550000,0,6375600000,0,0,1665570000,14641000,-2045000,33413000,-23430000,10306100000,0,16795000,5240000,0,0,10317600000,2385590000,0,7932050000,7893900000,38154000,0,0,197139000000,197139000000,0,3420710000,3887790000,112968000000,120276000000,76862700000,28566800000,0,0,0,3021000,28569800000,83510000,52884000000,0,0,52967500000,-24397700000,0,0,0,30000000000,0,0,0,0,30000000000,0,0,82465000000,312627000000,395092000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690.08,17.78,5.96,28.37,0,0,0,0,0,0,0,0,0,0,0,0,0,31.01,30.29,5.484,-2.267,4.468,-110.044,30.86,0,0,0,130.8,51.77,0,0,5.026,-0.001,39.84,0.288,0,51.77,0,0,0,7885230000,10317600000,10317600000,0,94.38,0,0,0,0.284,0,5.44,5.77,37.76,4.12,0,761.6,0,38.61,0,2.8095,0,2.904,969.014,2.741,19908900000,10306100000,7893900000,7885230000,76862700000,-24397700000,30000000000,82465000000,18653500000,14922800000,0,0,425738,3730690000,5840150000,9391660000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012-06-30,0.922,0.912,1.72,8.686,3.27,10.611,1.125,747237000000,8338170000,0,0,0,0,0,14168700000,0,0,0,0,0,0,186178000000,164760000000,0,1941540000,0,7861620000,1173370000,0,0,0,0,448033000,0,0,1103640000,4515670000,0,0,3036430000000,0,0,0,0,0,8941540000,5648580000,22868600000,0,0,0,0,0,0,0,62600000000,0,0,0,0,0,0,2872540000000,18653500000,61086100000,27247300000,0,31993500000,1864990000,0,0,163895000000,3036430000000,40003000000,17496500000,3051300000,0,11508200000,0,0,2851760000,-138626000,117620000,63640000,-30139000,22506500000,0,52516000,11629000,0,0,22547400000,5281590000,0,17265800000,17193000000,72778000,0,0,417603000000,417603000000,0,5614580000,9954770000,381044000000,396613000000,20989700000,147224000000,4545850000,0,0,5606000,151775000000,1084680000,229596000000,0,0,230681000000,-78905700000,1140670000,0,0,31140700000,0,5584010000,0,5584010000,25556700000,341946000,0,-32017400000,312627000000,280610000000,17265800000,2851760000,487892000,57713000,204083000,-53000,0,138626000,1307950000,-28835000,-760794000,0,0,-347694000000,351676000000,-4517020000,20989700000,0,0,0,280610000000,312627000000,0,0,-32017400000,0,0,0,0,0,0,0,1777.76,18.53,5.71,26.29,0,0,0,0,0,0,0,0,0,0,0,0,0,25.54,33.49,8.825,-3.385,13.102,75.641,32.87,0,0,0,154.86,56.26,0,0,10.611,0.035,43.16,0.601,0,56.26,0,0,0,17021100000,22547400000,23297000000,0,94.6,0,0,0,0.259,0,5.19,5.54,34.16,1.13,0,95.22,0,5.25,144.68,-1.0908,0,0.731,121.568,0.691,20094100000,12200400000,9299080000,9135900000,-55873000000,-54508000000,-4443340000,-114482000000,18653500000,14922800000,0,0,456587,3730690000,5763380000,9340850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012-09-30,1.401,1.386,2.19,9.097,3.21,15.396,1.703,774413000000,7801000000,0,0,0,0,0,13938600000,0,0,0,0,0,0,183559000000,162940000000,0,2453250000,0,8162240000,1198030000,0,0,0,0,438909000,0,0,1105100000,5437050000,0,0,3142180000000,0,0,0,0,0,9869400000,6252000000,24588500000,0,0,0,0,0,0,0,62600000000,0,0,0,0,0,0,2970590000000,18653500000,59817000000,27247300000,0,40926300000,1898550000,0,0,171593000000,3142180000000,60829900000,26779200000,4603980000,0,17084400000,0,0,4898170000,50369000,-165161000,82689000,78300000,34050700000,0,177178000,19834000,0,0,34208000000,7968150000,0,26239900000,26125800000,114076000,0,0,520532000000,520532000000,0,7885230000,14086600000,466794000000,488765000000,31766500000,210411000000,8770560000,0,0,26514000,219208000000,1817190000,292241000000,0,0,294059000000,-74850200000,1140670000,0,0,31140700000,0,5584010000,0,5584010000,25556700000,0,0,-17527000000,312627000000,295100000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755.1,18.31,5.78,26.34,0,0,0,0,0,0,0,0,0,0,0,0,0,23.37,31.22,13.972,0.309,17.041,-140.647,29.83,0,0,0,157.73,55.98,0,0,15.396,-0.049,43.14,0.897,0,55.98,0,0,0,25860200000,34208000000,34208000000,0,94.54,0,0,0,0.26,0,5.26,5.61,34.27,1.7,0,94.6,0,5.22,0,-0.5971,0,1.069,121.062,1.011,20826900000,11544200000,8932820000,8839090000,10776900000,4055490000,0,14490400000,18653500000,14922800000,0,0,459462,3730690000,5774400000,9351870000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012-12-31,1.833,1.809,2.63,9.5155,3.19,19.26,4.963,738856000000,18441000000,0,0,0,0,0,13546000000,0,0,0,0,0,0,150741000000,159286000000,0,2464000000,0,8781000000,1320000000,0,0,0,0,517000000,0,0,1379000000,5636000000,0,0,3145710000000,0,0,0,0,0,7214000000,8295000000,24679000000,0,0,0,0,0,0,0,68600000000,0,0,0,0,0,0,2966050000000,18653000000,59560000000,27248000000,0,48986000000,2162000000,0,0,179659000000,3145710000000,82952000000,38533000000,6258000000,0,23814000000,0,0,8119000000,-180000000,76000000,92000000,189000000,44419000000,0,434000000,99000000,0,0,44754000000,10443000000,0,34311000000,34186000000,125000000,0,0,576959000000,576959000000,0,14029000000,16472000000,453880000000,484381000000,92578000000,170237000000,14348000000,0,0,23000000,184608000000,3356000000,324063000000,0,0,327419000000,-142811000000,1385000000,0,0,43385000000,6000000000,7376000000,0,13376000000,30009000000,-230000000,0,-20454000000,312628000000,292174000000,34311000000,8119000000,1004000000,132000000,454000000,4000000,0,180000000,2837000000,-172000000,-1373000000,0,0,-332605000000,394204000000,-14517000000,92578000000,0,0,0,292174000000,312628000000,0,0,-20454000000,0,0,0,0,0,0,0,1675.92,17.51,6.06,25.21,0,0,0,0,0,0,0,0,0,0,0,0,0,22.14,25.29,19.214,7.914,17.172,-60.825,24.22,0,0,0,148.82,53.55,0,0,19.26,0.024,41.36,1.173,0,53.55,0,0,0,33748000000,44754000000,46344000000,0,94.29,0,0,0,0.279,0,5.48,5.87,32.22,4.96,0,209.9,0,11.16,211.07,-0.6969,0,3.121,269.82,2.943,22122100000,10368300000,8060200000,7887780000,60811500000,-67960800000,4452340000,-2927030000,18653500000,14922800000,0,0,411643,3730690000,5595880000,9204750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013-03-31,0.477,0.475,3.1,10.017,3.22,4.765,5.384,622406000000,25244000000,0,0,0,0,0,13288000000,0,0,0,0,0,0,132848000000,155168000000,0,2503000000,0,8597000000,1446000000,0,0,0,0,498000000,0,0,1311000000,5642000000,0,0,3407920000000,0,0,0,0,0,7443000000,7470000000,26225000000,0,0,0,0,0,0,0,68600000000,0,0,0,2000000,0,0,3218840000000,18653000000,60008000000,27248000000,0,57889000000,2230000000,0,0,189078000000,3407920000000,22011000000,10364000000,1529000000,0,6661000000,0,0,2077000000,160000000,227000000,47000000,121000000,11647000000,0,20000000,15000000,0,0,11652000000,2701000000,0,8951000000,8903000000,48000000,0,0,308997000000,308997000000,0,4116000000,5244000000,199215000000,208575000000,100422000000,87442000000,5207000000,0,0,6000000,92655000000,272000000,285833000000,0,0,286105000000,-193450000000,0,0,0,0,0,1260000000,0,1260000000,-1260000000,0,0,-94288000000,292174000000,197886000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727.31,18.02,5.87,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,10.56,12.78,5.268,-2.095,8.335,0,13.01,0,0,0,142.27,52.91,0,0,4.765,0.07,40.67,0.272,0,52.91,0,0,0,8866000000,11652000000,11652000000,0,94.45,0,0,0,0.252,0,5.34,5.71,23.45,5.38,0,888.85,0,45.62,0,-3.2123,0,3.12,1121.91,2.947,22011000000,11647000000,8903000000,8866000000,100422000000,-193450000000,-1260000000,-94288000000,18653500000,14922800000,0,0,419169,3730690000,5504200000,9131630000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
