,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
197,ANGO,"AngioDynamics, Inc.",23.0,$854.16M,2004.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ango,
198,ANIP,"ANI Pharmaceuticals, Inc.",60.36,$715.72M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anip,
199,ANIK,Anika Therapeutics Inc.,33.94,$482.34M,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik,
200,ANIX,"Anixa Biosciences, Inc.",5.41,$104.37M,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/anix,
201,ANSS,"ANSYS, Inc.",175.48,$14.66B,1996.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/anss,
202,ATRS,"Antares Pharma, Inc.",3.22,$507.28M,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrs,
203,APLS,"Apellis Pharmaceuticals, Inc.",14.22,$799.77M,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apls,
204,APOG,"Apogee Enterprises, Inc.",37.37,$1.02B,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/apog,
205,APEN,"Apollo Endosurgery, Inc.",3.51,$76.85M,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apen,
206,AINV,Apollo Investment Corporation,15.76,$1.09B,2004.0,,,https://www.nasdaq.com/symbol/ainv,
207,AMEH,"Apollo Medical Holdings, Inc.",19.99,$681.35M,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ameh,
208,APPF,"AppFolio, Inc.",70.54,$2.42B,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appf,
209,APPN,Appian Corporation,35.58,$2.27B,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appn,
210,AAPL,Apple Inc.,172.97,$815.6B,1980.0,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/aapl,
211,ARCI,"Appliance Recycling Centers of America, Inc.",0.4211,$3.57M,,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/arci,
212,APDN,Applied DNA Sciences Inc,0.69,$25.09M,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdn,
213,APDNW,Applied DNA Sciences Inc,0.0187,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdnw,
214,AGTC,Applied Genetic Technologies Corporation,3.4,$61.76M,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agtc,
215,AMAT,"Applied Materials, Inc.",39.43,$37.61B,1972.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat,
216,AAOI,"Applied Optoelectronics, Inc.",15.42,$305.3M,2013.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/aaoi,
217,AREX,Approach Resources Inc.,0.9501,$89.79M,2007.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/arex,
218,APVO,Aptevo Therapeutics Inc.,1.64,$37.41M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo,
219,APTX,Aptinyx Inc.,6.0,$200.98M,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aptx,
220,APM,Aptorum Group Limited,14.78,$445.12M,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apm,
221,APTO,"Aptose Biosciences, Inc.",1.9899,$75.17M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto,
222,APYX,Apyx Medical Corporation,6.7,$222.46M,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apyx,
223,AQMS,"Aqua Metals, Inc.",2.93,$129.84M,2015.0,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms,
224,AQB,"AquaBounty Technologies, Inc.",2.66,$40.16M,,,,https://www.nasdaq.com/symbol/aqb,
225,AQST,"Aquestive Therapeutics, Inc.",6.48,$161.63M,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqst,
226,AQXP,"Aquinox Pharmaceuticals, Inc.",2.555,$60.14M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqxp,
227,PETX,"Aratana Therapeutics, Inc.",4.27,$207.63M,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/petx,
228,ARAV,"Aravive, Inc.",5.35,$59.82M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arav,
229,ABUS,Arbutus Biopharma Corporation,3.79,$210.26M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abus,
230,ARCW,"ARC Group Worldwide, Inc.",1.06,$24.75M,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw,
231,ABIO,"ARCA biopharma, Inc.",0.4576,$6.37M,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/abio,
232,RKDA,"Arcadia Biosciences, Inc.",5.45,$26.02M,2015.0,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/rkda,
233,ARCB,ArcBest Corporation,37.13,$950.05M,,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb,
234,ACGL,Arch Capital Group Ltd.,32.3,$13B,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl,
235,ACGLO,Arch Capital Group Ltd.,23.62,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo,
236,ACGLP,Arch Capital Group Ltd.,22.88,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp,
237,FUV,"Arcimoto, Inc.",4.26,$64.04M,2017.0,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv,
238,ARCE,Arco Platform Limited,25.89,$1.3B,2018.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arce,
239,ARCT,Arcturus Therapeutics Ltd.,4.87,$52.2M,2013.0,,,https://www.nasdaq.com/symbol/arct,
240,ARDX,"Ardelyx, Inc.",2.71,$168.38M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx,
241,ARNA,"Arena Pharmaceuticals, Inc.",50.27,$2.48B,2000.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna,
242,ARCC,Ares Capital Corporation,17.44,$7.43B,2004.0,,,https://www.nasdaq.com/symbol/arcc,
243,ARGX,argenx SE,126.93,$4.56B,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx,
244,ARDS,Aridis Pharmaceuticals Inc.,8.7,$70.51M,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards,
245,ARKR,Ark Restaurants Corp.,19.5401,$67.93M,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr,
246,ARTX,Arotech Corporation,3.5,$92.7M,1994.0,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx,
247,ARQL,"ArQule, Inc.",3.34,$364.04M,1996.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql,
248,ARRY,Array BioPharma Inc.,23.24,$5.07B,2000.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry,
249,ARRS,ARRIS International plc,31.64,$5.51B,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/arrs,
250,DWCR,Arrow DWA Country Rotation ETF,27.0204,$16.21M,,,,https://www.nasdaq.com/symbol/dwcr,
251,DWAT,Arrow DWA Tactical ETF,10.7584,$5.38M,,,,https://www.nasdaq.com/symbol/dwat,
252,AROW,Arrow Financial Corporation,35.84,$518.69M,,Finance,Major Banks,https://www.nasdaq.com/symbol/arow,
253,ARWR,"Arrowhead Pharmaceuticals, Inc.",18.4,$1.73B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr,
254,ASNS,"Arsanis, Inc.",2.66,$38.08M,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/asns,
255,ARTNA,Artesian Resources Corporation,40.18,$371.51M,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna,
256,ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.24,$9.45M,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw,
257,ARVN,"Arvinas, Inc.",19.25,$622.76M,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arvn,
258,ARYA,ARYA Sciences Acquisition Corp.,9.75,$175.2M,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/arya,
259,ARYAU,ARYA Sciences Acquisition Corp.,10.39,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/aryau,
260,ARYAW,ARYA Sciences Acquisition Corp.,1.3,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/aryaw,
261,ASNA,"Ascena Retail Group, Inc.",2.25,$444.23M,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna,
262,ASND,Ascendis Pharma A/S,71.99,$3.03B,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd,
263,ASCMA,"Ascent Capital Group, Inc.",0.5720000000000001,$7.12M,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma,
264,APWC,Asia Pacific Wire & Cable Corporation Limited,2.37,$32.75M,,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc,
265,ASLN,ASLAN Pharmaceuticals Limited,3.12,$100M,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asln,
266,ASML,ASML Holding N.V.,184.89,$78.7B,1995.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml,
267,ASPU,Aspen Group Inc.,4.71,$86.54M,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu,
268,AZPN,"Aspen Technology, Inc.",101.24,$7.05B,1994.0,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn,
269,ASMB,"Assembly Biosciences, Inc.",21.36,$543.89M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb,
270,ASRT,"Assertio Therapeutics, Inc.",4.26,$272.38M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asrt,
271,ASFI,"Asta Funding, Inc.",4.8,$32.09M,1995.0,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi,
272,ASTE,"Astec Industries, Inc.",39.84,$908.25M,1986.0,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste,
273,ATRO,Astronics Corporation,35.04,$1.13B,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro,
274,ALOT,"AstroNova, Inc.",19.12,$132.94M,1983.0,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot,
275,ASTC,Astrotech Corporation,4.54,$25.72M,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/astc,
276,ASUR,Asure Software Inc,6.85,$105.13M,,Technology,EDP Services,https://www.nasdaq.com/symbol/asur,
277,ASV,"ASV Holdings, Inc.",3.05,$30M,2017.0,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv,
278,ATAI,ATA Inc.,1.09,$26.39M,2008.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai,
279,ATRA,"Atara Biotherapeutics, Inc.",38.58,$1.76B,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra,
280,ATNX,"Athenex, Inc.",13.12,$877.65M,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx,
281,ATHX,"Athersys, Inc.",1.51,$214.04M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx,
282,AAME,Atlantic American Corporation,2.8526,$57.62M,,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame,
283,ACBI,"Atlantic Capital Bancshares, Inc.",19.6,$495.69M,,Finance,Major Banks,https://www.nasdaq.com/symbol/acbi,
284,AY,Atlantica Yield plc,19.55,$1.96B,2014.0,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay,
285,ATLC,Atlanticus Holdings Corporation,3.83,$58.89M,1995.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc,
286,AAWW,Atlas Air Worldwide Holdings,58.9,$1.51B,,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww,
287,AFH,"Atlas Financial Holdings, Inc.",8.67,$103.49M,2013.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh,
288,AFHBL,"Atlas Financial Holdings, Inc.",25.1769,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl,
289,TEAM,Atlassian Corporation Plc,105.25,$25.21B,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team,
290,ATNI,"ATN International, Inc.",60.52,$966.23M,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni,
291,ATOM,Atomera Incorporated,3.79,$56.98M,2016.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom,
292,ATOS,Atossa Genetics Inc.,1.52,$8.58M,2012.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos,
293,ATRC,"AtriCure, Inc.",33.2,$1.28B,2005.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc,
294,ATRI,Atrion Corporation,798.79,$1.48B,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri,
295,ATIS,Attis Industries Inc.,0.2685,$7.39M,,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atis,
296,ATISW,Attis Industries Inc.,0.0942,,,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atisw,
297,ATTU,Attunity Ltd.,23.54,$502.27M,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/attu,
298,LIFE,"aTyr Pharma, Inc.",0.51,$15.31M,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life,
299,AUBN,"Auburn National Bancorporation, Inc.",34.46,$125.57M,,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn,
300,BOLD,"Audentes Therapeutics, Inc.",26.27,$1.12B,2016.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold,
301,AUDC,AudioCodes Ltd.,13.37,$385.28M,1999.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc,
302,AEYE,"AudioEye, Inc.",11.3,$85.3M,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aeye,
303,AUPH,Aurinia Pharmaceuticals Inc,6.19,$529.25M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph,
304,EARS,Auris Medical Holding AG,0.36,$14.27M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears,
305,JG,Aurora Mobile Limited,8.29,$976.58M,2018.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jg,
306,ADSK,"Autodesk, Inc.",161.51,$35.37B,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk,
307,AUTL,Autolus Therapeutics plc,28.89,$1.16B,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/autl,
308,ADP,"Automatic Data Processing, Inc.",153.18,$66.73B,,Technology,EDP Services,https://www.nasdaq.com/symbol/adp,
309,AUTO,"AutoWeb, Inc.",3.36,$43.51M,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto,
310,AVDL,Avadel Pharmaceuticals plc,2.05,$75.87M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl,
311,AVCO,Avalon GloboCare Corp.,3.68,$268.79M,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/avco,
312,AVDR,"Avedro, Inc",12.82,$218.72M,2019.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdr,
313,ATXI,"Avenue Therapeutics, Inc.",5.53,$58.99M,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi,
314,AVEO,"AVEO Pharmaceuticals, Inc.",0.625,$78.34M,2010.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo,
315,AVNW,"Aviat Networks, Inc.",14.35,$77.2M,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw,
316,CDMO,"Avid Bioservices, Inc.",4.09,$229.32M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmo,
317,CDMOP,"Avid Bioservices, Inc.",25.7611,$18.03M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmop,
318,AVID,"Avid Technology, Inc.",4.69,$196.29M,1993.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avid,
319,AVGR,"Avinger, Inc.",0.4315,$10.12M,2015.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/avgr,
320,CAR,"Avis Budget Group, Inc.",35.33,$2.73B,,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car,
321,AVT,"Avnet, Inc.",44.88,$4.87B,,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/avt,
322,AVRO,"AVROBIO, Inc.",13.96,$334.42M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/avro,
323,AWRE,"Aware, Inc.",3.72,$80.15M,1996.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre,
324,ACLS,"Axcelis Technologies, Inc.",22.02,$716.95M,2000.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acls,
325,AXGN,"AxoGen, Inc.",17.96,$694.56M,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn,
326,AAXN,"Axon Enterprise, Inc.",55.74,$3.28B,,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aaxn,
327,AXNX,"Axonics Modulation Technologies, Inc.",21.5,$597.81M,2018.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/axnx,
328,AXGT,Axovant Sciences Ltd.,1.3,$202.19M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axgt,
329,AXSM,"Axsome Therapeutics, Inc.",9.01,$294.58M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm,
330,AXTI,AXT Inc,4.32,$170.8M,1998.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti,
331,AYTU,"Aytu BioScience, Inc.",1.17,$14.5M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aytu,
332,AZRX,"AzurRx BioPharma, Inc.",2.14,$37.82M,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azrx,
333,BCOM,B Communications Ltd.,4.6,$171.46M,,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom,
334,RILY,"B. Riley Financial, Inc.",16.8,$446.11M,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rily,
335,RILYG,"B. Riley Financial, Inc.",24.4653,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyg,
336,RILYH,"B. Riley Financial, Inc.",25.6,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyh,
337,RILYI,"B. Riley Financial, Inc.",25.3,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyi,
338,RILYL,"B. Riley Financial, Inc.",25.4832,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyl,
339,RILYZ,"B. Riley Financial, Inc.",24.92,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyz,
340,BOSC,B.O.S. Better Online Solutions,3.563,$12.66M,,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bosc,
341,BIDU,"Baidu, Inc.",167.17,$58.27B,2005.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu,
342,BCPC,Balchem Corporation,86.83,$2.8B,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bcpc,
343,BLDP,"Ballard Power Systems, Inc.",3.63,$841.77M,,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bldp,
344,BANF,BancFirst Corporation,57.02,$1.87B,1993.0,Finance,Major Banks,https://www.nasdaq.com/symbol/banf,
345,BANFP,BancFirst Corporation,26.5053,$26.51M,,Finance,Major Banks,https://www.nasdaq.com/symbol/banfp,
346,BCTF,"Bancorp 34, Inc.",15.25,$51.81M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf,
347,BAND,Bandwidth Inc.,53.96,$1.04B,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/band,
348,BFC,Bank First National Corporation,54.65,$358.86M,,Finance,Major Banks,https://www.nasdaq.com/symbol/bfc,
349,BOCH,Bank of Commerce Holdings (CA),11.72,$191.43M,,Finance,Major Banks,https://www.nasdaq.com/symbol/boch,
350,BMRC,Bank of Marin Bancorp,44.64,$624.38M,,Finance,Major Banks,https://www.nasdaq.com/symbol/bmrc,
351,BMLP,Bank Of Montreal,48.433,$48.43M,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmlp,
352,BKSC,Bank of South Carolina Corp.,18.2918,$100.8M,,Finance,Major Banks,https://www.nasdaq.com/symbol/bksc,
353,BOTJ,"Bank of the James Financial Group, Inc.",14.65,$64.14M,,Finance,Major Banks,https://www.nasdaq.com/symbol/botj,
354,OZK,Bank OZK,33.36,$4.29B,,Finance,Major Banks,https://www.nasdaq.com/symbol/ozk,
355,BSVN,Bank7 Corp.,16.25,$165.55M,2018.0,Finance,Major Banks,https://www.nasdaq.com/symbol/bsvn,
356,BFIN,BankFinancial Corporation,15.48,$254.76M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bfin,
357,BFL,BankFlorida,,,,,,https://www.nasdaq.com/symbol/bfl,
358,BWFG,"Bankwell Financial Group, Inc.",31.11,$243.97M,2014.0,Finance,Major Banks,https://www.nasdaq.com/symbol/bwfg,
359,BANR,Banner Corporation,63.61,$2.24B,,Finance,Major Banks,https://www.nasdaq.com/symbol/banr,
360,BZUN,Baozun Inc.,36.98,$2.11B,2015.0,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/bzun,
361,DFVL,Barclays PLC,60.34,$4.3M,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvl,
362,DFVS,Barclays PLC,32.8635,$3.81M,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvs,
