,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
1769,EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,30.3108,$33.34M,,,,https://www.nasdaq.com/symbol/emif,
1770,ICLN,iShares S&P Global Clean Energy Index Fund,9.77,$199.31M,,,,https://www.nasdaq.com/symbol/icln,
1771,WOOD,iShares S&P Global Timber & Forestry Index Fund,64.8858,$303.67M,,,,https://www.nasdaq.com/symbol/wood,
1772,INDY,iShares S&P India Nifty 50 Index Fund,34.48,$753.39M,,,,https://www.nasdaq.com/symbol/indy,
1773,IJT,iShares S&P Small-Cap 600 Growth ETF,185.89,$5.84B,,,,https://www.nasdaq.com/symbol/ijt,
1774,DVY,iShares Select Dividend ETF,98.56,$17.19B,,,,https://www.nasdaq.com/symbol/dvy,
1775,SHV,iShares Short Treasury Bond ETF,110.51,$20.59B,,,,https://www.nasdaq.com/symbol/shv,
1776,IGSB,iShares Short-Term Corporate Bond ETF,52.3,$10.17B,,,,https://www.nasdaq.com/symbol/igsb,
1777,ISRL,"Isramco, Inc.",120.38,$327.15M,1983.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/isrl,
1778,ITI,"Iteris, Inc.",4.63,$154.42M,,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/iti,
1779,ITRM,Iterum Therapeutics plc,5.61,$79.43M,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/itrm,
1780,ITRI,"Itron, Inc.",61.47,$2.42B,1993.0,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/itri,
1781,ITRN,Ituran Location and Control Ltd.,36.04,$755.71M,2005.0,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/itrn,
1782,IVENC,Ivy NextShares,100.02,,,,,https://www.nasdaq.com/symbol/ivenc,
1783,IVFGC,Ivy NextShares,100.02,,,,,https://www.nasdaq.com/symbol/ivfgc,
1784,IVFVC,Ivy NextShares,100.02,,,,,https://www.nasdaq.com/symbol/ivfvc,
1785,IZEA,"IZEA Worldwide, Inc.",1.6299,$19.68M,,Consumer Services,Advertising,https://www.nasdaq.com/symbol/izea,
1786,JJSF,J & J Snack Foods Corp.,156.07,$2.93B,1986.0,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/jjsf,
1787,MAYS,"J. W. Mays, Inc.",39.0,$78.62M,,Consumer Services,Building operators,https://www.nasdaq.com/symbol/mays,
1788,JBHT,"J.B. Hunt Transport Services, Inc.",109.11,$11.86B,,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/jbht,
1789,JCOM,"j2 Global, Inc.",86.52,$4.26B,1999.0,Technology,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcom,
1790,JKHY,"Jack Henry & Associates, Inc.",132.56,$10.23B,1985.0,Technology,EDP Services,https://www.nasdaq.com/symbol/jkhy,
1791,JACK,Jack In The Box Inc.,81.23,$2.1B,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/jack,
1792,JAGX,"Jaguar Health, Inc.",0.225,$15.25M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jagx,
1793,JAKK,"JAKKS Pacific, Inc.",2.05,$59.8M,1996.0,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/jakk,
1794,JRVR,"James River Group Holdings, Ltd.",40.8,$1.22B,2014.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/jrvr,
1795,JSML,Janus Henderson Small Cap Growth Alpha ETF,43.01,$8.69M,,,,https://www.nasdaq.com/symbol/jsml,
1796,JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,44.13,$15.53M,,,,https://www.nasdaq.com/symbol/jsmd,
1797,JASN,"Jason Industries, Inc.",2.52,$69.04M,2013.0,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/jasn,
1798,JASNW,"Jason Industries, Inc.",0.0075,,2013.0,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/jasnw,
1799,JAZZ,Jazz Pharmaceuticals plc,126.01,$7.6B,2007.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jazz,
1800,JD,"JD.com, Inc.",25.95,$37.54B,2014.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/jd,
1801,JSYN,Jensyn Acquistion Corp.,10.05,$20.16M,2016.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsyn,
1802,JSYNR,Jensyn Acquistion Corp.,0.08199999999999999,,2016.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsynr,
1803,JSYNU,Jensyn Acquistion Corp.,12.25,,2016.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsynu,
1804,JSYNW,Jensyn Acquistion Corp.,0.0603,,2016.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsynw,
1805,JRSH,"Jerash Holdings (US), Inc.",6.4849,$73.44M,2018.0,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/jrsh,
1806,JBLU,JetBlue Airways Corporation,17.22,$5.25B,2002.0,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/jblu,
1807,JCTCF,Jewett-Cameron Trading Company,7.23,$30.5M,,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/jctcf,
1808,JMU,JMU Limited,0.8699,$71.3M,2015.0,Technology,EDP Services,https://www.nasdaq.com/symbol/jmu,
1809,JBSS,"John B. Sanfilippo & Son, Inc.",70.36,$801.17M,1991.0,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/jbss,
1810,JOUT,Johnson Outdoors Inc.,67.52,$677.83M,,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/jout,
1811,JNCE,"Jounce Therapeutics, Inc.",4.34,$141.92M,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/jnce,
1812,KALU,Kaiser Aluminum Corporation,108.21,$1.79B,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/kalu,
1813,KALA,"Kala Pharmaceuticals, Inc.",8.97,$303.15M,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kala,
1814,KALV,"KalVista Pharmaceuticals, Inc.",20.61,$355.02M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kalv,
1815,KMDA,Kamada Ltd.,6.02,$242.41M,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kmda,
1816,KNDI,"Kandi Technologies Group, Inc.",9.02,$464.37M,,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/kndi,
1817,KPTI,Karyopharm Therapeutics Inc.,5.07,$307.79M,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kpti,
1818,KZIA,Kazia Therapeutics Limited,3.4478,$16.69M,,Capital Goods,Miscellaneous,https://www.nasdaq.com/symbol/kzia,
1819,KBLM,KBL Merger Corp. IV,10.26,$152.64M,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/kblm,
1820,KBLMR,KBL Merger Corp. IV,0.2391,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/kblmr,
1821,KBLMU,KBL Merger Corp. IV,10.5,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/kblmu,
1822,KBLMW,KBL Merger Corp. IV,0.09300000000000001,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/kblmw,
1823,KBSF,KBS Fashion Group Limited,3.98,$8.87M,2013.0,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/kbsf,
1824,KCAP,"KCAP Financial, Inc.",3.68,$137.36M,2006.0,,,https://www.nasdaq.com/symbol/kcap,
1825,KCAPL,"KCAP Financial, Inc.",25.35,,,,,https://www.nasdaq.com/symbol/kcapl,
1826,KRNY,Kearny Financial,13.57,$1.26B,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/krny,
1827,KELYA,"Kelly Services, Inc.",25.07,$974.39M,,Technology,Professional Services,https://www.nasdaq.com/symbol/kelya,
1828,KELYB,"Kelly Services, Inc.",24.605,$956.32M,,Technology,Professional Services,https://www.nasdaq.com/symbol/kelyb,
1829,KMPH,"KemPharm, Inc.",2.15,$56.88M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kmph,
1830,KFFB,Kentucky First Federal Bancorp,7.97,$66.85M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/kffb,
1831,KEQU,Kewaunee Scientific Corporation,31.415,$86.21M,,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/kequ,
1832,KTCC,Key Tronic Corporation,6.49,$69.83M,1983.0,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ktcc,
1833,KZR,"Kezar Life Sciences, Inc.",20.29,$387.71M,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kzr,
1834,KFRC,"Kforce, Inc.",38.61,$1.01B,1995.0,Technology,Professional Services,https://www.nasdaq.com/symbol/kfrc,
1835,KE,"Kimball Electronics, Inc.",16.45,$420.23M,,Technology,Electrical Products,https://www.nasdaq.com/symbol/ke,
1836,KBAL,"Kimball International, Inc.",15.26,$560.22M,,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/kbal,
1837,KIN,"Kindred Biosciences, Inc.",10.63,$412.4M,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kin,
1838,KGJI,Kingold Jewelry Inc.,0.83,$54.87M,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/kgji,
1839,KINS,"Kingstone Companies, Inc",17.0,$182.64M,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kins,
1840,KNSA,"Kiniksa Pharmaceuticals, Ltd.",17.62,$872.01M,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/knsa,
1841,KNSL,"Kinsale Capital Group, Inc.",66.08,$1.4B,2016.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/knsl,
1842,KIRK,"Kirkland&#39;s, Inc.",10.81,$160.62M,2002.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/kirk,
1843,KTOV,Kitov Pharma Ltd.,1.14,$22.16M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ktov,
1844,KTOVW,Kitov Pharma Ltd.,0.2,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ktovw,
1845,KLAC,KLA-Tencor Corporation,114.49,$17.33B,1980.0,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/klac,
1846,KLXE,"KLX Energy Services Holdings, Inc. ",28.66,$640.9M,,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/klxe,
1847,KOD,Kodiak Sciences Inc,7.0,$257.81M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/kod,
1848,KONA,"Kona Grill, Inc.",0.98,$13M,2005.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/kona,
1849,KOPN,Kopin Corporation,1.64,$125.64M,1992.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/kopn,
1850,KRNT,Kornit Digital Ltd.,23.28,$814.84M,2015.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/krnt,
1851,KOSS,Koss Corporation,1.99,$14.74M,,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/koss,
1852,KWEB,KraneShares Trust KraneShares CSI China Internet ETF,46.07,$156.64M,,,,https://www.nasdaq.com/symbol/kweb,
1853,KTOS,"Kratos Defense & Security Solutions, Inc.",17.58,$1.82B,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/ktos,
1854,KRYS,"Krystal Biotech, Inc.",22.57,$325.66M,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/krys,
1855,KLIC,"Kulicke and Soffa Industries, Inc.",23.57,$1.56B,,Technology,Semiconductors,https://www.nasdaq.com/symbol/klic,
1856,KURA,"Kura Oncology, Inc.",14.96,$569.03M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kura,
1857,KVHI,"KVH Industries, Inc.",11.39,$202.03M,1996.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/kvhi,
1858,FSTR,L.B. Foster Company,17.88,$188.86M,,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/fstr,
1859,LJPC,La Jolla Pharmaceutical Company,6.12,$160.55M,1994.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ljpc,
1860,LSBK,"Lake Shore Bancorp, Inc.",15.5,$93.31M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/lsbk,
1861,LBAI,"Lakeland Bancorp, Inc.",16.92,$850.83M,,Finance,Major Banks,https://www.nasdaq.com/symbol/lbai,
1862,LKFN,Lakeland Financial Corporation,48.28,$1.21B,,Finance,Major Banks,https://www.nasdaq.com/symbol/lkfn,
1863,LAKE,"Lakeland Industries, Inc.",11.06,$89.8M,1986.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/lake,
1864,LRCX,Lam Research Corporation,179.22,$27.35B,1984.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lrcx,
1865,LAMR,Lamar Advertising Company,77.59,$7.72B,1996.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lamr,
1866,LANC,Lancaster Colony Corporation,158.34,$4.36B,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lanc,
1867,LNDC,Landec Corporation,12.82,$373.96M,1996.0,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lndc,
1868,LARK,Landmark Bancorp Inc.,23.46,$102.57M,,Finance,Major Banks,https://www.nasdaq.com/symbol/lark,
1869,LMRK,Landmark Infrastructure Partners LP,14.24,$359.79M,2014.0,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrk,
1870,LMRKN,Landmark Infrastructure Partners LP,24.0717,,,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkn,
1871,LMRKO,Landmark Infrastructure Partners LP,24.08,,,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrko,
1872,LMRKP,Landmark Infrastructure Partners LP,24.9999,,,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkp,
1873,LE,"Lands&#39; End, Inc.",17.55,$565.31M,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/le,
1874,LSTR,"Landstar System, Inc.",110.08,$4.42B,1993.0,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/lstr,
1875,LNTH,"Lantheus Holdings, Inc.",23.94,$920.85M,2015.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/lnth,
1876,LTRX,"Lantronix, Inc.",2.95,$65.53M,2000.0,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ltrx,
1877,LSCC,Lattice Semiconductor Corporation,12.34,$1.6B,,Technology,Semiconductors,https://www.nasdaq.com/symbol/lscc,
1878,LAUR,"Laureate Education, Inc.",14.87,$3.33B,2017.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/laur,
1879,LAWS,"Lawson Products, Inc.",29.2,$260.45M,,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/laws,
1880,LAZY,"Lazydays Holdings, Inc.",6.28,$53.2M,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lazy,
1881,LCNB,LCNB Corporation,17.14,$227.88M,,Finance,Major Banks,https://www.nasdaq.com/symbol/lcnb,
1882,LPTX,"LEAP THERAPEUTICS, INC.",1.64,$36.51M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lptx,
1883,LEGH,Legacy Housing Corporation,14.25,$342M,2018.0,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/legh,
1884,LGCY,Legacy Reserves Inc.,1.33,$146.77M,2007.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lgcy,
1885,LTXB,"LegacyTexas Financial Group, Inc.",43.88,$2.13B,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ltxb,
1886,DDBI,Legg Mason Developed EX-US Diversified Core ETF,26.79,$10.72M,,,,https://www.nasdaq.com/symbol/ddbi,
1887,EDBI,Legg Mason Emerging Markets Diversified Core ETF,29.11,,,,,https://www.nasdaq.com/symbol/edbi,
1888,INFR,Legg Mason Global Infrastructure ETF,29.26,,,,,https://www.nasdaq.com/symbol/infr,
1889,LVHD,Legg Mason Low Volatility High Dividend ETF,31.55,$640.46M,,,,https://www.nasdaq.com/symbol/lvhd,
1890,SQLV,Legg Mason Small-Cap Quality Value ETF,28.5671,,,,,https://www.nasdaq.com/symbol/sqlv,
1891,UDBI,Legg Mason US Diversified Core ETF,29.71,$3.09M,,,,https://www.nasdaq.com/symbol/udbi,
1892,LACQ,Leisure Acquisition Corp.,9.99,$249.75M,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/lacq,
1893,LACQU,Leisure Acquisition Corp.,10.23,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/lacqu,
1894,LACQW,Leisure Acquisition Corp.,0.7,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/lacqw,
1895,LMAT,"LeMaitre Vascular, Inc.",29.67,$581M,2006.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmat,
1896,TREE,"LendingTree, Inc.",325.58,$4.18B,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tree,
1897,LEVL,"Level One Bancorp, Inc.",24.08,$186.63M,2018.0,Finance,Major Banks,https://www.nasdaq.com/symbol/levl,
1898,LXRX,"Lexicon Pharmaceuticals, Inc.",5.51,$583.65M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lxrx,
1899,LX,LexinFintech Holdings Ltd.,11.48,$1.88B,2017.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lx,
1900,LFAC,LF Capital Acquistion Corp.,9.97,$193.48M,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/lfac,
1901,LFACU,LF Capital Acquistion Corp.,10.31,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/lfacu,
1902,LFACW,LF Capital Acquistion Corp.,0.35,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/lfacw,
1903,LGIH,"LGI Homes, Inc.",61.96,$1.41B,2013.0,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/lgih,
1904,LHCG,LHC Group,111.0,$3.48B,2005.0,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/lhcg,
1905,LLIT,Lianluo Smart Limited,1.4247,$25.08M,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/llit,
1906,LBRDA,Liberty Broadband Corporation,89.8,$16.29B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrda,
1907,LBRDK,Liberty Broadband Corporation,90.08,$16.34B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrdk,
1908,LEXEA,"Liberty Expedia Holdings, Inc.",45.75,$2.62B,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lexea,
1909,LEXEB,"Liberty Expedia Holdings, Inc.",46.55,$2.67B,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lexeb,
1910,LBTYA,Liberty Global plc,26.07,$19.65B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtya,
1911,LBTYB,Liberty Global plc,25.27,$19.05B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyb,
1912,LBTYK,Liberty Global plc,25.17,$18.97B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyk,
1913,LILA,Liberty Latin America Ltd.,19.07,$3.45B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lila,
1914,LILAK,Liberty Latin America Ltd.,18.98,$3.43B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lilak,
1915,BATRA,Liberty Media Corporation,29.51,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batra,
1916,BATRK,Liberty Media Corporation,29.59,$1.51B,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batrk,
1917,FWONA,Liberty Media Corporation,31.73,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwona,
1918,FWONK,Liberty Media Corporation,32.18,$7.43B,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwonk,
1919,LSXMA,Liberty Media Corporation,40.53,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxma,
1920,LSXMB,Liberty Media Corporation,40.36,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmb,
1921,LSXMK,Liberty Media Corporation,40.77,$13.36B,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmk,
1922,LTRPA,"Liberty TripAdvisor Holdings, Inc.",16.25,$1.22B,,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpa,
1923,LTRPB,"Liberty TripAdvisor Holdings, Inc.",16.75,$1.26B,,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpb,
1924,LCUT,"Lifetime Brands, Inc.",10.54,$218.83M,1991.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lcut,
1925,LFVN,Lifevantage Corporation,15.31,$218.68M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lfvn,
1926,LWAY,"Lifeway Foods, Inc.",2.38,$37.69M,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lway,
1927,LGND,Ligand Pharmaceuticals Incorporated,119.38,$2.54B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lgnd,
1928,LTBR,Lightbridge Corporation,0.5920000000000001,$18.46M,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ltbr,
1929,LPTH,"LightPath Technologies, Inc.",1.69,$43.62M,1996.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/lpth,
1930,LLEX,"Lilis Energy, Inc.",1.91,$137.46M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/llex,
1931,LMB,"Limbach Holdings, Inc.",5.5,$41.75M,,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/lmb,
1932,LLNW,"Limelight Networks, Inc.",2.97,$339.31M,2007.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/llnw,
1933,LMST,"Limestone Bancorp, Inc.",15.06,$130.76M,,Finance,Major Banks,https://www.nasdaq.com/symbol/lmst,
1934,LMNR,Limoneira Co,23.61,$419.43M,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/lmnr,
1935,LINC,Lincoln Educational Services Corporation,3.19,$78.61M,2005.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/linc,
1936,LECO,"Lincoln Electric Holdings, Inc.",88.06,$5.68B,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/leco,
1937,LIND,Lindblad Expeditions Holdings Inc. ,13.36,$612.09M,2013.0,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lind,
1938,LINDW,Lindblad Expeditions Holdings Inc. ,3.28,,2013.0,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lindw,
1939,LPCN,Lipocine Inc.,1.7015,$36.52M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lpcn,
1940,YVR,Liquid Media Group Ltd.,2.55,$10.19M,,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/yvr,
1941,LQDA,"Liquidia Technologies, Inc.",19.3,$298.73M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/lqda,
1942,LQDT,"Liquidity Services, Inc.",6.89,$229.49M,2006.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lqdt,
1943,LFUS,"Littelfuse, Inc.",191.4,$4.82B,,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/lfus,
1944,LIVN,LivaNova PLC,98.78,$4.81B,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/livn,
1945,LOB,"Live Oak Bancshares, Inc.",16.6,$666.44M,2015.0,Finance,Major Banks,https://www.nasdaq.com/symbol/lob,
1946,LIVE,Live Ventures Incorporated,8.2499,$16.05M,,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/live,
1947,LPSN,"LivePerson, Inc.",27.39,$1.74B,2000.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/lpsn,
1948,LIVX,"LiveXLive Media, Inc.",6.18,$321.31M,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/livx,
1949,LKQ,LKQ Corporation,27.33,$8.7B,,Consumer Services,Motor Vehicles,https://www.nasdaq.com/symbol/lkq,
1950,LMFA,"LM Funding America, Inc.",1.31,$3.01M,2015.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfa,
1951,LMFAW,"LM Funding America, Inc.",0.0268,,2015.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfaw,
1952,LOGC,"LogicBio Therapeutics, Inc.",9.47,$210.01M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/logc,
1953,LOGI,Logitech International S.A.,37.46,$6.21B,1997.0,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/logi,
1954,LOGM,"LogMein, Inc.",82.85,$4.24B,2009.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/logm,
1955,CNCR,Loncar Cancer Immunotherapy ETF,21.668000000000003,$43.34M,,,,https://www.nasdaq.com/symbol/cncr,
1956,CHNA,Loncar China BioPharma ETF,21.5799,$2.16M,,,,https://www.nasdaq.com/symbol/chna,
1957,LONE,Lonestar Resources US Inc.,4.91,$120.97M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lone,
1958,LOAC,Longevity Acquisition Corporation,9.97,$52.54M,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/loac,
1959,LOACR,Longevity Acquisition Corporation,0.1891,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/loacr,
1960,LOACU,Longevity Acquisition Corporation,10.241,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/loacu,
1961,LOACW,Longevity Acquisition Corporation,0.1,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/loacw,
1962,LOOP,"Loop Industries, Inc.",11.95,$403.98M,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/loop,
1963,LORL,"Loral Space and Communications, Inc.",40.79,$1.26B,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lorl,
1964,LPLA,LPL Financial Holdings Inc.,77.04,$6.56B,2010.0,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/lpla,
1965,LRAD,LRAD Corporation,2.65,$86.43M,,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/lrad,
1966,LYTS,LSI Industries Inc.,3.36,$86.99M,1985.0,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/lyts,
1967,LULU,lululemon athletica inc.,149.26,$19.76B,2007.0,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/lulu,
