code,name,open,latestPrice,volume,volumeRatio,pe,pb,eps
OILK,ProShares K-1 Free Crude Oil Strategy ETF,21.38,21.52,11057,0.141224,0.0,0.0,0.0
REV,露华浓,19.31,18.86,236347,1.108957,0.0,-1.008401,-5.706018
INR,Morgan Stanley Market Vectors Ru,42.4,42.35,8800,0.725366,0.0,0.0,0.0
AGGE,IndexIQ ETF Trust,18.6765,18.65,2310,0.392044,0.0,0.0,0.0
MVC,MVC Capital Inc,9.25,9.25,5309,1.121225,0.0,0.755841,-0.782598
RDFN,Redfin Corp,18.65,18.48,1261319,1.063899,0.0,4.495972,-0.490001
MDIV,First Trust Exchange-Traded Fund,18.37,18.37,71066,0.577846,0.0,0.0,0.0
AMTD,亚美利交易,54.92,54.96,1982110,1.086701,17.517187,3.685243,3.13749
JPS,Nuveen Quality Preferred Income,9.09,9.05,281770,0.517627,137.158621,0.930051,0.065982
IYE,iShares U.S. Energy ETF,35.81,35.91,547208,1.028052,33.885256,0.875127,1.059753
