code,net2017_1,net2017_2,net2017_3,net2017_4,net2018_1,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
002079,18.8063,53.5237,80.0951,104.697,9.5868,苏州固锝,半导体,江苏,109.35,7.26,7.28,194149.27,129799.61,50186.2,30917.72,0.42,0.013000000000000001,2.13,2.7,20061116,42258.93,0.58,39.57,-49.02,17.49,2.07,70542.0
002849,6.5162,19.5065,34.1772,53.2045,11.4617,威星智能,电器仪表,浙江,30.15,0.57,1.3,96801.8,81976.38,9839.12,22327.88,1.72,0.251,4.4,3.44,20170217,19597.05,1.51,91.76,67.53,31.55,8.7,14711.0
002568,20.5226,78.1748,133.8238,182.6453,25.6737,百润股份,红黄药酒,上海,38.4,4.59,5.32,224368.59,75692.43,91032.55,121847.22,2.29,0.11,3.53,3.22,20110325,10167.82,0.19,6.97,28.41,68.29,14.17,21333.0
002616,25.4211,50.048,71.0597,87.5804,20.1672,长青集团,环境保护,广东,47.0,4.59,7.42,455378.06,143283.81,104691.35,85092.06,1.15,0.027000000000000003,2.86,1.79,20110920,48066.62,0.65,-14.61,-20.67,17.48,4.85,38426.0
000807,117.2749,147.0207,,657.0010000000001,-104.6785,云铝股份,铝,云南,141.78,24.3,26.07,3702800.0,961099.0,1724502.0,643942.56,2.47,0.019,3.76,1.4,19980408,37558.51,0.14,3.7,-67.52,10.77,0.46,156889.0
002358,57.4132,198.6812,414.7782,446.7248,80.796,森源电气,电气设备,河南,43.15,9.1,9.3,869486.81,687314.44,102612.67,239045.59,2.57,0.087,5.35,2.81,20100210,145260.23,1.56,21.1,40.73,30.21,15.09,31830.0
000681,29.291999999999998,95.4881,162.6333,290.8209,39.9104,视觉中国,互联网,江苏,120.46,3.1,7.01,397809.81,69561.43,523.21,160035.42,2.28,0.057,3.7,7.42,19970121,93311.92,1.33,38.04,36.25,62.37,25.7,29187.0
002851,15.1568,46.413999999999994,84.2825,117.0533,24.3393,麦格米特,电气设备,深圳,56.92,1.25,2.71,266029.88,209270.81,25910.11,58495.23,2.16,0.24,5.02,5.45,20170306,52574.19,1.94,63.36,40.38,29.16,6.32,18000.0
300008,36.7804,94.9575,123.5806,164.1391,6.4959,天海防务,船舶,上海,124.51,6.02,9.6,430154.06,207773.27,43287.65,116249.07,1.21,0.006999999999999999,2.76,1.22,20091030,48868.4,0.51,46.93,-72.66,10.79,1.49,55310.0
300040,22.7148,76.5969,98.9243,100.1056,23.9554,九洲电气,电气设备,黑龙江,18.83,2.33,3.43,392567.72,201632.06,114049.3,79786.15,2.33,0.146,5.58,0.99,20100108,70166.46,2.05,-23.09,-34.58,26.77,8.99,21531.0
300114,16.8717,70.9004,103.0636,129.4455,23.1786,中航电测,元器件,陕西,31.35,5.91,5.91,220067.91,147564.56,43665.64,20224.92,0.34,0.154,2.57,3.75,20100827,55163.81,0.93,19.64,28.23,35.51,12.96,15539.0
002153,62.7914,182.4943,278.4618,419.0287,66.9237,石基信息,软件服务,北京,142.27,4.84,10.67,713018.0,433815.25,32254.15,166440.42,1.56,0.063,4.99,7.16,20070813,253640.8,2.38,-3.18,6.58,50.2,12.6,26347.0
002301,29.0428,80.2821,97.50200000000001,140.0718,29.8486,齐心集团,文教休闲,深圳,60.53,6.4,6.42,470946.66,287760.34,42971.87,138914.31,2.16,0.047,3.83,2.94,20091021,61145.15,0.95,16.2,2.77,21.15,4.27,11803.0
600565,85.0927,110.9388,513.5345,669.4179,114.8122,迪马股份,全国地产,重庆,19.33,23.69,24.14,4793175.5,4340415.0,14958.61,248963.25,1.03,0.076,3.08,0.95,20020723,217728.52,0.9,10.47,79.51,37.44,6.96,97483.0
600630,21.3298,36.9183,107.2826,128.5067,23.546,龙头股份,纺织,上海,32.66,4.25,4.25,258556.17,214520.59,31549.48,93279.71,2.2,0.055,4.32,1.67,19930209,45485.09,1.07,13.75,10.39,28.46,2.38,78438.0
601996,22.4134,66.819,123.4898,120.2193,28.7927,丰林集团,林业,广西,30.12,9.45,9.58,246662.05,112481.82,60242.86,30416.8,0.32,0.03,1.99,1.82,20110929,60810.76,0.63,12.16,28.46,20.4,9.91,32008.0
600516,73.5217,411.8541,2019.1173,3620.4186,1894.4676,方大炭素,矿物制品,甘肃,5.66,17.19,17.89,1579945.88,1280554.88,160941.81,229517.13,1.28,1.0590000000000002,6.54,3.67,20020830,739107.44,4.13,408.4,2476.75,83.14,53.79,238626.0
002158,24.6352,82.7163,133.8293,226.9301,29.0889,汉钟精机,工程机械,上海,37.47,5.3,5.3,311877.84,219324.38,74447.75,40730.35,0.77,0.055,3.41,2.41,20070817,70710.9,1.33,16.24,3.49,35.37,8.5,49475.0
603100,23.6887,70.8773,110.7655,159.149,26.6495,川仪股份,电器仪表,重庆,31.02,2.59,3.95,472943.56,353872.72,49427.3,70549.46,1.79,0.067,5.12,1.64,20140805,78688.96,1.99,13.75,12.5,32.42,3.95,25295.0
600101,24.7198,43.0929,93.67299999999999,98.1036,27.1483,明星电力,水力发电,四川,20.93,3.24,3.24,305321.59,67503.56,189190.67,48712.42,1.5,0.084,6.5,1.08,19970627,115608.17,3.57,13.25,9.82,13.55,6.76,39096.0
600858,37.3142,49.9792,32.0829,49.1279,65.3196,银座股份,百货,山东,11.49,5.18,5.2,1173561.63,322604.19,380159.06,96548.25,1.86,0.126,5.93,0.97,19940506,149721.75,2.88,3.07,75.05,17.71,1.71,20929.0
300329,10.0136,20.225,30.9676,40.9805,14.3031,海伦钢琴,文教休闲,浙江,35.71,2.51,2.51,101715.97,69638.03,17270.63,34978.73,1.39,0.057,3.38,2.41,20120619,21777.35,0.87,22.57,42.84,28.75,12.69,28930.0
000420,33.8131,57.2566,82.8821,85.5941,10.3813,吉林化纤,化纤,吉林,28.39,16.63,19.71,699954.13,188457.86,268420.97,138956.16,0.71,0.04,1.45,1.56,19960802,-68515.59,-0.35,29.22,37.59,15.2,6.09,65949.0
002657,34.7742,92.7153,121.8343,-236.6612,29.4906,中科金财,软件服务,北京,37.81,2.76,3.38,382484.69,268223.75,2375.86,177320.19,5.25,0.2,7.66,1.97,20120228,41099.93,1.22,10.98,-27.21,29.08,11.03,62672.0
002344,88.7284,208.8904,256.7817,301.2623,115.7016,海宁皮城,商品城,浙江,13.29,12.71,12.83,1056237.75,207448.3,35503.51,186699.02,1.46,0.18100000000000002,5.77,0.83,20100126,387592.75,3.02,-10.6,11.17,52.38,28.99,41309.0
002541,47.941,111.1183,176.2172,209.5133,51.9733,鸿路钢构,钢加工,安徽,12.56,3.71,5.24,989324.88,700422.94,153152.94,212961.52,4.07,0.309,7.96,0.97,20110118,142594.25,2.72,70.16,45.65,17.92,5.18,16984.0
002668,48.1959,187.7612,300.2327,381.49199999999996,87.7444,奥马电器,家用电器,广东,36.42,6.54,10.84,1023482.88,721468.13,127077.55,113638.85,1.05,0.081,3.31,3.56,20120416,169135.19,1.56,36.19,82.06,29.99,5.22,14494.0
600774,7.1941,7.3020000000000005,7.7083,16.4667,8.1083,汉商集团,百货,湖北,123.08,2.27,2.27,169221.31,13943.29,110192.02,12876.03,0.57,0.046,2.59,4.32,19961108,15323.23,0.68,12.41,41.54,31.16,1.89,9014.0
300166,48.8337,103.6608,157.2789,430.7889,36.074,东方国信,软件服务,北京,93.7,8.11,10.49,505088.56,287052.63,21341.01,210651.25,2.01,0.034,4.22,3.05,20110125,126269.47,1.2,2.63,-26.13,46.3,15.64,39915.0
603688,14.9166,41.993,75.3134,107.8009,24.0694,石英股份,矿物制品,江苏,34.1,3.36,3.37,144628.63,78954.31,34320.28,46965.69,1.39,0.17300000000000001,3.91,3.02,20141031,45422.4,1.35,18.26,39.24,41.69,19.35,12116.0
002808,6.4644,16.0371,19.7406,30.4466,3.3149,苏州恒久,元器件,江苏,172.03,0.88,1.92,62647.88,44876.94,10709.07,13162.6,0.69,0.017,2.83,4.19,20160812,18819.75,0.98,-5.65,-48.72,25.18,5.45,16374.0
000686,193.3574,310.9466,640.9006,666.9466,132.9055,东北证券,证券,吉林,29.14,23.4,23.4,6308311.0,0.0,67765.11,574978.75,2.46,0.106,6.51,0.95,19970227,507178.41,2.17,-2.73,-20.06,0.0,12.09,114040.0
600367,13.2318,39.1231,74.7528,95.4736,21.2259,红星发展,化工原料,贵州,19.38,2.91,2.98,176541.42,104515.55,48145.89,28426.35,0.95,0.23,4.09,2.09,20010320,43775.7,1.47,12.94,68.24,29.43,9.07,37926.0
603855,9.0383,32.0735,63.7868,126.1046,21.1553,华荣股份,专用机械,上海,34.62,2.02,3.31,224346.41,170700.25,27860.64,67116.92,2.03,0.064,4.35,2.03,20170524,35383.23,1.07,60.76,134.06,51.16,7.38,26915.0
002361,22.9341,55.3142,82.5772,124.436,17.5029,神剑股份,化工原料,安徽,49.41,6.0,8.63,332574.06,219187.05,39610.68,48493.9,0.56,0.02,2.26,1.78,20100303,53053.53,0.62,3.79,-23.68,15.98,4.95,54820.0
600370,15.2316,29.0725,38.4987,44.0889,8.8252,三房巷,纺织,江苏,63.01,7.97,7.97,180742.8,149760.09,27573.3,5900.81,0.07,0.011000000000000001,1.6,1.74,20030306,31171.61,0.39,11.01,-42.06,10.26,3.26,31395.0
002144,20.5704,50.7979,72.4338,96.5476,,宏达高科,纺织,浙江,23.8,1.37,1.77,199359.63,57360.5,28557.05,69840.06,3.95,0.12,9.41,1.22,20070803,56230.82,3.18,-12.52,3.35,26.37,16.35,20756.0
300225,10.7201,26.0206,36.512,47.3549,7.6402,金力泰,染料涂料,上海,74.18,4.68,4.7,115179.45,73446.03,28317.15,2514.41,0.05,0.016,1.91,2.52,20110531,32102.0,0.68,-1.75,-28.73,21.19,4.5,9309.0
300192,8.664,9.5499,15.1757,5.7648,11.6074,科斯伍德,染料涂料,江苏,46.6,1.74,2.43,175340.8,73770.68,28007.59,20063.38,0.83,0.048,2.96,3.01,20110322,24250.4,1.0,134.24,33.97,35.64,4.91,11595.0
300505,7.6388,25.6143,38.918,60.5796,8.3041,川金诺,化工原料,云南,42.74,0.38,0.93,99069.63,45112.53,23116.06,27733.4,2.97,0.29,7.31,3.39,20160315,27371.38,2.93,14.96,5.76,27.56,6.47,21088.0
002627,11.4173,32.0373,95.6921,110.8294,10.9346,宜昌交运,公共交通,湖北,65.48,2.25,3.15,350595.63,195824.45,61768.0,132496.97,4.21,0.035,6.41,1.42,20111103,43228.8,1.37,22.98,-1.22,9.38,1.93,10105.0
603538,13.282,32.8296,35.5962,44.6774,7.867000000000001,美诺华,化学制药,浙江,23.3,0.89,1.44,202741.66,95555.7,40218.96,50696.32,3.52,0.313,8.05,1.81,20170407,52286.05,3.63,14.9,37.21,27.65,12.94,11346.0
000566,66.1432,113.5761,176.09599999999998,86.6266,72.3502,海南海药,化学制药,海南,29.32,11.03,13.36,1007004.19,542418.19,111854.97,338172.28,2.53,0.12,3.49,1.88,19940525,60920.82,0.46,51.06,31.61,62.23,12.97,43521.0
002417,4.1506,16.5452,8.7404,7.6718,-13.5729,深南股份,通信设备,江苏,0.0,2.24,2.7,39338.23,37979.8,162.58,40803.03,1.51,-0.05,1.24,6.69,20100601,-36985.5,-1.37,-81.29,-427.01,93.3,-164.21,18134.0
002176,45.3577,62.0784,210.6555,281.3044,197.8909,江特电机,电气设备,江西,18.8,14.42,14.69,1053309.75,557269.81,137655.95,173530.67,1.18,0.20800000000000002,2.92,2.68,20071012,101955.81,0.69,63.49,391.57,31.76,18.28,129693.0
000528,108.45,243.5878,279.642,322.93,289.5973,柳工,工程机械,广西,11.38,11.25,11.25,2442580.25,1668118.38,268005.38,339312.78,3.02,0.257,8.28,1.42,19931118,414408.0,3.68,70.75,143.38,22.77,6.47,84923.0
600302,14.8088,0.4958,-0.8291,-6.2567,-11.8766,标准股份,纺织机械,陕西,0.0,3.46,3.46,163138.63,127491.02,20143.67,34744.48,1.0,-0.034,3.46,1.23,20001213,27424.25,0.79,11.19,-180.2,18.8,-5.49,20662.0
000878,67.023,128.6478,224.9744,227.4691,,云南铜业,铜,云南,27.36,14.16,14.16,2881624.0,1415375.63,917728.69,434344.19,3.07,0.083,4.42,2.06,19980602,-23979.2,-0.17,-14.76,75.73,5.87,1.27,139093.0
603377,19.8296,112.8533,211.6347,234.9458,13.9404,东方时尚,汽车服务,北京,35.2,1.65,5.88,363032.97,105522.01,55306.05,56154.18,0.96,0.19399999999999998,2.89,4.73,20160205,37589.26,0.64,-9.99,1.09,50.44,21.82,9210.0
600278,43.2205,79.8254,105.5994,173.4424,50.5622,东方创业,商贸代理,上海,25.87,5.22,5.22,809394.06,476305.75,92595.86,96109.74,1.84,0.09699999999999999,7.79,1.29,20000712,124624.3,2.39,27.15,16.99,4.42,1.1,29100.0
002703,17.9477,39.7151,41.07899999999999,32.6561,-5.5462,浙江世宝,汽车配件,浙江,0.0,4.5,7.9,215858.7,127302.85,59174.53,18525.0,0.23,-0.006999999999999999,1.86,2.49,20121102,35891.64,0.45,8.3,-114.75,15.81,-0.99,40508.0
002165,19.0173,40.5862,54.7071,40.9028,2.9741,红宝丽,化工原料,江苏,112.54,5.27,6.02,324302.75,138908.0,65447.48,29652.24,0.49,0.017,2.46,1.57,20070913,50297.69,0.84,11.55,-74.5,11.8,0.83,38000.0
600543,13.3905,14.2472,24.6314,24.0919,14.2293,莫高股份,红黄药酒,甘肃,43.5,3.21,3.21,127800.97,45370.15,73471.71,46593.48,1.45,0.044000000000000004,3.55,2.17,20040324,23714.75,0.74,4.57,6.26,60.48,20.28,21200.0
603628,10.8745,24.0818,48.036,49.1228,2.7338,清源股份,电气设备,福建,211.84,0.89,2.74,224721.2,150493.86,63373.03,39603.45,1.45,0.01,3.4,2.49,20170112,24130.32,0.88,26.44,-74.86,32.34,2.0,28643.0
002634,8.0425,22.647,37.1064,48.2613,5.113,棒杰股份,服饰,浙江,95.35,2.7,4.61,112984.52,41603.87,25493.97,1312.54,0.03,0.011000000000000001,1.51,2.8,20111205,18729.85,0.41,18.68,-36.43,26.69,5.4,32445.0
603268,6.84,20.4047,32.1264,45.7472,11.7847,松发股份,陶瓷,广东,39.42,1.23,1.25,125536.52,50656.03,23517.92,25043.86,2.0,0.094,4.77,3.11,20150319,25722.1,2.06,39.84,72.29,38.95,8.81,8507.0
600743,81.0056,301.4031,473.5048,818.9493,-0.4157,华远地产,区域地产,北京,0.0,23.46,23.46,3487426.75,3191270.25,130484.77,127555.67,0.54,-0.0,3.12,0.79,19960909,339275.0,1.45,60.7,-100.51,28.67,-0.07,57195.0
603030,17.301,25.7502,48.6245,164.7556,37.9287,全筑股份,装修装饰,上海,24.0,5.34,5.38,644818.5,545904.06,47497.05,50527.26,0.94,0.134,3.09,2.08,20150320,58783.3,1.09,56.8,180.06,12.26,2.69,15321.0
000778,230.5839,501.0487,808.1472,1093.0318,377.5858,新兴铸管,钢加工,河北,8.5,39.21,39.91,4992410.5,2361039.75,1588575.5,868786.19,2.18,0.284,5.09,0.95,19970606,720701.25,1.81,-20.21,126.37,16.21,5.64,202655.0
300410,21.6545,81.7125,142.5655,197.5853,29.9993,正业科技,电器仪表,广东,18.02,1.84,1.96,324515.34,177463.02,15526.94,139833.25,7.13,0.586,10.76,1.96,20141231,52674.8,2.69,28.07,40.47,40.66,16.48,13033.0
601886,79.6991,241.5073,344.1732,466.46,95.40700000000001,江河集团,装修装饰,北京,22.32,9.41,11.54,2240556.75,1697733.38,104839.31,303710.72,2.63,0.083,6.04,1.22,20110818,253296.72,2.19,13.73,19.71,14.71,3.15,26754.0
300190,33.3577,70.1421,111.8864,138.7031,47.5126,维尔利,环境保护,江苏,23.17,7.35,8.14,607993.25,336273.09,42259.31,264442.72,3.25,0.057999999999999996,4.49,1.2,20110316,51143.89,0.63,11.83,42.43,36.06,14.27,18900.0
002509,54.0102,241.0859,413.2738,607.8994,54.1604,天广中茂,专用机械,福建,29.22,16.45,24.92,870773.81,591169.88,85949.53,122469.4,0.49,0.022000000000000002,2.05,1.24,20101123,131845.38,0.53,6.49,0.28,33.69,13.23,17407.0
300528,22.2145,65.45100000000001,68.892,112.4633,45.0281,幸福蓝海,影视音像,江苏,19.53,1.66,3.73,330875.5,210237.16,34413.32,85996.86,2.31,0.121,5.29,1.78,20160808,70094.28,1.88,41.01,102.7,39.67,9.18,37163.0
600517,41.9954,68.266,81.1111,239.43200000000002,-66.6741,置信电气,电气设备,上海,0.0,12.45,13.56,897101.38,685309.44,68116.88,37716.26,0.28,-0.061,2.45,1.46,20031010,137569.61,1.01,-31.66,-220.55,11.09,-4.6,55248.0
000521,61.3037,92.075,120.2223,32.4732,56.2619,长虹美菱,家用电器,安徽,35.04,8.03,10.45,1748556.38,1444912.25,149051.09,268438.81,2.57,0.049,4.82,0.71,19931018,92590.31,0.89,8.85,-44.95,16.32,0.55,60629.0
002686,16.522000000000002,64.5288,105.5438,140.5286,19.5541,亿利达,专用机械,浙江,36.88,3.26,4.43,328183.72,150186.31,58667.88,50635.57,1.14,0.044000000000000004,3.44,1.89,20120703,54253.61,1.22,32.96,18.35,29.84,6.82,13855.0
000547,62.0074,115.8377,178.4085,276.1258,79.7878,航天发展,通信设备,福建,32.34,9.66,14.3,744231.38,414277.0,62154.2,426306.25,2.98,0.055999999999999994,3.83,1.89,19931130,100991.43,0.71,24.24,28.67,47.3,15.4,110426.0
600118,58.1683,176.3644,255.7301,409.6005,60.0732,中国卫星,航空,北京,87.1,11.82,11.82,1018605.88,768848.06,122772.51,163995.98,1.39,0.051,4.44,3.99,19970908,229546.52,1.94,13.63,3.27,14.63,4.72,147378.0
300453,6.5641,20.0698,31.8529,42.3896,6.6595,三鑫医疗,医疗保健,江西,58.03,1.09,1.59,70599.15,29925.0,31264.22,16244.6,1.02,0.042,3.69,2.64,20150515,23331.42,1.47,44.54,1.45,28.98,5.57,13097.0
600272,5.6828,16.3154,20.0884,38.7305,8.0233,开开实业,中成药,上海,43.02,1.6,2.43,102925.99,50876.68,16933.36,1545.25,0.06,0.08800000000000001,2.07,3.65,20010228,13379.47,0.55,-5.35,31.05,26.31,4.81,32061.0
000616,47.3349,38.5779,4.4762,12.5363,-52.9358,海航投资,全国地产,辽宁,0.0,14.3,14.3,1018811.19,725476.19,589.92,20155.86,0.14,-0.037000000000000005,2.74,0.95,19961108,196664.92,1.38,40.77,-211.83,44.5,-363.21,99764.0
000631,66.423,302.3051,633.0685,765.0403,391.1831,顺发恒业,区域地产,吉林,5.33,24.33,24.33,1367826.25,1159248.38,5537.98,139033.52,0.57,0.161,2.66,1.29,19961122,226837.13,0.93,14.22,488.93,58.03,52.81,36321.0
600466,119.2716,283.2636,547.7781,1365.9504,301.5012,蓝光发展,区域地产,四川,12.93,29.73,29.84,11835234.0,10557069.0,105270.92,57634.21,0.19,0.14,3.43,1.56,20010212,590531.31,1.98,24.38,118.84,32.31,7.74,55000.0
300262,23.5777,119.8657,204.8144,143.4949,29.504,巴安水务,环境保护,上海,29.54,4.56,6.7,454549.31,215782.38,15747.25,90687.9,1.35,0.044000000000000004,3.22,1.61,20110916,53468.7,0.8,48.09,25.14,35.53,10.0,31139.0
002542,38.4672,87.3868,137.7966,236.558,43.6913,中化岩土,建筑施工,北京,50.88,6.84,18.11,767182.56,521077.09,127079.7,81111.43,0.45,0.024,2.03,2.42,20110128,86509.55,0.48,39.96,13.58,23.46,7.61,69633.0
002594,605.795,1722.914,2791.435,4066.478,102.425,比亚迪,汽车整车,深圳,289.33,11.38,27.28,18209554.0,10461975.0,4420535.0,2447442.0,8.97,0.02,18.75,2.32,20110630,2051002.0,7.52,17.54,-83.09,17.14,0.41,118420.0
600586,47.1946,103.8327,170.4717,144.4903,60.1735,金晶科技,玻璃,山东,11.99,14.44,14.58,998316.19,389306.69,445474.66,196885.31,1.35,0.138,2.98,1.11,20020815,83364.53,0.57,26.49,94.5,24.76,8.48,87597.0
300490,6.8672,18.2293,25.6088,57.1245,9.2271,华自科技,电气设备,湖南,78.1,0.91,2.29,234262.52,117797.1,14878.13,79786.65,3.49,0.04,5.34,2.36,20151231,21168.86,0.93,81.68,34.36,36.34,4.84,17083.0
600619,47.4126,114.3455,197.7852,281.2309,99.5115,海立股份,机械基件,上海,24.11,5.82,8.66,1405820.38,899827.69,359451.06,209946.05,2.42,0.115,4.92,2.25,19921116,102925.3,1.19,45.92,109.88,13.14,2.78,58530.0
002799,6.0781,12.9533,15.4568,22.6087,7.0506,环球印务,广告包装,陕西,74.05,0.77,1.5,83627.3,44130.26,26356.65,14836.07,0.99,0.09,3.55,3.75,20160608,20290.93,1.35,12.24,4.07,19.87,5.43,20057.0
002667,8.6468,14.745999999999999,24.4947,23.1615,9.2885,鞍重股份,工程机械,辽宁,50.83,1.64,2.31,89919.03,64390.71,12761.57,23378.92,1.01,0.061,3.33,1.87,20120329,26828.13,1.16,29.61,-3.94,38.39,15.08,12996.0
300226,5.8782,22.8259,33.9168,48.178000000000004,,上海钢联,互联网,上海,62.72,1.52,1.59,942340.19,903650.81,19163.07,72802.4,4.57,0.38,5.59,8.52,20110608,-1832.18,-0.12,39.81,165.01,0.73,0.14,13365.0
000728,241.8979,513.7183,890.3689,1203.7461,166.4049,国元证券,证券,安徽,48.88,29.46,33.65,8373437.0,0.0,136714.95,1261017.38,3.75,0.069,7.39,0.91,19970616,472209.91,1.4,-29.39,-54.9,0.0,20.88,110117.0
600353,12.4033,21.3063,30.8506,27.5771,10.4765,旭光股份,元器件,四川,42.47,5.44,5.44,161824.92,121643.11,31245.96,11375.75,0.21,0.057,1.84,2.64,20021120,33955.01,0.62,-6.45,46.0,18.51,6.52,48775.0
300165,17.6038,42.231,67.2004,103.7091,23.7248,天瑞仪器,电器仪表,江苏,22.72,3.04,4.62,223355.97,132507.63,19869.34,76782.93,1.66,0.051,3.56,1.31,20110125,35320.18,0.76,82.17,34.77,43.47,11.18,24862.0
603222,8.6668,19.9971,39.9519,52.8844,11.2138,济民制药,化学制药,浙江,58.33,3.2,3.2,197064.84,50477.0,40389.78,19973.96,0.62,0.08900000000000001,2.52,4.12,20150217,25896.0,0.81,22.82,42.1,45.27,8.14,19061.0
601500,29.2787,64.3834,107.484,147.4993,32.3587,通用股份,汽车配件,江苏,43.19,1.75,7.27,412155.25,218581.91,128134.6,74228.81,1.02,0.045,3.62,2.13,20160919,100370.93,1.38,8.28,10.52,13.95,3.32,62591.0
300625,23.2516,88.7419,172.1928,255.5639,36.4423,三雄极光,半导体,广东,33.83,0.91,2.8,285408.31,237126.72,29819.84,120833.67,4.32,0.13,8.2,2.15,20170317,70180.24,2.51,17.32,56.73,33.24,8.29,37420.0
000810,30.7991,54.4047,48.9144,94.3357,67.4538,创维数字,家用电器,四川,23.25,9.6,10.75,778389.44,644218.06,67528.21,41791.8,0.39,0.16,2.67,2.63,19980602,151365.06,1.41,3.29,198.53,16.6,4.58,49077.0
000861,35.5125,65.6233,116.0473,230.0266,35.7013,海印股份,房产服务,广东,41.28,20.2,22.5,1196644.0,685739.19,10584.76,2217.15,0.01,0.02,1.45,1.8,19981028,85058.71,0.38,28.03,0.53,37.51,5.75,97455.0
603012,27.886999999999997,77.3498,102.5874,144.6709,33.1145,创力集团,专用机械,上海,32.2,6.37,6.37,394951.84,292643.81,36786.8,86021.21,1.35,0.052000000000000005,4.06,1.65,20150320,96969.45,1.52,29.54,18.75,37.05,13.36,29517.0
002218,31.3105,87.0887,120.6518,163.1639,5.7562,拓日新能,半导体,深圳,145.52,12.16,12.36,592030.06,220631.41,273005.31,131576.06,1.06,0.005,2.3,1.18,20080228,27443.22,0.22,-44.99,-81.62,37.3,3.21,67944.0
300227,4.482,14.1372,49.3709,61.3792,10.0804,光韵达,元器件,深圳,56.17,1.52,2.22,106597.56,43214.28,39242.59,34657.53,1.56,0.045,3.21,3.17,20110608,21420.4,0.96,49.69,124.91,42.95,8.59,24800.0
600362,541.2509,830.2128,1580.6629,1604.1078,765.9586,江西铜业,铜,江西,16.15,20.75,34.63,9414652.0,6052269.0,1888642.75,1168963.88,3.38,0.221,13.95,1.02,20020111,1812488.75,5.23,13.27,41.52,3.19,1.51,147246.0
600054,46.7347,187.00599999999997,342.3032,414.0605,77.9619,黄山旅游,旅游景点,安徽,26.86,5.13,7.47,469195.75,199044.77,166495.02,50233.85,0.67,0.10400000000000001,5.57,2.01,19970506,215036.55,2.88,-9.79,66.82,43.09,31.81,48335.0
000407,24.217,42.556999999999995,80.4547,62.3025,32.9595,胜利股份,供气供热,山东,28.3,7.46,8.8,594468.31,191946.0,118021.35,101575.68,1.15,0.08199999999999999,2.55,1.81,19960703,22196.77,0.25,29.36,69.2,17.1,3.38,45733.0
600246,75.5804,51.1438,113.0044,356.1423,8.1996,万通地产,区域地产,北京,12.55,12.17,20.54,1402847.88,1009572.0,5642.33,354743.72,1.73,0.156,3.51,1.11,20000922,141898.56,0.69,137.08,525.6,29.46,14.05,53227.0
600333,18.4369,12.9591,-13.6064,56.4131,-22.1227,长春燃气,供气供热,吉林,0.0,5.3,6.09,538051.0,71165.86,355512.28,99027.61,1.63,-0.142,3.44,1.46,20001211,33665.71,0.55,11.11,-766.43,26.03,-11.73,50387.0
002280,71.0751,31.4539,33.3279,65.2342,103.8624,联络互动,软件服务,浙江,27.04,18.5,21.77,1364459.63,632395.5,91952.56,308688.38,1.42,0.048,3.14,1.64,20090821,80791.07,0.37,2018.24,46.13,15.8,2.71,141231.0
002308,26.8644,103.7552,175.8197,189.9053,30.9501,威创股份,电脑设备,广东,57.58,8.35,9.1,428011.66,185044.23,41031.55,150202.69,1.65,0.034,3.82,2.05,20091127,97986.11,1.08,20.02,15.21,54.58,14.32,41886.0
002430,38.703,98.338,207.24400000000003,360.704,156.5965,杭氧股份,化工机械,浙江,20.11,9.5,9.65,1127979.63,615135.44,421803.75,161671.09,1.68,0.162,4.95,2.64,20100610,185768.13,1.93,22.53,304.61,23.65,9.56,17306.0
300397,13.1948,20.3669,28.386,70.0917,-12.988,天和防务,通信设备,陕西,0.0,1.55,2.4,146951.84,75325.57,35895.9,52742.46,2.2,-0.21899999999999997,4.88,2.3,20140910,36287.45,1.51,-55.0,-357.68,39.62,-64.31,24161.0
600312,102.5186,350.2108,462.5878,630.5175,-31.9754,平高电气,电气设备,河南,0.0,13.57,13.57,1926636.63,1415894.75,297030.72,490188.25,3.61,-0.096,6.28,0.79,20010221,178730.7,1.32,-36.31,-137.33,11.38,-4.99,61925.0
603833,55.521,414.0902,944.5331,1300.132,73.5558,欧派家居,家居用品,广东,142.63,0.9,4.2,907635.81,345719.22,305120.53,296559.47,7.06,0.18,15.02,6.65,20170328,304045.94,7.23,31.58,32.48,33.91,3.86,9349.0
601901,404.8291,824.1945,1330.6304,,316.5343,方正证券,证券,湖南,39.14,82.32,82.32,15004346.0,0.0,53944.93,1637602.88,1.99,0.038,4.59,1.31,20110810,836262.75,1.02,-2.26,-21.81,0.0,24.45,220124.0
002500,140.4039,237.38400000000001,379.2215,408.9013,87.8008,山西证券,证券,山西,81.83,28.29,28.29,5656353.5,0.0,39089.2,671329.63,2.37,0.039,4.37,1.46,20101115,127217.9,0.45,41.99,-53.55,0.0,3.7,161931.0
300633,10.0645,73.6456,114.8426,190.0231,20.9262,开立医疗,医疗保健,深圳,54.55,1.22,4.0,147520.05,119038.72,5651.98,21453.45,0.54,0.295,2.91,11.05,20170406,48430.39,1.21,27.55,60.16,69.1,21.82,9485.0
002822,22.0666,66.4871,114.6869,160.75,30.2485,中装建设,装修装饰,深圳,27.32,3.06,6.0,431725.69,381976.69,15697.8,66066.03,1.1,0.05,3.44,1.6,20161129,72201.4,1.2,32.76,37.08,14.56,3.79,42147.0
