code,name,pe,roe2013,roe2014,roe2015,roe2016,roe2017,roe2018
01049,时富投资,10.95,-,0.66,3.11,-,8.95,0
01420,川控股,0.0,34.46,35.10,24.03,8.86,6.17,0
01232,金轮天地控股,80.0,8.97,6.34,0.35,6.75,11.19,0
00147,国际商业结算,-26.666999999999998,0,-,-,103.98,-,-
01148,新晨动力,3.4130000000000003,12.42,11.04,8.38,6.49,4.28,0
00370,国华,-7.0,-,-,-,-,2.26,0
06168,中国优通,34.848,21.93,13.60,8.37,-,-,0
02309,伯明翰环球,-0.9420000000000001,119.32,-,-,-,-,0
00179,德昌电机控股,14.505999999999998,0,12.00,11.32,9.37,11.94,11.49
00269,中国资源交通,-0.099,0,-,-,"3,334.92",94.04,46.97
00706,美丽中国控股,-3.75,-,-,-,-,-,0
00638,建溢集团,-13.472999999999999,0,1.73,-,-,20.56,12.95
06865,福莱特玻璃,3.0189999999999997,11.70,23.69,16.86,20.49,13.21,0
03608,永盛新材料,15.952,13.68,14.09,14.74,17.66,17.76,0
01321,中国新城市,2.185,15.67,11.11,14.69,2.84,8.37,0
02289,创美药业,20.699,10.63,14.84,6.36,12.75,9.81,0
01938,珠江钢管,30.0,1.15,-,0.59,-,-,0
02008,凤凰卫视,14.347999999999999,18.85,12.65,2.20,4.59,5.33,0
00592,ＢOSSINI INT'L,1.8159999999999998,3.05,15.84,14.38,29.46,0.51,0
00159,布莱克万矿业,-2.5469999999999997,-,-,-,-,-,0
00862,远见控股,-46.111000000000004,4.58,-,-,-,-,0
00491,汉传媒,-2.083,-,-,-,-,-,0
00260,幸福控股,-1.436,-,-,-,-,-,0
00769,中国稀土,-3.292,-,-,-,-,-,0
00312,岁宝百货,32.5,-,2.60,3.88,4.51,3.28,0
00077,进智公共交通,10.540999999999999,0,-,-,11.60,11.61,-
01678,中创环球,0.915,18.72,18.47,12.74,-,-,0
00821,汇盈控股,-47.5,-,-,-,-,-,0
00986,中国环保能源,-0.889,0,-,-,-,2.71,-
01237,中科生物,3.1180000000000003,26.07,11.39,3.86,-,-,0
02028,映美控股,5.0,18.51,21.25,19.82,18.99,4.02,0
01064,中华国际,5.426,2.95,1.97,3.52,7.12,2.04,0
01606,国银租赁,0.0,15.56,13.68,7.02,7.00,9.06,0
01656,亿仕登控股,14.615,4.44,6.65,7.28,4.25,6.99,0
00244,先施,-0.389,0,-,-,-,-,-
00724,瑞鑫国际集团,-8.0,-,-,-,-,-,0
00693,陈唱国际,17.647000000000002,18.87,3.00,2.63,1.66,4.30,0
00109,天成国际,-95.0,27.85,4.97,0.52,-,2.68,0
01166,星凯控股,-6.962000000000001,-,-,-,-,-,0
00351,亚洲能源物流,-4.333,-,-,-,706.64,68.68,0
02310,申基国际,-1.5819999999999999,-,-,95.67,-,-,0
02323,中国港桥,7.933,-,-,5.08,15.18,13.73,0
00630,隽泰控股,-5.832999999999999,203.45,-,-,-,-,0
00943,意科控股,-0.747,79.50,-,-,-,-,0
00871,中国疏浚环保,-0.675,10.33,5.19,-,3.26,3.26,0
00732,信利国际,6.1,23.46,15.80,11.93,8.67,0.80,0
02211,大健康国际,4.947,15.08,18.19,1.20,-,0,0
01536,煜荣集团,0.0,0,39.54,39.90,37.83,-,-
01341,焯陞企业,-12.692,0,18.34,10.21,-,0.12,-
02326,百灵达国际控股,4.111000000000001,0,-,10.48,51.21,17.49,34.24
01039,鑫网易商,-1.454,-,-,-,-,-,0
00076,南海石油,-0.655,11.63,-,-,-,-,0
00720,意达利控股,16.4,-,7.68,6.90,-,17.50,0
00137,金辉集团,-0.27699999999999997,3.01,-,-,-,-,0
00629,悦达矿业,-2.488,-,-,-,-,-,0
01332,中国透云,2.571,5.14,3.79,32.76,-,-,0
00674,文化地标投资,-1.226,0,-,-,-,-,-
00186,GRANDE HOLDINGS,-6.774,6.79,3.10,5.12,0,"1,267.12",41.27
01217,中国创新投资,-4.2,-,-,-,-,5.49,0
00812,西证国际证券,25.833000000000002,0,-,3.34,-,0.44,0
01197,中国恒石,5.597,18.74,24.06,17.33,21.32,16.06,0
00428,汇嘉中国,0.086,-,-,64.92,-,-,0
00197,亨泰,-1.536,-,-,-,-,-,0
01823,华昱高速,-1.4609999999999999,2.97,-,-,"5,186.63",71.63,0
00416,锦州银行,3.589,2.97,-,-,"5,186.63",71.63,0
00766,中盈集团控股,-0.618,0,-,-,-,-,-
00682,超大现代,-0.068,-,-,-,-,-,0
01613,协同通信,-0.431,0,6.93,6.47,-,-,328.21
01633,上谕集团,0.0,0,31.63,7.49,21.12,14.35,-
02223,卡撒天娇,-12.835999999999999,3.64,4.09,-,2.23,6.81,0
00172,金榜集团,2.667,0,6.02,5.07,5.35,-,-
00803,昌兴国际,-1.963,0,4.55,-,-,-,-
