name,business_income_2017_1,business_income_2017_2,business_income_2017_3,business_income_2017_4,business_income_2018_1,business_income_2018_2,business_income_2018_3,business_income_2018_4,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
乐普医疗,1031.6216,2182.6372,3290.3502,4537.6427,1435.8192,2954.63,4584.48,,医疗保健,北京,28.55,15.15,17.82,1539276.38,621454.56,124891.63,43452.46,0.24,0.642,3.81,6.41,20091030.0,383542.53,2.15,39.33,54.89,73.34,24.94,33933.0
东莞控股,329.6821,692.8667,1082.1845,1452.3023,378.3848,790.7277,1223.0623,,路桥,广东,11.01,10.4,10.4,1039863.81,350643.69,157248.09,114008.05,1.1,0.684,6.25,1.61,19970617.0,324966.91,3.13,13.02,-0.58,68.39,58.11,33258.0
天孚通信,87.1946,171.3804,251.6931,337.9924,99.0408,207.2115,324.5196,,通信设备,江苏,53.08,1.64,1.99,114788.15,78909.96,24778.1,39304.64,1.98,0.48,5.38,6.03,20150217.0,37957.35,1.91,28.93,8.17,49.3,28.09,13989.0
富森美,300.5262,633.9067,957.3876,1258.4572,328.2411,742.8354,1075.5877,,房产服务,四川,13.83,0.88,4.45,579088.38,170383.05,31424.77,111422.88,2.5,1.28,9.73,2.4,20161109.0,266889.84,6.0,12.35,11.34,70.46,52.41,27784.0
江中药业,429.1309,877.6655,1307.6458,1746.6425,460.3326,895.2310000000001,1291.5497,,中成药,江西,15.95,4.2,4.2,356446.19,212678.8,59949.68,43251.34,1.03,0.8420000000000001,7.72,2.32,19960923.0,211166.55,5.03,-1.23,10.18,67.98,27.38,32136.0
万孚生物,175.5821,448.4383,756.5548,1145.4845,354.5638,800.5678,1153.0344,,生物制药,广东,35.61,2.22,3.43,252222.34,167477.84,29863.9,89046.42,2.6,0.69,5.42,5.68,20150630.0,60321.91,1.76,52.41,45.32,60.64,19.29,11884.0
重庆水务,876.9801,2009.9699,3112.6452,4471.5556,976.3386,2286.7918,3613.5618,,水务,重庆,15.57,48.0,48.0,1865039.25,646103.0,750920.13,462315.19,0.96,0.29,2.94,2.05,20100329.0,332860.75,0.69,16.09,-6.99,45.63,38.51,46204.0
天银机电,188.1338,377.85900000000004,573.749,772.9737,187.8237,396.7749,577.1619,,元器件,江苏,26.76,3.98,4.32,192367.05,110321.72,17991.67,42074.2,0.97,0.22899999999999998,3.16,2.58,20120726.0,49478.31,1.15,0.59,-29.18,32.18,17.12,16518.0
北大荒,617.0865,1504.9086,2240.8547,2992.4146,688.2062,1762.2395,2565.4993,,种植业,黑龙江,12.55,17.78,17.78,857489.63,415421.06,310479.44,242022.13,1.36,0.5479999999999999,3.66,2.5,20020329.0,93556.28,0.53,14.49,27.97,80.47,37.96,96538.0
恒逸石化,8847.1092,28468.8775,47089.9328,64283.8481,15747.3201,39781.6829,60829.1928,,化纤,广西,13.29,22.74,28.42,5475417.0,2143210.0,866290.63,395813.84,1.39,0.97,6.22,2.21,19970328.0,770973.81,2.71,29.18,63.2,5.06,3.62,18916.0
春秋航空,2571.1096,5065.2386,8423.2084,10970.5899,3230.2099,6332.1055,10179.2525,,空运,上海,17.02,9.16,9.17,2610736.5,947909.81,1056820.38,489691.5,5.34,1.58,14.45,2.42,20150121.0,688365.75,7.51,20.85,18.89,15.77,13.87,16506.0
民生银行,36229.0,70535.0,105941.0,144281.0,36748.0,75417.0,115652.0,,银行,北京,5.05,354.62,437.82,596582720.0,0.0,4395900.0,5755500.0,1.31,0.975,9.17,0.72,20001219.0,19110600.0,4.36,9.17,6.07,0.0,36.91,385987.0
全信股份,119.0367,274.3296,469.6061,566.7556,138.9992,315.8686,494.6113,,电气设备,江苏,19.28,1.74,3.13,193519.91,106610.88,15674.37,74166.74,2.37,0.39899999999999997,5.14,2.0,20150422.0,52235.93,1.67,5.32,1.32,55.92,25.23,16430.0
同花顺,268.2109,604.9291,986.3336,1409.6983,237.9174,566.6069,909.7637,1386.8870000000002,软件服务,浙江,64.83,2.64,5.38,413073.22,359914.38,39518.94,35677.57,0.66,1.179,6.21,12.31,20091225.0,207774.94,3.86,-1.62,-12.64,89.47,45.71,43100.0
亚星客车,291.2993,857.7769999999999,1339.1596,2386.7298,261.9215,1108.7085,1597.0101,,汽车整车,江苏,59.83,2.2,2.2,474060.56,443383.59,22488.57,34209.4,1.55,0.087,0.89,7.88,19990831.0,-41576.7,-1.89,19.25,-21.63,18.41,1.21,22965.0
长城汽车,23198.6705,40992.8142,62991.9831,100491.6182,26228.7703,47957.822,65513.0758,,汽车整车,河北,13.77,60.28,91.27,10666494.0,6244808.0,2871607.5,141123.09,0.15,0.43,5.77,1.37,20110928.0,3590545.5,3.93,4.0,36.36,18.23,5.99,78781.0
青青稞酒,452.5488,669.3238,935.3542,1318.362,475.3625,698.5524,951.6911,,白酒,青海,46.19,4.5,4.5,271965.94,131869.81,100510.11,86060.8,1.91,0.193,5.26,2.26,20111222.0,92024.43,2.04,1.75,-21.2,65.92,9.12,22418.0
中炬高新,974.197,1804.2268,2728.6655,3609.3717,1153.5997,2174.0004,3164.506,,食品,广东,39.36,7.97,7.97,570249.06,346065.72,119285.63,28205.24,0.35,0.61,4.52,7.08,19950124.0,210444.72,2.64,15.97,36.95,39.07,15.35,23957.0
陕天然气,2661.6134,4070.5293,5388.4636,7642.9498,2896.8366,4285.0022,5800.3383,,供气供热,陕西,19.8,11.12,11.12,1161832.63,243672.8,660048.81,128990.01,1.16,0.314,5.08,1.63,20080813.0,252621.05,2.27,7.64,34.5,12.61,6.01,40410.0
上海凯宝,457.3974,933.2624,1253.4536,1569.9160000000002,520.8914,906.6501,1149.9299,,中成药,上海,15.37,10.62,10.71,278766.25,222538.77,30302.98,862.45,0.01,0.223,2.33,1.96,20100108.0,120079.4,1.12,-8.26,-9.86,83.3,20.74,39713.0
启迪古汉,71.4116,159.9364,218.9755,343.5392,59.1798,100.7573,128.82,,中成药,湖南,0.0,2.23,2.39,82137.57,46441.55,15698.2,43949.56,1.84,-0.047,2.39,3.19,19960119.0,-15274.3,-0.64,-41.17,-176.74,47.66,-8.7,14030.0
隆平高科,819.6382,1103.6283,1258.8676,3190.0193,814.0068,1348.7722,1456.5724,,种植业,湖南,199.38,9.65,13.17,1332861.63,596845.94,115546.82,224449.92,1.7,0.06,4.29,3.63,20001211.0,194835.72,1.48,15.7,-51.86,45.74,5.3,58894.0
天康生物,1039.3934,2269.4733,3466.0999,4630.0257,996.3664,2286.0987,3710.8343,,饲料,新疆,20.17,9.63,9.63,678431.38,425862.94,166601.8,56632.44,0.59,0.27,3.22,2.25,20061226.0,140855.22,1.46,7.06,-19.12,20.97,6.99,50657.0
孚日股份,1173.1279,2361.2829,3483.8482,4821.6754,,2577.8229,3806.384,,纺织,山东,11.36,8.65,9.08,758932.63,356377.66,278028.59,126124.97,1.39,0.365,3.7,1.49,20061124.0,97901.81,1.08,9.26,1.35,20.56,8.7,52898.0
伟隆股份,57.0281,132.8171,202.5809,286.4309,58.816,143.1256,232.4189,,机械基件,山东,37.82,0.29,1.17,71912.3,45391.14,12393.78,22415.6,1.92,0.45,5.05,4.45,20170511.0,21342.9,1.83,14.73,19.31,36.62,22.39,13545.0
恩华药业,838.3007,1678.0579,2518.5854,3393.677,926.2003,1865.6748,2888.9822,3858.1686,化学制药,江苏,19.42,8.84,10.2,391028.0,279589.47,75527.15,11069.53,0.11,0.414,2.78,3.85,20080723.0,162162.09,1.59,14.71,22.52,54.31,14.61,22741.0
经纬纺机,1198.9607,2624.9002,4400.0255,6414.2024,1225.1036,3348.8464,5184.7489,,纺织机械,北京,16.33,2.94,7.04,3913206.0,1455232.25,140076.56,190433.94,2.7,0.7170000000000001,11.43,1.37,19961210.0,381558.31,5.42,17.83,-39.44,50.0,9.74,36648.0
艾迪精密,139.0702,306.6896,470.2538,641.3293,216.8491,503.6023,749.7807,1020.6529,专用机械,山东,31.44,0.85,2.6,168765.34,70983.4,64701.51,26970.55,1.04,0.8640000000000001,3.93,6.92,20170120.0,44095.12,1.69,59.15,61.2,42.85,22.06,5800.0
涪陵榨菜,343.4169,793.0402,1226.8784,1520.2387,507.2945,1063.5202,1545.1295,,食品,重庆,29.4,7.8,7.89,289529.81,179886.17,69304.93,2129.11,0.03,0.6629999999999999,2.96,8.79,20101123.0,137783.25,1.75,25.94,72.16,55.73,33.86,31868.0
新疆天业,966.6304,2288.8294,3477.1932,4977.1626,1133.1135,2435.3865,3536.6464,,化工原料,新疆,12.0,8.32,9.73,905494.13,236555.8,523309.66,132863.88,1.37,0.324,4.74,1.09,19970617.0,205054.52,2.11,1.71,-38.36,27.26,8.9,53711.0
梦百合,481.4679,1043.3809,1659.0165,2338.8036,611.2201,1282.9911,2104.3706,,家居用品,江苏,38.82,0.82,2.42,282386.44,178510.38,54904.63,89032.56,3.68,0.46,6.82,3.47,20161013.0,43013.85,1.78,26.84,-23.84,30.1,5.25,19492.0
旗滨集团,1634.9683,3498.2957,5492.7004,7585.0041,1658.4297,3769.9656,6061.6562,,玻璃,湖南,9.19,26.09,26.88,1282090.5,194808.8,848934.38,187367.5,0.7,0.36,2.76,1.58,20110812.0,273653.88,1.02,10.36,16.27,30.24,15.82,82162.0
华东电脑,1320.4093,2924.133,4459.9201,6597.8122,1437.6283,3205.3642,4954.6376,,软件服务,上海,24.38,4.24,4.24,530580.13,518221.69,2856.43,1814.4,0.04,0.6,5.39,3.58,19940324.0,178758.44,4.22,11.09,12.1,15.93,5.08,20606.0
新奥股份,1772.4972,4614.1943,7012.3832,10035.6329,2941.1754,6645.0052,9796.7584,,农药化肥,河北,9.93,12.29,12.29,2279461.0,597533.25,500616.44,180264.45,1.47,0.88,6.9,1.62,19940103.0,500439.19,4.07,39.71,169.33,23.58,10.56,29379.0
神雾环保,667.298,2064.136,3372.2719,2809.3935,66.3268,85.0223,97.8136,,环境保护,北京,0.0,7.22,10.1,680608.81,612870.06,0.0,35107.55,0.35,-0.245,2.51,1.59,20110107.0,108715.35,1.08,-96.12,-153.22,43.94,-252.71,56012.0
华域汽车,34002.1525,68394.0009,103745.5595,140487.2505,40248.4302,81626.6428,118798.5895,,汽车配件,上海,7.76,31.53,31.53,13373663.0,8290651.0,1913321.0,1290007.25,4.09,2.019,13.94,1.5,19960826.0,2435049.75,7.72,14.51,32.13,13.83,5.36,55020.0
三超新材,39.4866,88.9939,163.7225,283.9139,138.5753,218.4307,273.2446,,矿物制品,江苏,20.12,0.47,0.94,70930.09,44203.07,20576.92,21898.2,2.34,0.6779999999999999,5.42,3.36,20170421.0,20081.5,2.15,66.89,55.21,45.98,23.23,10844.0
国药股份,3568.0036,17604.0794,27067.6566,36284.7463,9129.9202,18771.0911,28777.1165,,医药商业,北京,14.89,2.78,7.64,2083392.0,1877024.75,55859.85,233652.2,3.06,1.2429999999999999,11.49,2.15,20021127.0,523799.5,6.85,6.32,13.73,8.77,3.3,23681.0
天士力,3347.6638,7264.4692,11161.8025,16094.15,3952.3502,8475.9463,13024.6558,,中成药,天津,16.82,15.13,15.13,2429929.75,1718081.75,344507.81,189674.97,1.25,0.905,6.86,2.96,20020823.0,611116.0,4.04,16.69,20.24,35.34,10.51,45168.0
天健集团,1802.7668,3114.9770000000003,4544.7457,6749.5936,1000.5602,3463.3515,4642.635,,建筑施工,深圳,36.13,14.37,14.37,2959995.75,2587319.5,30278.86,204128.84,1.42,0.121,4.38,1.34,19990721.0,200777.23,1.4,2.15,-67.91,17.82,3.76,35359.0
奇正藏药,193.8916,458.2885,691.5397,1053.1509,227.0096,542.3083,856.2478,,中成药,西藏,34.93,4.06,4.06,230246.95,152711.59,14521.27,41094.12,1.01,0.605,5.0,5.64,20090828.0,93290.61,2.3,23.82,18.14,88.22,28.7,18264.0
欧普康视,57.9556,,222.3758,311.6291,77.2286,173.7358,330.1582,,医疗保健,安徽,47.71,1.38,2.24,118178.26,97307.13,12715.45,36677.34,1.63,0.75,4.28,10.97,20170117.0,36778.35,1.64,48.47,46.73,78.66,50.12,9473.0
上汽集团,193168.3487,390107.8589,598419.4182,857977.7179,234852.5098,457178.4841,663164.8426,,汽车整车,上海,8.96,115.03,116.83,73431400.0,41738780.0,6542812.5,5479218.0,4.69,2.369,19.75,1.43,19971125.0,11082124.0,9.49,10.82,12.31,13.37,4.17,96641.0
南京银行,6230.536999999999,12425.083,18567.113999999998,24838.737,6699.781,13495.729,20191.491,,银行,江苏,5.57,84.82,84.82,121709672.0,0.0,753978.81,1324221.13,1.56,1.011,7.64,0.98,20070719.0,2692772.0,3.17,8.75,15.35,0.0,42.46,119180.0
天虹股份,4751.2709,8983.0003,12938.7588,18536.2847,5221.2374,9523.488000000001,13834.1243,,百货,深圳,16.72,12.0,12.0,1547667.5,839890.19,376104.25,130909.15,1.09,0.561,5.28,2.37,20100601.0,342339.19,2.85,6.92,36.94,27.24,4.87,19111.0
