name,business_income_2017_1,business_income_2017_2,business_income_2017_3,business_income_2017_4,business_income_2018_1,business_income_2018_2,business_income_2018_3,business_income_2018_4,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
齐峰新材,771.2139999999999,1660.2034,2572.9318,3573.3107,869.1283,1838.9602,2845.8520000000003,,造纸,山东,42.91,4.25,4.95,425525.06,268817.41,139938.34,199039.47,4.02,0.107,6.81,0.9,20101210.0,76513.71,1.55,10.61,-59.0,11.79,1.86,31184.0
银江股份,352.5529,935.0627,1300.5632,1942.2212,482.1882,1081.634,1518.5529999999999,,软件服务,浙江,309.56,6.28,6.56,605527.44,427569.59,48598.53,158363.5,2.41,0.019,4.96,1.57,20091030.0,83802.96,1.28,16.76,-89.94,25.95,0.81,52827.0
中国化学,10514.5554,24944.0946,38345.3884,58571.4273,14918.583,34008.1817,53622.0265,,建筑施工,北京,13.93,49.33,49.33,9612189.0,7829424.0,825252.13,551445.94,1.12,0.33,5.99,1.02,20100107.0,1884711.25,3.82,39.84,25.78,10.94,3.03,91676.0
汉王科技,126.0384,262.1507,403.2711,604.3857,137.3478,296.7363,468.2716,,电脑设备,北京,110.41,1.78,2.17,113697.36,81521.9,19003.9,102572.9,4.73,0.124,3.98,4.57,20100303.0,-38374.68,-1.77,16.12,-19.31,42.65,5.73,54856.0
德联集团,453.4582,1189.3928,1941.6960000000001,3145.1949,699.5621,1752.7548,2647.4993,,化工原料,广东,28.86,4.43,7.54,368413.63,255313.52,52862.96,98210.15,1.3,0.126,3.87,1.25,20120327.0,113335.15,1.5,36.35,6.85,15.11,3.59,40739.0
新华联,856.9875,2219.9467,3704.2183,7441.4048,1044.4717,2966.1001,6167.8029,,全国地产,北京,21.12,18.97,18.97,5461781.5,3600678.0,401867.75,211805.3,1.12,0.161,3.5,1.3,19961029.0,372968.41,1.97,66.5,27.7,32.36,4.96,39263.0
凯撒文化,131.1655,282.6236,459.1854,703.8717,145.3767,298.0679,436.7067,,互联网,广东,22.38,8.04,8.14,470112.81,93415.11,3313.2,214386.55,2.63,0.22899999999999998,4.84,1.41,20100608.0,80777.25,0.99,-4.9,22.58,61.21,42.59,25410.0
恒星科技,648.3657,1364.9501,2164.5583,3046.1752,653.2864,1451.934,2284.3802,,钢加工,河南,0.0,12.54,12.56,608680.38,301343.06,149337.48,105649.51,0.84,-0.013999999999999999,2.24,1.35,20070427.0,40323.76,0.32,5.54,-117.58,13.53,-0.77,48800.0
双塔食品,396.3834,813.8006,1149.6292,2067.9337,719.8492,1119.7558,1792.7359,,食品,山东,62.88,11.07,12.43,387315.19,122604.11,113592.27,61717.98,0.5,0.04,2.05,1.65,20100921.0,67413.28,0.54,55.94,-26.08,12.32,2.8,54103.0
汇金通,165.6097,365.8184,562.4004,802.7073,194.9176,417.2445,639.3485,,钢加工,山东,54.23,0.78,1.75,188950.06,148619.86,24147.6,45346.9,2.59,0.14800000000000002,5.02,2.13,20161222.0,22437.45,1.28,13.68,-28.67,18.25,4.05,16230.0
先锋电子,62.0516,134.9092,218.4658,309.8099,64.562,134.1821,213.2241,,电器仪表,浙江,85.98,1.24,1.5,82245.75,71424.05,1338.03,28725.41,1.92,0.134,4.71,3.27,20150612.0,21543.6,1.44,-2.4,-30.34,33.76,9.44,14967.0
安徽水利,2125.3726,13893.0241,24013.3999,35457.0951,7382.9358,16309.966999999999,25692.6457,,建筑施工,安徽,12.4,9.11,17.21,7092352.0,5565132.0,296734.5,167003.88,0.97,0.252,3.83,1.09,20030415.0,258268.45,1.5,6.99,0.34,8.59,1.69,67629.0
南都电源,1878.5694,3719.2413,6353.6098,8636.8126,1886.0884,4129.9645,6588.6435,,电气设备,浙江,23.76,6.21,8.78,1311725.25,756895.19,226266.09,394460.28,4.5,0.5,7.26,2.16,20100421.0,144038.91,1.64,3.7,18.35,14.81,6.58,43221.0
聚隆科技,96.3491,186.6545,298.6632,477.0191,51.5522,117.089,202.0613,,专用机械,安徽,56.55,2.0,2.0,145720.2,125987.17,10719.11,43395.46,2.17,0.124,6.06,1.54,20150610.0,52662.82,2.63,-32.34,-52.03,27.0,12.23,15968.0
东阳光科,1595.2341,3455.675,5431.6535,7411.9035,2027.4259,4584.6334,8579.2522,,铝,广东,23.46,24.59,30.14,1929422.38,860496.63,510804.81,67159.28,0.22,0.32,2.18,3.99,19930917.0,269004.13,0.89,32.55,54.16,34.39,9.77,74680.0
亚威股份,241.6766,639.381,957.383,1439.0393,269.5242,765.3038,1140.5784,,机床制造,江苏,25.1,3.07,3.73,247597.42,166193.52,40251.62,80534.25,2.16,0.233,4.36,1.79,20110303.0,41294.12,1.11,19.13,38.43,27.44,7.62,38763.0
中南建设,5712.2175,12668.8844,19020.1721,30552.3275,11347.2577,15315.9774,29995.853,,建筑施工,江苏,16.62,37.0,37.1,21866746.0,20441846.0,309424.09,264584.03,0.71,0.342,4.13,1.83,20000301.0,859020.19,2.32,57.71,223.14,21.33,4.22,42756.0
欧比特,135.1508,325.0002,479.5721,738.8514,175.1885,375.9742,577.9995,,半导体,广东,60.21,4.99,7.02,385760.84,212443.72,37061.03,202420.69,2.88,0.14,4.57,2.29,20100211.0,44973.8,0.64,20.52,0.73,40.14,15.83,45956.0
东方日升,1653.3214,5778.1356,7476.1219,11451.7588,2081.0084,4746.5165,6841.2733,,半导体,浙江,30.2,6.83,9.04,1794649.25,1060963.75,411749.47,509759.31,5.64,0.233,8.29,1.13,20100902.0,145988.31,1.61,-8.49,-51.04,16.46,3.09,41117.0
光华科技,259.7494,564.2404,915.7947,1299.1914,357.2394,778.6251,1194.738,,化工原料,广东,32.06,3.21,3.74,229941.41,131500.97,37548.59,31307.36,0.84,0.349,3.21,4.65,20150216.0,47673.03,1.27,30.46,83.67,24.94,10.95,25965.0
江龙船艇,65.1628,187.7317,289.7759,422.9705,55.313,167.1043,285.8986,,船舶,广东,136.93,0.6,2.03,82576.65,51052.71,17791.74,969.05,0.05,0.07200000000000001,1.59,8.29,20170113.0,9683.96,0.48,-1.34,-32.11,19.71,5.11,19034.0
号百控股,1221.7777,2426.0776,3730.6631,5565.621999999999,832.9648,1572.8005,2547.3558,,酒店餐饮,上海,40.93,5.89,7.96,617237.94,483791.59,76242.36,238343.84,3.0,0.23199999999999998,5.53,2.29,19930407.0,98020.4,1.23,-33.41,-21.37,26.67,7.25,27985.0
中国天楹,238.7769,542.1971,993.4315,1611.8141,291.8569,863.2463,1367.3635,,环境保护,江苏,59.27,12.81,24.39,840689.31,173624.27,130080.32,167896.45,0.69,0.12,2.36,2.29,19940408.0,106273.4,0.44,37.64,18.76,36.12,12.19,37497.0
领益智造,3431.7275,7442.6262,11794.6074,15925.1698,4275.8049,9817.2826,16090.2608,,元器件,广东,0.0,14.88,68.25,2293379.0,1321016.75,539922.0,686836.25,1.01,-0.05,1.52,2.95,20110715.0,172813.81,0.25,186.04,-133.91,18.19,-2.19,120694.0
中原环保,219.6783,464.211,710.5503,976.3021,257.7876,481.9369,720.8037,,环境保护,河南,16.0,5.22,9.75,779738.63,212046.84,288623.03,386734.5,3.97,0.278,5.85,1.01,19931208.0,58502.81,0.6,1.44,0.6,46.12,37.53,28826.0
兆新股份,130.377,289.2643,435.0071,654.1193,170.15099999999998,333.0244,491.6215,,染料涂料,深圳,56.92,12.47,18.82,409997.13,105541.11,155570.31,2895.4,0.02,0.045,1.18,2.87,20080625.0,26811.06,0.14,13.01,-7.69,39.88,17.1,92342.0
振东制药,718.0466,1613.6676,2367.936,3731.6026,772.6225,1620.1196,2382.2248,,中成药,山西,59.41,8.51,10.33,740312.88,324252.91,99025.2,379818.09,3.68,0.06,5.41,0.87,20110107.0,67294.68,0.65,0.6,-74.66,64.12,2.58,23325.0
中电环保,135.5061,330.8411,471.4655,680.448,137.9458,405.9873,612.2037,,环境保护,江苏,23.66,3.46,5.22,226507.59,135894.0,11152.58,17370.24,0.33,0.18899999999999997,2.59,2.3,20110201.0,58559.4,1.12,29.85,23.86,34.56,16.09,38187.0
浪潮软件,291.3429,451.3555,709.6532,1302.1525,207.1137,391.5081,633.8696,,软件服务,山东,47.02,3.24,3.24,288184.38,168552.48,17348.63,104947.95,3.24,0.309,6.84,2.83,19960923.0,75498.8,2.33,-10.68,238.27,52.03,15.81,77145.0
立昂技术,122.8401,440.6233,683.0435,973.2019,88.0539,242.9317,470.3589,,通信设备,新疆,84.24,0.48,1.45,138042.02,97885.28,15274.35,12127.82,0.83,0.35,4.42,6.34,20170126.0,20238.81,1.39,-31.14,-38.26,25.15,7.72,13200.0
诺邦股份,104.0773,238.0042,375.6018,618.3488,188.1114,420.0311,670.2579,,纺织,浙江,40.54,0.3,1.2,143025.47,66978.81,40939.65,32785.35,2.73,0.34600000000000003,6.74,2.78,20170222.0,32409.75,2.7,78.45,16.29,23.76,6.2,14627.0
陇神戎发,57.8472,130.3682,193.2018,269.587,,110.9624,153.3525,,中成药,甘肃,133.45,2.03,3.03,77857.15,26932.73,29423.88,23148.81,0.76,0.035,2.38,2.63,20160913.0,15780.15,0.52,-20.63,-17.49,40.12,6.94,23926.0
太安堂,764.3159,1578.016,2214.6071,3238.9406,680.2301,1546.9407,2325.1692,,中成药,广东,20.63,7.37,7.67,850483.63,460262.25,188425.63,294629.25,3.84,0.201,6.61,0.84,20100618.0,129273.47,1.69,4.99,-24.83,33.32,6.64,53068.0
淮北矿业,186.0105,418.9834,667.9175,956.5012,169.2252,448.0603,44828.0052,,煤炭开采,安徽,7.76,2.63,21.12,5884096.0,1187303.0,3021243.25,576684.75,2.73,1.166,7.16,1.68,20040428.0,614642.19,2.91,13.15,6.93,17.62,5.49,15371.0
陕西黑猫,2168.1503,5097.1606,7714.5062,9583.4754,2209.6216,4542.5039,7325.0218,,焦炭加工,陕西,28.22,11.22,12.54,1419884.63,641404.44,356997.91,290199.31,2.31,0.162,4.45,1.37,20141105.0,128056.71,1.02,-5.05,20.77,11.43,2.78,47259.0
富瑞特装,320.2424,808.2395,1178.7005,1745.5666,230.3342,544.112,900.5129,,化工机械,江苏,0.0,4.06,4.74,431294.25,271366.47,104314.49,91000.86,1.92,-0.084,3.72,1.67,20110608.0,31741.5,0.67,-23.6,-179.03,25.73,-4.44,40824.0
永清环保,228.3199,,872.4361,1228.9389999999999,145.4927,387.1178,753.1478,,环境保护,湖南,153.33,6.35,6.45,343968.31,177286.72,48518.44,39452.03,0.61,0.031,2.52,2.5,20110308.0,54014.45,0.84,-13.67,-76.24,19.89,2.64,24576.0
司尔特,487.4311,1014.9149,1837.0277,2602.7212,480.4647,1221.4941,2191.9789,,农药化肥,安徽,16.06,6.98,7.18,545604.88,273766.75,132592.27,137552.52,1.92,0.259,4.74,1.17,20110118.0,115887.07,1.61,19.32,41.81,22.14,8.49,46161.0
同德化工,127.1821,268.4472,569.0712,709.7164,144.5625,450.0612,725.9501,,化工原料,山西,14.72,2.97,3.92,140377.92,64131.48,35678.68,3115.7,0.08,0.31,2.75,2.11,20100303.0,57795.76,1.48,27.57,73.62,41.34,15.96,21907.0
上海电气,13034.616000000002,36114.606,58647.55,79543.79400000001,18419.99,51273.997,69905.398,,电气设备,上海,28.51,99.9,147.25,20973446.0,15253789.0,1446379.63,1653450.5,1.12,0.15,3.86,1.45,20081205.0,2038476.75,1.38,19.2,15.54,20.01,3.1,307107.0
东风汽车,3835.7322,8145.887,12996.4152,18300.8777,2457.7774,5789.1658,9242.8278,,汽车整车,湖北,15.44,20.0,20.0,1720149.75,1268696.88,156645.42,61459.0,0.31,0.207,3.51,1.21,19990727.0,361897.88,1.81,-28.88,258.73,11.37,4.48,130386.0
中珠医疗,240.0091,364.9316,620.4606,981.0238,250.1492,437.3288,515.9149,,区域地产,湖北,156.08,15.65,19.93,710935.56,417353.59,53576.73,298950.78,1.5,0.013000000000000001,3.0,0.9,20010518.0,89113.46,0.45,-16.85,-89.71,50.35,5.01,45242.0
浩丰科技,102.3428,211.9343,328.6802,548.0893,125.8724,229.5138,327.0558,,软件服务,北京,94.41,2.75,3.68,178165.36,85131.6,14571.57,80063.71,2.18,0.044000000000000004,4.08,1.35,20150122.0,31034.03,0.84,-0.49,-62.91,22.95,4.94,30086.0
光洋股份,341.8271,695.9485,1035.3506,1460.6192,350.4055,703.1375,1014.2792,,汽车配件,江苏,155.17,3.72,4.69,229455.13,108383.85,93781.5,75001.61,1.6,0.047,3.25,3.02,20140121.0,27023.45,0.58,-2.04,18.5,21.64,2.19,36583.0
科陆电子,710.1602,1525.4093,2806.8187,4376.0258,802.1546,1971.5789,2976.0997,,电器仪表,深圳,278.87,9.06,14.08,1555498.0,745784.81,363486.56,191389.52,1.36,0.013999999999999999,3.42,1.53,20070306.0,135414.52,0.96,6.03,-92.69,29.04,0.67,61425.0
首创股份,1769.2223,4173.4492,6319.0042,9285.4684,2117.0614,4579.4767,7612.0675,,环境保护,北京,39.74,48.21,56.85,6356714.5,1385312.38,648409.75,124567.65,0.22,0.09,1.75,2.29,20000427.0,194466.05,0.34,20.46,1.44,32.86,5.64,241174.0
北巴传媒,856.5521,1811.6936,2893.1216,4089.1764,1003.4459,2053.7865,3349.6339,,公共交通,北京,42.03,8.06,8.06,453356.25,207199.27,120803.97,23846.96,0.3,0.08,2.17,2.06,20010216.0,50497.05,0.63,15.78,-20.58,17.31,1.92,30115.0
卫宁健康,167.2905,420.2906,689.3023,1203.7563,205.6434,546.8538,924.9787,,软件服务,上海,79.53,13.08,16.22,391911.72,179960.16,36688.23,49921.73,0.31,0.11900000000000001,1.84,6.86,20110818.0,87358.46,0.54,34.19,44.12,49.78,20.82,75494.0
湖南发展,65.0308,148.8392,207.7139,244.4877,55.225,128.8986,193.542,,水力发电,湖南,32.35,4.64,4.64,318223.25,107751.13,156919.31,213461.47,4.6,0.16899999999999998,6.11,1.19,19970522.0,20541.17,0.44,-6.82,-16.02,45.37,40.54,40336.0
中材节能,331.0837,752.3788,1206.9636,1683.9114,324.33799999999997,831.7028,1291.0638,,环境保护,天津,30.56,6.11,6.11,350976.69,227193.41,84612.56,7177.46,0.12,0.15,2.67,2.3,20140731.0,83855.28,1.37,6.97,-5.51,21.13,7.11,55276.0
柘中股份,57.9544,136.1988,219.7829,453.2126,164.4972,291.3042,442.4344,,电气设备,上海,85.23,3.92,4.42,241610.47,64404.68,33713.35,52081.5,1.18,0.11800000000000001,4.58,2.93,20100128.0,75851.1,1.72,101.31,-78.63,21.81,11.8,34230.0
易华录,514.6025,,1683.8407,2993.3563,534.3771,1264.7195,1913.5105,,软件服务,北京,75.97,4.24,4.52,948379.31,677018.13,35458.28,156640.77,3.47,0.25,6.66,3.72,20110505.0,76596.5,1.69,12.88,30.56,34.05,5.78,22394.0
科信技术,125.3289,293.0126,480.0567,671.4925,126.8312,297.5028,426.3915,,通信设备,深圳,110.64,0.72,2.08,101886.72,74879.9,8946.61,25612.7,1.23,0.1,3.57,4.12,20161122.0,24590.2,1.18,-11.18,-48.6,33.61,4.86,22199.0
法尔胜,622.7287,1197.3979,1723.5077,2004.2958,516.3543,992.0654,1369.9129,,钢加工,江苏,43.87,3.8,3.8,806402.44,685765.38,15882.92,1377.54,0.04,0.10400000000000001,2.29,2.65,19990119.0,44750.4,1.18,-20.52,110.06,11.26,2.88,39068.0
长荣股份,237.6062,492.2184,811.4837,1129.7656,329.92,669.8627,968.9637,,轻工机械,天津,26.08,3.03,4.33,544243.06,258325.34,64993.05,280557.69,6.47,0.27899999999999997,8.28,1.17,20110329.0,39056.35,0.9,19.41,0.38,43.75,12.48,18840.0
益盛药业,226.2737,491.6393,747.4974,1034.4424,257.2528,523.4722,750.0635,,中成药,吉林,30.23,2.26,3.31,260735.77,207845.63,42744.39,83452.77,2.52,0.161,5.56,1.16,20110318.0,57656.93,1.74,0.34,20.7,76.59,7.08,22971.0
万润科技,466.9192,1280.6853,2061.8721,3042.1318,967.7301,2155.6317,3417.6899,,半导体,深圳,22.91,5.75,9.03,587244.38,284656.63,59766.7,185526.66,2.06,0.155,3.64,1.3,20120217.0,56522.88,0.63,65.76,6.71,16.27,4.11,46871.0
创业慧康,239.7456,495.606,759.2448,1152.9529,254.3215,526.8181,799.9787,,软件服务,浙江,67.56,3.47,4.85,288366.47,104176.28,30156.73,119925.55,2.47,0.23,4.52,4.59,20150514.0,52289.34,1.08,5.37,65.94,50.98,13.98,27163.0
远程股份,487.3907,1183.1563,1870.2145,2572.7009,567.6139,1405.6449,2231.6498,,电气设备,江苏,65.58,7.15,7.18,316763.06,254032.16,44503.28,14979.42,0.21,0.05,2.12,2.04,20120808.0,57603.55,0.8,19.33,-23.62,16.94,1.6,30608.0
联得装备,66.8378,208.1544,351.8529,466.2792,117.4911,293.0277,494.41900000000004,663.5917,专用机械,深圳,47.03,0.46,1.44,120745.9,89122.68,1526.4,18181.17,1.26,0.489,4.0,7.66,20160928.0,24403.5,1.69,40.52,64.99,33.72,14.26,10121.0
新疆众和,956.3979,2332.315,3771.8401,6006.1203,1763.7613,2296.5864,3486.6841,,铝,新疆,21.3,8.34,8.62,1096196.88,531381.63,399705.06,194681.94,2.26,0.18,4.2,1.17,19960215.0,65638.3,0.76,-7.56,41.04,15.05,4.27,64860.0
日照港,1163.9904,2335.0914,3513.329,4804.3163,1245.4104,2563.3526,3843.2913,,港口,山东,13.96,30.76,30.76,2117609.75,306221.47,990677.13,297576.84,0.97,0.175,3.62,0.9,20061017.0,447454.5,1.45,9.39,60.14,29.3,14.02,144112.0
润和软件,343.2116,696.0804,1080.9557,1611.9744,569.3223,998.3512,1524.4945,,软件服务,江苏,39.25,7.14,7.96,631035.0,282155.28,63448.78,286545.69,3.6,0.23,5.81,2.02,20120718.0,90387.67,1.13,41.03,43.28,35.76,11.74,31758.0
华瑞股份,154.8616,386.2799,600.5703,834.2931,184.975,418.4472,641.3112,,电气设备,浙江,33.64,0.94,1.8,98619.53,67830.9,24463.7,13015.75,0.72,0.191,2.83,3.03,20170320.0,19384.82,1.08,6.78,-18.26,18.02,5.37,7481.0
机器人,450.894,1026.5568,,2455.064,543.1687,1230.6173,2074.2274,,专用机械,辽宁,58.11,15.14,15.6,984704.13,705828.44,118208.4,265032.78,1.7,0.21100000000000002,3.94,4.15,20091030.0,179045.25,1.15,23.69,20.29,30.84,15.87,147015.0
杰赛科技,622.2843,1350.682,2148.1759,5977.9707,979.0786,2221.9406,3319.6334,,软件服务,广东,134.26,5.12,5.71,668516.81,573737.25,58826.45,61779.73,1.08,0.073,3.61,3.64,20110128.0,78554.4,1.38,-5.28,-45.31,17.03,1.26,38143.0
长江投资,765.8764,1671.6863,2282.301,2840.8947,276.6895,614.1307,855.3814,,仓储物流,上海,0.0,3.07,3.07,211797.02,110333.61,36789.15,33174.71,1.08,-0.9470000000000001,1.69,4.18,19980115.0,-17911.48,-0.58,-62.52,-1301.13,12.24,-34.03,41250.0
佛慈制药,100.9952,222.2706,325.0299,501.1397,142.83100000000002,273.3608,404.6839,,中成药,甘肃,57.06,5.11,5.11,236657.34,98318.9,14182.38,32801.31,0.64,0.11199999999999999,2.76,3.09,20111222.0,49905.48,0.98,24.51,10.36,32.75,14.13,34599.0
浙江众成,147.1495,307.5466,463.9452,635.0857,225.8547,483.0526,777.6386,,塑料,浙江,97.45,8.48,9.06,285246.53,115579.27,126734.11,63162.8,0.7,0.040999999999999995,1.97,2.71,20101210.0,17198.98,0.19,67.61,-43.33,17.52,4.81,40460.0
中光防雷,66.4581,161.5185,252.1281,364.3194,87.7965,170.7214,257.6857,,元器件,四川,65.74,1.58,1.71,96603.02,82460.47,6547.55,27226.39,1.59,0.192,4.82,3.48,20150513.0,33997.15,1.99,2.2,6.21,33.95,12.7,12618.0
创元科技,629.1413,1302.4397,1965.2116,2590.5056,719.0461,1504.8309,2284.1575,,专用机械,江苏,25.15,4.0,4.0,416684.0,262291.84,81532.15,32729.7,0.82,0.2,4.06,1.65,19940106.0,59982.51,1.5,16.23,6.47,23.37,3.51,27433.0
亚厦股份,1604.3329,4058.1446,6239.8391,9068.796999999999,1869.4599,4210.308,6516.3638,,装修装饰,浙江,19.68,12.52,13.4,2013126.25,1713549.25,81753.67,183730.72,1.37,0.233,5.79,1.06,20100323.0,425276.06,3.17,4.43,2.78,15.36,4.79,41292.0
力源信息,949.0784,3581.6397,5964.8098,8238.3115,2183.2645,5148.2858,8224.6535,,元器件,湖北,16.65,3.1,6.59,673689.94,404024.31,22003.13,309414.47,4.69,0.466,6.86,1.51,20110222.0,73876.5,1.12,37.89,14.78,7.39,3.73,32000.0
银河电子,378.7968,745.0271,1142.3835,1624.4853,344.5851,719.5095,1110.9262,,通信设备,江苏,25.37,8.32,11.26,502037.09,284539.38,56674.86,187020.84,1.66,0.11699999999999999,3.32,1.19,20101207.0,81059.07,0.72,-2.75,0.15,32.33,11.87,31105.0
中直股份,2087.9066,5309.24,7800.6801,12048.1088,2141.0243,5359.380999999999,8185.5189,,航空,黑龙江,68.85,5.89,5.89,2271967.75,1936911.75,222470.41,423271.94,7.18,0.51,12.62,3.78,20001218.0,208954.11,3.54,4.93,12.84,12.44,3.74,31831.0
大冷股份,474.8194,1002.3787,1463.7019,2079.7151,515.1837,1029.0785,1511.3463,,机械基件,辽宁,34.79,5.98,8.43,566201.44,238637.3,86166.25,75813.06,0.9,0.087,3.99,1.01,19931208.0,74400.53,0.88,3.26,-49.47,16.67,4.86,49353.0
中国铝业,40909.46,91310.57,139855.577,180080.75,36670.187000000005,82056.113,125716.924,,铝,北京,31.45,109.6,149.04,20292538.0,6730318.5,8676540.0,3023830.25,2.03,0.08,3.32,1.27,20070430.0,0.0,0.0,-10.25,11.02,8.46,1.19,519923.0
御银股份,170.3273,293.9446,390.7071,569.7146,131.405,236.3363,303.5051,,电脑设备,广东,936.35,6.45,7.61,187998.13,72000.36,22199.55,2967.95,0.04,0.003,2.21,1.95,20071101.0,83186.63,1.09,-22.32,-79.2,30.77,0.87,90589.0
中科新材,295.1524,640.8767,1018.1639,1431.5896,380.7532,829.0543,1243.9371,,家用电器,江苏,23.81,2.1,2.43,340265.31,306443.66,24460.47,77567.61,3.2,0.321,5.18,1.97,20090903.0,19474.39,0.8,22.17,77.89,15.84,6.26,22004.0
海南矿业,488.3715,1126.8051,1761.9251,2756.1645,502.9323,779.5467,1060.0634,,普钢,海南,0.0,19.55,19.55,729730.19,396951.31,201102.42,265783.41,1.36,-0.27399999999999997,2.24,2.39,20141209.0,-71288.75,-0.36,-39.83,-1768.49,3.17,-50.58,31424.0
海天精工,248.5876,595.9881,922.7194,1280.8734,294.1799,670.1208,1009.0798,,机床制造,浙江,41.43,1.26,5.22,227063.47,143931.27,70667.03,29041.41,0.56,0.157,2.33,3.71,20161107.0,36401.23,0.7,9.36,8.74,22.87,8.12,21396.0
金杯电工,625.0196,1596.2238,2739.5118,3961.3643,848.6723,2200.991,3485.9775,,电气设备,湖南,19.7,5.18,5.53,400360.75,273305.53,64144.98,81696.3,1.48,0.2,4.21,1.25,20101231.0,86276.31,1.56,27.25,2.36,14.79,3.17,43239.0
海大集团,5466.1402,14532.3378,26502.3443,32556.6341,7259.8815,17680.9008,30833.4768,,饲料,广东,24.8,15.45,15.81,1775115.38,1029598.38,417339.0,198949.34,1.26,0.82,4.77,5.57,20091127.0,384920.09,2.43,16.34,10.59,11.78,4.12,11780.0
麦达数字,184.9069,405.8278,626.6963,935.9654,258.4282,576.2435,801.5004,,互联网,深圳,38.44,3.65,5.79,218141.38,115124.46,10456.01,96169.61,1.66,0.133,3.09,2.22,20070613.0,23683.52,0.41,27.89,26.51,19.25,9.64,59259.0
天汽模,343.0887,885.596,1214.3412,1931.1976,349.1845,913.2198,1260.5606,,汽车配件,天津,30.47,7.87,9.21,574230.69,278110.13,93794.55,59577.61,0.65,0.11,2.76,1.64,20101125.0,89660.61,0.97,3.81,20.23,18.8,8.13,75788.0
鲁阳节能,267.4482,657.6066,1109.4885,1595.7798,,763.8854,1237.7321,,矿物制品,山东,12.57,3.11,3.62,262100.92,160445.97,64237.45,51790.6,1.43,0.66,5.37,1.98,20061130.0,99858.9,2.76,11.56,65.48,42.24,18.6,15907.0
东华科技,308.51099999999997,846.7759,1485.9404,2908.8384,404.2876,1181.6072,2173.3096,,建筑施工,安徽,20.47,4.4,4.46,621311.88,479110.69,18759.13,9075.3,0.2,0.267,4.65,1.57,20070712.0,132649.94,2.97,46.26,21.26,12.63,5.47,20100.0
新天科技,101.9411,234.6147,468.0863,744.8911,127.0629,318.8949,544.4766,,电器仪表,河南,28.52,7.24,11.76,231550.66,159843.02,33240.67,4747.72,0.04,0.092,1.62,2.17,20110831.0,60496.4,0.51,16.32,10.8,50.74,19.93,24279.0
皇庭国际,137.3297,288.4402,560.1033,702.2716,220.5853,457.0595,685.0633,,房产服务,深圳,31.63,9.04,11.75,1275863.38,256588.27,5196.21,193358.63,1.65,0.129,4.59,1.19,19960708.0,232096.41,1.97,22.31,-6.08,64.81,22.17,13779.0
佛塑科技,610.5824,1237.0032,1893.5282,2511.7722,529.1311,1127.9724,1729.7174,,塑料,广东,80.02,9.67,9.67,577311.56,273833.06,138229.8,32612.69,0.34,0.043,2.3,2.0,20000525.0,72593.21,0.75,-8.65,-33.71,19.61,2.41,100616.0
国联水产,840.1708,1783.6227,3014.4519,4095.8067,1010.3328,2166.1154,3469.5371,,渔业,广东,20.14,7.48,9.1,465021.69,380809.41,39212.55,60167.9,0.66,0.29,2.78,2.41,20100708.0,72978.03,0.8,15.1,102.03,13.01,6.54,19528.0
南京高科,721.0113,1441.0279999999998,1892.1441,3595.4376,855.0996,1947.2057,2589.0731,,园区开发,江苏,10.83,12.36,12.36,2591074.25,1258652.13,34988.25,12291.8,0.1,0.645,8.28,1.12,19970506.0,419281.5,3.39,36.83,46.94,49.33,30.78,52946.0
华峰超纤,433.4921,999.7213,1731.8047,2505.5939,716.3793,1535.5958,2273.0059,,化纤,上海,39.93,6.84,11.36,735840.69,194060.92,270526.53,281965.66,2.48,0.244,4.5,2.89,20110222.0,106622.35,0.94,31.25,41.83,28.35,12.2,7379.0
世嘉科技,110.0723,268.0959,432.2404,576.6927,269.5532,545.062,893.7717,1279.9078,专用机械,江苏,160.34,0.37,1.12,195478.25,95607.11,25720.75,116278.75,10.36,0.26,12.33,3.97,20160510.0,11951.12,1.07,106.78,12.14,14.73,2.87,16839.0
易明医药,78.4267,188.4514,264.873,380.2926,90.7342,216.36,335.9946,,中成药,西藏,145.4,1.32,1.9,75549.47,48917.5,16819.85,22410.92,1.18,0.057999999999999996,3.18,3.51,20161209.0,17363.99,0.92,26.85,-67.33,63.28,3.26,23738.0
科大讯飞,856.2204,2102.3627,3386.7189,5444.6881,1397.7735,3209.9893,5283.331999999999,,软件服务,安徽,263.31,18.22,20.93,1396497.0,694803.75,162836.52,461558.44,2.21,0.11,3.66,10.03,20080512.0,189032.47,0.9,56.0,29.94,48.83,4.15,280059.0
宏达股份,915.3528,2137.8115,3417.7775,4622.8443,955.4882,2401.1075,3549.6349,,铅锌,四川,320.73,20.32,20.32,936876.19,316798.5,311423.0,308635.34,1.52,0.008,2.44,1.43,20011220.0,-34393.59,-0.17,3.86,-92.33,19.13,0.47,82532.0
广深铁路,4309.3966,8411.9825,13167.6572,18331.4223,4876.6059,9527.7734,14581.9192,,铁路,深圳,21.17,56.52,70.84,3436524.75,657452.81,2322523.25,1156273.75,1.63,0.136,4.1,0.94,20061222.0,728127.31,1.03,10.74,8.47,10.58,6.61,226176.0
