name,roe2016_2,roe2016_3,roe2016_4,roe2017_1,roe2017_2,roe2017_3,roe2017_4,roe2018_1,roe2018_2,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
博汇纸业,1.64,2.66,4.88,4.56,8.98,12.92,17.23,3.96,,造纸,山东,6.5,13.37,13.37,1448766.13,613561.44,474408.44,133432.95,1,0.153,3.87,1.03,20040608,228234.95,1.71,-15.88,4.01,28.08,11.94,88042
海达股份,5.19,7.44,9.93,2.74,6.86,11.53,15.41,3.96,,橡胶,江苏,15.61,4.53,5.54,220327.34,146313.45,36424.76,20381.48,0.37,0.084,2.13,2.48,20120601,35484.3,0.64,104.65,97.97,28.96,9.77,15204
爱尔眼科,10.06,17.74,20.04,5.26,11.74,18.75,14.23,3.96,,医疗保健,湖南,87.9,18.36,23.84,934174.88,351769.19,116314.17,227456.05,0.95,0.091,2.29,13.93,20091030,156521.13,0.66,45.86,39.16,44.66,12.4,35907
大有能源,-12.6,-17.48,-29.67,2.22,4.18,5.9,6.82,3.96,,煤炭开采,河南,8.63,23.91,23.91,1727221.63,790522.94,702898.06,32854.75,0.14,0.122,3.07,1.37,20031009,399995.72,1.67,16.2,92.12,35.2,14.15,21002
山西焦化,-4.52,-1.57,2.16,0.63,0.96,2.48,4.31,3.96,,焦炭加工,山西,11.73,6.57,14.32,1838177.25,510593.59,369756.63,777060.88,5.43,0.24,6.04,1.86,19960808,-77140.95,-0.54,49.29,2543.53,8.06,19.06,78152
大秦铁路,4.27,5.87,7.98,3.39,8.13,11.53,13.42,3.95,,铁路,山西,7.88,148.67,148.67,13152672,2614803.5,7189157,2471937.75,1.66,0.276,6.96,1.25,20060801,5238974,3.52,44.35,29.59,26.19,22.79,149498
奇正藏药,10.04,12.23,16.71,3.84,9.71,11.65,16.02,3.94,,中成药,西藏,39.31,4.06,4.06,243178.91,168581.27,15003.23,41094.12,1.01,0.19,4.81,6.2,20090828,93068.95,2.29,17.08,11.21,87.29,33.95,18633
亚翔集成,,22.87,18.6,5.93,8.68,10.7,13.09,3.94,9.84,装修装饰,江苏,19.52,0.97,2.13,194410.27,189530.31,2078.71,25862.38,1.21,0.48,4.87,3.84,20161230,51599.73,2.42,38.39,25.91,10.59,7.29,17588
印纪传媒,14.55,20.57,32.06,4.68,11.01,16.28,26.38,3.93,0.74,影视音像,四川,208.34,9.74,17.7,445659.06,404362.06,226.6,-1626.99,-0.01,0.012,1.64,3.11,20070720,273401.13,1.54,-49.36,-91.89,51.05,5.56,19886
新凤鸣,5.32,12.31,23.53,6.83,9.42,15.53,22.81,3.93,,化纤,浙江,17.9,1.19,8.43,1228001.38,410666.56,613670.69,169605.11,2.01,0.311,7.91,2.82,20170418,396960.72,4.71,23.26,15.87,8.38,4.58,34328
宁沪高速,7.79,11.26,15.06,3.8,8.64,12.6,15.25,3.93,,路桥,江苏,10.54,37.98,50.38,4533369.5,411450.25,171092.45,1042838.81,2.07,0.202,5.13,1.66,20010116,541688.06,1.08,22.95,15.76,54.01,36.04,23913
华森制药,,,20.74,,9.08,16.73,15.55,3.92,,化学制药,重庆,84.84,0.4,4,91110,57518.53,13260.32,10684.98,0.27,0.074,1.87,13.34,20171020,21406.32,0.54,0,0,67.05,17.86,38504
康欣新材,7.11,10.14,13.12,3.66,7.31,10.62,13.75,3.92,,其他建材,山东,8.44,7.52,10.34,518235.44,274173.56,98888.05,51494.12,0.5,0.134,3.41,1.32,19970526,187759.61,1.82,94.95,24.69,33.28,22.6,56446
鱼跃医疗,6.99,8.92,10.18,3.64,7.89,10.19,11.29,3.92,,医疗保健,江苏,21.55,8.55,10.02,674577.94,422220.25,55177.28,212505.3,2.12,0.213,5.44,3.38,20080418,205111.13,2.05,15.49,15.05,41.61,20.52,56000
龙大肉食,7.83,11.63,13.17,4.18,7.18,8.68,9.74,3.92,,食品,山东,19.19,7.51,7.56,284835.22,198650.98,54775.6,35659.6,0.47,0.104,2.66,3.01,20140626,75579.5,1,24.73,1.89,9.57,4.28,15477
恒立液压,0.81,1.18,2,1.66,4.46,7.38,9.93,3.91,,工程机械,江苏,30.21,8.82,8.82,650250.13,357262.94,205907.48,208606.77,2.37,0.178,4.54,4.73,20111028,111220.02,1.26,74.38,163.53,33.98,16.16,12366
长江通信,2,4.07,4.89,4.76,8.44,13.36,16.73,3.89,,通信设备,湖北,20.25,1.98,1.98,178242.61,46930.85,3266.74,42421.03,2.14,0.319,8.19,3.16,20001222,63685.33,3.22,-54.52,-2.54,12.87,185.57,26162
上海机场,6.73,9.74,12.58,3.42,7.32,11.15,14.65,3.89,,机场,上海,28.24,10.93,19.27,2835564.25,961911.31,886662,257549.8,1.34,0.528,13.57,4.4,19980218,2033787,10.55,20.35,28.62,50.68,44.63,30840
睿能科技,,,24.2,9.6,9.09,13.54,14.55,3.89,7.82,纺织机械,福建,17.96,0.36,1.44,158875.7,147103.72,5677.75,45702.03,3.18,0.548,7.01,2.81,20170706,38884.12,2.71,3.26,-5.86,20.35,7.8,12549
药石科技,13.89,11.15,14.72,,11.44,17.64,13.56,3.89,,化工原料,江苏,78.44,0.28,1.1,57562.81,43627.3,8274.71,33846.81,3.08,0.183,4.68,12.23,20171110,9507.78,0.86,0,0,58.4,20.24,11657
索通发展,0.61,,6.29,,13.56,16.09,23.1,3.88,,矿物制品,山东,14.27,1.79,3.4,482054.41,233475.02,138783.5,110524.26,3.25,0.282,7.27,2.21,20170718,114052.17,3.35,47.43,-12.6,24.57,10.45,28890
民生银行,8.53,11.99,13.96,3.97,7.71,10.85,13.14,3.88,,银行,北京,4.26,354.62,437.82,600250816,0,4502300,6475300,1.48,0.341,8.79,0.66,20001219,16681699,3.81,1.43,5.23,0,40.66,385637
华润双鹤,6.76,9.15,10.68,3.39,7.29,9.87,11.29,3.87,,化学制药,北京,15.76,6.86,8.69,995551.19,531440,228591.22,65991.21,0.76,0.346,8.92,2.44,19970522,581783.81,6.69,39.9,27.94,64.36,14.05,22654
永辉超市,5.45,4.34,6.46,3.73,5.51,7.15,9.08,3.87,,超市连锁,福建,23.29,81.35,95.7,3259011.75,1884152.75,372981.94,681793.38,0.71,0.078,1.93,3.77,20101215,398923.94,0.42,22.97,0.56,22.79,3.99,175223
美晨生态,6.55,9.95,16.9,2.83,8.36,12.38,19.02,3.86,,建筑施工,山东,22.1,11.67,14.53,821592.75,634285.25,31496.44,93851.5,0.65,0.089,2.29,3.42,20110629,152561.56,1.05,21.11,66.7,35.96,18.7,11068
美锦能源,1.54,5.5,9.83,4.28,6.98,11.35,13.78,3.86,,焦炭加工,山西,13.14,10.81,41.06,1435723.63,555939.63,629324,176236.06,0.43,0.076,1.96,2.03,19970515,205121.7,0.5,12.82,1.06,25.28,9.82,40623
新大陆,10.01,15.59,18.88,7.22,14.35,11.81,13.52,3.86,,软件服务,福建,19.33,9.31,10.11,1094545.5,873452.88,24712.84,155399.91,1.54,0.192,4.98,2.99,20000807,219495.66,2.17,-0.69,2.02,35.26,16.78,93456
欣锐科技,,,20.75,,,8.38,13.06,3.86,,汽车配件,深圳,61.24,0.29,1.15,112515.45,98528.06,8233.8,32822.35,2.87,0.246,8.48,7.1,20180523,28390.36,2.48,0,0,29.77,18.97,22792
智度股份,1.99,3.39,6.86,2.59,4.54,6.76,10.43,3.86,,互联网,河南,13.62,3.19,9.66,734712.06,437033.34,1129.92,350194.59,3.63,0.208,5.38,2.11,19961224,77332.36,0.8,77.22,63.79,15.62,9.52,36319
海越股份,-5.49,-0.04,3.4,2.24,0.08,-5.51,5.99,3.86,,石油贸易,浙江,10.23,3.86,4.66,1065337.63,324162.31,530008.94,111595.07,2.4,0.218,5.63,1.58,20040218,54311.55,1.17,112.38,271.48,4.89,1.85,25021
神马股份,1.6,3.02,3.44,1.84,1.99,2.75,2.65,3.86,,化纤,河南,20.57,4.42,4.42,1038650.13,511553.94,242522.22,179027.56,4.05,0.23,5.95,3.18,19940106,16058.84,0.36,-12.15,119.82,11.74,3.67,28754
劲拓股份,5.07,7.37,12.13,1.83,6.89,10.98,16.23,3.85,,专用机械,深圳,50.17,1.56,2.43,77577.43,55182.6,4674.26,4794.41,0.2,0.082,2.13,7.74,20141010,21586.03,0.89,77.27,149.44,39.27,15.07,10146
太平鸟,8.36,13.19,21.41,1.86,3.19,5.63,13.75,3.84,,服饰,浙江,24.19,1.99,4.81,576181.69,434112.41,38645.4,145071.19,3.02,0.277,7.19,3.72,20170109,147054.91,3.06,14.49,131.88,55.2,7.66,13047
华统股份,5.07,8.22,11.4,3.14,5.43,7.61,10.12,3.84,,食品,浙江,20.59,1.47,2.68,171864.84,49112.71,72323.28,52063.93,1.94,0.174,4.54,3.16,20170110,48174.26,1.8,12.39,34.47,6.09,3.7,5267
金安国纪,5.84,10.19,19.68,8.08,13.45,19.03,24.19,3.83,,元器件,上海,17.42,2.46,7.28,443491.59,334971.91,77896.61,19133.28,0.26,0.122,3.17,2.67,20111125,132576.23,1.82,8.02,-41.88,20.08,9.7,51669
凌钢股份,-1.59,0.27,2.56,3.08,7.25,16.13,18.89,3.83,,普钢,辽宁,9.97,17.69,27.71,1509628.38,530407.88,844638.19,45192.5,0.16,0.092,2.4,1.53,20000511,296003.5,1.07,14.2,53.01,11.84,5.74,84164
快克股份,20.3,28.28,16.39,4.04,9.13,13.76,18.22,3.83,,专用机械,江苏,29.85,0.53,1.58,91235.74,76163.96,9171.62,40842.12,2.58,0.183,4.77,4.58,20161108,22590.18,1.43,31.31,8.9,53.68,28.98,9900
富奥股份,7.58,10.34,13.07,4.09,8.43,11.57,14.45,3.83,,汽车配件,吉林,9.48,17.51,18.11,1074797.38,540712.81,188415.97,53071.86,0.29,0.127,3.31,1.45,19930929,363350.75,2.01,1,3.69,14.82,13.21,33000
辅仁药业,3.89,5.48,4.78,1.48,2.67,3.47,8.52,3.83,,中成药,河南,14.19,1.78,6.27,1005757.63,540323.38,338990.06,189848.8,3.03,0.293,7.63,2.18,19961218,216595.66,3.45,13.05,128.76,44.87,13.53,13101
东港股份,6.94,10.25,14.39,2.74,6.6,11.47,15.31,3.82,,广告包装,山东,21.77,3.64,3.64,205286.97,111477.67,71118.09,24978.26,0.69,0.166,4.33,3.33,20070302,74811.56,2.06,12.32,40.47,39.06,14.81,17157
巨人网络,7.15,10.94,14.14,4.29,8.8,12.55,15.13,3.82,,互联网,重庆,32.91,4.27,20.24,1306815.25,1036455.81,48014.76,403492.91,1.99,0.169,4.42,5.04,20110302,324789.66,1.6,42.97,1,74.58,32,25174
百傲化学,10.76,16.75,21.41,3.67,8.5,12.18,14.58,3.82,,化工原料,辽宁,22.2,0.78,1.87,80255.15,44249.87,21347.7,32298.44,1.73,0.146,3.83,3.39,20170206,20966.59,1.12,31.4,-0.62,41.9,21.71,11366
江中药业,8.08,10.26,14.51,4,7.77,11.39,14.33,3.82,,中成药,江西,14.93,4.2,4.2,344463.84,201654.75,59215.23,55251.32,1.32,0.276,7.22,2.29,19960923,200907.81,4.78,7.27,6.25,67.9,25.21,32109
嘉事堂,6.18,8.82,11.26,3.46,6.84,9.34,11.94,3.82,7.87,医药商业,北京,13.48,2.49,2.51,1066170.75,948198.5,33555.35,73715.96,2.94,0.74,9.4,2.12,20100818,124296.02,4.96,30.36,29.82,9.93,2.18,18455
精锻科技,6.82,9.76,13.1,3.77,8.11,,15.01,3.81,,汽车配件,江苏,20.16,3.75,4.05,244763.7,84700.63,116294.5,35061.7,0.87,0.163,4.28,3.08,20110826,88472.5,2.18,21.72,16,40.27,20.46,11000
康得新,8.96,9.42,12.59,3.35,7.53,10.82,13.73,3.81,,化工原料,江苏,21.12,28.9,35.39,3567760.5,2647906,356704,683014.5,1.93,0.202,5.3,3.22,20100716,773259.81,2.19,31.48,32.1,38.78,20.15,107754
北新建材,5.73,9.38,11.28,1.42,6.34,13.44,18.87,3.8,,其他建材,北京,15.93,14.14,16.9,1635958.13,575198.13,725343.13,304205.53,1.8,0.29,7.64,2.42,19970606,752261.19,4.45,40.36,227.71,35.48,19.64,62351
鄂武商A,9.33,12.3,16.38,4.48,10.03,12.87,17.29,3.8,,百货,湖北,7.42,6.78,7.69,1949597,483076.09,674230.13,141565.05,1.84,0.38,9.73,1.13,19921120,427662.31,5.56,3.51,-0.41,20.72,5.89,25330
湘油泵,5.86,9.36,9.41,3.13,6.61,10.28,15.87,3.8,,汽车配件,湖南,17.35,0.57,0.81,120517.51,63740.76,38440.62,20237.7,2.5,0.34,8.94,2.64,20161130,38809.9,4.8,22.83,41.85,29.43,12.6,9116
利安隆,10.53,15.03,17.95,3.73,6.96,10.73,14.56,3.8,,化工原料,天津,34.22,1.22,1.8,157157.27,95559.15,37147.55,34020.44,1.89,0.197,5.17,5.22,20170119,38106.51,2.12,13.6,16.41,29.8,10.97,12315
国瓷材料,3.36,5.62,7.72,2.56,6.39,9.46,12.86,3.8,,陶瓷,山东,41.56,4.08,6.42,329478.75,149764.27,71432.32,67596.25,1.05,0.13,3.31,5.9,20120113,63606.93,0.99,53.72,69.7,41.39,23.31,10109
巨化股份,0.68,0.68,1.45,1.73,4.94,7.39,8.64,3.79,,化工原料,浙江,12.61,26.58,27.45,1407244.5,719145.63,493670.91,534255.75,1.95,0.156,4.1,1.91,19980626,321960.31,1.17,36.62,132.12,25.96,10.7,75623
东莞控股,8.64,12.79,16.25,4.02,8.81,13.02,15.67,3.78,,路桥,广东,9.15,10.4,10.4,1073757.5,259839.05,167830.31,114008.05,1.1,0.214,5.65,1.38,19970617,302101.97,2.91,14.77,4.01,64.81,58.72,33831
尖峰集团,4.7,7.39,11.95,4.57,9.57,11.37,13.26,3.78,,水泥,浙江,9.69,3.44,3.44,436677.56,103607.31,128455.57,37276.62,1.08,0.303,8.01,1.47,19930728,162145.47,4.71,18.11,-7,40.45,15.58,27298
东方能源,9.46,10.89,10.89,2.45,1.77,2.12,2.59,3.78,,火力发电,河北,10.15,10.99,11.02,948807.31,183841.09,532831.94,114547.3,1.04,0.087,2.3,1.54,19991223,21396.85,0.19,6.06,24.91,15.44,10.95,83867
德展健康,-2.12,24.45,17.62,4.15,10.22,14.44,17.53,3.76,,化学制药,新疆,26.49,10.81,22.41,540323.56,469920.69,44339.48,70704.11,0.32,0.079,2.11,3.99,19980519,304682.81,1.36,125.04,9.23,92.28,22.59,21701
苏利股份,,19.52,13.77,3.33,8.08,11.42,14.8,3.76,,化工原料,江苏,16.39,0.54,1.8,214012.05,158038.75,36637.98,72029.06,4,0.33,8.76,2.47,20161214,61865.36,3.44,7.7,27.7,42.54,15.63,11036
卫信康,13.77,,25.01,,12.35,9.25,11.83,3.76,,化学制药,西藏,45.8,0.67,4.23,109373.85,72522.43,13285.74,25683.25,0.61,0.079,2.11,6.9,20170721,18263.84,0.43,98.27,67.07,42.23,21.76,34154
浙江仙通,16.98,,17.11,6.49,10.4,12.86,17.12,3.75,,汽车配件,浙江,21.83,0.91,2.71,122950.97,86869.61,24005.47,30109.5,1.11,0.143,3.81,3.28,20161230,40219.1,1.49,-1.2,-36.45,41.4,20.32,14985
永艺股份,10.14,14.5,19.3,3.8,10.43,13.16,15.02,3.75,,家居用品,浙江,24.43,2.5,3.03,108320.65,64177.6,29070.53,8237.76,0.27,0.1,2.74,3.06,20150123,35327.65,1.17,37.42,5.78,13.43,5.33,15314
东风科技,5.56,6.99,10.14,3.2,6.9,10.13,11.12,3.74,,汽车配件,上海,15.49,3.14,3.14,552923.56,359598.22,120706.72,1522.9,0.05,0.156,4.15,2.32,19970703,83120.81,2.65,20.32,28.14,14.66,3.07,20811
中新药业,6.38,8.42,10.2,3.12,6.46,8.21,10.63,3.74,,中成药,天津,19.88,5.66,7.69,689157.44,430751.75,78493.92,131522.34,1.71,0.225,6.03,2.98,20010606,208343.67,2.71,9,29.62,44.61,10.73,31263
青岛啤酒,6.28,10.73,6.39,3.42,6.75,10.55,7.36,3.74,,,,,,,,,,,,,,,,,,,,,,
亚邦股份,10.62,15.26,18.93,4.91,9.08,12.48,13.62,3.73,,染料涂料,江苏,13.65,5.76,5.76,505973.94,201544.66,218336.52,43837.03,0.76,0.197,5.28,2.04,20140909,179007,3.11,-22.69,-38.49,46.06,17.52,34506
川环科技,11.33,8.49,13.8,3.51,7.36,11.26,16.32,3.72,8.37,橡胶,四川,21.15,0.62,1.23,94695.06,74996.56,14593.25,32816.8,2.66,0.48,5.74,3.54,20160930,28229.73,2.29,8.54,28.37,35.34,17.98,16096
中粮地产,2.88,1.39,12.22,2.46,2.7,8.59,14.25,3.72,,全国地产,深圳,10.37,18.14,18.14,8061290.5,6988839,50479.4,0,0,0.142,3.81,1.55,19931008,386150.81,2.13,27.06,80.46,48.04,11.79,185045
奥拓电子,4.37,9.04,9.63,0.87,5.75,8,11.55,3.72,,元器件,深圳,20.43,3.93,6.11,190898.8,145393.31,15745.62,19044.57,0.31,0.072,1.94,3.04,20110610,35879.82,0.59,172.76,385.12,29.21,10.77,36473
歌力思,3.17,5.54,11.39,3.35,6.53,10.3,14.59,3.71,,服饰,深圳,19.74,3.3,3.37,360477.94,177099.16,23290.14,109891.3,3.26,0.238,6.41,2.93,20150422,82372.4,2.44,69.28,33.18,67.05,13.97,11775
九强生物,9.87,14.45,19.57,3.57,8.05,12.68,17.85,3.7,,生物制药,北京,26.35,3.3,5.02,173112.23,122869.11,16674.6,5490.58,0.11,0.115,3.12,3.9,20141030,92164.31,1.84,16.77,12.32,68.95,35.47,16939
中国神华,3.3,5.65,7.27,3.75,8.68,12.19,14.93,3.7,,煤炭开采,北京,7.52,164.91,198.9,57365496,14311000,30410900,7475200,3.76,0.585,15.77,1.12,20071009,19404000,9.76,3.14,-4.92,40.1,18.47,210197
艾德生物,,,21.77,,12.52,10.88,14.48,3.7,9.94,生物制药,福建,51.87,0.91,1.44,75972.75,57040.23,13343.11,33287.85,2.31,0.483,4.86,10.32,20170802,20586.64,1.43,36.22,57.86,91.95,34.36,10422
隆平高科,2.92,1.9,8.88,3.93,3.98,2.85,13.01,3.69,,种植业,湖南,25.09,9.53,12.56,1304341.13,577670.94,118196.57,252428.05,2.01,0.179,4.85,3.71,20001211,222405.25,1.77,-0.69,-2.84,44.06,27.62,49306
隆基股份,13.39,11.42,15.33,4.17,11.08,18.42,25.11,3.68,,半导体,陕西,19.04,27.66,27.92,3480441.5,2040182.63,1061186.5,543859.81,1.95,0.19,5.28,2.81,20120411,644009.19,2.31,29.14,23.57,21.91,15.65,67302
元隆雅图,,,21.19,,7.57,10.33,13.76,3.68,,文教休闲,北京,36.07,0.32,1.3,73126.46,68749.18,444.87,30723.18,2.36,0.153,4.16,5.32,20170606,15890.17,1.22,62.23,90.03,24.25,9.81,11899
红太阳,1.21,0.83,2.65,3.2,,10.2,12.91,3.68,,农药化肥,江苏,10.83,5.07,5.81,1270145.13,633547.5,397648.56,293950.5,5.06,0.355,9.63,1.6,19931028,174994.44,3.01,14.64,30.51,32.4,14.7,19003
美康生物,6.37,10.2,12.26,2.97,6.18,9.92,12.74,3.68,,医疗保健,浙江,24.56,1.99,3.47,334235,180326.67,33131.65,60102.83,1.73,0.185,5.02,3.63,20150422,79356.67,2.29,45.18,45.61,47.97,13.95,21586
飞凯材料,4.83,6.98,8.67,1.87,3.04,6,4.36,3.68,,染料涂料,上海,27.74,3.64,4.27,302228.47,117173.15,60783.66,103471.96,2.42,0.172,4.67,4.09,20141009,51247.71,1.2,226.64,398.28,46.67,20.4,13656
领益智造,1,3.21,4.45,1.09,2.53,4.29,21.49,3.67,,元器件,广东,15.49,13.28,67.84,2369552,1443014.38,510020.06,690214.13,1.02,0.07,1.63,2.28,20110715,248720.27,0.37,205.76,34.08,20.44,9.52,119264
佳力图,,,21.16,,11.79,16.9,13.2,3.67,,专用机械,江苏,30.05,0.52,2.1,93126.11,80141.11,8019.61,36524.65,1.74,0.113,3.07,4.42,20171101,14750.17,0.7,0,0,45.63,24.17,21409
常熟汽饰,8.76,,10.87,2.67,5.65,7.55,10.16,3.67,,汽车配件,江苏,10.34,1.72,2.8,369316.78,118929.01,81332.03,113631.97,4.06,0.316,8.61,1.52,20170105,89983.56,3.21,4.79,54.91,24.22,26.1,22317
星帅尔,13.07,,21.93,6.44,7.37,10.83,14.06,3.66,7.42,电气设备,浙江,21.76,0.47,1.14,81231.42,55408.17,10084,27789.98,2.44,0.212,5.79,3.19,20170412,27141.69,2.38,12.5,10.52,40.69,26.46,12500
奥瑞金,13.48,20.65,22.56,3.08,7.51,11.44,12.38,3.66,,广告包装,北京,14.67,17.98,23.55,1415842.38,542270.56,457788.06,-2202.09,-0.01,0.091,2.47,2.15,20121011,326629.97,1.39,53.81,31.13,26.87,10.69,61459
朗迪集团,4.66,6.85,9.02,4.27,8.23,11.02,13.86,3.65,,机械基件,浙江,22.94,0.33,1.33,132632.92,84499.43,39574.46,21133.47,1.59,0.234,6.4,3.35,20160421,51698.84,3.9,38.34,-6.53,24.81,8.97,10403
新天然气,12.42,7.01,11.37,3,6.17,8.36,13.58,3.65,,供气供热,新疆,19.03,0.96,1.6,231637.27,159126.73,61832.92,117074.22,7.32,0.461,12.61,2.78,20160912,53907.92,3.37,19.68,32.88,26.71,22.38,24150
晶盛机电,4.08,6.78,6.2,1.81,4.25,7.36,10.83,3.65,,专用机械,浙江,30.81,11.98,12.84,607862.44,444950.41,64232.81,154334.25,1.2,0.11,2.89,4.49,20120511,106091.97,0.83,53.25,122.85,39.37,23.95,27523
九牧王,4.7,7.22,9.48,3.43,5.42,8.08,9.26,3.65,,服饰,福建,10.14,5.75,5.75,623503.06,275572.53,42325.09,257579.72,4.48,0.336,9.2,1.48,20110530,107533.86,1.87,12.47,21.37,58.23,25.86,18514
粤高速A,6.52,9.89,12.07,3.32,10.62,14.53,16.73,3.64,,路桥,广东,11,4.69,20.91,1686972.25,284404.03,831182.31,251006.97,1.2,0.163,4.48,1.61,19980220,389170.88,1.86,4.82,19.14,65.93,45.97,64189
保隆科技,,,22.46,7.13,7.3,11.3,13.32,3.64,,汽车配件,上海,22.07,0.98,1.67,255237.77,182501.77,47750.55,74924.99,4.49,0.295,8.1,3.21,20170519,52045.15,3.12,15.57,9.04,33.22,8.41,9583
兖州煤业,1.45,2.42,4.91,3.82,6.3,8.89,12.32,3.64,,煤炭开采,山东,6.31,29.6,49.12,19935318,7057160,4441269,124658.3,0.25,0.453,9.53,1.2,19980701,3997630.5,8.14,-18.79,25.49,23.19,6.89,73170
同仁堂,7.62,9.99,11.97,3.63,7.46,9.94,12.08,3.64,,中成药,北京,34.38,13.71,13.71,1934281.63,1527493.88,191643.23,200615.31,1.46,0.231,6.34,5.01,19970625,471999.94,3.44,-0.09,7.81,48.14,8.65,58448
上海能源,3.44,3.56,5.31,1.89,4.31,6.86,5.79,3.64,,煤炭开采,上海,5.76,7.23,7.23,1491498.88,354748.34,544949.94,93223.17,1.29,0.471,12.93,0.84,20010829,705954.88,9.77,24.46,105.05,39.26,19.44,50404
冠农股份,0.54,0.64,1.4,2.82,3.94,4.59,4.34,3.64,,农业综合,新疆,15.72,7.85,7.85,461919.81,242165.05,86820.03,36662.28,0.47,0.094,2.59,2.29,20030609,73186.17,0.93,99.71,35.1,7.28,13.4,53760
万丰奥威,10.36,14.56,18.06,3.65,8.6,12.14,14.98,3.63,,汽车配件,浙江,20.2,21.14,21.87,1007706.69,520075.81,325913.81,11495.69,0.05,0.103,2.84,2.93,20061128,359350.13,1.64,3.25,12.77,20.06,8.74,27208
齐翔腾达,2.42,4.48,8.53,3.25,5.28,8.99,12.78,3.63,,化工原料,山东,21.72,16.76,17.75,995192.88,401557.66,357081.94,217425.8,1.22,0.141,3.89,3.16,20100518,259927.8,1.46,46.43,26.54,13.81,8.01,27227
泰格医药,5.16,6.5,8.64,2.59,5.08,8.42,12.02,3.63,,医疗保健,浙江,71.71,3.33,5,393426.38,156827.06,20763.81,130525.17,2.61,0.192,5.28,10.42,20120817,76487.78,1.53,33.16,121.07,44.93,20.27,14069
中闽能源,3.41,3.83,6.67,3.04,3.45,5.08,8.85,3.63,,新型电力,福建,13.33,9.99,9.99,371299.09,73082.5,249906.52,209174.42,2.09,0.065,1.8,1.94,19980602,-136268.02,-1.36,32.67,31.75,66.29,41.28,29336
成都银行,,,11.76,,7.27,11.75,15.66,3.62,,银行,四川,7.87,3.61,36.12,45437932,0,102359.6,610289.13,1.69,0.3,7.87,1.14,20180131,1130971.38,3.13,0,0,0,40.16,142921
工商银行,8.09,11.47,14.12,3.72,7.58,10.91,13.44,3.62,,银行,北京,6.2,2696.12,3564.06,2649378048,0,21091800,15195000,0.43,0.221,5.85,0.94,20061027,112101296,3.15,4.05,3.98,0,39.96,569459
数据港,10.17,14.43,18.82,2.95,6.73,9.52,12.83,3.62,,电信运营,上海,54.24,1.28,2.11,169490.44,48134.4,104632.99,36634.05,1.74,0.16,4.41,7.86,20170208,33338.05,1.58,31.57,40.32,38.66,22.32,31183
青青稞酒,6.18,7.89,8.72,3.95,4.22,4.38,-4.07,3.62,,白酒,青海,16.69,4.5,4.5,279405.91,141744.3,99622.93,85672.71,1.9,0.193,5.32,2.42,20111222,95174.4,2.11,5.04,-14.93,67.61,18.26,21756
京投发展,2.05,4.95,13.33,-2.81,2.18,-0.09,13.68,3.6,,区域地产,浙江,9.07,7.41,7.41,2988745.25,2486534.25,4831.58,32778.12,0.44,0.119,3.29,1.31,19931025,126237.3,1.7,519.65,247.62,35.97,8.79,26187
桐昆股份,3.4,5.34,10.31,2.84,5.51,9.74,13.15,3.6,,化纤,浙江,17.57,16.87,18.22,2840234.5,801248.38,1113932.75,643902.38,3.53,0.275,7.62,2.54,20110518,561079.38,3.08,27.46,55.86,11.65,6.4,39463
天创时尚,3.9,5.57,7.66,2.12,6.56,8.87,9.36,3.6,,服饰,广东,13.3,1.27,4.31,270409.38,145559.27,29525.8,111002.52,2.57,0.174,4.83,1.92,20160218,50243.3,1.16,27.64,125.55,56.48,15.97,24672
GQY视讯,0.09,-0.17,-2.07,-1.83,-1.73,-2.44,-10.56,3.6,,电脑设备,浙江,15.69,3.68,4.24,111261.22,76331,20744.25,50784.59,1.2,0.087,2.42,2.26,20100430,6613.07,0.16,528.77,296.92,70.99,44.17,41000
同济科技,,4.85,9.51,1.56,2.83,5.27,12.33,3.59,,综合类,上海,15.38,6.25,6.25,1040912.31,870951.13,16442.8,19848.63,0.32,0.123,3.43,2.21,19940311,117391.85,1.88,38.34,153.49,16.52,7.18,94394
宝莱特,6.52,11.44,14.45,3.55,7.72,11.05,11.38,3.59,,医疗保健,广东,26.32,1.08,1.46,85807.78,48915.55,9431.8,8212.57,0.56,0.129,3.59,3.78,20110719,26854.03,1.84,17.74,10.07,37.35,10.17,18702
南都物业,,,26.61,,14.6,,26.4,3.58,,房产服务,浙江,31.38,0.26,1.03,112945.32,99503.17,2704.84,36731.62,3.56,0.205,5.74,4.49,20180201,12926.46,1.25,0,0,23.42,9.05,15712
鹏辉能源,5.1,9.64,14.59,1.64,5.05,9.82,12.48,3.58,,电气设备,广东,17.01,2.15,2.81,391317.25,281106.72,69914.93,109032.22,3.88,0.263,7.34,2.44,20150424,69967.84,2.49,32.93,143.59,22.26,19.03,20720
东方航空,6.91,13.27,9.55,5.62,8.41,14.5,11.96,3.58,,空运,上海,9.74,98.08,144.68,22747200,1615700,16470000,2676000,1.85,0.137,3.83,1.39,19971105,1621400,1.12,9.04,-29.63,11.92,7.41,228532
云海金属,5.29,8.56,11.86,4.1,6.42,8.81,9.99,3.58,8.84,小金属,江苏,14.3,4.51,6.46,389843.56,192646.98,126781.35,46609.55,0.72,0.225,2.54,2.53,20071113,48386.76,0.75,4.15,51.89,13.98,5.95,64012
