name,roe2016_2,roe2016_3,roe2016_4,roe2017_1,roe2017_2,roe2017_3,roe2017_4,roe2018_1,roe2018_2,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
创元科技,2.85,3.64,3.1,1.02,3.03,4.59,4.1,1.15,,专用机械,江苏,30.94,4,4,419857.94,265220.13,83357.2,32729.7,0.82,0.047,4.07,1.44,19940106,58079.18,1.45,14.29,12.79,24.05,2.63,28475
润邦股份,2.77,3.25,3.46,0.85,2.16,3.1,3.44,1.15,,工程机械,江苏,24.53,5.75,6.72,425641.94,211027.2,109915.95,157945.13,2.35,0.043,3.71,1.14,20100929,17598.5,0.26,-3.01,38.33,26.21,6.89,24754
铜陵有色,0.33,0.68,1.08,0.85,1.39,2.31,3.17,1.15,,铜,安徽,27.29,95.61,105.27,4862473,2560682.25,1452502.38,246463.09,0.23,0.019,1.67,1.26,19961120,340217.63,0.32,-2.54,40.49,5.04,1.14,430318
明牌珠宝,1.35,1.66,1.42,0.68,1.79,2.63,2.78,1.15,,服饰,浙江,19.3,5.28,5.28,390552.63,256407.66,21444.35,165098.69,3.13,0.069,6,0.89,20110422,87615.11,1.66,12.26,72.61,8.56,2.91,34000
中科金财,3.38,4.45,6.42,1.23,3.25,4.23,-9.4,1.15,,软件服务,北京,38.4,2.76,3.38,392355.13,278247.69,2593.17,177320.19,5.25,0.087,7.54,1.78,20120228,37299.85,1.1,7.03,-15.19,36.19,13.07,65172
佳发教育,10.99,14.25,10.6,0.3,3.96,6.5,11.37,1.14,,软件服务,四川,169.37,0.76,1.4,79582.96,59817.32,1409.78,31708.4,2.27,0.053,4.67,7.72,20161101,25349.42,1.82,134.35,321.63,59.01,18.6,9001
达实智能,3.04,6.26,9.8,1.41,3.59,6.95,10.06,1.14,,软件服务,深圳,50.25,14.88,19.02,572752.75,376707.13,15975.02,22090.85,0.12,0.019,1.64,2.3,20100603,94754.55,0.5,-15.93,-11.2,34.94,9.46,93617
中环环保,,,10.33,,4.03,5.05,7.26,1.14,,环境保护,安徽,85.84,0.4,1.6,105672.4,27549.65,4827.77,41560.71,2.6,0.051,4.41,3.94,20170821,17621.38,1.1,0,0,33.71,16.14,20525
天成自控,4.01,2.81,3.81,0.78,2.96,5.11,7.14,1.14,,汽车配件,浙江,65.08,0.79,2.24,158177.02,97726.21,38087.57,51360.59,2.29,0.051,4.44,2.98,20150630,22912.38,1.02,75.21,56.48,27.1,6.31,6025
华工科技,3.85,5.4,7.25,1.7,5.32,7.53,6.2,1.14,,电器仪表,湖北,57.56,8.91,10.06,886375.63,679108.06,118861.15,259014.77,2.58,0.06,5.26,2.65,20000608,157488.31,1.57,36.41,10.61,23.95,4.8,86318
埃斯顿,4.73,2.82,4.72,0.91,2.79,4.04,6.05,1.14,,机械基件,江苏,146.8,8.25,8.38,320464.47,178142.19,25748,51958.03,0.62,0.022,1.88,6.73,20150320,26276.05,0.31,123.69,35.09,40.51,5.98,36283
粤桂股份,-0.14,-0.2,1.47,0.41,1.24,2.23,2.93,1.14,,造纸,广西,28.97,3.78,6.68,377894.88,166879.42,84414.21,138572.31,2.07,0.047,4.08,1.33,19981111,57504.53,0.86,47.31,114.33,17.56,5.81,55290
应流股份,1.49,1.86,1.97,1.12,1.98,2.39,2.13,1.14,,专用机械,安徽,40.14,4,4.34,688606.25,269540.72,318290.78,157851.95,3.64,0.076,6.59,1.84,20140122,73851.75,1.7,15.02,4.57,35.3,8.06,33606
世茂股份,6.98,7.12,10.69,1.22,6.66,6.64,10.23,1.13,,全国地产,上海,15.02,37.51,37.51,9547449,6086699.5,169113.41,70704.43,0.19,0.066,5.86,0.68,19940204,1314422,3.5,2.03,1.07,43.88,9.32,61555
诺德股份,1.06,1.46,1.41,1.85,5.78,8.05,9.19,1.13,,电气设备,吉林,61.37,11.5,11.5,667166.38,332267.34,184234.47,67884.28,0.59,0.021,1.82,2.79,19971007,18437.7,0.16,-25.26,-32.75,26.58,4.54,95049
南京新百,-13.19,-27.05,15.29,-0.9,1.25,5.09,9.19,1.13,,百货,江苏,42.77,9.73,11.12,2484623,901994.88,332129.19,429745.09,3.86,0.083,7.26,1.94,19931018,176050.06,1.58,11.12,251.92,36,2.52,13811
亚通股份,1.82,5.14,7.43,1.56,3.33,5.63,9.15,1.13,,水运,上海,78.11,2.55,3.52,211566.27,161971.06,3486.46,6123.2,0.17,0.023,2.01,3.55,19931119,23254.51,0.66,-32.81,-20.45,21.1,4.55,38818
三鑫医疗,3.57,5.66,6.62,1.17,3.6,5.6,7.31,1.13,,医疗保健,江西,59.23,1.09,1.59,70599.15,29925,31264.22,16244.6,1.02,0.042,3.69,2.69,20150515,23331.42,1.47,44.54,1.45,28.98,5.57,13097
多喜爱,1.55,1.53,3.31,0.65,1.04,1.27,3.45,1.13,3.56,纺织,湖南,80.39,2.03,2.04,96404.75,56019.45,32313.91,15621.73,0.77,0.121,3.39,5.73,20150610,29653,1.45,32.17,259.48,42.46,6.29,7298
国美通讯,2.11,2.52,4.35,0.19,-4.02,-5,2.73,1.13,,通信设备,山东,118.45,2.53,2.53,322032.13,200118.09,12950.05,4507.93,0.18,0.021,1.82,5.39,19960418,5756.37,0.23,130.39,602.21,4.46,0.63,23843
德威新材,2.08,3.69,5.2,0.65,0.66,2.35,1.7,1.13,,塑料,江苏,57.13,7.95,10.06,451857.41,306805.28,73614.36,4014.53,0.04,0.017,1.48,2.59,20120601,41190.15,0.41,58.82,82.31,16.38,2.87,21325
聚光科技,3.55,9.82,14.68,0.53,3.65,10.64,14.3,1.12,,环境保护,浙江,85.18,4.52,4.53,633895.5,402644.09,43417.15,94976.56,2.1,0.079,7.02,3.85,20110415,162320.19,3.59,42.75,141.35,49.86,7,16930
星辉娱乐,12.26,16.39,19.44,4.75,6.69,9.6,9.04,1.12,,文教休闲,广东,38.48,9.09,12.44,598690.13,114264.9,99348.06,7691.81,0.06,0.023,2.07,1.73,20100120,117108.72,0.94,2.96,-75.4,38.72,4.44,58386
太安堂,1.91,3.59,5.24,1.07,2.4,4.26,5.91,1.12,,中成药,广东,22.58,6.92,7.69,835730.94,446540.5,191844.27,294629.25,3.83,0.072,6.46,1.01,20100618,119396.27,1.55,-11,10.54,33.99,8.18,53609
新通联,3.17,5.05,5.05,0.92,2.66,3.47,4.21,1.12,,广告包装,上海,60.48,2,2,79090,50074.23,21072.67,13474.82,0.67,0.034,3,2.73,20150518,24538.82,1.23,18.73,26.47,19.38,4.55,21711
华联综超,-2.5,-5.43,-9.95,0.12,2.56,2.66,2.89,1.12,,超市连锁,北京,22.02,6.66,6.66,987512.31,645787.88,60408.73,167767.17,2.52,0.046,4.11,0.99,20011129,24106.97,0.36,-3.4,853.38,20.74,0.91,34562
天富能源,2.73,5.8,6.57,2.74,3.05,5.81,2.74,1.12,,火力发电,新疆,17.84,9.06,11.51,1999561.75,427831.41,1473129.5,399064.97,3.47,0.064,5.71,0.8,20020228,110805.71,0.96,18.61,-45.01,24.34,6.06,53876
浙数文化,7.02,8.98,9.44,16.31,17.4,19.88,21.1,1.11,,互联网,浙江,29.55,12.9,13.02,986528.81,296863.41,3308.95,327681.19,2.52,0.068,6.1,1.32,19930304,336507.34,2.58,-42.73,-92.97,78.99,23.69,62839
赤峰黄金,4.01,6.68,12.98,0.3,3.11,5.8,9.96,1.11,,黄金,内蒙,55.24,14.26,14.26,505682.34,237204.97,156162.67,23042.75,0.16,0.022,1.95,2.47,20040414,110872.9,0.78,27.39,304.53,16.01,6.57,104507
三力士,6.7,10.14,14.17,2.03,5.26,7.55,9.52,1.11,,橡胶,浙江,46.91,4.7,6.58,198839.41,97302.53,42318.95,11719.87,0.18,0.029,2.59,2.09,20080425,80070.55,1.22,16.59,-40.05,35.88,10.55,68118
洛凯股份,,,16.61,,6.93,11.73,8.79,1.11,,电气设备,江苏,72.3,0.4,1.6,82087.88,59461.43,12235.46,33999.35,2.12,0.043,3.86,3.23,20171017,10384.38,0.65,0,0,20.31,6.93,20377
康惠制药,4.42,,12.47,1.75,2.36,4.11,6.91,1.11,,中成药,陕西,45.44,0.54,1,101313.34,85887.38,5811.23,41201.68,4.13,0.102,9.22,2.02,20170421,36928.42,3.7,27.23,8.78,50.47,13.63,12847
超频三,,,19.66,3.03,3.96,5.42,6.6,1.11,,元器件,深圳,180.08,0.54,2.21,105126.32,57612.5,30725,29025.59,1.31,0.026,2.34,8,20170503,12765.53,0.58,66.78,-31.63,32.06,4.86,35830
金杯电工,3.41,6.01,7.58,1.01,2.89,4.73,5.38,1.11,3.17,电气设备,湖南,18.05,5.18,5.53,365576.59,230937.05,65255.21,81696.3,1.48,0.131,4.14,1.14,20101231,82482.57,1.49,37.89,13.61,14.74,3.3,44954
山东威达,2.02,3.88,4.63,1.45,3.38,4.68,5.35,1.11,,机械基件,山东,22.11,3.75,4.2,301861.63,189321.88,67638.43,124234.95,2.96,0.063,5.64,0.98,20040727,61089.6,1.45,35.2,-20.29,24.72,6.59,27587
汉王科技,1.08,1.97,2.77,1.1,2.42,3.93,5.27,1.11,,电脑设备,北京,102.2,1.78,2.17,104103.53,70149.67,18930.2,103024.75,4.75,0.044,3.98,4.47,20100303,-40112.28,-1.85,8.97,5.02,47.62,6.88,60616
航发控制,2.33,3.25,,0.73,2.83,3.59,4.24,1.11,,航空,江苏,66.26,11.46,11.46,710194.13,424073.34,184716.75,266719.88,2.33,0.051,4.53,2.97,19970626,129609.02,1.13,-2.62,58.93,29.49,10.56,89963
益盛药业,1.42,1.77,0.75,1.04,1.65,2.46,3.33,1.11,,中成药,吉林,26.82,2.25,3.31,265639.47,211723.09,43454.71,83452.77,2.52,0.062,5.51,1.2,20110318,56034.38,1.69,13.69,11.1,76.84,7.91,23538
中兵红箭,0.7,1.09,1.86,-0.23,-0.02,0.35,1.59,1.11,,矿物制品,湖南,31.85,7.35,14.03,961792.19,613154.94,234036.3,352332.28,2.51,0.06,5.43,1.42,19931008,255152.66,1.82,52.64,587.98,25.76,9.28,93842
天龙集团,3.16,,6.44,1.32,3.28,,-16.18,1.11,,染料涂料,广东,28.18,4.11,7.26,394010.31,252348.45,27846.66,118639.17,1.63,0.029,2.63,1.26,20100326,-1919.55,-0.03,40.32,-27.85,6.85,1.12,38528
嘉应制药,1.68,2.14,5.6,0.78,0.99,1.4,-28.64,1.11,,中成药,广东,95.12,4.65,5.08,85353.43,35543.05,26227.33,12340.65,0.24,0.017,1.49,4.24,20071218,10012.78,0.2,19.08,7.92,61.66,9.05,17955
数字认证,6.7,8.4,12.35,-0.4,6.63,9.27,15.44,1.1,,软件服务,北京,121.95,0.43,1.2,87482.09,81579.46,1705.63,24225.42,2.02,0.051,4.6,5.38,20161223,20453.38,1.7,32.08,410.93,66.87,7.15,11267
首开股份,3.15,4.13,6.85,0.51,1.05,3.08,7.94,1.1,,区域地产,北京,13.09,25.46,25.8,25365508,23085922,81001.47,766312.81,2.97,0.09,8.49,0.79,20010312,974046,3.78,46.28,105.48,19.78,5.35,48915
湖南黄金,1.4,2.48,3.32,1.52,3.67,5.54,6.62,1.1,,黄金,湖南,38.26,12.02,12.02,681962.5,194238.31,247181.95,129106.65,1.07,0.042,3.84,1.69,20070816,183853.63,1.53,120.89,-23.59,7.56,1.67,113241
通润装备,6.12,10.04,9.42,1.81,4.03,5.86,6.35,1.1,,机械基件,江苏,33.81,2.74,2.74,143687.22,106150.01,31282.89,42333.76,1.54,0.045,4.09,1.5,20070810,36019.9,1.31,-2.59,-36.47,22.55,4.57,15229
天能重工,14.66,19.31,10.63,1.97,3.1,4.24,5.7,1.1,,专用机械,山东,26.38,1.05,1.5,315312.34,227896.92,52726.88,90081.38,6,0.125,11.32,1.17,20161125,59320.2,3.95,-20.19,-42.25,34.42,13.93,15579
龙津药业,5.51,11.25,13.57,2.03,3.69,4.79,5.44,1.1,1.69,中成药,云南,91.11,3.97,4,79841.96,48050.26,21867.42,11.27,0,0.018,1.63,4.04,20150324,20618.48,0.51,39.41,-48.07,92.09,8.74,23779
日发精机,1.6,2,2.44,0.85,2.25,2.68,3.26,1.1,,机床制造,浙江,48.3,5.3,5.54,266599.56,204795.23,40416.14,97096.15,1.75,0.035,3.19,2.14,20101210,17488.22,0.32,11.4,34.9,29.73,7.4,29404
长虹美菱,3.19,4.72,4.32,1.18,1.79,2.33,0.64,1.1,,家用电器,安徽,16.66,8.02,10.45,1663461.5,1373866.75,150223.36,268480.63,2.57,0.054,4.88,0.73,19931018,99415.65,0.95,15.79,-8.22,20.02,1.33,61541
麦迪电气,4.25,7.36,11.46,1.99,5.32,8.3,11.96,1.09,,电气设备,福建,52.81,3.69,5.1,131495.75,80272.45,22740.78,8181.58,0.16,0.023,2.14,2.32,20120726,44392.6,0.87,-0.45,-40.72,39.26,7.25,17169
京泉华,,,17.25,4.18,5.46,8.1,8.78,1.09,,元器件,深圳,96.37,0.45,1.2,137261.91,111218.51,4344.24,34056.76,2.84,0.061,5.59,4.2,20170627,22748.14,1.9,55.66,-51.91,13.08,2.39,12380
乔治白,3.87,4.52,6.3,0.87,3.66,4.69,7.42,1.09,,服饰,浙江,41.76,3.19,3.55,137337.69,66580.78,49766.18,35716.4,1.01,0.031,2.89,1.82,20120713,23284.18,0.66,23.84,26.72,46.75,6.01,22218
宏图高科,1.8,3.62,5.38,1.26,2.69,5.38,7.17,1.09,,其他商业,江苏,22.93,11.58,11.58,2050813.25,1472961.5,72583.57,212453,1.83,0.08,7.39,1,19980420,315521,2.72,-7.13,-8.53,9.6,2.14,71131
亚厦股份,2.26,3.75,4.44,1.02,2.43,4.06,4.78,1.09,,装修装饰,浙江,21.38,12.52,13.4,1875978.63,1593443.5,72511.11,183730.72,1.37,0.062,5.65,0.94,20100323,405948.38,3.03,16.53,11.7,13.61,4.43,45681
风范股份,4.04,5.9,6.86,1.73,3.82,5.2,4.64,1.09,,电气设备,江苏,28.43,11.33,11.33,477632.06,310413.72,51677.23,122554.32,1.08,0.029,2.64,1.25,20110118,42115.82,0.37,17.12,-39.47,14.24,5.65,81917
四维图新,2.98,3.68,5.6,0.76,1.84,2.41,3.99,1.09,,软件服务,北京,78.81,10.34,13.09,964386.88,433659.81,64817.82,420894.16,3.21,0.06,5.23,3.38,20100518,118425.86,0.9,23.35,46.27,76.8,16.19,130145
雅克科技,2.23,3.01,4.45,1.53,2.73,3.19,2.22,1.09,,化工原料,江苏,118.61,1.83,4.63,186088.36,75898.02,42376.46,70392.36,1.52,0.05,4.56,3.85,20100525,45740.76,0.99,5.75,-27.85,24.83,5.57,19038
兴业证券,3.65,6.47,6.45,2.09,4.08,5.96,6.83,1.08,,证券,福建,20.96,66.97,66.97,16501518,0,51102.14,1436953.38,2.15,0.055,5.04,0.91,20101013,839289.5,1.25,-16.39,-46.35,0,22.28,239939
诺邦股份,8.25,,15.42,1.07,2.8,4.68,6.62,1.08,,纺织,浙江,59.5,0.3,1.2,136528.55,69720.5,37000.76,32785.35,2.73,0.071,6.56,2.58,20170222,30310.5,2.53,80.74,6.79,22.59,4.54,15104
思创医惠,4.78,7.35,9.22,1.64,3.63,5.32,6.31,1.08,,元器件,浙江,73.46,4.87,8.08,288230.41,132777.47,34352.15,79509.56,0.98,0.028,2.57,3.19,20100430,40732.98,0.5,11.01,-33.79,42.85,9.55,55068
银河电子,7.29,6.35,8.47,1.02,2.45,3.53,5.18,1.08,,通信设备,江苏,31.06,8.32,11.26,520118.31,313630.38,56974.36,192563.69,1.71,0.035,3.24,1.35,20101207,71832.81,0.64,-9.03,4.44,27.51,11.5,27028
天汽模,4.35,5.36,7.42,1,3.51,3.6,3.9,1.08,,汽车配件,天津,40.47,7.37,8.96,480231.56,265858.59,100305.8,59338.36,0.66,0.029,2.7,1.75,20101125,84895.25,0.95,1.78,25.28,20,7.48,81076
联化科技,5.72,5.57,6.06,1.48,3.04,3.07,3.58,1.08,,化工原料,浙江,27.64,8.89,9.26,844005.81,306955.19,325296.25,216853.05,2.34,0.066,6.14,1.2,20080619,254768.52,2.75,18.12,-24.87,30.08,6.2,27173
福达合金,4.71,,10.1,,4.93,8.18,10.91,1.07,,电气设备,浙江,215.45,0.25,0.98,114015.52,79346.43,24050.52,10085.88,1.03,0.055,6.88,6.94,20180517,27973.84,2.85,0,0,14.16,2.29,26189
广田集团,2.77,4.96,6.59,0.91,3.44,5.97,9.69,1.07,,装修装饰,深圳,30.94,13.13,15.37,1633921.38,1299385.38,8157.88,231691.45,1.51,0.047,4.39,1.33,20100929,257981.3,1.68,25,28.07,11.12,3.11,24100
佳云科技,5.45,6.97,8.54,2.98,4.75,6.77,8.38,1.07,,互联网,广东,33.2,5.08,6.35,333871.09,166142.44,799.18,125555.77,1.98,0.039,3.67,1.43,20110712,44621.75,0.7,34.23,-61.86,7.62,2.75,27691
科信技术,9.08,13.91,8.59,1.04,3.82,5.54,7.88,1.07,,通信设备,深圳,81.15,0.71,2.08,104315.22,79738.31,1889.26,30412.7,1.46,0.039,3.63,3.49,20161122,25727.47,1.24,1.2,6.43,34.7,6.39,26343
延长化建,2.95,4.49,6.37,0.78,3.13,4.29,6.54,1.07,,建筑施工,陕西,30.95,6.08,6.16,504332.41,423445.44,51651.46,49564.95,0.8,0.036,3.37,1.33,20000622,80556.11,1.31,32.89,46.24,9.35,3.31,28252
南京港,2.16,3.08,,0.9,1.96,3.12,4.4,1.07,,港口,江苏,33.48,3.07,3.72,468781.59,68919.84,229068.7,165035.59,4.43,0.07,6.55,1.43,20050325,35509.8,0.95,8.46,24.31,46.99,16.41,32030
康芝药业,1.34,1.82,2.56,0.82,1.73,2.23,2.71,1.07,,化学制药,海南,37.35,4.36,4.5,223972.22,140615.98,31169.8,110896.05,2.46,0.045,4.16,1.61,20100526,26590.3,0.59,10.88,34.29,44.66,16.16,18335
天广中茂,,6.02,9.38,1.18,5.14,8.5,12.03,1.06,,专用机械,福建,32.21,16.45,24.92,870773.81,591169.88,85949.53,122469.4,0.49,0.022,2.05,1.37,20101123,131845.38,0.53,6.49,0.28,33.69,13.23,17407
中原传媒,5.04,7.13,10.1,1.34,,6.72,9.64,1.06,,出版业,河南,21.99,6.67,10.23,1147147.5,732384.13,142886.31,275148.91,2.69,0.076,7.1,0.94,19970331,327961.56,3.21,2.02,-14.56,29.02,4.88,18651
东方日升,13.32,14.24,18.16,1.09,3.86,5.93,8.68,1.06,,半导体,浙江,30.17,6.92,9.04,1728665,1121731.5,395903.31,509687.91,5.64,0.089,8.3,1.29,20100902,142415.56,1.57,25.87,3.86,14.56,3.85,36533
金陵饭店,1.23,2.56,2.97,0.65,3.36,5.07,7.05,1.06,,酒店餐饮,江苏,46.21,3,3,303614.06,88178.45,130677.76,40387.53,1.35,0.053,4.94,1.97,20070406,68013.1,2.27,20.94,72.18,60.31,5.91,20680
博实股份,1.78,3.95,6.02,0.8,2.38,4.8,6.71,1.06,,化工机械,黑龙江,69.17,5.31,6.82,277994.59,209809.09,20523.28,22213.7,0.33,0.03,2.86,2.94,20120911,90367.96,1.33,36.44,39.46,35.66,12.03,33421
达刚路机,1.74,2.42,2.76,0.66,2.43,3.37,4.88,1.06,,工程机械,陕西,69.45,2.51,3.18,103685.82,89293.36,11029.11,31924.4,1.01,0.03,2.82,2.97,20100812,31621.75,1,30.11,66.27,21.49,13.2,13652
金利华电,3.92,4.35,4.71,1.3,2.07,3.85,3.41,1.06,,电气设备,浙江,57.6,0.92,1.17,81687.3,45199.53,20674.05,26053.48,2.23,0.048,4.54,2.46,20100421,13387.19,1.14,-9.13,-15.6,41.45,11.68,15228
牧原股份,23.34,34.53,41.01,10.72,13.17,18.63,18.57,1.05,,农业综合,河南,104.19,10.74,20.85,2658833,969576.63,1134459.13,386489.97,1.85,0.065,6.17,4.4,20140128,500498.81,2.4,40.03,-80,13.07,4.94,23809
芯能科技,3.43,,8.63,,3.68,,11.42,1.05,,电气设备,浙江,267.74,0.88,5,219210.59,83854.71,123671.57,42923.34,0.86,0.022,2.5,9.32,20180709,16217.49,0.32,0,0,38.38,12.35,84136
金洲慈航,6.07,8.46,12.28,1.26,4.18,7.94,10.84,1.05,,批发业,黑龙江,16.19,12.13,21.24,3764198.75,1917377.25,5586.68,474906.31,2.24,0.047,4.48,0.68,19960425,260784.47,1.23,54.17,-7.75,4.28,2.31,43082
邦宝益智,5.39,8.66,10.07,1.93,4.86,7.45,9.93,1.05,,文教休闲,广东,114.95,0.53,2.12,71894.72,42348.95,23397.46,21962.77,1.03,0.032,2.98,4.87,20151209,18030.42,0.85,2.38,-41.37,30.46,9.82,14332
启迪设计,4.86,5.36,9.04,1.38,4.52,5.76,9.15,1.05,,建筑施工,江苏,72.34,0.43,1.34,182760.98,95464.75,20929.75,77447,5.77,0.1,8.73,3.06,20160204,26598.13,1.98,65.33,28.35,32.79,8.32,18070
和胜股份,9.81,13.25,17.62,2.63,5.11,6.67,8.84,1.05,,铝,广东,64.72,0.74,1.8,86858.57,50587.37,25462.03,32775.05,1.82,0.044,4.14,2.73,20170112,20830.68,1.16,9.38,-58.05,15.69,3.82,20454
永清环保,4.16,5.64,9.55,1.06,3.76,5.39,8.83,1.05,,环境保护,湖南,86.82,5.96,6.48,365607,201024.77,36118.62,39452.03,0.61,0.027,2.53,3.67,20110308,55707.08,0.86,-36.28,8.51,30.95,11.92,24700
天邦股份,16.43,24.87,26.55,1.8,4.64,7.31,8.65,1.05,,饲料,浙江,45.86,7.91,11.6,516548.19,206773.34,145837.02,137313.97,1.18,0.028,2.64,1.93,20070403,86919,0.75,51.04,-38.97,19.04,3.82,29355
渝三峡A,4.19,6.5,22.74,1.7,3.99,6.41,7.75,1.05,,染料涂料,重庆,50.31,4.34,4.34,148000.45,73497.38,24652.99,6151.98,0.14,0.026,2.43,2.11,19940408,43590.84,1.01,-83.94,-34.95,20.87,7.34,45669
奥克股份,1.22,3.52,2.86,0.94,2.96,5.6,7.32,1.05,,化工原料,辽宁,28.78,6.75,6.82,614845.81,295585.72,199248.13,172685.25,2.53,0.05,4.26,1.21,20100520,40657.75,0.6,19.04,19.69,8.34,2.48,26382
沃尔核材,3.35,5.34,4.09,0.51,2.02,3.96,6.11,1.05,,电气设备,深圳,43.6,9.47,12.62,663211.44,235314.47,149769.34,21848.85,0.17,0.023,2.2,1.83,20070420,119741.02,0.95,17.27,114.05,29.44,5.18,100472
江海股份,3.55,3.42,5,0.97,2.93,4.8,6.09,1.05,,元器件,江苏,38.9,7.6,8.15,392663.16,267423.47,64978.61,137956.3,1.69,0.041,3.86,1.64,20100929,78055.18,0.96,22.05,13.75,23.96,8.12,23184
号百控股,0.53,0.97,0.7,1.09,2.96,4.73,5.83,1.05,,酒店餐饮,上海,40.26,5.89,7.96,620040.75,480486.06,79230.52,238343.84,3,0.058,5.45,1.7,19930407,92092.9,1.16,-33.59,-26.45,29.26,5.51,27453
秋林集团,4.93,6.85,7.07,1.86,2.68,3.53,5.4,1.05,,百货,黑龙江,24.54,3.84,6.18,559853.5,477506.09,18413.63,150007.92,2.43,0.052,4.96,1.03,19960325,85445.65,1.38,122.67,-41.51,3.72,1.11,35658
裕兴股份,2.61,3.63,5.16,0.84,2.5,3.63,4.78,1.05,,塑料,江苏,27.45,2.3,2.89,157737.63,120446.07,25376.5,58326.17,2.02,0.053,5.04,1.16,20120329,44646.03,1.55,25.78,28.22,15.39,9.98,11942
广东榕泰,1.7,2.68,3.39,0.96,2.17,3.22,4.36,1.05,,塑料,广东,23.63,6.62,7.05,515278.81,255221.55,89536.32,129970.5,1.84,0.046,4.4,0.99,20010612,95643.4,1.36,14.42,12.28,24.13,9.13,38822
华铁科技,2.06,3.17,4.83,1.99,2.49,3.29,2.82,1.05,,钢加工,浙江,37.26,4.05,4.85,597707.5,260638.75,91016.05,66099.24,1.36,0.04,3.34,1.48,20150529,37243.48,0.77,16.16,-29.69,70.19,9.31,60588
蓝丰生化,2.59,3.51,4.26,0.81,2.37,3.59,1.39,1.05,,农药化肥,江苏,20.51,2.5,3.4,419849.09,129702.15,167124.94,181164.13,5.33,0.079,7.53,0.86,20101203,34773.48,1.02,16.81,30.67,28.9,5.97,16468
中源家居,,,56.84,,23.64,,48.21,1.04,,家居用品,浙江,91.77,0.2,0.8,80124.46,59253.11,16257.09,34203.35,4.28,0.08,6.6,3.85,20180208,8975.12,1.12,0,0,24.54,3.24,13846
文科园林,5.39,8.05,11.34,0.86,7.85,12.1,16.23,1.04,,建筑施工,深圳,59.55,3.83,5.13,294141.66,223585.91,2441.17,53582.7,1.04,0.031,2.97,2.49,20150629,68807.77,1.34,43.41,48.61,16.96,3.85,21510
金风科技,8.06,11.19,15.03,0.89,5.5,10.59,13.46,1.04,,电气设备,新疆,47.51,28.05,35.56,7131609,3146158.75,1887520.38,817481.38,2.3,0.067,6.01,2.13,20071226,853307.81,2.4,7.7,32.72,36.03,6.21,98999
海兴电力,12.9,18.97,12.46,3.11,6.21,9.07,12.03,1.04,,电器仪表,浙江,41.6,1.68,4.95,631360.38,556554.75,39422.8,260247.8,5.25,0.1,9.52,1.74,20161110,171022.8,3.45,-6.31,-63.88,41.16,9.94,28685
辰安科技,4.05,0.69,9.98,-1.69,-0.83,0.2,10.46,1.04,,软件服务,北京,222.9,1.03,1.44,131097.45,110209.8,12803.21,40365.45,2.8,0.064,6.11,9.34,20160726,31737.47,2.2,259.93,169.55,53.8,8.89,9783
世运电路,15.15,,28.86,5.13,4.35,6.82,7.71,1.04,,元器件,广东,47.5,1.28,4.02,313748.72,224707.16,70022.03,131502.31,3.27,0.062,5.89,1.99,20170426,56782.65,1.41,18.9,-49.96,21.15,5.3,33995
科大讯飞,3.99,4.31,6.86,0.99,1.31,2.04,5.63,1.04,,软件服务,安徽,184.96,18.15,20.82,1311806.88,670958,149400.44,527893.5,2.53,0.039,3.76,7.75,20080512,189204.55,0.91,63.25,10.83,47.9,5.87,236246
中环股份,2.4,3.34,3.81,0.98,2.55,3.87,4.95,1.04,,半导体,天津,41.1,26.44,26.44,3327755,1167670.75,1068712,686275.13,2.6,0.047,4.22,1.84,20070420,157623.09,0.6,68.91,19.44,20.25,4.46,143598
宝泰隆,0.33,0.57,2.14,0.49,1.38,2.59,2.83,1.04,,焦炭加工,黑龙江,40.13,13.68,16.11,1006261.5,233088.02,184779.41,317785.63,1.97,0.038,3.59,1.68,20110309,96084.85,0.6,34.05,177.36,26.16,7.43,129176
中珠医疗,2.75,2.91,5.02,1.06,2.88,4.13,2.82,1.04,,区域地产,湖北,22.89,15.65,19.93,736526.31,481907.56,44176.59,298950.78,1.5,0.032,3.04,0.95,20010518,98900.78,0.5,4.22,0.29,53.57,25.23,18774
勤上股份,1.63,2.15,-8.41,0.85,1.59,1.95,1.63,1.04,,半导体,广东,20.6,9.79,15.19,698521.31,381739.91,26242.5,346214.88,2.28,0.036,3.44,0.86,20111125,17419.57,0.11,3.66,24.75,27.44,17.24,46519
中国中车,4.91,7.48,10.77,0.97,3.2,5.78,8.88,1.03,,运输设备,北京,45.73,229.18,286.99,37238832,25190632,5620558.5,4063666.5,1.42,0.044,4.28,1.89,20080818,5034628,1.75,-1.99,10.36,22.73,3.86,889929
艾艾精工,6.32,,14.43,,3.79,6.09,7.63,1.03,,化工原料,上海,97.15,0.3,0.93,43106.44,33121.21,8072.87,14630.82,1.57,0.042,4.06,4.04,20170525,15019.77,1.61,14.97,-24.8,44.87,9.89,9068
双箭股份,2.73,3.68,3.32,0.58,3.83,5.09,6.65,1.03,,橡胶,浙江,39.48,2.32,4.29,208575.59,150776.88,34058.93,66308.18,1.55,0.041,3.99,1.64,20100402,52228.1,1.22,9.45,87.37,20.33,5.84,32252
