name,net_profits_2017_1,net_profits_2017_2,net_profits_2017_3,net_profits_2017_4,net_profits_2018_1,net_profits_2018_2,net_profits_2018_3,net_profits_2018_4,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
中国核电,1214.8267,2545.2907,4104.1032,4497.715,1218.7301,2579.0535,3849.5517,,新型电力,北京,18.65,155.65,155.65,31959616.0,3902097.25,17275314.0,1273703.5,0.82,0.244,2.93,2.07,20150610.0,1469130.25,0.94,10.41,-7.69,44.04,13.5,471857.0
华夏银行,4499.0,9836.0,14227.0,19819.0,4549.0,10035.0,14513.0,,银行,北京,6.65,128.23,153.87,261299104.0,0.0,1342300.0,2662500.0,1.73,1.07,12.55,0.67,20030912.0,7609500.0,4.95,1.1,2.01,0.0,28.67,121661.0
航民股份,93.6067,243.2705,376.4542,573.5567,103.4424,277.7969,420.1563,,纺织,浙江,12.15,6.35,7.45,524920.75,306121.31,183072.77,10384.82,0.14,0.66,5.96,1.53,20040809.0,276777.34,3.71,16.55,11.61,28.35,14.24,22158.0
洲明科技,49.6888,136.3349,214.8305,284.29900000000004,52.6121,201.1371,323.5915,,半导体,深圳,22.65,4.53,7.61,595758.06,384465.47,80094.5,48996.68,0.64,0.425,2.77,4.64,20110622.0,95050.65,1.25,62.19,50.63,30.72,10.16,12455.0
北陆药业,26.4178,71.9604,103.531,118.8167,28.7547,84.6912,126.3335,,中成药,北京,22.56,4.0,4.89,126108.13,43825.43,17910.55,20604.03,0.42,0.258,2.42,3.21,20091030.0,42628.21,0.87,10.95,22.02,67.48,27.22,33422.0
中威电子,18.6102,27.6692,35.1731,45.542,19.9143,28.9579,35.7579,,通信设备,浙江,49.6,1.51,3.03,160243.22,94221.36,25583.59,50649.94,1.67,0.13,3.63,2.15,20111012.0,25802.52,0.85,18.12,1.66,48.95,12.54,13917.0
道道全,51.2443,94.5508,151.8643,191.35299999999998,53.761,147.8594,212.7438,,食品,湖南,14.77,1.25,2.89,266042.47,184869.02,67470.22,102728.06,3.55,0.736,7.25,2.0,20170310.0,73913.32,2.56,8.15,40.09,14.42,8.48,22781.0
沪宁股份,6.0226,17.7943,31.8226,38.6347,5.2411,17.0743,31.3297,,机械基件,浙江,39.61,0.26,0.85,49719.65,38910.84,5144.26,28834.52,3.38,0.37,5.45,3.56,20170629.0,7789.57,0.91,4.54,-1.55,31.62,15.38,7023.0
银信科技,18.2698,62.4118,89.7543,123.0046,19.1827,66.4323,100.2593,,软件服务,北京,26.49,3.38,4.42,176948.23,128514.65,13193.37,62097.36,1.4,0.22699999999999998,3.11,2.58,20110615.0,25804.0,0.58,37.21,11.7,29.46,12.09,38660.0
中国电影,288.2157,600.8201,708.0184,965.2832,339.9771,666.7221,1298.3149,,影视音像,北京,17.19,5.65,18.67,1781935.0,1340493.75,243269.34,427153.44,2.29,0.695,5.89,2.71,20160809.0,445393.09,2.39,3.62,83.37,22.67,18.76,94269.0
招商港口,138.8445,276.4078,440.4234,504.4951,146.6621,316.0603,453.2169,,港口,深圳,50.39,4.65,17.93,735930.94,93025.78,305654.78,16748.02,0.09,0.7,7.17,2.37,19930505.0,316885.69,1.77,-4.15,2.9,46.61,25.38,34673.0
张江高科,241.9456,310.4807,394.5499,467.5437,251.1765,359.1208,457.7073,,园区开发,上海,53.24,15.49,15.49,1987337.75,850007.81,6568.06,263649.78,1.7,0.29600000000000004,5.75,3.65,19960422.0,354318.59,2.29,-1.03,16.01,44.25,67.35,111071.0
S佳通,28.0325,17.8191,40.5629,61.1081,22.1224,41.4086,74.4462,,汽车配件,黑龙江,58.3,1.7,3.4,299982.84,192358.86,97380.42,119.85,0.0,0.21899999999999997,2.65,6.43,19990507.0,43667.42,1.28,-2.8,83.53,16.72,2.94,32891.0
安正时尚,70.6721,129.4145,204.5966,273.0733,91.9402,162.4976,246.9221,,服饰,浙江,13.94,1.06,4.04,324758.41,225372.05,53049.55,100409.15,2.48,0.62,6.71,1.69,20170214.0,119382.88,2.95,16.66,20.69,67.62,21.25,19777.0
石大胜华,44.6879,86.5536,132.8428,186.4327,67.0696,131.7674,169.8922,,化工原料,山东,21.32,2.03,2.03,288519.53,159800.34,112588.92,41812.15,2.06,0.838,7.88,3.02,20150529.0,78866.81,3.89,14.15,27.89,14.7,4.43,30697.0
桐昆股份,321.5003,620.4662,1147.4154,1760.7396,501.0812,1360.8882,2503.2294,,化纤,浙江,7.06,17.84,18.22,3223383.25,1029901.81,1455842.13,591847.13,3.25,1.374,8.62,1.5,20110518.0,743074.88,4.08,32.44,118.16,16.5,8.11,37945.0
中迪投资,42.2977,123.7674,122.6553,134.3986,-11.0162,-5.9451,-6.3260000000000005,,区域地产,北京,0.0,2.92,2.99,262827.06,240079.3,950.28,4884.4,0.16,-0.021,5.25,1.16,19961010.0,108223.8,3.62,-91.88,-105.16,21.97,-32.38,23481.0
福星股份,283.4921,462.4896,820.1828,845.3554,231.1202,584.6443,670.9542,,区域地产,湖北,7.68,9.47,9.62,5017776.0,3903247.5,120421.07,262552.75,2.73,0.6970000000000001,11.03,0.65,19990618.0,546717.94,5.68,1.35,-18.19,32.89,9.38,47404.0
安道麦A,58.7167,169.1914,1599.514,1545.879,2032.027,2362.781,2542.442,,农药化肥,湖北,8.18,4.69,24.47,4262822.0,2419678.75,680380.63,1297290.63,5.3,1.0390000000000001,9.17,1.24,19931203.0,567140.31,2.32,3.05,58.95,33.58,13.41,53700.0
韶能股份,123.6929,322.1536,434.6311,445.7539,101.0822,203.9585,268.7086,,水力发电,广东,13.27,10.8,10.81,972243.38,152340.67,705020.56,158402.06,1.47,0.249,4.15,1.06,19960830.0,116721.07,1.08,-7.47,-38.18,23.79,10.69,62465.0
回天新材,46.2243,72.5395,90.5301,110.3691,62.4802,91.4051,110.3364,,化工原料,湖北,20.75,3.26,4.26,234759.84,148167.31,54326.96,85489.24,2.01,0.259,4.16,1.72,20100108.0,38101.93,0.9,20.43,21.88,24.29,8.28,18004.0
上海沪工,18.1571,42.2816,61.9184,68.4402,0.9668,16.2816,45.1956,,专用机械,上海,73.47,0.5,2.21,96439.86,70296.59,12740.28,17166.15,0.78,0.23,3.38,5.92,20160607.0,26800.5,1.21,9.29,-27.01,22.68,7.87,14785.0
安井食品,45.0071,103.5984,139.1027,202.4324,54.2453,142.3479,196.4462,,食品,福建,29.0,1.23,2.16,403112.06,232980.42,122430.9,59512.8,2.75,0.909,8.47,4.15,20170222.0,96266.92,4.46,20.59,41.22,26.3,6.68,9676.0
美晨生态,77.2174,236.7815,366.9282,609.4847,128.724,309.572,386.9269,,建筑施工,山东,12.84,14.46,14.53,892268.0,679146.63,32131.4,29270.5,0.2,0.266,2.43,1.88,20110629.0,171923.75,1.18,4.14,5.45,32.33,14.74,23724.0
长春一东,10.9754,15.4671,18.4749,17.9843,14.3376,21.7284,24.1558,,汽车配件,吉林,72.89,1.42,1.42,107337.47,82659.2,21286.1,8911.74,0.63,0.171,2.88,5.76,19980520.0,13740.8,0.97,10.1,30.75,27.84,3.72,27855.0
华大基因,94.4163,191.0605,312.4258,398.0915,100.7498,207.7458,320.1602,,医疗保健,深圳,73.29,2.47,4.0,532149.06,370811.38,86083.6,296825.59,7.42,0.8,10.72,7.29,20170714.0,80415.61,2.01,25.39,2.48,55.51,17.65,47525.0
四通新材,18.1582,36.1283,70.7458,104.7793,23.2622,37.5722,58.0474,,铝,河北,79.04,1.38,5.3,97665.38,60766.98,16472.61,8332.1,0.16,0.2,2.38,4.86,20150319.0,25421.43,0.48,10.56,-17.95,10.55,6.5,16775.0
冠农股份,54.8848,77.0527,91.1897,85.0734,74.1476,97.3974,128.4877,,农业综合,新疆,25.33,7.85,7.85,502251.25,283569.19,90950.43,36662.28,0.47,0.16399999999999998,2.63,2.11,20030609.0,75941.81,0.97,56.84,40.9,8.65,7.68,49340.0
盛天网络,26.3028,42.0482,63.3854,85.89200000000001,20.0572,37.4965,52.2815,,互联网,湖北,37.73,1.43,2.4,110611.25,96589.43,4751.64,33687.71,1.4,0.218,4.11,2.66,20151231.0,34948.03,1.46,31.22,-17.52,38.52,14.2,24142.0
山河药辅,11.6626,25.1442,34.0945,50.3358,15.8296,33.491,50.1933,,化学制药,安徽,40.58,1.08,1.39,67352.53,35383.5,13003.13,6650.28,0.48,0.361,3.4,5.74,20150515.0,23715.38,1.7,36.07,47.22,33.72,16.13,10294.0
富安娜,79.3084,158.5864,240.5602,493.467,96.8619,184.8522,290.7044,,纺织,深圳,18.82,5.1,8.74,431015.84,261858.8,94839.81,24074.6,0.28,0.34,4.06,2.05,20091230.0,226683.66,2.59,14.6,20.84,50.56,16.49,31607.0
迅游科技,15.6102,30.7898,50.4309,102.4008,51.8454,103.6683,172.1291,,互联网,四川,24.28,1.32,2.26,376412.31,70794.1,2123.99,270906.97,12.0,0.763,14.06,1.76,20150527.0,32240.33,1.43,275.84,241.32,84.99,32.56,16838.0
金智科技,34.3045,77.4582,109.2761,153.4834,21.3177,58.8581,80.4719,,软件服务,江苏,40.78,2.31,2.38,391362.34,283316.38,63540.53,26052.59,1.1,0.33799999999999997,5.14,3.58,20061208.0,64678.19,2.72,-32.65,-26.36,28.92,7.02,14004.0
道恩股份,22.1371,46.9604,66.1914,93.7978,24.976,55.922,87.7022,,塑料,山东,43.27,0.75,2.52,122859.7,63689.56,21362.75,19355.3,0.77,0.348,3.58,5.6,20170106.0,42010.42,1.67,22.74,32.5,19.36,10.93,4975.0
新宏泽,10.9402,18.2426,28.6971,47.5927,7.7581,13.1426,25.0003,,广告包装,广东,63.17,0.56,1.6,53141.55,26194.35,15162.98,3498.1,0.22,0.156,2.58,5.11,20161229.0,18434.39,1.15,3.09,-12.88,34.9,14.73,16906.0
昇兴股份,50.0173,68.8859,70.2642,92.5179,26.1978,35.2476,38.772,,广告包装,福建,118.46,1.7,8.33,338613.81,133345.36,128800.11,29043.9,0.35,0.047,2.15,3.42,20150422.0,62197.55,0.75,2.05,-44.82,14.44,2.56,26865.0
劲胜智能,147.7288,302.7153,418.2217,460.7989,7.1444,26.0368,-101.84899999999999,,元器件,广东,0.0,12.49,14.31,1145196.25,746029.06,159833.77,366869.41,2.56,-0.071,3.84,0.9,20100520.0,33872.89,0.24,-10.76,-124.35,15.37,-2.45,42726.0
仁和药业,79.3765,161.5519,258.4789,380.2267,106.4044,244.3741,392.7689,,中成药,江西,14.4,12.38,12.38,461849.31,287734.06,62450.96,29490.89,0.24,0.317,2.65,2.3,19961210.0,152444.72,1.23,22.88,51.95,42.74,11.77,86720.0
山河智能,70.7519,84.1394,113.7414,162.2753,110.8199,299.5274,398.1923,,工程机械,湖南,13.63,8.42,10.88,1424156.13,849313.63,421361.31,234563.38,2.16,0.38,4.34,1.53,20061222.0,100636.75,0.92,53.31,250.09,32.64,10.05,75098.0
金信诺,64.0143,112.1337,121.9383,130.1235,50.1979,91.2209,111.2656,,电气设备,深圳,53.79,3.91,5.78,555106.19,325449.56,40000.23,114022.7,1.97,0.193,4.08,3.38,20110818.0,61872.51,1.07,19.17,-8.75,23.95,5.77,26445.0
日盈电子,7.165,16.839000000000002,20.1922,33.739000000000004,7.2596,12.7563,15.2755,,汽车配件,江苏,64.78,0.46,0.88,57248.19,27797.34,21526.57,19227.05,2.18,0.17300000000000001,4.86,3.08,20170627.0,12533.21,1.42,14.61,-24.35,29.68,6.23,9704.0
金龙羽,21.1924,72.0013,136.8735,190.2236,44.6109,123.3324,189.7427,,电气设备,深圳,18.04,0.83,4.33,230706.7,202121.36,18800.77,60253.28,1.39,0.45,3.56,2.96,20170717.0,49755.18,1.15,47.18,38.63,16.09,7.85,29045.0
深圳燃气,222.118,572.0448,792.765,886.8764,246.6329,638.3947,842.7511,,供气供热,深圳,15.29,28.55,28.77,1952561.25,501112.56,777864.0,201236.67,0.7,0.293,3.17,1.88,20091225.0,368109.53,1.28,21.24,6.31,20.88,8.95,36289.0
新和成,231.7422,585.9446,901.0469,1704.4134,1493.7143,2058.5444,2537.3891,,化学制药,浙江,11.06,21.21,21.49,2046966.63,1070724.63,483275.56,452782.0,2.11,1.181,7.28,2.39,20040625.0,829052.94,3.86,64.2,181.6,56.04,37.76,79800.0
新日股份,15.3382,36.7379,71.9582,73.2515,16.0273,48.3072,87.2376,,摩托车,江苏,18.99,0.71,2.04,206815.52,151299.92,34765.78,22169.0,1.09,0.428,4.62,2.35,20170427.0,46773.05,2.29,12.01,21.23,16.13,3.69,13346.0
平煤股份,317.1159,625.5721,1026.5098,1376.9949,64.3687,310.0788,529.4661,,煤炭开采,河南,13.65,23.61,23.61,4701279.0,1704655.75,2623991.75,279345.56,1.18,0.22399999999999998,5.41,0.75,20061123.0,550276.25,2.33,-12.0,-48.43,19.2,3.64,94233.0
方大集团,67.7592,228.0033,361.2198,1144.4044,98.3775,230.1317,321.47,2246.1646,其他建材,深圳,3.11,6.78,11.23,1065885.38,433882.59,45527.42,145.41,0.0,1.91,4.5,1.38,19960415.0,392122.59,3.49,3.43,96.27,23.31,73.68,62746.0
中马传动,22.5132,43.6467,55.5353,78.0028,17.6664,32.0456,49.1017,,汽车配件,浙江,33.44,0.95,2.99,177079.16,98591.32,60151.86,64160.1,2.15,0.16399999999999998,4.71,1.56,20170613.0,37629.7,1.26,2.53,-11.58,17.84,7.49,21359.0
骅威文化,90.2681,152.5212,228.9659,365.2663,6.178,32.9916,33.436,,影视音像,广东,80.81,6.21,8.6,383344.19,130365.4,7725.74,163698.81,1.9,0.039,3.99,1.05,20101117.0,92175.0,1.07,-79.36,-85.4,79.68,25.86,34296.0
利尔化学,58.2161,149.3567,228.9247,401.9673,115.6069,260.6474,418.7076,577.8109,农药化肥,四川,13.84,5.23,5.24,657284.06,260561.63,247048.91,81009.02,1.54,1.102,5.64,2.7,20080708.0,141670.81,2.7,30.6,43.75,33.07,14.35,22000.0
晨化股份,17.4853,37.4977,62.0195,78.8877,11.9158,32.759,63.8836,,化工原料,江苏,24.15,0.5,1.51,87780.36,64615.36,9536.05,27677.05,1.84,0.424,4.86,2.81,20170213.0,24607.85,1.63,16.98,3.01,22.24,10.64,11900.0
金浦钛业,53.2714,96.4553,131.3363,165.8278,32.5249,61.8529,81.072,,化工原料,吉林,33.6,9.59,9.87,304080.59,123945.35,118239.05,-6411.75,-0.06,0.08199999999999999,2.06,1.79,19931215.0,104433.71,1.06,10.4,-38.27,18.69,5.63,76202.0
海利得,79.2144,168.986,256.6704,313.7623,82.1226,184.0339,290.3066,,化纤,浙江,13.93,9.14,12.23,454294.0,186454.27,167001.06,88908.55,0.73,0.237,2.39,1.85,20080123.0,60408.36,0.49,14.69,13.1,22.73,10.85,25000.0
爱乐达,8.1582,35.9569,38.0977,73.6366,9.086,38.9473,46.9863,,航空,四川,45.93,0.49,1.17,78610.65,56602.06,15715.5,43425.21,3.7,0.401,6.39,3.84,20170822.0,15187.48,1.3,21.61,23.33,67.04,52.74,11960.0
会稽山,82.6647,84.4302,98.4212,181.9485,,86.5497,101.6302,,红黄药酒,浙江,36.04,4.0,4.97,398135.0,166619.06,73525.32,173164.98,3.48,0.204,6.18,1.59,20140825.0,74211.38,1.49,2.76,3.26,41.94,13.03,15525.0
横河模具,10.0596,15.9813,26.8323,31.4714,3.4333,7.3967,12.449000000000002,,塑料,浙江,127.8,0.61,2.09,93856.46,51263.53,22566.26,1255.25,0.06,0.06,1.83,5.53,20160830.0,14781.72,0.71,12.5,-53.6,21.24,3.17,12514.0
迪安诊断,55.9955,181.0773,249.8935,349.593,62.8063,204.0701,291.9834,,医疗保健,浙江,27.7,4.18,6.2,919192.31,477844.69,81909.97,68650.67,1.11,0.53,4.64,3.74,20110719.0,127666.31,2.06,32.93,16.84,33.58,5.98,36781.0
世纪华通,125.1273,618.191,714.681,782.7403,313.5583,710.5105,879.7535,,汽车配件,浙江,40.37,16.4,23.35,1614682.25,629006.0,112809.07,968954.31,4.15,0.377,6.14,3.31,20110728.0,293792.22,1.26,153.06,23.1,38.13,14.13,14994.0
鲁西化工,240.2076,551.2024,1071.7902,1949.9364,817.3202,1720.1615,2351.4267,,农药化肥,山东,6.12,14.64,14.65,2775429.5,265394.69,1888345.38,218205.41,1.49,1.54,6.57,1.99,19980807.0,556135.38,3.8,42.54,119.39,27.88,14.91,118895.0
九鼎投资,54.7692,130.5568,135.2067,323.8465,46.1367,96.40299999999999,168.8097,,多元金融,江西,56.74,4.34,4.34,505227.31,327790.84,3925.15,18868.02,0.44,0.389,4.71,6.26,19970418.0,134316.16,3.1,30.65,22.24,93.87,28.29,17294.0
永利股份,71.0424,147.4894,218.1051,291.9685,51.3234,215.9388,353.2448,,塑料,上海,9.57,5.4,8.16,454789.91,232129.16,73202.81,123343.06,1.51,0.433,3.75,1.47,20110615.0,94668.21,1.16,15.82,61.96,29.8,13.93,20145.0
中金岭南,218.7881,552.0797,862.9836,1066.9929,310.5348,606.6895,769.7428,,铅锌,深圳,16.94,35.68,35.7,1967609.38,768363.38,555362.31,154458.56,0.43,0.21600000000000003,2.87,1.69,19970123.0,454058.69,1.27,14.73,-10.8,11.47,4.54,162717.0
恒顺醋业,44.57,93.8847,144.8701,280.8975,59.2594,123.1147,218.3003,,食品,江苏,31.23,7.84,7.84,271263.91,113829.56,93940.34,28950.94,0.37,0.27899999999999997,2.47,4.7,20010206.0,75459.18,0.96,10.83,50.69,41.45,17.66,37622.0
江山股份,38.9911,66.5526,87.2826,248.9877,84.7034,183.2292,259.5161,,农药化肥,江苏,15.55,2.97,2.97,299149.16,123620.65,120889.25,11411.21,0.38,0.8740000000000001,5.85,3.1,20010110.0,110861.6,3.73,18.48,197.33,19.27,9.13,11375.0
中粮糖业,188.8451,350.1299,504.5366,740.0902,345.0408,509.4367,798.2497,,食品,新疆,16.31,20.52,20.52,1579303.38,995550.5,347705.09,415078.88,2.02,0.389,3.75,2.25,19960731.0,106946.42,0.52,-4.77,58.21,13.38,5.87,141604.0
泰晶科技,15.3786,30.0165,44.943999999999996,64.5396,,26.9616,41.4431,,元器件,湖北,44.9,0.59,1.59,122471.92,55856.63,54122.46,17559.88,1.11,0.26,3.81,4.1,20160928.0,24598.61,1.55,32.0,-7.79,25.11,8.87,10152.0
东港股份,42.9225,99.8527,166.2723,232.1056,60.2931,132.25799999999998,195.7136,,广告包装,山东,23.27,3.64,3.64,203455.52,109119.21,68153.99,24978.26,0.69,0.5379999999999999,4.3,3.88,20070302.0,70720.11,1.94,11.65,17.71,39.84,16.8,17354.0
山东钢铁,452.565,595.5856,1072.6982,1924.4525,621.4548,1677.9826,2418.078,,普钢,山东,6.42,109.47,109.47,6771719.0,2526914.5,2619122.75,820291.81,0.75,0.221,1.87,1.01,20040629.0,59172.48,0.05,-7.65,125.42,11.97,5.96,319957.0
海达股份,23.6051,60.2058,100.3444,140.2801,46.7321,91.7927,122.02,,橡胶,江苏,20.21,4.53,6.01,251775.8,169616.22,36711.98,36240.43,0.6,0.22,2.43,2.25,20120601.0,43049.28,0.72,77.55,21.6,24.3,7.79,16821.0
天富能源,134.3617,149.9759,287.2245,178.778,73.8874,8.8798,64.6698,,火力发电,新疆,63.96,9.06,11.51,2040659.38,415121.41,1422734.0,399064.97,3.47,0.055999999999999994,5.66,0.85,20020228.0,104472.3,0.91,21.64,-77.48,20.92,1.85,53009.0
光大嘉宝,142.5781,271.1877,334.7512,545.3579,152.0241,318.9887,434.022,,区域地产,上海,17.54,11.54,11.54,2178251.25,1250834.75,20156.59,176843.88,1.53,0.376,4.9,1.8,19921203.0,239382.67,2.08,105.87,29.66,54.2,14.39,28314.0
星源材质,34.6479,70.9173,91.7618,106.7917,89.4354,152.8534,178.6915,,化工原料,深圳,23.5,1.29,1.92,308450.84,115799.3,81209.46,73676.43,3.84,0.93,7.24,4.03,20161201.0,39775.05,2.07,9.48,94.73,50.11,42.2,21098.0
捷捷微电,31.081999999999997,72.6745,112.6115,144.1491,33.2885,83.5703,132.4239,165.6687,半导体,江苏,30.74,0.7,1.8,147998.3,96161.67,38036.51,67009.17,3.73,0.74,7.29,4.14,20170314.0,43837.1,2.44,27.57,17.59,49.64,32.82,18125.0
蓝焰控股,74.8122,249.6908,317.0163,489.4046,109.40299999999999,329.1701,478.1006,,煤炭开采,山西,19.14,5.14,9.68,746484.19,339541.09,305433.25,97557.36,1.01,0.494,3.76,3.35,20000622.0,143787.38,1.49,23.58,50.81,40.45,33.72,29029.0
现代制药,159.5469,357.2651,445.9856,515.8026,173.3256,410.3855,576.9917,,化学制药,上海,13.29,5.75,10.56,1647613.0,817134.38,620352.5,256307.63,2.43,0.52,6.42,1.51,20040616.0,285555.91,2.7,28.82,29.37,49.93,6.8,25133.0
海螺水泥,2153.2177,6716.7235,9808.6537,15854.6701,4778.0699,12942.0893,20716.1255,,水泥,安徽,6.75,40.0,52.99,13861571.0,6204914.5,5959525.5,1057984.75,2.0,3.909,19.56,1.8,20020207.0,8494680.0,16.03,55.46,111.2,41.39,26.63,74735.0
长信科技,105.0775,299.5831,457.4573,544.4019,141.7705,364.1523,608.0989,,元器件,安徽,16.05,22.62,22.99,897518.88,383596.56,290297.06,24043.3,0.1,0.265,2.06,2.75,20100526.0,201216.94,0.88,-18.65,32.93,15.65,8.53,78385.0
兰太实业,56.3413,116.2748,191.1817,210.4789,75.58,205.9353,246.5441,,化工原料,内蒙,10.43,4.38,4.38,683618.0,180602.02,369571.66,101836.63,2.32,0.563,5.45,1.44,20001222.0,81504.5,1.86,15.07,28.96,39.51,8.73,40382.0
华林证券,94.8382,178.25599999999997,,463.1504,,185.3116,,,证券,西藏,120.35,2.7,27.0,1228298.75,0.0,0.0,0.0,0.0,0.095,1.64,9.32,20190117.0,0.0,0.0,0.0,0.0,0.0,35.27,468672.0
英特集团,21.2528,42.1862,60.3809,83.4905,23.0814,49.843999999999994,74.8533,,医药商业,浙江,26.75,2.07,2.07,940326.0,850247.31,52710.3,3259.29,0.16,0.361,4.41,2.92,19960716.0,65021.66,3.13,9.55,23.97,6.51,0.49,10770.0
西山煤电,464.93800000000005,917.3725,1373.5358,1569.1057,513.4023,1115.4324,1522.7055,,煤炭开采,山西,9.84,31.51,31.51,6016882.5,1814139.0,2686936.75,93211.31,0.3,0.483,6.26,1.01,20000726.0,1261289.88,4.0,11.12,10.86,31.71,6.51,153424.0
大族激光,151.4133,914.1104,1502.1541,1665.0439,364.4946,1018.5979,1656.6917,,电器仪表,深圳,19.55,9.93,10.67,1831752.75,1240707.5,142432.86,79212.56,0.74,1.55,7.68,5.27,20040625.0,577283.25,5.41,-2.9,10.29,38.25,19.14,97206.0
白云山,484.6621,1158.1401,1485.6513,2061.6519,905.1693,2618.9997,3439.2934,,中成药,广东,12.91,10.71,16.26,4959383.0,4119460.5,317105.25,986452.13,6.07,2.115,13.34,2.73,20010206.0,903806.19,5.56,87.11,131.5,25.58,11.51,61498.0
西泵股份,51.3202,94.6296,178.2969,241.5521,74.6293,129.3402,187.6988,,汽车配件,河南,15.07,3.14,3.34,350875.59,165449.88,138829.97,109457.6,3.28,0.562,6.4,1.77,20110111.0,64705.16,1.94,11.42,5.27,26.5,8.83,26139.0
顺鑫农业,187.9566,244.5974,272.2047,438.3695,365.788,481.3217,536.3285,,白酒,北京,33.59,5.71,5.71,1780522.63,1323817.75,316125.72,279849.69,4.9,0.94,11.41,3.69,19981104.0,264233.03,4.63,4.01,97.03,38.15,5.83,39180.0
凯莱英,49.0886,124.8027,200.7658,341.2877,63.4918,156.6678,260.8987,,生物制药,天津,53.0,1.21,2.31,293472.09,160535.94,88636.92,108232.27,4.69,1.15,10.03,7.96,20161118.0,108944.35,4.72,34.49,29.95,46.25,21.65,11362.0
中国武夷,62.5201,54.1495,104.7907,249.7579,38.6512,79.5583,179.4349,,全国地产,福建,30.24,12.99,13.11,1558534.0,1431388.0,46135.09,249233.97,1.9,0.13699999999999998,3.75,1.47,19970715.0,85615.96,0.65,-2.13,71.23,22.74,8.45,27756.0
众信旅游,50.1962,95.2514,181.5443,232.62400000000002,65.77600000000001,138.2837,208.8266,,旅游服务,北京,22.26,5.29,8.85,610568.31,399303.22,7405.21,40274.84,0.45,0.25,2.66,2.63,20140123.0,102952.31,1.16,1.8,15.03,10.47,2.22,33146.0
搜于特,142.0319,361.0482,540.9627,612.8288,157.8939,429.9796,,,服饰,广东,12.27,19.54,30.93,1082994.0,896081.13,82197.25,81908.31,0.26,0.182,1.79,1.67,20101117.0,150518.13,0.49,20.8,4.12,8.04,3.71,27623.0
红蜻蜓,88.7292,174.4326,260.9352,381.532,92.2896,,233.3534,,服饰,浙江,15.63,5.76,5.85,454354.25,337601.34,53566.3,82924.4,1.42,0.4,6.07,1.37,20150629.0,213103.2,3.64,1.02,-10.57,34.57,10.14,27774.0
厦门国贸,427.2214,788.7006,1606.5289,1907.2993,526.32,1142.6701,1773.392,,商贸代理,福建,6.18,18.16,18.16,8940551.0,7624085.5,210521.7,302101.03,1.66,0.7,6.78,1.19,19961003.0,694869.69,3.83,32.95,10.39,3.73,1.22,136006.0
奥康国际,113.9204,175.0115,191.8491,226.4679,119.3364,167.9195,172.1835,,服饰,浙江,19.23,4.01,4.01,471792.91,315818.25,46936.46,192974.38,4.81,0.429,10.07,1.09,20120426.0,151033.02,3.77,-4.03,-10.25,36.18,7.89,19199.0
中工国际,198.3245,494.6157,853.2796,1484.0704,218.4663,586.3351,939.23,,建筑施工,北京,12.31,11.11,11.13,1841971.25,1539854.13,157761.72,185112.67,1.66,0.8440000000000001,8.18,1.69,20060619.0,521594.31,4.69,26.49,10.07,17.14,11.91,39688.0
中恒集团,145.7641,386.5426,531.0231,604.915,117.6199,337.0111,477.6565,,中成药,广西,16.81,34.75,34.75,716235.81,383122.03,120227.67,8572.92,0.02,0.13699999999999998,1.64,1.87,20001130.0,169065.27,0.49,54.21,-10.05,89.0,19.4,148736.0
中国电建,1705.9357,3705.4790000000003,5689.4937,7366.6209,1917.9748,4057.302,6050.9305,,建筑施工,北京,10.81,111.44,152.99,67787056.0,35729228.0,9393068.0,2269766.25,1.48,0.38,5.08,1.12,20111018.0,3792166.5,2.48,4.94,5.78,13.57,3.1,280677.0
中顺洁柔,75.2781,156.4105,246.604,349.0656,98.5604,199.7852,312.8091,,造纸,广东,24.8,12.57,12.87,536402.44,245298.84,255550.72,59456.05,0.46,0.243,2.56,3.14,20101125.0,139875.5,1.09,21.74,26.85,35.28,7.67,19908.0
天龙股份,20.875,45.6435,64.28399999999999,78.4772,15.0665,35.1845,55.1494,,塑料,浙江,30.69,0.35,1.4,108908.65,78795.11,22084.84,29819.05,2.13,0.39399999999999996,5.97,2.7,20170110.0,37032.82,2.65,9.77,-14.21,25.31,8.07,8524.0
中南传媒,352.4444,883.0953,1177.6654,1513.1879999999999,263.2035,635.8578,869.4836,,出版业,湖南,21.29,17.96,17.96,2003508.75,1715232.38,129503.9,441090.06,2.46,0.484,7.3,1.88,20101028.0,598866.25,3.33,-12.19,-26.17,41.5,14.23,28602.0
亿纬锂能,53.7614,232.5293,323.1356,403.3648,74.2298,158.7735,378.7556,,电气设备,广东,33.59,8.19,8.55,1032003.88,476750.94,220656.97,105935.76,1.24,0.44299999999999995,3.99,4.98,20091030.0,136078.56,1.59,51.44,17.21,23.57,12.59,65823.0
宏润建设,69.6513,120.5427,184.843,271.9523,81.2885,152.7296,223.1142,,建筑施工,浙江,15.71,9.59,11.03,1378124.25,1070999.75,106530.61,4002.9,0.04,0.20199999999999999,2.65,1.6,20060816.0,139882.59,1.27,15.51,20.7,7.26,3.38,33518.0
