name,net_profits_2017_1,net_profits_2017_2,net_profits_2017_3,net_profits_2017_4,net_profits_2018_1,net_profits_2018_2,net_profits_2018_3,net_profits_2018_4,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
漳泽电力,-236.3625,-600.5201,-976.4028,-1556.3514,-342.9509,349.9947,190.178,,火力发电,山西,33.49,29.12,30.77,4847157.0,1330403.38,2527351.5,438364.59,1.42,0.062,2.41,1.15,19970609.0,-24017.06,-0.08,18.52,119.48,3.76,2.35,137509.0
中航三鑫,-20.1348,-39.7334,-45.3313,-9.1427,-7.8651,-16.0217,-46.1207,,装修装饰,深圳,0.0,8.03,8.04,629779.38,264450.19,207236.42,57007.51,0.71,-0.057,0.82,7.19,20070823.0,-77513.9,-0.96,9.32,-1.74,10.79,-1.39,56703.0
国新健康,-38.8377,-79.9898,-154.451,16.6749,-58.6357,-88.2734,-113.2729,,医疗保健,海南,0.0,8.99,8.99,132570.27,82809.92,3431.56,0.0,0.0,-0.126,1.45,14.14,19921130.0,50168.55,0.56,-58.42,26.66,-112.44,-242.95,51401.0
京投发展,-59.6117,45.4364,-1.9194,321.747,88.0011,127.8009,80.7786,,区域地产,浙江,33.63,7.41,7.41,3287915.25,2790294.25,4626.95,32778.12,0.44,0.109,3.08,1.59,19931025.0,110699.5,1.49,-2.33,4308.64,28.35,3.68,24088.0
甘肃电投,-137.3824,-11.607000000000001,236.8655,246.1473,-93.8008,123.1497,493.4874,,水力发电,甘肃,8.59,9.71,9.71,1883687.38,212919.25,1455367.75,381641.06,3.93,0.508,6.24,0.93,19971014.0,116813.7,1.2,23.07,108.34,53.22,28.57,55915.0
嘉麟杰,-25.8765,-28.3827,-36.5943,28.0947,-18.7734,-4.529,10.3671,,服饰,上海,243.77,8.19,8.32,111448.02,50445.46,31669.4,201.46,0.0,0.012,1.15,3.51,20101015.0,9167.83,0.11,-0.81,128.33,18.86,1.66,79930.0
绿盟科技,-54.0217,-46.3967,-58.141000000000005,152.3677,-28.4879,-60.6839,-43.5323,,软件服务,北京,0.0,7.14,8.0,354201.84,257680.97,11728.94,137958.48,1.73,-0.054000000000000006,3.6,3.22,20140129.0,73121.56,0.91,24.91,25.13,75.33,-6.54,25612.0
福建金森,-21.2628,-24.6712,-5.9969,55.4905,1.649,10.3376,12.8424,,林业,福建,295.06,2.36,2.36,166279.48,149667.56,2111.9,24454.99,1.04,0.054000000000000006,3.08,6.96,20120605.0,22108.82,0.94,8.46,314.15,70.44,14.42,9422.0
用友网络,-167.0337,-63.7687,-259.9919,389.0809,-107.9465,123.6565,150.8,,软件服务,北京,293.82,19.02,19.17,1357161.0,666541.13,204573.88,212557.91,1.11,0.08,3.2,9.63,20010518.0,142665.0,0.74,38.84,158.0,68.22,3.32,80596.0
凯瑞德,-2.8089,2.7310000000000003,4.791,-35.1096,-5.2017,-9.7797,-16.7666,,互联网,山东,0.0,1.69,1.76,69583.8,48622.87,214.26,19168.22,1.09,-0.095,0.25,25.41,20061018.0,-36195.6,-2.06,-25.67,-449.96,14.2,-28.89,30690.0
腾信股份,-18.0728,5.9083,18.1485,-137.409,2.0247,-48.6212,-65.5076,,互联网,北京,0.0,2.59,3.84,173393.02,128894.96,13399.23,8180.33,0.21,-0.171,1.06,7.6,20140910.0,-10380.46,-0.27,-7.0,-460.95,2.65,-5.95,28683.0
古鳌科技,-15.4409,-6.825,-2.8768,14.9147,-13.3001,-19.4686,-8.2942,,专用机械,上海,0.0,0.65,1.1,66547.61,56667.98,8194.3,19274.3,1.75,-0.075,4.65,2.69,20161018.0,18804.03,1.71,-14.76,-188.31,46.78,-7.46,12250.0
山东墨龙,-54.7887,7.0207,10.1666,38.0385,10.6676,32.5753,79.5509,,化工机械,山东,35.35,2.89,7.98,634368.75,285476.91,292834.28,86316.9,1.08,0.1,2.44,1.92,20101021.0,11548.5,0.14,60.11,682.47,15.05,2.41,41230.0
协鑫集成,-125.5039,24.0127,48.4034,23.8531,-146.7327,25.581,-96.8304,,电气设备,上海,0.0,50.46,50.65,1964050.25,1486032.38,248737.0,270843.97,0.53,-0.02,0.81,6.36,20101118.0,-368318.59,-0.73,-12.86,-300.05,13.98,-1.18,136321.0
广宇发展,-70.3053,26.766,131.3201,2171.7914,933.6229,1668.9197,2306.8941,,区域地产,天津,5.27,5.13,18.63,8357037.0,7604803.0,186698.88,172050.72,0.92,1.239,5.63,1.54,19931210.0,680693.88,3.65,49.89,225.09,32.69,15.97,33912.0
西部建设,-131.0362,-18.3607,99.3773,,-122.3613,79.3995,223.0442,,水泥,新疆,46.44,12.39,12.62,2141721.5,1822419.25,224470.72,280816.16,2.22,0.177,5.11,2.14,20091103.0,225290.16,1.78,29.69,124.44,8.93,1.66,79201.0
山东金泰,-2.3862,-2.6212,-4.66,-6.3658,-2.161,-5.2967,-7.4053,,黄金,山东,0.0,1.43,1.48,16938.0,15462.01,53.77,29904.44,2.02,-0.05,0.43,23.72,20010723.0,-41583.94,-2.81,-32.42,-58.91,94.36,-177.2,12014.0
桂东电力,-78.1809,5.5216,17.2751,63.4405,-74.6263,2.3457,9.5896,,水力发电,广西,310.11,8.28,8.28,1477545.88,581686.38,282561.41,27400.96,0.33,0.012,2.12,2.26,20010228.0,18600.51,0.22,31.58,-44.49,5.78,0.1,39459.0
名雕股份,-17.5713,10.7565,19.5286,51.5796,-18.1609,9.8868,15.2772,,装修装饰,深圳,102.38,0.4,1.33,116205.3,93912.68,13997.84,16081.09,1.21,0.115,4.56,3.43,20161213.0,27963.1,2.1,1.84,-21.77,30.35,3.09,15211.0
中房股份,-8.8649,-18.2165,-25.6196,8.0556,-8.9306,-20.8819,-33.1352,,区域地产,北京,0.0,5.79,5.79,28558.83,16015.2,892.99,2033.78,0.04,-0.057,0.45,17.75,19960318.0,-42366.1,-0.73,-66.94,-29.33,-779.78,-7075.61,19449.0
长白山,-28.0904,-37.8149,72.9086,70.7924,-31.916999999999998,-41.8614,77.0606,,旅游景点,吉林,29.33,2.67,2.67,132402.97,33041.32,72136.31,28555.84,1.07,0.289,3.83,2.95,20140822.0,40571.65,1.52,21.2,5.69,40.7,20.07,20688.0
宝莫股份,-30.8283,-47.2093,-68.7282,8.2704,-12.63,-19.062,-25.5882,,化工原料,山东,0.0,5.86,6.12,115404.9,60596.42,43075.2,17498.1,0.29,-0.042,1.56,3.51,20100915.0,11801.11,0.19,33.02,62.77,11.49,-8.56,51543.0
动力源,-26.9659,-29.8026,-25.0806,19.9926,-32.4245,-44.056000000000004,-43.0233,,电气设备,北京,0.0,5.53,5.53,280106.75,144870.81,91923.86,53321.94,0.96,-0.09,2.37,2.2,20040401.0,21486.18,0.39,-17.39,-71.54,34.74,-6.82,100672.0
南天信息,-45.6785,-57.5687,-50.3526,21.9845,-53.3222,-41.9638,19.9589,,软件服务,云南,123.71,2.47,2.47,272224.66,212695.22,22855.25,79708.68,3.23,0.081,5.92,2.25,19991014.0,33798.01,1.37,26.16,139.64,19.73,1.17,31941.0
金亚科技,-11.1097,-22.4307,-30.0706,-186.9395,-4.0953,38.8119,35.9755,,通信设备,四川,5.52,3.44,3.44,25808.68,6664.38,13391.2,36319.64,1.06,0.105,0.61,1.26,20091030.0,-49763.84,-1.45,-15.19,219.64,-10.68,287.64,44900.0
海航创新,-49.1509,-101.4419,-176.4507,56.6771,13.6342,27.1016,-3.7697,,旅游服务,海南,0.0,9.74,13.04,264935.16,136450.19,5162.14,40356.98,0.31,-0.003,1.21,2.58,20010328.0,-28371.89,-0.22,-82.3,97.88,-31.71,-78.19,84369.0
美年健康,-105.7921,28.5209,216.0615,613.8001,-98.3225,169.5984,413.8731,,医疗保健,江苏,96.16,23.45,31.22,1513237.38,523993.75,241024.63,138360.19,0.44,0.133,2.02,8.43,20050518.0,174619.02,0.56,43.04,68.18,46.34,7.11,30000.0
海能达,-156.6498,18.3827,51.3935,244.8629,-103.9376,7.8636,131.4447,,通信设备,深圳,114.79,10.5,18.37,1441028.5,720346.63,147341.69,268825.59,1.46,0.07,3.18,3.44,20110527.0,115798.72,0.63,42.77,155.76,44.94,2.9,39207.0
西部资源,-33.5927,-121.2976,-182.5373,-599.2521,-28.7797,-6.8119,-36.2144,,汽车整车,四川,0.0,6.62,6.62,429971.94,144992.56,28833.15,37559.21,0.57,-0.055,0.57,6.96,19980225.0,-74511.0,-1.13,16.21,80.16,56.28,-17.25,47791.0
京城股份,-18.8486,-44.05,-68.9593,,-21.6502,-28.6825,-44.1486,,专用机械,北京,0.0,3.22,4.22,185206.09,93514.96,67641.11,68734.9,1.63,-0.105,1.29,4.18,19940506.0,-61194.21,-1.45,-10.03,35.98,10.81,-5.78,15308.0
积成电子,-51.0401,-7.7838,33.1513,71.5289,-52.2478,2.1059,36.396,,电气设备,山东,65.31,3.3,3.94,369082.22,273769.13,25651.67,60120.7,1.53,0.092,4.49,1.79,20100122.0,69997.46,1.78,35.93,9.79,33.44,3.1,44174.0
易联众,-24.554000000000002,-41.058,-52.5305,18.1217,-20.1654,-20.5779,-17.1592,,软件服务,福建,0.0,3.77,4.3,191561.0,132098.16,7340.91,3240.18,0.08,-0.04,1.73,6.78,20100728.0,21860.4,0.51,40.44,67.34,46.52,-3.92,28841.0
申华控股,-82.4572,-174.4869,-289.9103,-570.7942,-127.8413,-221.1676,-107.1683,,汽车服务,上海,0.0,17.46,19.46,922868.88,512044.75,147303.55,34658.4,0.18,-0.055,0.87,2.84,19901219.0,-59849.8,-0.31,39.84,63.03,4.52,-2.1,188952.0
贝瑞基因,-3.9891,-7.3616,159.8598,232.7496,65.6672,145.8689,238.9862,,医疗保健,四川,46.15,0.62,3.55,202105.61,130699.57,50410.62,89795.42,2.53,0.674,5.06,8.19,19970422.0,51431.98,1.45,26.58,49.5,58.28,23.24,15402.0
东方钽业,-52.5475,-95.3534,-140.8017,-380.0232,-28.9784,-19.454,3.3108,,小金属,宁夏,756.98,4.41,4.41,197625.41,98026.28,80560.18,119767.26,2.72,0.008,2.52,3.01,20000120.0,-78045.88,-1.77,15.6,102.35,13.48,0.4,42471.0
三特索道,-29.5014,-33.5704,14.0269,5.5014,-27.5298,96.5337,158.8442,,旅游服务,湖北,12.57,1.39,1.39,269752.41,70210.4,103749.31,45872.2,3.31,1.146,7.1,2.7,20070817.0,32442.66,2.34,27.87,1032.43,56.14,31.54,6692.0
彩虹股份,-47.1073,-73.9004,-51.3202,59.6872,-27.256999999999998,-133.7646,-266.8873,,元器件,陕西,0.0,12.88,35.88,3839800.0,873457.13,1733412.25,2050039.75,5.71,-0.07400000000000001,5.6,1.08,19960520.0,-422664.31,-1.18,170.04,-420.04,4.18,-32.97,54521.0
冀东水泥,-368.9167,-110.7423,319.2001,110.3833,-486.3172,515.8098,1414.5951,,水泥,河北,10.71,13.47,13.48,5858885.0,2245264.0,2829031.25,479760.19,3.56,1.05,8.44,1.78,19960614.0,428176.44,3.18,15.03,111.7,30.87,6.4,108114.0
国科微,-26.9227,-25.5477,4.5391,52.6448,-37.9043,-57.173,-48.3077,,半导体,湖南,0.0,0.65,1.12,102094.45,64788.63,7574.21,69803.96,6.25,-0.43200000000000005,8.12,5.72,20170712.0,8303.01,0.74,-3.07,-1164.26,48.08,-27.63,12824.0
宇顺电子,-22.8243,-36.11,-71.6803,-127.4541,-12.1223,-34.2762,-67.3819,,元器件,深圳,0.0,2.59,2.8,70568.07,29938.77,34391.45,170527.73,6.08,-0.24,1.44,4.8,20090903.0,-159776.75,-5.7,-24.18,6.0,7.01,-28.23,20000.0
青松建化,-153.835,-122.8807,2.4294,50.6042,-80.6677,66.1605,452.1096,,水泥,新疆,8.3,13.79,13.79,969870.88,260353.17,497044.66,319894.06,2.32,0.32799999999999996,3.26,1.11,20030724.0,-21416.7,-0.16,24.26,18509.93,30.6,23.16,89000.0
维信诺,-30.016,-97.8855,-60.9347,15.3303,-192.2161,16.1251,-152.1233,,元器件,广东,0.0,4.69,13.68,4070035.25,1402220.38,246676.27,1446748.13,10.58,-0.13,11.29,1.12,20100413.0,-41468.81,-0.3,4452.95,-149.65,13.26,-16.35,35022.0
凯发电气,-36.6663,-20.2907,60.2572,64.1464,-41.7693,-20.7998,5.1652,,电气设备,天津,319.04,1.66,2.76,236701.55,205921.17,18376.92,17004.56,0.62,0.019,3.55,2.24,20141203.0,50872.46,1.84,3.73,-91.43,22.43,0.49,18886.0
安阳钢铁,-200.6043,27.763,976.6664,1600.7815,128.7941,1016.7307,1572.7109,,普钢,河南,4.08,23.94,23.94,3406413.5,1558700.88,1441941.25,348063.0,1.45,0.657,3.36,1.06,20010820.0,37015.21,0.15,28.07,61.03,12.64,6.12,125656.0
合金投资,-7.5713,-14.6567,-18.8204,-23.709,-5.5307,-9.191,-9.2508,,综合类,新疆,0.0,3.85,3.85,101979.3,12481.6,9856.49,4787.01,0.12,-0.024,0.39,13.89,19961112.0,-34890.3,-0.91,39.5,50.85,23.17,-14.03,21485.0
华东数控,-27.2686,-87.7985,-162.4187,37.1373,-31.3197,-111.7764,-168.5609,,机床制造,山东,0.0,2.97,3.07,124330.21,37331.87,58390.61,73444.4,2.39,-0.5479999999999999,1.67,5.71,20080612.0,-60102.31,-1.95,-31.06,-3.78,-28.83,-279.58,23427.0
中国软件,-88.7219,-169.1464,-206.8308,74.8984,-107.931,-226.2556,-239.6426,,软件服务,北京,0.0,4.95,4.95,471268.81,357613.78,52032.48,97567.46,1.97,-0.485,3.73,7.9,20020517.0,34805.12,0.7,-14.35,-15.86,36.29,-9.43,87694.0
华银电力,-181.75900000000001,-457.6491,-587.2728,-1157.1434,30.6177,-18.529,-1.6186,,火力发电,湖南,0.0,8.28,17.81,1889560.75,482041.19,1075795.88,488881.81,2.74,-0.001,1.68,1.97,19960905.0,-382360.41,-2.15,22.23,99.72,6.82,-0.02,82244.0
中利集团,-250.9634,38.4101,52.0085,305.5374,21.8596,49.3042,58.3588,,电气设备,江苏,99.15,7.02,8.72,2854789.75,2225399.75,376105.03,614091.06,7.04,0.067,10.3,0.86,20091127.0,179019.42,2.05,0.87,12.21,17.04,0.5,19248.0
信息发展,-20.9061,-10.5411,1.6672,33.2079,-18.2388,-1.7839,7.2952,,软件服务,上海,264.01,0.97,1.22,132807.23,93374.65,1477.91,14217.62,1.17,0.09,3.47,6.06,20150611.0,16938.17,1.39,6.69,337.55,40.82,1.98,13124.0
科蓝软件,-20.5798,-30.6228,-61.2953,40.0804,-19.7628,-33.0799,-60.9661,,软件服务,北京,0.0,1.23,2.01,120048.45,111149.22,202.75,35613.71,1.77,-0.303,3.07,6.45,20170608.0,8779.41,0.44,8.56,0.54,32.0,-19.42,17265.0
风神股份,-118.9685,-112.4991,-200.5454,-474.9932,-102.809,-89.9288,1.87,,汽车配件,河南,997.06,5.62,5.62,781536.44,367795.88,303140.53,175495.2,3.12,0.003,3.41,1.3,20031021.0,-67357.15,-1.2,-17.09,100.93,17.33,0.04,26469.0
开创国际,-40.9091,-27.1034,27.3939,122.5536,-24.5751,17.5768,122.5041,,渔业,上海,17.39,2.26,2.41,199609.27,122391.71,54786.75,61164.21,2.54,0.508,6.77,1.74,19970619.0,49463.5,2.05,11.31,347.19,40.09,8.58,14599.0
滨海能源,-16.5947,-15.1622,-15.519,9.7484,2.4788,-13.9344,36.7284,,供气供热,天津,47.04,2.22,2.22,96420.46,79949.11,13104.62,7483.31,0.34,0.165,1.64,6.32,19970218.0,5499.85,0.25,51.82,583.59,5.67,4.2,14371.0
天目药业,-3.0938,-7.2284,8.539,8.1416,20.2764,32.0395,29.7329,,中成药,浙江,55.35,1.22,1.22,43916.06,13252.55,14095.0,5149.78,0.42,0.244,0.8,22.66,19930823.0,-10061.33,-0.83,243.48,248.2,38.37,10.24,8345.0
吉林森工,-74.258,-36.3926,-92.6812,11.9824,18.582,26.7989,35.4213,,林业,吉林,66.48,4.26,7.17,657118.0,286953.75,95957.63,178451.16,2.49,0.049,4.11,1.07,19981007.0,25873.59,0.36,72.24,165.44,39.49,3.39,26246.0
东易日盛,-58.7265,-7.6799,42.3321,217.5767,-62.0721,,84.4711,,装修装饰,北京,39.9,2.5,2.63,336867.13,183973.8,56462.26,61721.3,2.35,0.322,4.6,3.72,20140219.0,7904.5,0.3,23.53,99.54,35.88,2.87,11825.0
丝路视觉,-23.3441,6.9294,11.8995,23.554000000000002,-18.9398,33.5788,41.5563,,软件服务,深圳,40.14,0.63,1.15,71900.8,55976.66,2838.1,23259.35,2.02,0.36,3.92,4.92,20161104.0,13360.86,1.16,31.11,249.23,39.29,9.36,17925.0
三毛派神,-12.8697,34.9345,88.7211,79.2506,0.5498,-5.4627,-4.88,,纺织,甘肃,0.0,1.86,3.8,73057.11,30096.35,37806.75,32181.25,0.85,-0.03,1.57,6.1,19970528.0,-24989.11,-0.66,5.39,-105.5,14.41,-2.17,18922.0
福建水泥,-43.5367,-43.0627,-80.2192,-151.8037,86.4782,225.1864,321.8381,,水泥,福建,7.32,3.82,3.82,393034.88,79843.21,204755.75,21390.35,0.56,0.843,2.35,3.5,19940103.0,-9038.55,-0.24,70.41,501.2,33.56,16.13,40858.0
津劝业,-30.6689,-79.9174,-129.1086,8.6827,-35.6013,-75.368,-108.1075,,百货,天津,0.0,4.16,4.16,135328.69,6925.25,60707.1,17866.24,0.43,-0.26,0.97,4.59,19940128.0,-28666.69,-0.69,-17.94,16.27,21.16,-88.85,36373.0
石化机械,-107.5285,-158.9343,-125.9562,9.4138,-84.6275,-82.8885,-36.5177,,化工机械,湖北,0.0,5.98,5.98,812702.0,664393.13,119545.4,98809.59,1.65,-0.061,2.89,2.86,19981126.0,-5222.66,-0.09,44.35,71.01,18.18,-1.16,43866.0
亚太实业,-1.8474,-3.9891,-6.8332,-8.6006,-1.3719,-2.1972,11.5599,,区域地产,甘肃,95.64,2.9,3.23,21982.86,17857.03,285.35,15260.5,0.47,0.036000000000000004,0.27,17.15,19970228.0,-40511.92,-1.25,-59.12,269.17,14.79,61.44,14944.0
国电南自,-131.1076,-94.5072,-76.4017,37.4338,-105.1147,-27.7294,-23.5721,,电气设备,江苏,0.0,6.35,6.95,902915.38,633406.75,105736.76,128323.11,1.85,-0.034,3.24,1.55,19991118.0,5656.05,0.08,-21.94,69.15,24.8,-0.82,50484.0
民和股份,-75.8589,-182.5452,-289.4749,-290.551,-15.6327,18.4145,139.0332,380.6526,农业综合,山东,39.38,1.91,3.02,240565.7,71663.63,127704.17,86187.93,2.85,0.46,2.91,8.31,20080516.0,-40344.65,-1.34,58.89,148.03,25.34,12.15,26941.0
大智慧,-76.524,-102.6482,445.7811,382.9246,1.337,-28.5019,-38.8214,,软件服务,上海,0.0,19.88,19.88,192561.88,82100.42,2659.92,118960.55,0.6,-0.02,0.68,10.55,20110128.0,-191133.56,-0.96,-11.98,-108.71,55.11,-9.3,122400.0
天龙光电,-17.2113,-22.9938,-13.6936,67.0219,-12.1757,-21.3786,-30.0967,,专用机械,江苏,0.0,2.0,2.0,36203.89,19897.61,14016.82,83449.61,4.17,-0.15,1.12,4.73,20091225.0,-83515.75,-4.18,-93.03,-119.79,10.49,-337.45,13682.0
思特奇,-57.2993,-8.016,6.9808,65.4522,-49.2466,-12.9765,3.1544,,软件服务,北京,577.55,0.69,1.06,104916.9,91446.92,6979.6,29960.13,2.82,0.03,5.95,3.85,20170213.0,21080.21,1.99,11.0,-54.81,49.05,0.82,9159.0
绿景控股,-21.2482,-39.0477,-58.0877,-83.2608,-9.7777,-24.2725,41.9866,,医疗保健,广东,25.78,1.83,1.85,39331.85,28616.65,2256.96,2282.03,0.12,0.22699999999999998,0.91,8.55,19921123.0,-4573.9,-0.25,-26.76,172.28,18.41,319.69,20113.0
嘉凯城,-362.1148,-716.5364,-992.6773,1987.7496,-90.4992,-241.1676,-539.2613,,全国地产,浙江,0.0,18.04,18.04,2486161.25,1810659.25,34243.28,-90071.92,-0.5,-0.299,2.5,2.97,19990720.0,259214.22,1.44,-18.37,45.68,1.84,-69.99,58686.0
华塑控股,-4.4886,-10.8115,-15.4516,12.505999999999998,-4.489,-4.2275,-8.3092,,其他建材,四川,0.0,8.25,8.25,25942.53,19559.15,1000.85,22813.92,0.28,-0.01,0.07,47.63,19930507.0,-102706.15,-1.24,-21.43,46.23,1.45,-0.7,62589.0
宁波富邦,-8.3741,-13.3688,88.3171,70.6541,-5.5403,-3.1153,-7.1954,,铝,浙江,0.0,1.34,1.34,54610.63,31948.1,15462.45,404.11,0.03,-0.054000000000000006,0.96,11.49,19961111.0,-2356.32,-0.18,-6.07,-108.15,3.22,-1.3,10012.0
天津磁卡,-16.3601,-33.0328,-46.4264,-59.5219,-12.9123,-29.5786,-42.8558,,综合类,天津,0.0,6.11,6.11,48983.7,20945.85,6101.64,13506.77,0.22,-0.07,0.03,239.34,19931206.0,-77615.75,-1.27,15.21,7.69,17.64,-39.86,63113.0
南纺股份,-46.4697,-21.4057,-78.94,93.7113,-44.675,27.3893,17.6304,,商贸代理,江苏,90.35,2.59,2.59,149817.88,55872.3,4936.97,16455.55,0.64,0.068,1.72,4.76,20010306.0,-7884.12,-0.3,67.76,122.33,4.06,2.18,12048.0
一汽夏利,-265.8297,-685.6409,-1123.454,-1640.5354,-223.00099999999998,-637.4257,-1002.9427,,汽车整车,天津,0.0,15.95,15.95,456620.44,155308.95,128532.11,134030.17,0.84,-0.629,-0.59,-6.23,19990727.0,-443190.41,-2.78,-5.49,10.73,-25.04,-106.42,47976.0
金宇车城,-13.6436,-25.2504,-36.7874,21.7406,-4.8953,1.4451,-8.4678,,纺织,四川,0.0,1.28,1.28,118033.72,45690.17,6490.01,2009.93,0.16,-0.066,0.55,23.78,19980303.0,-10743.25,-0.84,866.61,76.98,23.64,-4.2,5097.0
山西路桥,-139.3322,-238.0702,-338.1847,106.1047,-28.9538,-94.5541,-101.5049,,公路,山西,0.0,4.69,4.69,939710.13,117676.56,727.62,127551.85,2.72,-0.21600000000000003,1.91,2.39,19970627.0,-100883.71,-2.15,-48.12,39.04,20.0,-7.84,44114.0
莲花健康,-40.8605,-60.2993,-109.1704,-103.4327,-30.3079,-59.0385,-99.4459,,食品,河南,0.0,10.62,10.62,185969.45,58292.66,31661.4,29952.15,0.28,-0.094,-0.06,-34.97,19980825.0,-150977.19,-1.42,-6.2,8.91,11.02,-7.67,88352.0
沈阳机床,-267.1048,-496.9784,,117.7516,12.7899,25.248,-175.3418,,机床制造,辽宁,0.0,7.4,7.65,2066680.38,1604716.5,307804.03,134763.11,1.76,-0.22899999999999998,0.9,8.77,19960718.0,-154920.69,-2.02,33.32,77.58,26.6,-4.17,116387.0
纳思达,-858.5838,-1015.3935,-507.022,949.416,85.1759,312.5422,495.9907,,电脑设备,广东,41.45,9.98,10.64,3579254.0,1006548.88,317048.75,167245.17,1.57,0.466,4.29,6.01,20071113.0,198385.75,1.87,-2.21,197.82,36.43,3.12,12822.0
金杯汽车,-53.4186,-337.1242,-500.7885,100.713,20.25,48.4855,73.1656,,汽车配件,辽宁,40.43,10.93,10.93,557692.75,405684.59,55784.0,116782.21,1.07,0.067,0.32,11.35,19920724.0,-236072.02,-2.16,6.02,114.61,12.14,1.65,52412.0
宜宾纸业,-49.3101,131.9431,100.6484,92.4647,1.6956,217.7892,210.1743,,造纸,四川,5.94,1.05,1.05,358438.44,125369.15,190256.84,10537.1,1.0,1.996,3.38,4.68,19970220.0,14153.98,1.34,37.6,108.82,16.47,20.21,12831.0
南华生物,-4.8972,-12.0364,-20.4908,-37.1194,-7.2657,-15.4499,-23.0101,,环境保护,湖南,0.0,3.11,3.12,38590.73,17783.84,1683.0,14164.02,0.45,-0.07400000000000001,0.01,2344.93,19921208.0,-48612.73,-1.56,216.87,-12.29,66.78,-41.25,16311.0
南卫股份,11.5798,27.8265,41.1171,47.6014,12.2044,38.4456,52.5048,,医疗保健,江苏,23.6,0.63,1.3,84285.0,62601.13,6767.41,23054.42,1.77,0.40399999999999997,4.38,2.9,20170807.0,18244.93,1.4,-2.79,27.7,25.35,14.99,12751.0
倍加洁,17.8403,43.3409,64.7419,86.5642,18.4114,45.2151,77.1268,,家居用品,江苏,26.78,0.2,0.8,109671.35,73684.21,12232.76,53004.3,6.63,1.02,10.68,3.22,20180302.0,23015.13,2.88,0.0,0.0,25.37,14.3,12398.0
长城科技,31.5489,78.2227,123.8012,177.4229,41.7841,85.5592,142.065,,电气设备,浙江,22.59,0.45,1.78,181071.88,164529.27,11954.19,92577.02,5.19,0.9,9.21,2.61,20180410.0,49492.55,2.77,0.0,0.0,7.75,3.79,25799.0
三利谱,20.506,30.6179,55.8041,82.2039,13.368,28.3657,22.7091,,元器件,深圳,117.79,0.55,0.8,193424.88,136521.63,36892.15,36625.09,4.58,0.284,10.96,4.07,20170525.0,38408.05,4.8,5.69,-59.31,18.63,3.52,6296.0
剑桥科技,-12.4528,41.9625,55.0958,60.6005,-41.1243,7.0679,56.3685,,通信设备,上海,44.19,0.55,1.29,257571.66,165324.38,46930.12,57128.53,4.44,0.44,8.56,3.01,20171110.0,38352.9,2.98,23.24,2.31,10.2,2.48,16525.0
卫光生物,34.681999999999995,75.782,106.9576,154.7492,24.7435,69.1649,,,生物制药,深圳,33.41,0.27,1.08,140584.38,88318.57,22071.93,63930.23,5.92,1.001,11.64,3.83,20170616.0,44689.35,4.14,6.26,1.04,42.34,23.07,13455.0
凌霄泵业,37.8585,76.403,130.9985,188.3659,39.9285,94.681,159.1702,,专用机械,广东,13.47,0.65,1.2,141435.09,127916.38,10481.87,49795.98,4.13,1.3219999999999998,10.81,2.2,20170711.0,55683.57,4.62,13.14,21.51,28.11,19.92,12598.0
芯能科技,-13.8107,34.5074,54.977,116.3835,10.878,53.0844,71.8754,,电气设备,浙江,85.98,0.88,5.0,257681.34,105343.01,140822.42,71535.05,1.43,0.17,2.93,5.62,20180709.0,22317.23,0.45,0.0,0.0,50.27,22.92,44017.0
科力尔,12.7941,36.1864,53.3315,65.4463,8.3942,26.6783,48.5574,,电气设备,湖南,50.9,0.26,0.84,74760.43,55842.1,17306.3,35643.1,4.26,0.581,7.5,5.26,20170817.0,14922.02,1.78,21.25,-8.95,21.14,9.28,16250.0
意华股份,22.5994,49.9462,73.611,93.9787,16.9042,35.0598,63.0107,,元器件,浙江,48.76,0.67,1.71,161137.19,104512.46,32768.34,51390.18,3.01,0.369,6.49,3.7,20170907.0,39489.17,2.31,13.43,-14.4,23.81,6.33,26939.0
大理药业,18.3419,31.1707,39.0219,44.4525,8.6682,0.8858,5.4063,,化学制药,云南,236.08,0.76,1.3,60328.41,43237.87,9679.65,20749.92,1.6,0.042,3.53,3.71,20170922.0,9166.78,0.71,57.31,-86.15,80.19,1.76,16029.0
大博医疗,56.4652,131.6759,210.449,295.5563,68.587,175.2834,283.3343,,医疗保健,福建,34.78,0.4,4.02,153685.56,121873.63,22516.57,41211.75,1.03,0.71,3.62,9.03,20170922.0,47511.35,1.18,23.48,34.63,82.44,51.95,15903.0
中农立华,17.4327,64.4541,72.5267,90.3302,23.3771,80.4643,90.7182,,其他商业,北京,21.79,0.8,1.6,269570.5,249929.45,3830.87,33324.87,2.08,0.5670000000000001,5.25,3.14,20171116.0,28625.77,1.79,2.0,25.08,11.11,3.08,16929.0
鹏鹞环保,48.5766,120.0504,204.6333,219.3221,48.8051,104.4243,148.6467,,环境保护,江苏,26.86,3.36,4.8,505216.16,177154.72,15957.22,128865.97,2.68,0.32,6.28,1.77,20180105.0,120863.06,2.52,-12.72,-27.36,55.62,28.3,38242.0
