name,roe2016_2,roe2016_3,roe2016_4,roe2017_1,roe2017_2,roe2017_3,roe2017_4,roe2018_1,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
宁波港,3.66,5.46,6.64,1.93,3.92,6.42,7.35,2.01,港口,浙江,19.09,128.0,131.73,6304892.5,1276012.25,2860810.5,861938.81,0.65,0.057,2.82,1.54,20100928.0,1291952.25,0.98,33.24,9.82,25.32,14.72,223616.0
明泰铝业,3.66,5.32,6.94,1.86,4.47,6.76,6.59,2.32,铝,河南,11.47,4.98,5.9,895101.13,528908.81,190637.31,348668.44,5.91,0.23,9.51,1.07,20110919.0,151553.95,2.57,30.29,78.2,9.22,4.73,19880.0
国电南瑞,3.65,9.39,16.35,0.2,4.12,9.58,16.72,0.48,软件服务,江苏,196.37,22.06,45.84,4348467.5,3375703.5,461617.31,402628.16,0.88,0.021,4.63,3.49,20031016.0,1046355.38,2.28,19.86,38.74,24.8,2.45,73146.0
兴业证券,3.65,6.47,6.45,2.09,4.08,5.96,6.83,1.08,证券,福建,24.25,66.97,66.97,16501518.0,0.0,51102.14,1436953.38,2.15,0.055,5.04,1.05,20101013.0,839289.5,1.25,-16.39,-46.35,0.0,22.28,239939.0
云图控股,3.65,5.29,4.69,2.31,2.41,2.74,3.4,1.62,农药化肥,四川,22.63,4.78,10.1,925578.69,382601.31,356529.31,113133.35,1.12,0.05,3.09,1.47,20110118.0,88121.86,0.87,-14.66,-29.37,17.85,3.09,38214.0
吉大通信,3.64,9.09,13.19,0.38,1.91,4.72,5.77,0.38,通信设备,吉林,343.65,0.73,2.4,94879.55,90333.81,2932.54,21331.72,0.89,0.012,3.03,5.32,20170123.0,24636.11,1.03,-1.73,4.74,20.28,4.16,28526.0
天舟文化,3.64,2.72,5.6,1.33,2.48,3.25,3.21,1.39,出版业,湖南,17.22,7.64,8.45,477660.66,141444.73,5071.1,289850.0,3.43,0.07,5.0,0.96,20101215.0,69231.15,0.82,-1.18,-0.11,55.57,34.86,34963.0
思源电气,3.64,5.84,8.37,0.4,3.39,4.27,5.7,-0.17,电气设备,上海,0.0,5.79,7.6,623999.44,520986.06,52899.65,6403.6,0.08,-0.01,5.71,2.89,20040805.0,319682.69,4.21,-3.13,-144.06,31.96,-1.3,20037.0
爱司凯,3.64,7.17,10.02,1.33,3.94,5.96,7.42,0.49,专用机械,广东,177.13,0.95,1.44,54753.94,41901.23,4256.43,14005.65,0.97,0.017,3.45,3.54,20160705.0,19390.72,1.35,-9.23,-60.46,50.03,7.79,12697.0
蓝晓科技,3.63,6.32,8.54,2.03,6.94,9.65,11.47,2.41,化工原料,陕西,90.13,1.08,2.02,111330.26,69855.63,15452.77,28447.0,1.41,0.099,4.11,8.71,20150702.0,32248.52,1.59,34.05,35.86,38.73,15.23,21122.0
苏州固锝,3.63,5.51,7.74,1.26,3.61,5.31,6.83,0.61,半导体,江苏,123.59,7.26,7.28,194149.27,129799.61,50186.2,30917.72,0.42,0.013000000000000001,2.13,3.05,20061116.0,42258.93,0.58,39.57,-49.02,17.49,2.07,70542.0
大连热电,3.63,-2.62,1.86,7.3,2.23,-3.59,0.46,6.75,供气供热,辽宁,8.35,4.05,4.05,159531.36,43497.4,75793.0,10217.32,0.25,0.13,1.93,2.26,19960716.0,10562.03,0.26,2.08,-8.24,23.52,11.93,24440.0
江河集团,3.63,4.83,5.26,1.19,3.62,5.13,6.76,1.36,装修装饰,北京,24.28,9.41,11.54,2240556.75,1697733.38,104839.31,303710.72,2.63,0.083,6.04,1.33,20110818.0,253296.72,2.19,13.73,19.71,14.71,3.15,26754.0
中科信息,3.63,,11.6,-0.33,3.63,2.47,8.1,0.1,软件服务,四川,2052.65,0.45,1.8,66900.68,53631.85,2081.85,25836.76,1.44,0.003,2.92,8.8,20170728.0,13930.07,0.77,64.02,151.11,20.67,1.28,18700.0
湖南发展,3.61,5.1,5.16,1.05,2.45,3.35,3.19,0.69,水力发电,湖南,35.81,4.64,4.64,315167.13,96930.8,160453.31,213774.05,4.61,0.042,6.04,0.99,19970522.0,16957.35,0.37,-15.08,-32.77,36.97,35.15,36898.0
内蒙华电,3.61,5.18,3.23,-1.63,2.42,4.54,4.87,0.04,火力发电,内蒙,721.35,58.08,58.08,4240445.0,301140.75,2757844.5,17294.9,0.03,0.001,1.76,1.35,19940520.0,275117.63,0.47,31.67,103.77,17.13,0.17,233766.0
惠博普,3.61,5.04,6.08,2.28,2.56,3.49,4.15,1.66,石油开采,北京,22.94,8.36,10.71,466008.75,250136.34,46416.45,51916.34,0.48,0.033,2.01,1.53,20110225.0,65515.61,0.61,-25.78,-30.02,27.98,10.51,54211.0
三德科技,3.6,5.25,7.77,1.69,2.92,4.57,5.27,1.28,电器仪表,湖南,90.57,0.91,2.0,54388.86,41069.76,9498.74,10991.76,0.55,0.028999999999999998,2.29,4.64,20160608.0,12648.46,0.63,-8.39,-24.05,57.68,17.42,16944.0
华泰证券,3.6,5.85,7.43,1.53,3.56,5.47,10.62,2.13,证券,江苏,14.9,54.44,71.63,39976208.0,0.0,365079.16,4581439.5,6.4,0.266,12.42,1.27,20100226.0,2142973.5,2.99,13.35,43.07,0.0,44.36,183704.0
北部湾旅,3.6,3.75,4.79,0.25,2.43,5.21,7.35,-0.05,旅游服务,广西,0.0,2.68,3.49,634570.69,342591.59,110639.46,270444.56,7.75,-0.006,10.5,1.79,20150326.0,54904.76,1.57,38.39,-123.51,35.59,-0.46,19096.0
天海防务,3.59,4.17,4.97,1.25,3.2,4.13,6.2,0.24,船舶,上海,158.87,6.02,9.6,430154.06,207773.27,43287.65,116249.07,1.21,0.006999999999999999,2.76,1.56,20091030.0,48868.4,0.51,46.93,-72.66,10.79,1.49,52580.0
福星股份,3.59,6.81,6.0,2.84,4.77,8.31,8.22,2.21,区域地产,湖北,7.46,9.48,9.72,4686261.5,3595621.5,129214.6,269773.25,2.78,0.23800000000000002,10.74,0.66,19990618.0,522165.0,5.37,-10.73,-18.47,41.24,8.55,47000.0
中坚科技,3.58,5.58,5.76,1.33,2.81,4.67,3.75,0.71,农用机械,浙江,149.19,0.4,1.32,81184.05,51454.53,18261.03,19537.85,1.48,0.034,4.81,4.25,20151209.0,27321.86,2.07,-13.76,-45.33,18.66,4.11,12131.0
丝路视觉,3.58,4.14,6.56,-6.0,1.76,2.98,5.75,-4.83,软件服务,深圳,0.0,0.62,1.15,61358.36,49740.93,3891.05,22849.85,1.99,-0.17,3.41,6.57,20161104.0,7868.77,0.69,34.37,18.87,24.01,-22.4,19587.0
新开源,3.58,5.29,6.52,1.92,4.06,5.86,7.13,1.83,化工原料,河南,52.34,1.11,2.21,200779.19,49461.87,34437.03,84660.71,3.84,0.11,6.01,3.84,20100825.0,28045.49,1.27,31.49,0.92,44.64,17.45,12166.0
爱仕达,3.57,4.81,6.52,2.47,4.04,5.26,7.82,1.93,家用电器,浙江,18.56,2.89,3.5,463389.69,257422.09,64032.11,124542.7,3.56,0.12300000000000001,6.34,1.44,20100511.0,58893.48,1.68,9.4,-19.36,38.55,5.25,16981.0
华闻传媒,3.57,7.49,9.19,0.26,3.64,4.39,2.83,0.21,出版业,海南,103.08,19.21,20.01,1606387.5,527582.19,60436.01,381619.06,1.91,0.011000000000000001,4.94,0.88,19970729.0,365745.47,1.83,-4.91,-15.82,28.59,2.89,67462.0
康斯特,3.57,5.64,10.72,1.45,4.35,7.55,11.29,1.84,电器仪表,北京,64.58,0.88,1.66,53517.23,39573.39,9826.74,6450.45,0.39,0.053,2.88,4.77,20150424.0,24110.78,1.46,18.37,44.22,69.27,21.09,10526.0
三鑫医疗,3.57,5.66,6.62,1.17,3.6,5.6,7.31,1.13,医疗保健,江西,66.73,1.09,1.59,70599.15,29925.0,31264.22,16244.6,1.02,0.042,3.69,3.03,20150515.0,23331.42,1.47,44.54,1.45,28.98,5.57,13097.0
川金诺,3.57,7.22,9.35,1.21,4.04,6.02,9.07,1.25,化工原料,云南,88.56,0.38,0.93,97269.5,51349.65,22649.1,27733.4,2.97,0.08900000000000001,7.11,4.43,20160315.0,25687.2,2.75,7.32,8.71,27.03,4.67,16042.0
金盾股份,3.57,5.96,7.33,0.98,2.78,5.75,2.09,0.44,专用机械,浙江,75.99,1.31,4.74,382472.78,158458.13,22827.71,285440.88,6.02,0.032,7.2,1.34,20141231.0,27333.76,0.58,41.66,162.27,39.18,16.22,7886.0
科大国创,3.56,3.96,10.79,-1.42,0.87,-1.7,3.26,0.09,软件服务,安徽,2057.17,1.13,2.02,110454.65,94743.71,3673.41,16453.11,0.81,0.003,2.79,7.61,20160708.0,18108.67,0.89,7.29,106.95,40.73,0.43,27641.0
鸿路钢构,3.56,3.15,3.79,1.23,2.82,4.4,5.19,1.27,钢加工,安徽,19.27,3.71,5.24,911297.88,641214.44,146590.25,230418.8,4.4,0.099,7.79,0.98,20110118.0,133876.81,2.56,42.27,8.41,16.64,4.64,17728.0
通威股份,3.56,10.53,8.77,2.22,6.51,11.86,15.08,2.34,饲料,四川,21.18,27.82,38.82,2737956.0,846177.19,1199705.38,570036.0,1.47,0.083,3.52,1.99,20040302.0,377415.41,0.97,24.04,20.59,18.33,6.14,54820.0
万安科技,3.56,4.77,7.37,1.97,3.97,5.23,6.96,1.71,汽车配件,浙江,31.61,4.25,4.8,359484.63,227476.91,74164.59,78960.97,1.65,0.067,3.89,2.16,20110610.0,52594.95,1.1,-0.5,-7.84,26.82,5.82,50775.0
江海股份,3.55,3.42,5.0,0.97,2.93,4.8,6.09,1.05,元器件,江苏,43.69,7.6,8.15,392663.16,267423.47,64978.61,137956.3,1.69,0.040999999999999995,3.86,1.85,20100929.0,78055.18,0.96,22.05,13.75,23.96,8.12,23184.0
聚光科技,3.55,9.82,14.68,0.53,3.65,10.64,14.3,1.12,环境保护,浙江,88.18,4.52,4.53,633895.5,402644.09,43417.15,94976.56,2.1,0.079,7.02,3.98,20110415.0,162320.19,3.59,42.75,141.35,49.86,7.0,16930.0
奥普光电,3.55,6.14,6.91,1.74,3.46,4.47,4.91,1.18,电器仪表,吉林,70.28,2.4,2.4,96927.95,68016.18,17949.06,25480.78,1.06,0.039,3.3,3.32,20100115.0,24214.2,1.01,-5.84,-30.6,38.79,11.53,15887.0
广百股份,3.54,4.6,6.12,1.85,3.79,5.51,6.56,2.01,百货,广东,13.29,3.42,3.42,422355.75,219599.05,106470.95,91412.22,2.67,0.159,7.89,1.07,20071122.0,120022.45,3.51,20.88,11.84,17.5,2.8,20199.0
盈峰环境,3.54,4.69,7.37,1.93,4.89,6.83,8.13,2.06,环境保护,浙江,28.0,7.44,11.67,812794.94,441438.94,32224.76,201047.63,1.72,0.078,3.77,2.31,20000330.0,82329.38,0.71,21.72,36.4,14.38,7.94,27767.0
川仪股份,3.54,5.17,6.85,1.23,3.71,5.69,7.96,1.31,电器仪表,重庆,33.02,2.59,3.95,472943.56,353872.72,49427.3,70549.46,1.79,0.067,5.12,1.74,20140805.0,78688.96,1.99,13.75,12.5,32.42,3.95,25295.0
雅化集团,3.54,4.3,5.6,1.28,5.14,6.55,9.29,2.08,化工原料,四川,47.63,8.23,9.6,454945.16,156366.16,98728.81,35644.35,0.37,0.055999999999999994,2.68,3.96,20101109.0,103336.11,1.08,52.84,72.15,28.66,9.57,118000.0
宝德股份,3.54,3.46,6.02,0.43,4.01,7.31,3.33,-0.86,专用机械,陕西,0.0,1.44,3.16,630017.94,200359.88,12502.3,58975.38,1.87,-0.028999999999999998,3.39,1.8,20091030.0,15676.65,0.5,-2.16,-303.3,-2.08,-7.19,18656.0
山东章鼓,3.54,5.75,7.45,1.61,4.03,6.96,9.19,1.7,机械基件,山东,43.7,2.71,3.12,108598.9,75976.71,18725.61,21169.92,0.68,0.042,2.46,2.99,20110707.0,18040.25,0.58,22.21,6.88,35.59,7.25,19351.0
星徽精密,3.54,5.74,8.22,0.87,2.62,3.95,2.96,-1.63,机械基件,广东,0.0,0.91,2.08,102602.11,42266.92,41529.92,11156.0,0.54,-0.039,2.41,5.09,20150610.0,16378.32,0.79,9.3,-281.84,1.12,-7.99,13341.0
国农科技,3.53,15.27,32.52,-0.98,-3.22,-4.7,6.62,1.56,生物制药,深圳,190.02,0.83,0.84,31013.0,18717.59,3060.63,93.87,0.01,0.025,1.57,11.89,19910114.0,3574.15,0.43,595.63,274.92,79.85,2.73,10456.0
远方信息,3.53,5.43,4.69,1.3,3.58,5.32,6.55,0.96,电器仪表,浙江,33.44,1.52,2.87,223573.3,94816.65,26665.77,112787.42,3.92,0.066,6.87,1.29,20120329.0,49809.62,1.73,-2.91,-22.08,61.24,18.83,14000.0
拓维信息,3.52,4.41,5.59,1.81,3.31,3.83,1.71,0.06,互联网,湖南,477.77,9.72,11.01,434744.91,139547.81,20479.71,192151.02,1.75,0.002,3.51,1.29,20080723.0,76415.96,0.69,-19.72,-96.25,51.22,1.11,66286.0
岭南控股,3.52,4.73,4.91,3.54,3.27,5.6,6.95,1.47,酒店餐饮,广东,37.15,2.72,6.7,435906.5,142642.06,55606.71,121464.77,1.81,0.057,3.86,2.19,19931118.0,47391.17,0.71,10.2,12.71,15.96,2.39,25973.0
深圳华强,3.52,7.06,10.69,1.93,4.87,7.78,9.82,3.14,批发业,深圳,28.16,6.67,7.21,848619.0,467964.34,30299.55,97174.15,1.35,0.187,5.95,3.55,19970130.0,237803.75,3.3,69.61,72.17,16.3,6.34,36430.0
上海钢联,3.52,3.27,4.43,1.15,4.32,6.27,5.84,2.4,互联网,上海,122.77,1.52,1.59,1070237.38,1033516.69,19273.96,72387.07,4.55,0.128,5.32,11.81,20110608.0,-5816.35,-0.37,31.8,246.35,0.77,0.11,15371.0
索菱股份,3.51,6.03,7.53,2.01,3.19,5.84,7.56,1.5,汽车配件,深圳,32.61,2.49,4.22,336282.88,212781.66,41331.51,91269.07,2.16,0.067,4.47,1.96,20150611.0,50741.4,1.2,63.92,35.8,32.49,7.26,29066.0
高澜股份,3.5,4.11,9.61,-0.9,2.16,4.38,6.61,-1.34,专用机械,广东,0.0,0.68,1.2,100451.36,68865.4,13878.54,21531.49,1.79,-0.069,5.13,2.92,20160202.0,25104.01,2.09,6.12,-54.87,28.72,-7.31,11006.0
中国卫星,3.49,4.94,8.15,1.17,3.57,,7.9,1.14,航空,北京,96.11,11.82,11.82,1018605.88,768848.06,122772.51,163995.98,1.39,0.051,4.44,4.4,19970908.0,229546.52,1.94,13.63,3.27,14.63,4.72,147378.0
万马股份,3.49,4.39,7.01,-1.03,1.43,2.09,2.89,-0.72,电气设备,浙江,0.0,10.34,10.35,688434.0,536771.0,75061.93,155519.38,1.5,-0.027000000000000003,3.76,1.6,20090710.0,112824.92,1.09,41.19,10.44,14.96,-1.63,108000.0
新华锦,3.49,5.84,7.27,2.28,4.35,6.31,8.97,2.03,商贸代理,山东,38.03,3.76,3.76,111550.92,87515.5,3041.1,14276.7,0.38,0.045,2.2,3.09,19960726.0,29316.33,0.78,8.33,-6.24,24.54,5.18,22984.0
浙江众成,3.49,5.23,7.12,1.02,2.32,3.64,3.75,0.63,塑料,浙江,127.79,8.51,9.06,296582.41,131120.81,126592.6,64048.2,0.71,0.013000000000000001,2.01,3.22,20101210.0,20045.25,0.22,53.49,-39.91,21.18,5.08,39000.0
湖北广电,3.47,4.25,5.41,1.6,3.42,4.24,5.71,1.55,影视音像,湖北,14.86,6.36,6.36,967270.63,120378.9,518809.19,346766.31,5.45,0.146,9.39,0.92,19961210.0,175207.91,2.75,16.51,1.48,43.33,14.65,24969.0
歌华有线,3.46,4.86,5.71,1.38,3.0,4.99,5.95,1.33,影视音像,北京,20.63,11.68,13.92,1546359.63,951519.31,384623.69,654844.56,4.71,0.12300000000000001,9.24,1.1,20010208.0,395614.97,2.84,-3.88,-3.3,25.32,32.22,68563.0
丰元股份,3.46,3.32,4.22,1.48,2.58,5.03,6.64,1.21,化工原料,山东,83.45,0.53,0.97,73953.67,36957.0,21354.82,15812.97,1.63,0.07200000000000001,5.96,4.04,20160707.0,28363.02,2.93,1.78,-13.77,18.28,9.74,17858.0
中国重汽,3.46,4.81,8.54,3.31,9.18,13.06,15.92,3.32,汽车整车,山东,10.72,6.71,6.71,2835927.25,2619474.5,122214.77,43243.28,0.64,0.28800000000000003,8.69,1.42,19991125.0,410117.88,6.11,29.42,15.37,8.98,2.1,30963.0
万林股份,3.45,3.18,3.61,0.87,2.17,,4.57,1.28,仓储物流,江苏,26.7,6.26,6.47,525453.56,336214.25,83869.43,118200.55,1.83,0.046,3.57,1.38,20150629.0,65119.55,1.01,97.03,52.04,55.6,15.53,28680.0
金明精机,3.45,3.99,4.4,,4.04,2.75,3.04,0.78,专用机械,广东,69.65,2.21,4.19,146170.13,88627.4,28830.3,63510.73,1.52,0.023,2.88,2.18,20111229.0,25923.26,0.62,21.12,51.06,26.58,8.16,7397.0
宏达高科,3.45,4.72,5.94,1.21,3.04,4.33,5.72,1.27,纺织,浙江,23.7,1.37,1.77,199359.63,57360.5,28557.05,69840.06,3.95,0.12,9.41,1.21,20070803.0,56230.82,3.18,-12.52,3.35,26.37,16.35,20756.0
珈伟股份,3.45,4.73,6.94,2.12,4.7,5.6,6.4,0.52,半导体,深圳,64.07,3.24,8.4,906883.0,448626.34,255581.27,331681.34,3.95,0.031,5.89,1.34,20120511.0,79440.15,0.95,-30.11,-73.67,30.75,5.45,33092.0
步步高,3.45,3.49,2.15,2.4,3.3,2.93,2.35,2.61,超市连锁,湖南,14.29,8.19,8.64,1595371.0,517309.5,504820.41,413164.0,4.78,0.19399999999999998,7.4,1.5,20080619.0,116613.88,1.35,13.95,10.35,22.24,3.11,32403.0
北辰实业,3.45,3.69,5.15,2.49,5.15,6.79,9.05,1.36,区域地产,北京,16.45,26.6,33.67,7997549.0,7004562.5,231945.22,364889.72,1.08,0.054000000000000006,3.93,0.9,20061016.0,534600.94,1.59,-43.09,-39.61,39.01,10.43,165357.0
晨光生物,3.45,5.26,6.15,2.25,5.01,7.28,8.78,2.82,食品,河北,18.86,3.75,5.14,289966.66,204120.3,59612.95,80883.71,1.57,0.092,3.24,2.13,20101105.0,47853.85,0.93,5.81,35.64,17.6,7.37,9666.0
南京医药,3.44,5.33,6.86,2.22,4.16,6.4,8.61,1.76,医药商业,江苏,19.29,8.97,10.42,1806699.0,1646930.38,72983.4,189805.88,1.82,0.064,3.61,1.36,19960701.0,64863.73,0.62,12.64,10.64,6.35,0.88,73125.0
燕京啤酒,3.44,4.72,2.44,0.41,3.7,4.58,1.25,0.41,啤酒,北京,94.47,25.09,28.19,1817414.25,644402.44,988997.19,459509.44,1.63,0.019,4.58,1.59,19970716.0,356414.94,1.26,3.35,0.83,32.17,1.65,82841.0
杭锅股份,3.44,5.99,7.33,3.59,7.8,12.38,13.99,2.51,专用机械,浙江,16.75,7.28,7.39,802209.5,541738.0,138362.5,82130.31,1.11,0.11,4.14,1.68,20110110.0,132374.5,1.79,-32.5,-20.85,24.18,10.91,21230.0
汉威科技,3.44,4.72,6.99,1.32,4.12,5.44,7.9,1.65,电器仪表,河南,39.11,2.27,2.93,461676.0,227382.05,77711.9,58779.95,2.01,0.08,4.84,2.59,20091030.0,50340.05,1.72,5.71,34.54,33.21,6.22,23838.0
上海能源,3.44,3.56,5.31,1.89,4.31,6.86,5.79,3.64,煤炭开采,上海,5.67,7.23,7.23,1491498.88,354748.34,544949.94,93223.17,1.29,0.47100000000000003,12.93,0.83,20010829.0,705954.88,9.77,24.46,105.05,39.26,19.44,50404.0
聚飞光电,3.44,6.16,8.51,2.03,3.94,6.53,3.27,1.97,半导体,深圳,23.68,10.21,12.5,337095.0,233783.95,53286.3,1423.7,0.01,0.028999999999999998,1.49,1.87,20120319.0,51466.25,0.41,54.72,-2.66,18.5,6.48,49791.0
华钰矿业,3.44,6.92,12.17,1.33,7.67,12.12,16.84,2.14,铅锌,西藏,45.82,2.84,5.26,311110.84,48576.18,76433.75,37449.85,0.71,0.075,3.51,3.92,20160316.0,84133.43,1.6,257.47,89.87,35.15,16.88,31317.0
芯能科技,3.43,,8.63,,3.68,,11.42,1.05,电气设备,浙江,228.33,0.88,5.0,219210.59,83854.71,123671.57,42923.34,0.86,0.022000000000000002,2.5,7.95,20180709.0,16217.49,0.32,0.0,0.0,38.38,12.35,84136.0
金发拉比,3.43,5.68,8.2,1.88,3.4,5.97,9.52,2.12,服饰,广东,29.31,1.89,3.57,110953.36,78073.28,14206.7,32147.52,0.9,0.059000000000000004,2.76,2.49,20150610.0,42370.55,1.19,10.92,22.64,53.28,21.2,18195.0
华光股份,3.43,4.71,6.79,3.34,5.67,6.92,8.93,3.25,专用机械,江苏,9.97,1.4,5.59,1026598.63,598427.75,191855.66,18733.28,0.33,0.268,8.25,1.3,20030721.0,359767.25,6.43,22.45,2.88,17.35,12.96,20131.0
中国人寿,3.43,4.37,6.29,1.98,3.96,8.31,10.04,4.03,保险,北京,12.45,208.24,282.65,298631904.0,0.0,2552200.0,5517200.0,1.95,0.478,11.59,2.05,20070109.0,15270800.0,5.4,-2.52,119.84,0.0,5.1,168715.0
探路者,3.43,3.66,5.97,1.78,2.89,2.99,-3.32,0.86,服饰,北京,37.76,6.41,8.91,326155.06,245279.34,24552.99,97057.9,1.09,0.025,2.88,1.31,20091030.0,54516.25,0.61,-29.49,-55.82,27.27,5.05,44500.0
新时达,3.43,5.85,6.29,0.78,3.6,5.67,4.64,-0.38,电器仪表,上海,0.0,4.22,6.2,677902.63,436437.81,43590.76,149104.22,2.4,-0.02,4.86,1.39,20101224.0,81489.34,1.31,23.71,-156.89,19.05,-1.64,44239.0
中材科技,3.42,4.21,5.02,1.68,4.51,7.04,8.74,1.64,化纤,江苏,19.66,6.4,12.91,2288141.5,939363.63,1090135.25,573578.31,4.44,0.115,6.99,1.29,20061120.0,226013.84,1.75,2.57,8.2,29.17,7.11,32183.0
正海磁材,3.42,5.16,8.43,0.17,-0.52,0.12,3.44,0.84,元器件,山东,66.74,7.36,8.2,390800.34,287598.97,51533.89,134918.42,1.64,0.031,3.63,2.25,20110531.0,67764.4,0.83,103.26,382.24,25.8,8.16,46042.0
沈阳化工,3.42,6.1,8.06,1.91,2.66,4.06,5.11,0.81,化工原料,辽宁,24.55,4.32,8.2,935208.63,321597.84,481394.91,133632.0,1.63,0.044000000000000004,5.42,0.81,19970220.0,196311.3,2.4,-32.52,-56.0,9.71,1.69,59196.0
科伦药业,3.42,4.7,5.16,1.63,2.2,3.24,6.34,3.16,化学制药,四川,28.52,10.3,14.4,2863529.75,1236986.25,1084339.25,353617.84,2.46,0.266,8.42,3.61,20100603.0,666655.63,4.63,61.54,98.91,57.91,9.75,24574.0
申达股份,3.41,6.33,7.87,1.53,2.47,4.72,7.53,1.51,纺织,上海,25.85,7.1,7.1,1068686.63,512844.44,262949.34,16489.59,0.23,0.053,3.51,1.57,19930107.0,105435.55,1.48,90.7,-1.51,9.83,0.93,60578.0
星光农机,3.41,4.72,3.11,1.33,3.57,4.54,2.33,-1.32,农用机械,浙江,0.0,2.6,2.6,142320.77,73271.53,34107.87,54234.17,2.09,-0.07,4.11,3.08,20150427.0,22156.34,0.85,-70.32,-198.19,2.93,-29.73,24101.0
金杯电工,3.41,6.01,7.58,1.01,2.89,4.73,5.38,1.11,电气设备,湖南,26.63,5.14,5.53,334672.97,199303.84,66049.2,81696.3,1.48,0.046,4.14,1.18,20101231.0,83294.38,1.51,35.78,10.83,12.84,3.0,44954.0
东风汽车,3.41,3.48,3.36,1.06,2.04,1.76,2.99,1.89,汽车整车,湖北,15.75,20.0,20.0,1733524.25,1315476.88,162322.06,61459.0,0.31,0.065,3.42,1.19,19990727.0,339527.06,1.7,-35.92,84.17,14.72,5.27,133573.0
中闽能源,3.41,3.83,6.67,3.04,3.45,5.08,8.85,3.63,新型电力,福建,13.14,9.99,9.99,371299.09,73082.5,249906.52,209174.42,2.09,0.065,1.8,1.91,19980602.0,-136268.02,-1.36,32.67,31.75,66.29,41.28,29336.0
芭田股份,3.41,6.78,4.35,0.26,0.55,0.9,-5.24,-1.44,农药化肥,深圳,0.0,6.7,8.9,385745.72,109048.01,137050.5,49205.96,0.55,-0.031,2.16,1.58,20070919.0,41079.28,0.46,-5.69,-597.07,12.1,-7.26,57774.0
烽火电子,3.4,6.44,7.72,-1.73,1.42,0.5,5.45,-1.51,通信设备,陕西,0.0,5.94,6.04,277187.41,215634.3,30416.1,20266.13,0.34,-0.032,2.09,3.0,19940509.0,51016.45,0.84,34.33,1.98,35.78,-10.83,54164.0
国星光电,3.4,4.65,6.64,1.75,5.2,8.45,11.37,2.48,半导体,广东,22.98,6.08,6.18,605788.56,355941.88,211472.7,162906.84,2.63,0.13,5.23,2.29,20100716.0,96969.81,1.57,25.79,55.32,22.56,9.79,31862.0
金鸿控股,3.4,4.45,4.84,2.11,4.2,4.71,5.81,2.05,供气供热,吉林,14.29,6.7,6.8,1297660.13,193372.05,658705.19,179295.88,2.64,0.127,6.18,1.17,19961210.0,182197.27,2.68,45.31,1.73,25.28,8.74,26692.0
桐昆股份,3.4,5.34,10.31,2.84,5.51,9.74,13.15,3.6,化纤,浙江,17.11,16.87,18.22,2840234.5,801248.38,1113932.75,643902.38,3.53,0.275,7.62,2.47,20110518.0,561079.38,3.08,27.46,55.86,11.65,6.4,39463.0
麦捷科技,3.4,8.68,7.06,0.76,1.93,3.22,-18.64,1.2,元器件,深圳,60.89,4.72,6.94,313464.41,196468.81,47499.37,124532.22,1.79,0.033,2.74,2.94,20120523.0,-6190.53,-0.09,38.03,35.04,17.89,6.14,15356.0
安利股份,3.4,4.83,5.79,0.15,0.3,-0.29,-1.71,-0.94,塑料,安徽,0.0,2.16,2.17,200029.42,83468.9,106077.32,36064.51,1.66,-0.042,4.43,1.6,20110518.0,30651.1,1.41,12.15,-702.85,16.01,-2.48,11858.0
引力传媒,3.38,4.85,5.58,2.08,3.38,4.92,10.06,2.1,影视音像,北京,56.75,2.68,2.71,209993.27,140877.97,631.82,12158.49,0.45,0.053,2.51,4.79,20150527.0,32011.65,1.18,45.13,13.16,8.42,1.61,24620.0
中科金财,3.38,4.45,6.42,1.23,3.25,4.23,-9.4,1.15,软件服务,北京,44.87,2.76,3.38,392355.13,278247.69,2593.17,177320.19,5.25,0.087,7.54,2.08,20120228.0,37299.85,1.1,7.03,-15.19,36.19,13.07,65172.0
长青集团,3.38,5.4,8.24,1.26,2.45,3.41,4.17,0.95,环境保护,广东,51.93,4.59,7.43,455378.06,143283.81,104691.35,85092.06,1.15,0.027000000000000003,2.86,1.97,20110920.0,48066.62,0.65,-14.61,-20.67,17.48,4.85,38426.0
莱茵生物,3.37,5.23,8.23,1.51,7.78,9.62,19.59,1.71,中成药,广西,47.1,3.54,4.37,290360.13,207869.17,56399.82,26166.93,0.6,0.042,2.44,3.23,20070913.0,33783.51,0.77,-21.94,41.09,37.53,16.41,58026.0
广州发展,3.37,6.48,4.48,0.21,2.26,3.72,4.23,0.65,火力发电,广东,41.45,27.26,27.26,3781806.5,992762.63,1551307.25,394668.97,1.45,0.039,5.91,1.09,19970718.0,583056.88,2.14,30.57,231.61,7.81,1.75,80335.0
国瓷材料,3.36,5.62,7.72,2.56,6.39,9.46,12.86,3.8,陶瓷,山东,44.7,4.08,6.42,329478.75,149764.27,71432.32,67596.25,1.05,0.13,3.31,6.34,20120113.0,63606.93,0.99,53.72,69.7,41.39,23.31,10109.0
中国核建,3.36,6.03,9.34,1.26,3.39,5.72,9.17,1.37,建筑施工,上海,41.61,9.62,26.25,7666458.5,5997410.0,331820.22,118452.82,0.45,0.049,3.1,2.65,20160606.0,404499.94,1.54,10.38,17.82,8.52,1.46,139074.0
