name,roe2016_2,roe2016_3,roe2016_4,roe2017_1,roe2017_2,roe2017_3,roe2017_4,roe2018_1,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
华西能源,3.98,5.77,6.64,0.58,2.66,3.49,5.91,0.56,专用机械,四川,104.19,9.7,11.81,1472377.13,976341.38,109489.22,125520.13,1.06,0.016,2.77,2.36,20111111.0,116052.96,0.98,7.93,1.76,18.66,1.86,18000.0
光启技术,3.98,6.65,10.94,0.25,0.67,0.97,1.07,0.16,汽车配件,浙江,468.12,4.27,21.55,830306.63,743086.25,30981.95,593025.63,2.75,0.006,3.5,3.0,20111103.0,31416.85,0.15,-12.28,-37.43,32.06,12.89,32030.0
齐心集团,3.97,5.59,8.5,1.24,3.37,4.07,5.76,1.21,文教休闲,深圳,57.3,6.4,6.42,470946.66,287760.34,42971.87,138914.31,2.16,0.047,3.83,2.78,20091021.0,61145.15,0.95,16.2,2.77,21.15,4.27,11803.0
阳光电源,3.97,5.24,9.3,2.12,5.73,10.99,14.74,2.83,电气设备,安徽,14.88,10.66,14.52,1528407.38,1213284.13,173249.63,314194.31,2.16,0.14,4.94,1.68,20111102.0,246950.3,1.7,36.76,57.02,30.79,11.89,53662.0
广聚能源,3.95,5.0,12.83,1.61,4.14,5.11,6.31,0.58,石油贸易,深圳,101.86,5.11,5.28,255648.45,146914.75,6822.31,35133.7,0.67,0.027000000000000003,4.53,2.39,20000724.0,114831.15,2.17,82.97,-62.51,9.38,3.66,32669.0
新奥股份,3.95,4.38,11.41,3.87,2.13,7.85,12.24,4.47,农药化肥,河北,11.09,12.29,12.29,2352785.25,788692.06,504982.69,180697.8,1.47,0.32,6.26,1.98,19940103.0,443670.09,3.61,65.93,88.4,22.88,11.7,29882.0
西部黄金,3.95,6.38,7.42,3.05,5.28,-3.01,1.29,-1.11,黄金,新疆,0.0,6.36,6.36,241835.27,65218.8,109631.02,50813.8,0.8,-0.028999999999999998,2.61,6.87,20150122.0,44258.59,0.7,-50.64,-134.47,16.88,-11.49,76625.0
富煌钢构,3.95,2.37,2.62,,1.51,2.6,3.53,0.51,钢加工,安徽,60.25,3.32,3.37,600287.19,391809.5,76737.61,120442.47,3.57,0.031,5.92,1.25,20150217.0,44656.93,1.32,41.57,46.57,8.05,1.51,32627.0
运达科技,3.95,6.13,10.45,0.88,5.45,7.64,9.26,0.33,软件服务,四川,172.83,4.46,4.52,178429.86,161609.13,12178.12,28747.48,0.64,0.01,2.86,2.35,20150423.0,53202.38,1.18,-4.77,-60.79,50.51,5.08,24720.0
金贵银业,3.94,6.36,6.88,2.22,3.44,5.38,7.16,1.9,小金属,湖南,34.46,5.42,9.6,917796.0,632032.13,134023.98,165313.41,1.72,0.071,3.76,2.62,20140128.0,117799.95,1.23,8.55,43.43,8.16,2.83,57772.0
光大证券,3.94,5.1,6.38,1.22,2.58,4.64,6.2,1.47,证券,上海,17.7,39.07,46.11,20413318.0,0.0,81575.68,2361376.0,5.12,0.159,10.73,1.05,20090818.0,1202724.5,2.61,34.91,24.56,0.0,31.32,91146.0
元力股份,3.94,4.22,7.71,2.27,5.46,5.98,8.49,8.29,化工原料,福建,25.23,2.2,2.45,153863.47,50808.8,32467.74,14407.8,0.59,0.212,2.55,8.37,20110201.0,21156.84,0.86,154.97,304.36,25.62,11.01,3016.0
金轮股份,3.94,6.1,7.5,1.46,3.65,5.41,4.96,1.21,纺织机械,江苏,35.39,1.11,1.75,267063.66,152334.88,32409.21,110946.88,6.32,0.121,9.95,1.72,20140128.0,41146.8,2.34,15.85,-14.54,17.91,4.43,30004.0
中原证券,3.93,,6.79,0.93,1.31,3.42,4.34,0.99,证券,河南,45.13,11.95,38.69,4214780.5,0.0,22635.78,383485.13,0.99,0.026000000000000002,2.65,1.79,20170103.0,49360.9,0.13,6.43,1.75,0.0,22.6,138025.0
中国中冶,3.92,5.38,7.61,1.87,3.49,4.4,7.34,1.97,建筑施工,北京,11.04,178.53,207.24,42175680.0,33064512.0,2776244.25,2244461.25,1.08,0.08,3.19,1.11,20090921.0,2157261.25,1.04,24.94,15.2,12.65,3.01,438070.0
宁波建工,3.92,5.54,8.0,2.1,4.01,5.61,8.27,2.44,建筑施工,浙江,14.22,9.76,9.76,1384537.25,1201827.38,90231.11,51567.9,0.53,0.066,2.71,1.39,20110816.0,106002.15,1.09,31.92,23.5,6.02,1.49,44306.0
建新矿业,3.92,9.17,13.39,4.71,12.06,16.78,18.99,4.84,铅锌,重庆,25.57,11.37,11.37,258805.05,120117.88,74566.75,18883.17,0.17,0.225,2.03,5.68,19970120.0,75769.3,0.67,7.82,6.07,58.48,37.26,25927.0
清水源,3.92,2.05,3.83,0.75,2.39,3.81,9.47,4.0,化工原料,河南,18.56,1.27,2.18,328115.53,190145.13,28762.39,64222.71,2.94,0.22899999999999998,5.71,2.98,20150423.0,34256.23,1.57,165.07,453.7,37.85,15.16,12368.0
长生生物,3.92,7.81,11.91,2.48,7.46,11.74,14.68,3.91,生物制药,江苏,18.19,4.04,9.74,468416.69,344596.03,44108.5,102900.47,1.06,0.161,4.12,2.85,20120605.0,200207.13,2.06,54.05,72.22,91.59,45.4,24817.0
武汉控股,3.92,5.57,6.57,1.41,3.55,5.53,6.81,1.59,水务,湖北,15.34,7.1,7.1,1116174.38,309928.81,575123.44,151263.94,2.13,0.10800000000000001,6.75,0.98,19980427.0,232125.05,3.27,23.65,19.05,32.64,22.58,40951.0
金利华电,3.92,4.35,4.71,1.3,2.07,3.85,3.41,1.06,电气设备,浙江,56.98,0.92,1.17,81687.3,45199.53,20674.05,26053.48,2.23,0.048,4.54,2.43,20100421.0,13387.19,1.14,-9.13,-15.6,41.45,11.68,15228.0
惠而浦,3.91,5.38,8.56,2.6,-2.18,-1.43,-2.49,1.45,家用电器,安徽,22.95,5.33,7.66,796456.81,492202.66,123951.15,123853.67,1.62,0.075,5.15,1.34,20040727.0,166950.55,2.18,-11.68,-33.94,24.0,3.4,23339.0
设研院,3.91,,20.4,,9.93,16.39,14.99,2.84,建筑施工,河南,28.66,0.32,1.3,225310.3,183075.27,20607.02,100854.27,7.78,0.34700000000000003,12.2,3.26,20171212.0,46127.06,3.56,0.0,0.0,45.06,23.64,15398.0
天创时尚,3.9,5.57,7.66,2.12,6.56,8.87,9.36,3.6,服饰,广东,13.33,1.27,4.31,270409.38,145559.27,29525.8,111002.52,2.57,0.174,4.83,1.92,20160218.0,50243.3,1.16,27.64,125.55,56.48,15.97,24672.0
黄河旋风,3.9,5.38,7.61,2.21,3.72,5.41,6.57,1.36,矿物制品,河南,23.33,11.69,14.76,1035187.88,311259.47,412379.97,187677.06,1.27,0.048,3.54,1.28,19981126.0,183197.41,1.24,-2.25,-34.97,33.55,10.84,55530.0
智云股份,3.9,3.58,6.93,-0.63,4.01,8.35,8.59,1.61,电器仪表,辽宁,41.68,1.55,2.89,265812.91,154932.94,11208.45,126873.21,4.4,0.113,6.99,2.7,20100728.0,44296.4,1.54,191.27,484.71,39.63,18.3,15183.0
广弘控股,3.89,6.49,8.51,1.83,4.19,7.5,11.34,1.83,食品,广东,31.49,5.7,5.84,199097.59,139675.17,16858.93,57095.94,0.98,0.044000000000000004,2.39,2.31,19931118.0,17254.55,0.3,-38.88,10.9,18.01,7.58,39466.0
东方证券,3.89,4.63,5.71,2.06,4.29,6.3,6.7,0.83,证券,上海,36.88,51.88,69.94,22508850.0,0.0,47827.18,2825493.0,4.04,0.062,7.49,1.23,20150323.0,761135.75,1.09,-8.67,-48.34,0.0,22.43,142265.0
通程控股,3.89,4.31,5.25,1.59,3.95,4.78,6.36,2.05,百货,湖南,16.28,5.43,5.44,409339.81,219154.22,115285.11,41739.53,0.77,0.077,3.77,1.34,19960816.0,94586.86,1.74,0.57,33.15,21.1,4.09,28743.0
国际医学,3.89,5.59,5.78,1.86,3.4,5.04,5.48,1.85,百货,陕西,37.31,19.33,19.71,567775.69,191882.75,139330.22,27703.6,0.14,0.035,1.87,2.77,19930809.0,127302.0,0.65,6.43,3.21,19.98,5.95,92272.0
海天精工,3.89,5.06,5.85,1.01,4.37,6.62,8.84,1.17,机床制造,浙江,102.49,1.26,5.22,226059.2,139231.5,73962.56,28711.75,0.55,0.027000000000000003,2.26,4.82,20161107.0,32723.97,0.63,18.34,24.78,23.37,4.7,24909.0
辅仁药业,3.89,5.48,4.78,1.48,2.67,3.47,8.52,3.83,中成药,河南,13.72,1.78,6.27,1005757.63,540323.38,338990.06,189848.8,3.03,0.293,7.63,2.1,19961218.0,216595.66,3.45,13.05,128.76,44.87,13.53,13101.0
实达集团,3.88,5.58,7.25,0.06,1.88,3.02,6.49,-1.07,电脑设备,福建,0.0,3.55,6.24,840366.13,590714.06,21819.7,209117.17,3.35,-0.049,4.56,1.86,19960808.0,11150.55,0.18,-13.89,-1950.34,7.03,-2.7,40863.0
广安爱众,3.87,5.21,6.52,1.4,4.45,5.99,7.92,1.28,水力发电,四川,21.19,7.18,9.48,776216.5,152507.55,501276.16,182561.95,1.93,0.048,3.75,1.09,20040906.0,67646.59,0.71,10.84,-2.02,25.31,9.1,49126.0
精华制药,3.87,5.35,7.67,1.49,4.37,5.82,7.68,2.56,中成药,江苏,20.69,7.63,8.36,336828.66,132099.38,65846.68,91232.0,1.09,0.07,2.79,2.13,20100203.0,53499.32,0.64,7.54,88.08,51.37,18.42,32223.0
物产中大,3.87,6.38,10.68,1.91,4.77,7.26,10.18,3.7,商贸代理,浙江,6.96,13.38,43.07,9634891.0,6157669.5,637391.69,401652.09,0.93,0.18,4.3,1.25,19960606.0,763414.88,1.77,-6.79,111.23,3.25,1.53,81978.0
凯利泰,3.86,6.71,8.63,2.03,4.9,7.63,9.62,2.35,医疗保健,上海,36.23,6.44,7.18,277449.41,122267.82,26345.96,70746.81,0.98,0.07,2.9,3.4,20120613.0,61512.26,0.86,49.58,27.7,55.53,21.07,20006.0
信隆健康,3.86,4.67,5.9,,6.03,8.35,8.67,-1.04,文教休闲,深圳,0.0,3.69,3.69,139614.69,83078.72,45909.9,6092.15,0.17,-0.015,1.42,3.16,20070112.0,3279.56,0.09,-12.45,-497.72,12.1,-1.65,29504.0
豫金刚石,3.86,5.58,2.07,0.83,1.4,2.54,3.36,1.57,矿物制品,河南,15.68,6.76,12.05,921540.38,525396.5,196041.42,475230.09,3.94,0.091,5.79,0.99,20100326.0,91613.15,0.76,40.49,95.14,30.8,26.92,26048.0
佛山照明,3.86,5.56,21.48,2.31,4.85,13.78,15.49,1.98,家用电器,广东,22.1,10.72,13.99,583289.13,333501.25,48193.23,28582.14,0.2,0.069,3.48,1.75,19931123.0,182815.34,1.31,2.72,-19.46,22.16,8.59,90239.0
百川股份,3.85,7.47,9.39,2.18,6.82,6.72,7.89,1.73,化工原料,江苏,33.65,3.16,5.17,260962.8,149128.02,85479.53,42025.31,0.81,0.045,2.61,2.34,20100803.0,37958.84,0.73,34.96,23.66,12.75,3.69,31830.0
中科三环,3.85,5.73,7.68,1.73,3.67,4.77,6.56,0.97,元器件,北京,64.44,10.65,10.65,609933.38,446014.41,89637.17,43190.93,0.41,0.04,4.08,2.5,20000420.0,260948.7,2.45,18.82,-41.96,21.33,4.46,111144.0
华工科技,3.85,5.4,7.25,1.7,5.32,7.53,6.2,1.14,电器仪表,湖北,63.48,8.91,10.06,886375.63,679108.06,118861.15,259014.77,2.58,0.06,5.26,2.92,20000608.0,157488.31,1.57,36.41,10.61,23.95,4.8,86318.0
东华软件,3.84,7.41,10.24,5.22,6.74,9.86,7.46,1.48,软件服务,北京,55.84,27.92,31.4,1432251.13,1195320.63,28178.88,234259.09,0.75,0.043,2.88,3.33,20060823.0,298446.25,0.95,9.34,-71.18,31.18,9.61,98494.0
和科达,3.84,5.94,5.89,-0.58,1.64,1.95,3.08,-0.58,专用机械,深圳,0.0,0.57,1.0,72184.13,60518.23,6615.97,20526.0,2.05,-0.031,5.2,2.99,20161025.0,20752.01,2.08,24.21,-2.81,28.0,-5.45,17442.0
中信证券,3.84,5.69,7.26,1.57,3.42,5.39,7.63,1.77,证券,深圳,19.54,98.15,121.17,65966888.0,0.0,771626.0,5445150.0,4.49,0.222,12.52,1.39,20030106.0,5542339.0,4.57,12.72,16.91,0.0,27.7,576298.0
奇信股份,3.83,5.9,6.66,2.39,4.1,7.39,8.41,2.27,装修装饰,深圳,22.57,0.92,2.25,418756.78,380863.13,5803.51,72404.06,3.22,0.184,8.09,2.05,20151222.0,78976.71,3.51,27.93,3.2,13.92,4.89,19538.0
朗玛信息,3.83,5.62,7.53,18.3,20.72,22.94,8.01,1.74,软件服务,贵州,62.83,2.03,3.38,154612.91,37492.26,16588.68,38445.37,1.14,0.064,3.65,4.38,20120216.0,46403.26,1.37,7.42,33.67,50.2,20.31,43073.0
环旭电子,3.82,7.34,10.69,3.63,7.04,10.52,15.22,2.12,元器件,上海,27.41,21.76,21.76,1584209.75,1372897.88,145092.11,163787.11,0.75,0.086,4.05,2.33,20120220.0,468723.56,2.15,-3.77,-34.72,10.31,3.01,28694.0
张江高科,3.82,4.96,8.8,2.86,3.74,4.7,5.55,2.9,园区开发,上海,17.17,15.49,15.49,1909080.38,799004.56,4429.33,263649.78,1.7,0.162,5.59,1.99,19960422.0,349152.41,2.25,-25.18,3.82,45.26,115.79,117338.0
海油工程,3.82,4.86,5.68,-0.74,0.87,1.31,2.12,-1.58,石油开采,天津,0.0,44.21,44.21,2677861.75,1077341.25,1187875.25,424794.06,0.96,-0.081,5.14,1.02,20020205.0,1202493.25,2.72,-10.17,-111.59,-12.14,-28.68,126318.0
建艺集团,3.82,5.37,7.59,2.52,3.94,6.26,7.84,2.44,装修装饰,深圳,24.21,0.38,0.81,388248.06,293031.34,4967.85,61053.11,7.52,0.361,14.74,2.37,20160311.0,44509.55,5.48,-14.05,4.49,12.61,4.73,13558.0
露天煤业,3.82,5.39,8.66,6.81,10.29,11.63,16.24,6.41,煤炭开采,内蒙,4.66,16.34,16.34,1569611.5,666834.19,661606.5,125121.4,0.77,0.45899999999999996,7.16,1.2,20070418.0,768431.94,4.7,6.13,6.7,55.14,32.57,60750.0
大唐发电,3.82,-7.98,-6.6,1.56,2.64,4.57,4.12,0.97,火力发电,北京,27.94,99.94,185.07,25149400.0,3919980.75,15447064.0,1871862.75,1.01,0.04,2.99,1.09,20061220.0,590438.19,0.32,13.27,-14.19,17.99,3.12,208480.0
国金证券,3.82,5.92,7.42,1.6,3.05,4.76,6.37,1.42,证券,四川,20.07,30.24,30.24,4552803.0,0.0,10584.13,784234.38,2.59,0.09,6.31,1.15,19970807.0,533678.31,1.76,-20.09,-4.69,0.0,32.77,148281.0
超讯通信,3.81,3.48,6.32,-1.63,-0.66,1.95,4.35,-1.39,通信设备,广东,0.0,0.45,1.12,167685.38,144258.86,6322.23,25377.57,2.27,-0.06,4.32,6.41,20160728.0,13839.17,1.24,32.28,12.23,16.93,-3.13,12779.0
科达股份,3.81,7.36,9.84,2.24,3.47,5.41,7.65,1.42,互联网,山东,22.91,7.57,13.26,1062171.0,613296.81,6190.58,383151.44,2.89,0.066,4.63,1.31,20040426.0,121008.6,0.91,85.27,-9.79,11.08,3.02,34666.0
华通医药,3.81,5.49,7.25,1.8,4.24,6.01,7.24,1.3,医药商业,浙江,64.95,1.79,2.1,122996.47,76121.53,23689.65,13910.95,0.66,0.037000000000000005,2.8,3.4,20150527.0,21415.78,1.02,19.65,-24.26,13.07,1.97,18289.0
新劲刚,3.8,,12.66,0.89,2.21,3.9,7.04,0.78,矿物制品,广东,221.66,0.43,1.0,47685.14,34812.84,8532.24,14686.15,1.47,0.027999999999999997,3.52,6.95,20170324.0,12566.46,1.26,3.59,-5.91,34.41,6.32,7448.0
亚太股份,3.8,4.73,5.43,1.61,2.46,2.99,2.92,0.78,汽车配件,浙江,49.04,6.86,7.38,628115.25,373363.75,155945.56,113704.27,1.54,0.03,3.64,1.65,20090828.0,66290.0,0.9,5.75,-48.17,12.67,2.08,82504.0
山东药玻,3.79,5.6,6.22,2.08,4.23,6.26,8.08,2.49,医疗保健,山东,22.18,3.6,4.25,421710.06,275784.31,122199.67,120485.92,2.84,0.195,7.85,2.21,20020603.0,153404.59,3.61,12.15,28.23,31.71,12.89,12617.0
华天科技,3.78,6.06,7.96,2.27,4.99,7.39,9.26,1.49,半导体,甘肃,39.52,21.3,21.31,969044.81,352897.53,461857.09,112806.75,0.53,0.038,2.55,2.37,20071120.0,197254.31,0.93,29.76,-28.98,12.97,4.22,102885.0
二六三,3.76,4.16,-21.12,1.6,2.7,3.45,1.71,0.76,电信运营,北京,83.19,6.29,7.87,230670.52,98512.24,16400.74,83357.18,1.06,0.018000000000000002,2.3,2.55,20100908.0,8006.66,0.1,-2.62,-52.76,61.65,6.93,85590.0
贵航股份,3.76,4.76,8.27,1.54,4.58,5.28,8.66,0.5,汽车配件,贵州,75.48,4.04,4.04,355140.22,240382.02,64307.8,93600.21,2.32,0.027999999999999997,5.58,1.53,20011227.0,80786.43,2.0,-26.62,-65.25,21.61,1.7,24420.0
美盛文化,3.76,4.43,5.54,0.89,2.78,8.35,5.47,1.38,服饰,浙江,83.59,7.91,9.1,450247.44,257544.27,25581.11,200658.05,2.21,0.054000000000000006,3.88,4.64,20120911.0,57698.78,0.63,59.52,57.31,41.98,33.07,18943.0
锦江股份,3.76,4.0,,1.53,3.25,5.48,6.79,1.85,酒店餐饮,上海,34.94,6.49,9.58,4254836.5,1190542.5,660995.25,802485.94,8.38,0.24100000000000002,12.97,2.59,19961011.0,239562.77,2.5,14.48,15.78,89.65,7.09,48346.0
水晶光电,3.76,6.03,8.75,2.17,5.14,8.68,10.23,1.65,元器件,浙江,49.31,7.99,8.63,511692.06,249406.09,136061.38,151845.75,1.76,0.07,4.1,3.27,20080919.0,109321.02,1.27,-18.72,-9.17,26.14,15.86,50000.0
皇氏集团,3.75,4.87,10.61,0.6,3.2,4.02,2.06,0.34,乳制品,广西,94.74,5.14,8.38,578127.69,261355.8,67077.93,117555.45,1.4,0.011000000000000001,3.3,1.31,20100106.0,69882.71,0.83,-1.06,-42.9,28.33,2.12,85610.0
钢研高纳,3.75,5.36,,1.45,2.89,3.21,4.3,1.48,小金属,北京,45.92,4.21,4.22,180917.7,123217.07,45144.37,34743.51,0.82,0.11,3.24,3.11,20091225.0,51562.85,1.22,1.78,20.41,27.95,13.42,22593.0
中国天楹,3.74,6.8,10.26,1.09,3.37,4.77,7.35,0.75,环境保护,江苏,68.02,11.68,13.52,787440.81,174908.05,108850.97,167896.45,1.24,0.017,2.25,2.07,19940408.0,91918.68,0.68,22.23,1.36,31.25,7.91,40268.0
天顺股份,3.74,6.18,8.6,1.76,4.72,8.21,9.25,-1.96,仓储物流,新疆,0.0,0.35,0.75,73685.92,56821.81,3670.51,15270.51,2.04,-0.115,5.85,3.45,20160530.0,19029.57,2.55,-24.45,-216.18,8.5,-6.15,12502.0
东旭光电,3.74,3.68,5.58,1.73,2.82,4.48,5.63,1.35,元器件,河北,21.2,40.95,57.3,6879779.0,4752407.5,1086178.38,2179240.5,3.8,0.07400000000000001,5.47,1.15,19960925.0,360288.88,0.63,106.61,9.67,20.68,9.1,341200.0
中通国脉,3.74,7.18,8.25,-0.05,2.05,2.85,5.18,0.07,通信设备,吉林,1432.25,0.79,1.39,129699.4,82054.5,8884.67,39730.71,2.86,0.004,5.49,4.29,20161202.0,17375.88,1.25,29.61,284.57,12.68,0.74,41029.0
京运通,3.74,4.77,4.12,0.03,2.86,5.57,5.94,2.32,电气设备,北京,14.58,19.93,19.95,1363952.75,309554.5,772262.63,289949.5,1.45,0.078,3.37,1.36,20110908.0,170060.06,0.85,156.76,6714.41,43.1,28.51,46424.0
时代新材,3.74,4.16,5.0,0.42,0.63,1.04,1.41,0.69,塑料,湖南,54.18,6.61,8.03,1490343.63,931233.0,293814.0,305571.91,3.81,0.042,6.06,1.5,20021219.0,105180.95,1.31,2.67,61.27,16.44,1.31,52365.0
长青股份,3.73,4.65,5.55,1.5,4.1,5.49,7.47,2.13,农药化肥,江苏,17.45,2.38,3.59,407816.91,183732.09,193022.72,162984.81,4.53,0.185,8.66,1.49,20100416.0,97180.56,2.7,45.77,48.78,28.1,10.26,18745.0
宜通世纪,3.73,5.86,7.24,2.02,3.0,4.58,6.49,1.41,通信设备,广东,22.35,6.28,8.94,443335.41,222942.42,24272.53,211973.7,2.37,0.057,4.03,1.27,20120425.0,65059.55,0.73,40.78,4.58,20.84,7.57,32990.0
长信科技,3.73,6.32,9.25,2.72,7.3,10.74,12.48,3.14,元器件,安徽,24.08,22.63,22.99,850986.69,378887.72,268509.22,24043.3,0.1,0.062,1.96,3.03,20100526.0,177572.91,0.77,-46.92,34.92,14.14,8.2,78782.0
洪涛股份,3.73,5.9,3.76,1.36,2.9,3.75,3.78,1.52,装修装饰,深圳,21.11,9.2,12.49,1011602.13,738028.38,57181.42,92277.46,0.74,0.05,2.89,1.32,20091222.0,142717.55,1.14,18.03,12.05,20.21,6.55,60160.0
智慧能源,3.73,5.04,5.09,0.21,1.9,2.57,0.91,1.33,电气设备,青海,36.59,21.78,22.19,1818948.38,1205957.38,222737.09,169690.05,0.76,0.032,2.38,1.95,19950206.0,116445.51,0.52,22.1,492.98,14.46,2.06,71285.0
惠达卫浴,3.73,,10.85,1.42,3.77,6.03,7.56,1.46,家居用品,河北,22.31,2.64,3.69,409225.69,224656.8,103188.24,100502.5,2.72,0.121,8.23,1.31,20170405.0,162159.19,4.39,14.23,11.85,25.89,6.83,25619.0
长高集团,3.73,5.46,9.16,1.44,3.87,5.36,4.45,-1.17,电气设备,湖南,0.0,3.7,5.29,274275.03,198586.34,32822.87,24248.11,0.46,-0.03,2.56,1.64,20100720.0,51438.6,0.97,-13.16,-182.28,19.53,-9.3,43405.0
世龙实业,3.72,7.01,10.03,5.86,10.49,11.91,12.98,1.02,化工原料,江西,44.06,2.4,2.4,136891.59,57394.45,61441.26,33256.03,1.39,0.05,4.88,1.8,20150319.0,52131.34,2.17,-9.45,-81.59,18.0,3.96,20166.0
二三四五,3.72,5.76,9.56,3.09,6.43,9.72,12.41,2.74,软件服务,上海,23.19,42.3,44.36,957737.19,540403.31,7009.65,272988.91,0.62,0.049,1.78,2.55,20071212.0,228202.38,0.51,4.44,3.36,87.87,49.33,176766.0
特锐德,3.71,4.89,9.27,2.0,3.63,4.92,9.36,1.87,电气设备,山东,59.45,8.68,9.98,1278377.0,856865.31,182397.3,85170.4,0.85,0.12300000000000001,3.06,4.79,20091030.0,106763.32,1.07,0.7,20.1,24.53,4.66,42762.0
高新兴,3.71,5.52,8.41,1.85,4.79,7.15,8.06,2.32,通信设备,广东,31.02,8.86,17.69,746606.81,387704.53,13050.8,313349.28,1.77,0.068,2.93,2.89,20100728.0,106343.36,0.6,200.54,70.16,37.33,15.06,44242.0
陕国投A,3.71,4.63,6.66,1.51,3.45,5.23,4.44,1.52,多元金融,陕西,19.2,28.62,30.9,942666.13,0.0,7416.02,274413.09,0.89,0.04,2.6,1.17,19940110.0,183990.11,0.6,11.85,3.52,0.0,45.17,93192.0
三棵树,3.71,5.84,13.68,-1.33,4.13,8.76,15.72,-0.69,染料涂料,福建,0.0,0.42,1.33,212880.0,108966.02,49173.59,39844.7,3.0,-0.059000000000000004,8.44,5.83,20160603.0,63398.42,4.77,15.94,39.2,42.13,-2.01,7670.0
铁汉生态,3.71,5.9,10.2,-0.08,5.11,8.41,12.53,-1.2,环境保护,深圳,0.0,14.47,22.79,2100420.75,1215238.63,75171.57,236140.5,1.04,-0.03,2.63,2.04,20110329.0,191253.52,0.84,69.8,-1667.8,25.87,-5.57,49100.0
恒康医疗,3.71,5.16,9.88,1.73,3.89,5.8,4.84,1.21,中成药,甘肃,38.5,18.27,18.65,1010359.38,335031.41,208289.88,108219.77,0.58,0.027999999999999997,2.27,1.87,20080306.0,116285.36,0.62,92.73,-28.63,35.77,5.45,24748.0
交大昂立,3.71,8.29,8.23,2.01,3.77,5.76,9.81,1.92,医疗保健,上海,34.44,7.8,7.8,210210.8,29910.39,8177.43,12210.08,0.16,0.04,2.06,2.66,20010702.0,35959.37,0.46,4.46,-8.08,56.56,37.83,48525.0
石基信息,3.7,5.46,7.87,1.24,3.59,5.38,7.97,1.25,软件服务,北京,139.56,4.84,10.67,713018.0,433815.25,32254.15,166440.42,1.56,0.063,4.99,7.02,20070813.0,253640.8,2.38,-3.18,6.58,50.2,12.6,26347.0
天广中茂,3.7,6.02,9.38,1.18,5.14,8.5,12.03,1.06,专用机械,福建,33.02,16.45,24.92,870773.81,591169.88,85949.53,122469.4,0.49,0.022000000000000002,2.05,1.4,20101123.0,131845.38,0.53,6.49,0.28,33.69,13.23,17407.0
联环药业,3.7,5.64,7.58,1.55,4.2,5.85,8.03,1.77,化学制药,江苏,32.58,2.85,2.85,118020.9,80122.92,15510.51,25722.6,0.9,0.055,3.13,2.31,20030319.0,30907.31,1.08,70.06,21.51,61.84,7.04,22061.0
文峰股份,3.69,4.54,6.1,2.14,3.98,5.03,6.89,1.9,超市连锁,江苏,16.81,18.48,18.48,633413.5,176928.8,325162.06,84117.45,0.46,0.046,2.4,1.28,20110603.0,136219.97,0.74,-2.79,-6.49,19.49,4.26,142558.0
科迪乳业,3.69,6.0,5.77,1.43,3.66,6.29,7.61,1.38,乳制品,河南,41.41,5.82,10.95,290713.81,122758.71,133090.77,631.85,0.01,0.021,1.54,2.3,20150630.0,52588.55,0.48,21.15,3.64,23.13,8.57,37890.0
日出东方,3.69,5.91,6.44,0.44,2.05,2.19,1.48,-0.47,家用电器,江苏,0.0,8.0,8.0,598558.5,200217.25,122073.65,180837.0,2.26,-0.021,4.45,1.07,20120521.0,75334.09,0.94,60.25,-200.95,38.82,-2.76,40561.0
海联金汇,3.68,2.13,3.53,1.4,2.64,4.15,5.94,1.34,汽车整车,山东,32.47,11.69,12.51,1217542.13,807723.5,85252.27,470710.5,3.76,0.076,5.6,1.75,20110110.0,105601.11,0.84,46.2,0.99,21.0,8.0,15641.0
吉药控股,3.68,6.27,10.46,1.82,4.07,5.43,10.38,1.79,中成药,吉林,36.5,4.23,6.66,348142.0,168783.94,78418.3,78852.75,1.18,0.053,2.98,2.61,20100825.0,57331.98,0.86,4.86,7.03,32.95,25.91,13261.0
华自科技,3.67,4.94,8.3,1.16,3.09,4.0,4.71,0.75,电气设备,湖南,108.8,0.91,2.29,234262.52,117797.1,14878.13,79786.65,3.49,0.04,5.34,3.28,20151231.0,21168.86,0.92,81.68,34.36,36.34,4.84,17083.0
深中华A,3.67,15.02,18.12,1.45,-13.34,-10.48,9.62,1.43,文教休闲,深圳,2163.55,3.03,5.51,8339.2,7633.06,384.88,62783.43,1.14,0.0,0.03,124.42,19920331.0,-119572.52,-2.17,6.13,9.22,7.75,0.94,51082.0
中能电气,3.67,7.04,9.07,0.45,1.08,1.28,-8.79,0.24,电气设备,福建,242.44,1.89,3.08,217223.55,138694.52,50693.53,24268.85,0.79,0.006,2.6,2.37,20100319.0,22329.32,0.72,22.46,-51.13,34.07,1.21,21783.0
四川长虹,3.67,4.13,4.39,0.25,1.2,1.31,2.76,0.47,家用电器,四川,54.95,46.14,46.16,6609198.0,4887739.5,587202.88,397502.38,0.86,0.013000000000000001,2.81,1.03,19940311.0,426261.5,0.92,13.33,85.37,12.88,0.32,334319.0
吉林高速,3.67,5.9,7.23,1.8,4.58,8.03,10.25,1.81,路桥,吉林,18.97,12.13,13.5,637190.38,59836.96,567922.44,31718.28,0.23,0.04,2.43,1.24,20100319.0,123320.52,0.91,-3.3,9.58,71.68,32.23,64121.0
